,business_id,count,name_biz,stars_biz,address,neighborhood,latitude,longitude
708,0d0i0FaJq1GIeW1rS2D-5w,65,Bruxie,4.5,"3782 S Las Vegas Blvd, South Tenant Block, Bldg D1",The Strip,36.10352,-115.174608
709,nlsibvBeSc8vfus2KuQatA,64,Handel's Homemade Ice Cream & Yogurt,4.0,"10170 W Tropicana Ave, Ste 150",Spring Valley,36.1015133836,-115.314433873
710,YkOCo5ipV2he2WXIAlZb-A,64,Jaburritos Sushi Burritos,4.5,"6090 S Rainbow Blvd, Ste 2",Spring Valley,36.0780826,-115.2421567
712,e13SEvJud_vgeDR_doL4sQ,64,Hussong's Cantina - Las Vegas,3.5,"Mandalay Bay Shoppes, 3930 Las Vegas Blvd S, Ste 121B",The Strip,36.094254,-115.176019
713,AjWFFZN8KwyqJzzi0DyEsw,64,BURGER BRASSERIE,3.5,"Paris Las Vegas Hotel & Casino, 3655 Las Vegas Boulevard South",The Strip,36.112648,-115.170283
715,tA5mqEP68qjbTFK9c14D7A,64,Pot Tea Social House,4.0,"7815 S Rainbow Blvd, Ste 102",Southwest,36.0463716252,-115.243588686
716,ym5FOqL6tGbgynzwKMHZuw,64,Crab Corner,3.5,6485 S Rainbow Blvd,Spring Valley,36.07097,-115.243522
717,GkRF8rSvh9cOQuuPeDh9bg,64,Sushi Fever,4.0,"7985 W Sahara Ave, Ste 105",Westside,36.1431984312,-115.264456426
718,dVhGY-mNwTWQzK01Zxuclw,64,Yunnan Garden,3.5,3934 Schiff Dr,Chinatown,36.1249257,-115.1923226
720,ZtsnwjxjzMUI6tDZNrJUeA,64,Montana Meat Company,3.5,9135 S Durango,Southwest,36.0219644,-115.2796586
722,Po0QGzgwFrfnGJEi_akCjA,64,Korean Garden BBQ House,3.0,4355 Spring Mountain Rd,Chinatown,36.125908,-115.197904
724,JbopSXzZIy7id23GJsO9pA,64,Jollibee,2.5,"9430 W Sahara Ave, Ste 100A",Westside,36.1462743378,-115.301021822
725,Jt28TYWanzKrJYYr0Tf1MQ,64,Cabo Wabo Cantina,3.0,3663 Las Vegas Blvd S,The Strip,36.1110724694,-115.172451868
726,DVfCbJhJUDWRlUfrKzaKOA,63,Sam Woo BBQ Restaurant,2.0,"4215 Spring Mountain Rd, Ste B101",Chinatown,36.1253808,-115.1959803
728,rbcfYmJtqwIkk17IeOI5Kw,63,BARDOT Brasserie,4.5,3730 Las Vegas Blvd S,The Strip,36.1074117364,-115.177676973
729,ZhLSAiRj9kANxf8m2SBfRA,63,Lucki Thai,4.5,467 E Silverado Ranch Blvd,Southeast,36.0119846411,-115.153598562
730,Ffhe2cmRyloz3CCdRGvHtA,63,Earl of Sandwich,4.0,"Palms Casino Resort, 4321 W. Flamingo Rd",,36.114345,-115.195589
731,4VkLiFoIEjTTpbCRgxjnCQ,63,Spaghetty Western,4.0,"10690 Southern Highlands Pkwy, Ste 103",Southwest,35.9951546506,-115.206350564
732,t4bBKVXbr8bIN9nEJIobYg,63,Saffron Flavors of India,4.0,"4450 N Tenaya Way, Ste 115",Northwest,36.24172,-115.250134
733,iAuOpYDfOTuzQ6OPpEiGwA,63,Memphis Championship Barbecue,3.0,2250 E Warm Springs Rd,Southeast,36.0577242,-115.1225863
734,eYJcI9cI6-kJ2NQpYdHcLw,63,The Perch,4.0,"Downtown Container Park, 707 Fremont St",Downtown,36.1673570366,-115.13881669
735,po0p6NIro0cDrmKkcyPy0w,63,To See Roll,4.5,"7040 S Rainbow Blvd, Ste 110",Spring Valley,36.0605553,-115.2417218
736,ghVhlFpNhfBwWDFGSlt2JA,63,Sushi Neko,4.0,"5115 W Spring Mountain Rd, Ste 117",Chinatown,36.1260481,-115.2123157
738,OPxWcHK96_cbmiF7legDnA,63,McCormick & Schmick's Seafood & Steaks,3.5,335 Hughes Center Dr,Eastside,36.1150754866,-115.156941325
739,Yq92uUpugGyJLvDtcDRunw,63,In-N-Out Burger,4.5,9240 S Eastern Ave,Southeast,36.0213759,-115.1180729
741,KkmPDIWzvwbBpyqOHT6pcQ,63,Rao's,3.5,3570 Las Vegas Blvd S,The Strip,36.1163674508,-115.176439563
742,PIXl4WvAqjl2w9Lj81zXvQ,62,Zest - Bistro & Bar,4.0,"10670 Southern Highlands Pkwy, Ste 102",Southwest,35.9953175,-115.2069481
744,Fy4t2XHIRKwMk_ocCZze0Q,62,ENVY The Steakhouse,4.0,"Renaissance Las Vegas, 3400 Paradise Rd",Eastside,36.1274067129,-115.154467611
745,8F-UdXe_YylX3k0L1SEiRg,62,Pho Little Saigon,2.5,"3775 Spring Mountain Rd, Ste 306",Chinatown,36.1256660799,-115.189855594
746,2sx52lDoiEtef7xgPCaoBw,62,VegeNation,4.5,"616 Carson Ave, Ste 120",Downtown,36.1672853944,-115.139310447
747,LEzaRCdhDfO2eM75HZNnUQ,62,Miko's Izakaya,4.5,"500 E Windmill Ln, Ste 165",Southeast,36.0428966,-115.1520552
748,MAuSh7NKoT__CQ4BumoayA,62,T&T - Tacos & Tequila,3.5,"Luxor Hotel & Casino, 3900 Las Vegas Blvd",The Strip,36.0970140729,-115.175894613
749,cPmThZ7Ugpd8eJnIObOy0Q,62,Olive Garden Italian Restaurant,3.0,10800 West Charleston Blvd,Summerlin,36.1596477,-115.331415
751,-Le6cwbZL4tDZwNHwipfKg,62,Marrakech Mediterranean Restaurant,4.5,"3900 Paradise Rd, Ste Y",Eastside,36.1177117193,-115.154608946
752,JPfi__QJAaRzmfh5aOyFEw,62,Shang Artisan Noodle,4.5,"4983 W Flamingo Rd, Ste B",,36.1149052,-115.2097436
753,JTFFtWy_chbsHTs95yD_2Q,62,Cafe Bellagio,3.0,3600 S Las Vegas Blvd,The Strip,36.112379,-115.174531
754,xw6G0T2VQZAtta6RcZoAOQ,62,Cafe Rio,3.0,9002 W Sahara Ave,Westside,36.1446524,-115.294935
756,_hML_SleB40KkUrMHOZ_-Q,62,Rx Boiler Room,4.0,3930 Las Vegas Blvd,The Strip,36.093584908,-115.175897346
757,RnAb4KkRDmWUBWhhZhugZQ,62,Ohana Hawaiian BBQ,3.5,"7435 S Durango Dr, Ste 104",Southwest,36.0529956,-115.2799348
758,eUuKXhloFVHdQsLdodcLbw,62,Parsley Modern Mediterranean,4.0,6420 S Pecos Rd,Southeast,36.072381,-115.100413
760,I6qFvR-jVDGqDD_iVG38ng,61,Jenni Pho Grill,3.0,4480 W Spring Mountain Rd,Chinatown,36.1264280647,-115.201307757
761,MqYYYNA-ZYvV-1w5qcmMoA,61,Aureole,3.5,3950 S Las Vegas Blvd,The Strip,36.0925630613,-115.176415443
762,HaWU8ICNtjIkCN_ZNrx1hw,61,Illumilatte Brew Society,4.0,"6825 W Russell Rd, Ste 155",Spring Valley,36.0845009115,-115.241361431
763,w7r_pDUR56k0raVroQhhww,61,Steiner's A Nevada Style Pub,4.0,8168 Las Vegas Blvd S,Southeast,36.0407804215,-115.171651706
764,uHUcYpGlcdlu5m7oiZGY6w,61,Max's Restaurant,3.0,1290 E Flamingo Rd,University,36.114859,-115.136639
766,W1Vn2G1disKO52jHARIZMA,61,California Pizza Kitchen,3.5,"6659 Las Vegas Blvd S, Bldg C1, Ste 100",Southeast,36.0681423832,-115.174817346
767,hCsJv234v62MgdsUU1j8dQ,61,Big Sur Oyster Bar,3.5,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",Southeast,36.0121912,-115.1739932
769,-3zffZUHoY8bQjGfPSoBKQ,61,Michael Mina,4.0,3600 S Las Vegas Blvd,The Strip,36.11199,-115.177001
771,54WM5coZonA0izd2y04p_A,61,Famous Dave's Barbeque,3.5,9695 W Flamingo Rd,Spring Valley,36.1141807443,-115.303920552
772,TrGBHqHVzJM5tk2C1D1ctQ,61,The Sandwich Spot,4.5,"3250 N Tenaya Way, Ste 104",Northwest,36.219859,-115.250331
773,TeggG3duunpoy__1Y2SAyQ,61,Aloha Kitchen,3.5,4745 S Maryland Pkwy,University,36.1036270107,-115.137769141
774,78XbdLi5e42XDxgnxuYacg,61,Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo,4.5,10144 W Flamingo Rd,Spring Valley,36.1154163,-115.3140301
775,NmOBomyz63TP9Nn2q4Z1rg,61,Smith & Wollensky,4.0,3767 Las Vegas Blvd S,The Strip,36.1046486,-115.1727668
777,lF4pEu4_55SSFEo6Q58ftQ,61,German Bread Bakery,4.5,2237 N Rampart Blvd,Summerlin,36.2016161,-115.283462
779,_sh6mIBWZis66mAjkjN8Qg,61,Rachel's Kitchen,3.5,9691 Trailwood Dr,Summerlin,36.1909406,-115.3072017
781,dCUuzw3R2rPqKyN2Zl9zRw,60,Fiamma Trattoria & Bar,4.0,3799 Las Vegas Blvd S,The Strip,36.10156,-115.172953
782,WLblFINiPI18_o1OdDsnVg,60,Cafe Rio,3.0,4680 S Maryland Pkwy,University,36.104435,-115.1367851
783,U0UnBjz9DugW2qRZputKBg,60,Manan Bakery,4.0,"6620 W Flamingo Rd, Unit 4",,36.115024,-115.236638
785,TL5Dtfnf-5hYG13lBF9N2A,60,Benihana,3.5,3000 Paradise Rd,Eastside,36.1362575,-115.1512526
786,YI08egmS9lWWB6N6MmrePw,60,Teriyaki Madness,4.0,"8520 W Warm Springs Rd., Suite 102",Southwest,36.0564145033,-115.278167848
787,LJt-NO2FhvQxTmBoaaLhTg,60,Three Angry Wives,3.0,"8820 W Charleston Blvd, Ste 105",Westside,36.1593779,-115.2881423
789,tCYAxj5_pV4RnDpe3_5VpA,60,Sushi Bomb,3.5,"10470 W Cheyenne Ave, Ste 125",Northwest,36.2193261,-115.3257738
791,jrE4M9HlYp2AZZ7iQCSIRw,59,Harbor Palace Seafood Restaurant,2.5,4275 Spring Mountain Rd,Chinatown,36.1258564,-115.1970731
792,xEH00X_VoRepWKXQrragmw,59,MOzen Bistro,4.0,3752 Las Vegas Blvd S,The Strip,36.1062631042,-115.17428644
793,DNSDAtD6uxQkoZkQe2v4ew,59,Curry Leaf Flavors of India,4.5,"5025 S Fort Apache Rd, Ste 101",Spring Valley,36.0979917,-115.2977607
795,KVqWA98XZwGhJ3YbFNi0vw,59,Salted Malted Bakery & Creamery,4.5,"6584 N Decatur Blvd, Ste 120",,36.2798653434,-115.205750417
796,PSRZaGGxXmOmabL2si8pKw,59,Carrabba's Italian Grill,3.5,8771 W Charleston Blvd,Westside,36.1584923,-115.2864407
797,JjjlhlQ2LEaQMuAug4fDIA,59,Yi Mei Champion Taiwan Deli,3.5,3435 S Jones Blvd,Chinatown,36.126816,-115.2250079
799,eJNHwNoCk_hZbK8AeHDZ9g,59,Nevada Chicken Cafe,3.5,"7340 Arroyo Crossing Pkwy, Ste 5",Spring Valley,36.0636453,-115.2520481
800,PChG1Dm0A6AXIXkXGVK8Fw,59,Sasa Sushi,4.0,"7450 W Cheyenne Ave, Ste 118",Northwest,36.2189900672,-115.258273815
801,D_mVIUu5XyrHz-7U_z_pDg,59,Nove Italiano,4.0,4321 W Flamingo Rd,,36.114483,-115.194814
802,gV63aLTQ06Nff0GzJ0tcUA,59,Alizé,4.0,"Palms Casino Resort, 4321 W Flamingo Rd",,36.1142979145,-115.195554517
803,3LWsVfsSmb_Nzbi2YQ-NIA,59,Delhi Indian Cuisine,4.0,4022 S Maryland Pkwy,Eastside,36.116164159,-115.136092119
804,-OEIW0dO96-492qa_luxaw,59,Aces & Ales,4.0,3740 S Nellis Blvd,,36.121392,-115.0646814
805,BhueLLvA0k9G1Lr0WeZX9w,59,Cafe Zupas,3.5,7060 S Rainbow Blvd,Spring Valley,36.0603197442,-115.241623081
806,oljOuU-B7XUNQFPBjed2yQ,59,Kabuki Japanese Restaurant,3.5,"400 S Rampart Blvd, Ste 190",Westside,36.1685938,-115.2869305
807,arv3T_av9OoVo3SvxV4TXw,59,Fish N Bowl,4.5,"7225 S Durango Dr, Ste 105",Southwest,36.056792005,-115.280016838
808,qpaX3qOHBSOAEDUcIs8SPQ,59,Raising Cane's,4.0,4655 W Charleston,Westside,36.1585998893,-115.204244642
809,BORPULADzZV6_LJZzcsywQ,58,PBR Rock Bar & Grill,3.0,"Planet Hollywood Resort & Casino, 3663 Las Vegas Blvd S",The Strip,36.1098235108,-115.171432448
810,m-xsH8VkcYtTTvp2Fa6Ajw,58,Pancho's,3.0,11020 Lavender Hills Dr,South Summerlin,36.1454176827,-115.334235143
811,SsN-SaGGkJn2Qm-jSDQ4aQ,58,Trevi Italian Restaurant,3.5,3500 South Las Vegas Blvd,The Strip,36.117839582,-115.17321825
812,pFQaji0idkrzv5J-qTQ82Q,58,Golden Corral,3.0,1455 S Lamb Blvd,Sunrise,36.1550616,-115.0827729
814,Kbbm6Vd5UdbP10dwjBghRw,58,In-N-Out Burger,4.0,3882 Blue Diamond Rd,Southwest,36.0406276166,-115.191256177
815,lAR6Lj6-zBxQNqflZt0zTQ,58,Buca di Beppo Italian Restaurant,3.0,412 E Flamingo Rd,Eastside,36.1149553631,-115.151866144
816,xB7bsOpJbnK9nHEZw1ARDg,58,Napoli Pizzeria,3.0,"4760 W Sahara Ave, Ste 11",Westside,36.1461964,-115.2074974
817,-WLrZPzjKfrftLWaCi1QZQ,58,Blueberry Hill Family Restaurant,4.0,1505 E Flamingo Rd,University,36.1142203,-115.1327808
819,0q_BHpxbikVtPRRLRu-U0g,58,Picasso,4.5,3600 S Las Vegas Blvd,The Strip,36.11199,-115.177001
821,vOfz55MmWgjNQ3BA2PnhgQ,58,Marilyn's Cafe,4.0,"The Tuscany Suites & Casino, 255 E Flamingo Rd",Eastside,36.1134367128,-115.159506798
822,5QNXZcclknB2PkfeN7FJWQ,58,The Hush Puppy,4.0,7185 W Charleston Blvd,Westside,36.1585286084,-115.250290611
823,jmyvOW6G2T1fIePvajB4nQ,58,Cuba Cafe,4.0,2055 E Tropicana Ave,Southeast,36.1002598,-115.1251555
825,xrBQKZbhJMCtaZxeJ0tzTQ,57,Sushi Tachi,3.5,"2745 W Centennial Pkwy, Ste 130",,36.2760754574,-115.177846427
826,5z1WIr7E9P2CSzyN5seeSA,57,Sterling Brunch,4.0,3645 Las Vegas Blvd S,The Strip,36.114355,-115.17099
828,HaPwC4nxs6RPfe1pAQkQ4A,57,Mastrioni's,4.0,"3330 S Hualapai Way, Ste 160",Spring Valley,36.1291479,-115.3145433
829,bgXb5YYzQvHXmM8owZB4fQ,57,Wolfgang Puck Bar & Grill,3.5,"10955 Oval Park Dr, Ste D3",South Summerlin,36.1515465211,-115.332669628
830,H8qlBw1YaxMsItfz25-AyA,57,John Cutter,3.0,11770 W Charleston Blvd,Summerlin,36.159014,-115.351342
832,uuGL8diLlHfeUeFuod3F-w,57,Tom's Urban,3.5,3790 Las Vegas Blvd S,The Strip,36.1022287,-115.1745851
833,aKEEQqL1UFMieilnylI1gw,57,Costa di Mare,3.5,3131 Las Vegas Blvd. South,The Strip,36.1265953,-115.1653652
834,bjSC_jbrypke0l-bXXBmwQ,57,Vic & Anthony's Steakhouse,4.5,129 E Fremont St,Downtown,36.1702390246,-115.144609809
835,6z3cgIE9dJ01wUm43f0yBQ,57,Fat Dumpling,3.5,3959 W Spring Mountain Rd,Chinatown,36.1264476,-115.1926856
837,beuVp5CZxCdNvQIIPBS2rw,57,Chubby Cattle,4.5,"3400 S Jones Blvd, Ste 15",Chinatown,36.1273078,-115.2243612
838,DLw9rK8Qb6l7ESgxtR47qQ,57,Ohana Hawaiian BBQ,3.5,"4360 Blue Diamond Rd, Ste 107",Southwest,36.0387056,-115.1986027
839,DW0ZvWuYaSvMcB_3LG5RGg,57,Pei Wei,3.0,10830 W Charleston Blvd.,Summerlin,36.161278,-115.331443
840,OUP9dy2eu_-2Mga3DpSFfQ,57,Rocco's,4.0,"1181 S Buffalo Dr, Ste 115",Westside,36.1573862,-115.2627989
842,GTR39A2jwNIS_NV8q2r_JA,57,B and B Ristorante,3.5,"3355 Las Vegas Blvd S, 3355 S Las Vegas Blvd",The Strip,36.1230025089,-115.168725629
843,jO3ikdNbF_TGGv87izTkEg,57,Buca di Beppo Italian Restaurant,3.0,7690 W Lake Mead Blvd,Summerlin,36.1972317,-115.26247
844,h3pMMRwqBjMeMtk0_qQzRQ,57,Mezzo Bistro and Wine,3.5,"4275 N Rancho Dr, Ste 130",Northwest,36.2371812,-115.2311905
845,eSLwC2iFJOU4UWXyuPiTpg,56,Hennessey's Tavern,3.0,425 Fremont St,Downtown,36.1689181,-115.1415925
846,BuHbMNbCQzzYi-3Y5w1c4Q,56,The Habit Burger Grill,4.5,365 Hughes Ctr Dr,Eastside,36.1149584,-115.1555933
848,JRh14J_be0jl7Wbt412vDA,56,Oscar's Steakhouse,3.5,"Plaza Hotel & Casino, 1 Main St",Downtown,36.1718351907,-115.14659958
849,i3mZIwNi1EiJ7-1A8amoyw,56,Amena Bakery & Deli,4.5,"2101 S Decatur Blvd, Ste 10",Westside,36.149049,-115.208187
851,iRwT2pBa87Y54q8nqfNAzw,56,Da Lat,4.0,4553 W Flamingo Rd,,36.1150660797,-115.203119752
852,S-egzF2c7bRpCUNbZqV8dg,56,Truffles N Bacon Cafe,4.0,"8872 S Eastern Ave, Ste 100",,36.0279118,-115.1158569
854,VfFHPsPtTW4Mgx0eHDyJiQ,56,Distill - A Local Bar,3.5,10820 W Charleston Blvd,Summerlin,36.1606854895,-115.331591073
855,HFEkIohUqGIudgqbHiK1uA,56,The Cracked Egg,3.5,"5570 Painted Mirage, #140",Centennial,36.2624124,-115.2563524
856,kpLt4l5J5kbMD4oxQLC2aA,56,King & I,4.0,2904 Lake E Dr,The Lakes,36.138984,-115.284115
858,0XEqyl_lVaJNHRKxNcjJZg,56,Coffee Pub,4.5,"2800 W Sahara Ave, Ste 2A",Westside,36.145534,-115.179144
859,k2b3niokS_tosjah_rzCPw,56,Metro Pizza,3.5,6720 Sky Pointe Dr,Centennial,36.2867051837,-115.274604778
860,ZPwx7ktiVluGFVg0L05n5A,56,Rincon De Buenos Aires,4.5,5300 Spring Mountain Rd,Chinatown,36.1267101,-115.213915
862,oH6QAuoTLFaX97oqqpLTMg,56,Familia Pizzeria,4.0,8090 S Durango Dr,Southwest,36.042461,-115.2782
864,-U7tvCtaraTQ9b0zBhpBMA,56,MGM Grand Buffet,2.5,3799 Las Vegas Blvd S,The Strip,36.1020911813,-115.171778365
865,f_eiOrEcMnkHB7GvQVOHkQ,56,Terrace Pointe Cafe,3.5,3131 Las Vegas Blvd S,The Strip,36.1259639214,-115.167703909
866,X5uxdU9GHoUAqo2wmbg3OQ,55,Island Malaysian Cuisine,4.0,"5115 Spring Mountain Rd, Ste 217",Chinatown,36.125592,-115.211199
867,MpovsyjkSkchD7ssAdEVKQ,55,Charlie Palmer Steak,4.0,3960 S Las Vegas Boulevard,The Strip,36.0909158,-115.1737761
868,BwuyBsShSQwO3_-SvW6fRA,55,Kabob Grill,4.0,9550 S Eastern Ave,,36.0146273,-115.117155
870,QJ6GXAAMkgCZPF0bZk0xLw,55,Baladie Café,4.5,4872 W Lone Mountain Rd,Northwest,36.2467158,-115.2088695
871,SJU-jRAZS0cXoBGUjX5GUg,55,Jumping Rice & Rolls,4.5,"9484 W Flamingo Rd, Ste 175",Spring Valley,36.1157323283,-115.298611747
872,Ssa6XY_RdDRRB9wuVIeIWw,55,Hedary's Mediterranean Restaurant,4.0,"7365 W Sahara Ave, Ste K",Westside,36.1430817,-115.2536257
873,By7P2EBBvhqoSDj8PnQa8g,55,D.O.C.G. Enoteca,3.5,"Cosmopolitan Hotel, 3708 Las Vegas Blvd S",The Strip,36.1092162,-115.1732212
874,w5CSi-An5meLnxjKSFn0wQ,55,Thai St Cafe,4.0,3137 Industrial Rd,,36.1327744,-115.1728258
875,YF4QJ_j-PM7cMZja6K1MwQ,55,Encore Beach Club,4.0,3131 Las Vegas Blvd S,The Strip,36.1294170718,-115.166116868
876,SeNOJ2zYHziptxLuiRINLg,55,Lago,4.0,3600 S Las Vegas Blvd,The Strip,36.1124136808,-115.175594714
877,HmsCerK_rub0Ulo0aC0f9A,55,Hanabi,4.0,9350 W Sahara Ave,Westside,36.147262,-115.2998714
879,T5nTtSCSRoEYMsZPhF61wg,54,Waffles Cafe,4.0,"6446 N Durango Dr, Ste 150",Centennial,36.2779836878,-115.286947773
880,NfM1YE-FJCToO1LB36T6lQ,54,Jason's Deli,3.5,7305 Arroyo Crossing Pkwy,Spring Valley,36.0629898,-115.2515658
882,uu5AtMrz_94e8kk4Gixg9Q,54,Jollibee,3.5,"3890 S Maryland Pkwy, Ste 137",Eastside,36.118238,-115.135755
883,hQ4IGBbdDcCUh11zUSzwCQ,54,Big Ern's BBQ,3.0,707 E Fremont St,Downtown,36.167526,-115.138435
884,kmdFk8ETfXiuoS364jaJFA,54,Garden Buffet,2.5,"South Point Hotel & Casino, 9777 S Las Vegas Blvd",Southeast,36.0114387079,-115.174912401
885,JQLi-Ow9pg391iMzw5LSwg,54,Mary's Hash House,4.0,"2605 S Decatur Blvd, Ste 103",Westside,36.142094,-115.209418
886,7dHYudt6OOIjiaxkSvv3lQ,54,In-N-Out Burger,4.0,2900 W Sahara Ave,Westside,36.1448187,-115.1805851
887,lKq4Qsz13FDcAVgp49uukQ,54,Slice of Vegas,3.5,"Mandalay Bay, 3930 Las Vegas Blvd S,Ste 120",The Strip,36.09128,-115.174098
888,QteBKpZTRa2dJ3u7MLiXww,54,Los Tacos,4.0,1710 E Charleston Blvd,Downtown,36.1584563,-115.1275613
889,xfzDtGxx6B4a27RAyah69w,54,Sushi 21,4.0,"4965 W Tropicana Ave, Ste 102",,36.0994204,-115.2089924
891,hPclwunHi36YV8cPghWJBg,54,Thai Food To Go,4.5,"3242 E Desert Inn Rd, Ste 9",Eastside,36.130228,-115.103766
892,_QvGAqMmrUIlxpby2Ul5Dg,54,Dona Maria Tamales Restaurant,3.5,3205 N Tenaya Way,Northwest,36.2191460556,-115.251756703
893,G5or_Fra4-6IYOVlm_dI2Q,54,Gilley's,3.0,3300 Las Vegas Blvd S,The Strip,36.1239879384,-115.170658334
894,wtxKAHReCUOnPY08KMQcrQ,54,Cracker Barrel Old Country Store,3.0,8350 Dean Martin Dr,Southwest,36.0380601886,-115.181791
896,kICgNgVRkIh4doz0atyMMA,54,Hakkasan Restaurant,4.0,"Mgm Grand, 3799 Las Vegas Blvd S",The Strip,36.101813,-115.172596
897,WVvqV0cmNR3j7ChPoI74hQ,53,Soul Food Cafe,3.5,"7320 S Rainbow Blvd, Ste 112",Southwest,36.055414,-115.241332
898,939j88ceB05Te3D7kQPwSA,53,VooDoo Rooftop Nightclub & Lounge,3.5,3700 W Flamingo Rd,,36.1162803216,-115.186104336
899,vHt0CSynqesXox-9nBj7uA,53,On the Border Mexican Grill & Cantina,2.5,5630 Centennial Center Blvd,Centennial,36.2645991,-115.2564117
901,BxRTF1hmGAzMzkTDsEp2gw,53,Panera Bread,4.0,7175 West Lake Mead Blvd,,36.195762,-115.248815
902,wlQCPszSqUi2xpGqZsWjLA,53,Biscuits Cafe,3.5,"8465 West Sahara, Ste 100",Westside,36.143431,-115.275792
903,qTTBJ83d-nWSnQpXyd44gA,53,Maza Mediterranean & Turkish Grill,4.0,2550 S Rainbow Blvd,Westside,36.143178,-115.241929
904,PDIh1lVtKlUqPJROXYJQvQ,53,FIX,3.5,"Bellagio Las Vegas, 3600 S Las Vegas Blvd",The Strip,36.1138449002,-115.175391205
905,S_PEroRv40j1In11gNH2LQ,53,Five Guys Burgers and Fries,4.0,7290 W Lake Mead Blvd,,36.1965014326,-115.250715808
906,4Hx-brYb86k4C1VSKPvj7g,53,Crazy Pita Rotisserie & Grill,4.0,"Downtown Summerlin, 10975 Sage Park Dr, Ste 100",South Summerlin,36.1481749697,-115.332939526
907,XBEx2FI2GKmsjs7eWNr7Lw,53,Juice 'N' Go,4.5,1735 S Rainbow Blvd,Westside,36.1525834,-115.2435895
908,qmIHO-6T_KEfPC9jyGDamQ,52,Jean Georges Steakhouse,3.5,3730 Las Vegas Blvd S,The Strip,36.1071523736,-115.177130739
909,8wt-saX_qXaqVCXQHc5qXw,52,Sporting Life Bar,4.0,7770 S Jones Blvd,Southwest,36.048195,-115.224919
910,_y1Et7f4NE6D1P1GzphlIw,52,Blaze Fast-Fire'd Pizza,4.5,6211 N Decatur Blvd,Centennial,36.2717805646,-115.207198266
911,hh-N1r9O1JpvzGw1mp0bKw,52,Rock'N'oodles,4.5,1108 S 3rd St,Downtown,36.15851,-115.150999
912,rtlsfmdufArhk-47sWIf2w,52,Le Cirque,4.5,3600 S Las Vegas Blvd,The Strip,36.11312656,-115.175263026
913,a3APDveO8DSEIp7o1f24hw,52,Zoozacrackers Deli,3.5,3131 Las Vegas Blvd S,The Strip,36.1265953,-115.1653652
914,sARavfidmIS878q5BtlyVQ,52,é by José Andrés,4.5,"The Cosmopolitan Of Las Vegas, 3708 Las Vegas Blvd S",The Strip,36.109995716,-115.173604488
915,2bK1ng2mnRdtTh_BDNGmIg,52,North End Pizza,3.0,6440 N Durango Dr,Centennial,36.2777222,-115.2863093
917,lvuuyYZ-CzFrg1BLdV2OPw,52,Libre Mexican Cantina,4.0,11011 W Charleston Blvd,South Summerlin,36.1569658,-115.3335939
918,vstifTjwsVFXc1aprX9_iQ,52,Raising Cane's,4.0,5660 Centennial Center Blvd,Centennial,36.2649844,-115.2566818
920,3nf-a84p8LC41_WAIvJPjg,52,Grimaldi's Pizzeria,4.0,"Fashion Show Mall, 3200 Las Vegas Blvd S, Ste 1540",The Strip,36.1272253241,-115.172857855
921,AUl6myFhTAbEqt0GMdKHiw,52,Chipotle Mexican Grill,3.0,"7340 Arroyo Crossing Pkyw, Ste 100",Spring Valley,36.0636370867,-115.25199075
922,k-tg18rWRibZ4jKpoqhb0Q,52,Bonchon,3.5,"6455 S Rainbow Blvd, Ste 101",Spring Valley,36.0717327,-115.2429631
924,eoyvbnRYQe-z85e8Rc6vAg,51,Grotto Ristorante,4.0,129 E Fremont St,Downtown,36.170349,-115.144946
926,7yYexN1Q5ShE_z1MH2TDTw,51,Sammy's LA Pastrami & Burgers,3.5,2191 E Tropicana Ave,Southeast,36.1000026,-115.1222548
927,-_yEVC3_3M6YOsamYfNFEw,51,Jason's Deli,4.0,3910 S Maryland Pkwy,Eastside,36.1178702,-115.1367954
929,c-NXKTJ0jrrusTPxJAUwvA,51,Red Robin Gourmet Burgers,2.5,"10990 Lavender Hill Drive, Building 8B",South Summerlin,36.1457336231,-115.333381956
930,yvqcZrHixuf_oIUW83xUcQ,51,Macayo's Mexican Restaurant,3.0,8245 W Sahara Ave,Westside,36.1434972,-115.2707372
931,5TY6bUT3bbl9aHItiIXXqw,51,Big Al's Oyster Bar,3.5,"The Orleans Hotel And Casino, 4500 W Tropicana Ave",,36.10089,-115.20272
932,9cw870n3gsGikVoOT5YOYg,51,Pier 215,4.5,"7060 S Durango Dr, Ste 101",Spring Valley,36.0609228604,-115.277371824
933,iI3jcwudiZYMVUeRPy-DwQ,51,Curry Zen,4.0,"7835 S Rainbow Blvd, Ste 9",Southwest,36.0454724327,-115.244039632
934,GC5wcui5uejRZTi8OCNPkQ,51,Mi Casa Grill Cantina,3.0,"Silverton Casino, 3333 Blue Diamond Rd",Southwest,36.0419492312,-115.183661817
935,Lq9rYrwvWV5QDBYzq7MGHQ,51,Osaka Japanese Bistro,4.0,4205 W Sahara Ave,Westside,36.1438869,-115.1968986
936,nnDLapJk1z2NJE0-XzwMlQ,51,Gallagher's Steakhouse,4.0,3790 Las Vegas Blvd S,The Strip,36.1038667205,-115.173266333
937,ZDvS8DtnkYa8jY703MflEw,51,Badger Cafe,4.0,"1801 E Tropicana Ave, Ste 8",Southeast,36.1000666,-115.1273475
939,vzrcPqSdRY41GoO5DR5pYA,51,Landry's Seafood,3.0,2610 W Sahara Ave,,36.144997,-115.175625
