source_name,review_date,critic_name,review_detail,movie_name
Forbes," November 7, 2016",Scott Mendelson," It has big ideas and an unconventional structure, and it is rather engaging when it dives deep into the trade of language translation. ",Arrival 
Brooklyn Magazine," November 7, 2016",Jesse Hassenger, This isn't Close Encounters's wonder about the vastness of the universe; it's something trickier and more bittersweet about how we make our life decisions.,Arrival 
Little White Lies," November 7, 2016",Adam Woodward," Given that personal trauma is the prevailing throughline of Denis Villeneuve's filmmaking career so far, it's no surprise to find Arrival anchored by a familiar narrative motif.",Arrival 
New Yorker," November 7, 2016",Anthony Lane," So sure is the stride of the narrative, and so bracing the air of expectation, that you feel yourself, like Louise, beginning to spin, and barely able to catch your breath.",Arrival 
Black Girl Nerds," November 6, 2016",Lauren Warren," For fans of dark, cerebral, Christopher Nolan type sci-fi or even time-related sci-fi this will be right up your alley.",Arrival 
Urban Cinefile," November 5, 2016",Louise Keller," In a breathtaking performance, Amy Adams grounds this hypnotizing sci-fi drama from Incendies director Denis Villeneuve, in which communication, purpose and time are key",Arrival 
Village Voice," November 4, 2016",Bilge Ebiri," For most of its running time, Arrival is entrancing, intimate, and moving - a sci-fi movie that looks not up at the stars but rather deep within.",Arrival 
Graffiti With Punctuation," November 2, 2016",Cameron Williams, Manages to transcend its genre elements and get to the heart of our existence. It exemplifies the power of love and sorrow to work as markers for our lives.,Arrival 
Empire Magazine," November 2, 2016",Dan Jolin," Arrival is Villeneuve's The Day The Earth Stood Still or Close Encounters Of The Third Kind, and somehow he makes it true to the tropes while also feeling like something new.",Arrival 
CorrecÌÁmara," October 28, 2016",Miguel Ravelo," An intense film that make us consider not only what it means the arrival of the visitors, but how this will alter our reality. [Full review in Spanish]",Arrival 
Chicago Sun-Times," October 27, 2016",Bill Stamets, An outstanding sci-fi film with an intergalactic language lesson.,Arrival 
AwardsCircuit.com," October 26, 2016",Clayton Davis," With performances that have spanned a vast net of quirky and strong supporting players (i.e. ""Junebug"" and ""The Fighter""), Amy Adams has emerged as a fully realized leading lady.",Arrival 
Eye for Film," October 25, 2016",Amber Wilkinson," The themes of the film are intricate, navigating ideas of love, loss and perception but Eric Heisserer - adapting from the short story The Story Of Your Life by Ted Chiang - keeps the exposition manageable. ",Arrival 
Total Film," October 24, 2016",Matt Maytum, A super-smart sci-fi that'll blow your mind and have you on the edge of your seat without recourse to explosions or souped-up fighter jets.,Arrival 
The Arts Desk," October 14, 2016",Adam Sweeting," All this theoretical stuff is offset by some nicely unfussy performances... Still, the flick could use a little less conversation and a little more action.",Arrival 
The Skinny," October 14, 2016",Jamie Dunn, Denis Villeneuve's Arrival is that rare beast: an awe-inspiring sci-fi that delivers both spectacle and smarts.,Arrival 
International Business Times," October 13, 2016",Amy West, [Villeneuve] pushes the boundaries on what a sci-fi film really can be.,Arrival 
"Vue Weekly (Edmonton, Canada)"," October 12, 2016",Josef Braun, Some grossly overstated dialogue keeps an immensely fascinating story and inventive visualization of a human-alien struggle to communicate from touching our tenderest sci-fi cinema soft-spots.,Arrival 
Film Journal International," November 9, 2016",Daniel Eagan," ...[A] message drama disguised as a science-fiction adventure. Somber and slow-paced, it has been engineered more for the mainstream than fanboys.",Arrival 
New York Daily News," November 9, 2016",Allen Salkin," Adams is convincing and smart-seeming, bringing appropriate queasiness to the position of being a college professor drawn into a rough military world.",Arrival 
FILMINK (Australia)," November 9, 2016",Matthew Lowe," ...a more thoughtful, more intelligent science fiction film than the mainstream usually offers. ",Arrival 
CraveOnline," November 8, 2016",Witney Seibold," No writer or wordsmith or anyone who has studied language will be able to resist this film. In the eyes of Arrival, language can do more than connect disparate peoples, but change our very perspective on everything.",Arrival 
MovieWeb," November 8, 2016",Julian Roman," Arrival is unlike any science fiction film you have seen. It builds like a slow boil into a deeply cerebral, emotionally expansive journey. ",Arrival 
San Jose Mercury News," November 8, 2016",Tony Hicks," Arrival arrives at a good time, as something of a salve for the ugly discourse going on and a reminder to us that thinking big is really worthwhile.",Arrival 
Charlotte Observer," November 8, 2016",Lawrence Toppman, I have seen no movie to which I felt more deeply connected this year. But I won't tell you exactly why. To discuss most particulars of this movie is to defeat its purpose.,Arrival 
Groucho Reviews," November 8, 2016",Peter Canavese," A science-fiction masterpiece that's largely about our perceptions of time and our struggles to communicate...unexpectedly romantic and profound in its deeper concerns, by exploring the happy-sad nature of existence itself, of being born to die.",Arrival 
Flick Filosopher," November 8, 2016",MaryAnn Johanson," Intelligent, intense, grownup science fiction that will thrill genre lovers and satisfy fans of moving human drama. A beautiful, thought-provoking film.",Arrival 
SSG Syndicate," November 8, 2016",Susan Granger," Enlightening, inspiring, sci-fi allegory for our times - one of the year's best!",Arrival 
Irish Times," November 8, 2016",Donald Clarke, The film develops an emotional undercurrent that becomes properly overwhelming in the final reel.,Arrival 
Us Weekly," November 8, 2016",Mara Reinstein," The sci-fi thriller not only subverts expectations in brilliant ways, it explores deeply felt themes of life, loss and love. In other words, it's light-years away from Independence Day 3. ",Arrival 
Slant Magazine," November 8, 2016",Sam C. Mac, The film's searching images counterpoint the hyper-articulate methodology of its characters' sense of imbalance and uncertainty.,Arrival 
CinemaBlend.com," November 8, 2016",Sean O'Connell," Arrival deserves our attention for being one of the best-paced, expertly shot and awe-inspiring sci-fi dramas to arrive in theaters in quite some time.",Arrival 
USA Today," November 8, 2016",Brian Truitt, Arrival is such a beautiful and thought-provoking film that it almost singlehandedly makes up for every bad aliens-coming-to-Earth film you've ever seen.,Arrival 
New York Magazine/Vulture," November 8, 2016",David Edelstein," Much of Arrival - the part that sticks closest to its source, egghead sci-fi cult figure Ted Chiang's ""Story of Your Life"" - is an eerie, tantalizing, altogether superb puzzler.",Arrival 
Compuserve," November 7, 2016",Harvey S. Karten, Cerebral sci-fi with a Spielbergian sense of wonder.,Arrival 
indieWire," November 7, 2016",Ben Croll," Arrival has its heart in the right place. Who doesn't want smart sci-fi? Who wants to argue with a big budget drama about linguistics? And though the film is not more than sum of its parts, well, those parts are pretty great.",Arrival 
IGN Movies," November 7, 2016",Chris Tilly," Arrival is an alien invasion movie for grown-ups; one that's lacking in action, explosions and all-out war, but heavy on tension, drama, and raw emotion.",Arrival 
Radio Times," November 7, 2016",Stephen Carty," If you like thoughtful, cerebral sci-fi films that are driven by ideas, you will be in for a treat.",Arrival 
Parade Magazine," November 10, 2016",Neil Pond," A whip-smart sci-fi movie that powers through strongly and confidently on character, an emotional human story and a performance, instead of special effects.",Arrival 
Bullz-Eye.com," November 10, 2016",Jack Giroux," Arrival is arguably the most emotional, thought-provoking and visceral experience [Villeneuve has] crafted yet.",Arrival 
Fort Worth Star-Telegram/DFW.com," November 10, 2016",Cary Darling," Arrival is at its best when pregnant with the suspense of the possible, when the unidentified stationary objects bear no trace of their intentions. But the film becomes less intriguing as the story's direction moves from teasingly opaque to crystal-clear.",Arrival 
Movie Nation," November 10, 2016",Roger Moore, Cerebral. Serene. Entrancing. ,Arrival 
AV Club," November 10, 2016",A.A. Dowd," Arrival has come, like a visitor from the cosmos, to blow minds and break hearts.",Arrival 
Seattle Times," November 10, 2016",Moira MacDonald," So much of the pleasure of Denis Villeneuve's poignant science-fiction drama ""Arrival"" lies in watching Amy Adams figure things out.",Arrival 
The Standard," November 10, 2016",Matt Neal, Remember all that crap at the end of Interstellar where it tried to get clever but failed horribly? This pulls it off.,Arrival 
Concrete Playground," November 9, 2016",Tom Glasson, A terrific example of how to put the 'science' back into 'sci-fi' without compromising pace or action. ,Arrival 
ABC Radio (Australia)," November 9, 2016",CJ Johnson," Feels deeply, cloyingly influenced by others. It's the last act of Close Encounters of the Third Kind meets Contact meets Inception / Interstellar meets The Tree of Life ... tries too hard to make you cry to actually make you cry. ",Arrival 
ReelViews," November 9, 2016",James Berardinelli," If Arrival succeeds at the box office, it will shine as a beacon in favor of not dumbing down every production to appease the distracted and disinterested masses.",Arrival 
Philadelphia Inquirer," November 9, 2016",Steven Rea," Arrival is at once majestic and melancholy. It's a grand endeavor, and Adams, at the center of it all, brings pluck and smarts and a deep-seated sorrow to her role. This is her movie, no doubt.",Arrival 
Film Ireland Magazine," November 9, 2016",Sarah Cullen, Arrival never fully escapes from the bounds of its source material.,Arrival 
Cleveland Plain Dealer," November 9, 2016",Michael Heaton, It can seem at times intellectually impenetrable and breathily pretentious. But a movie that makes you think? What a novel idea.,Arrival 
Associated Press," November 9, 2016",Mark Kennedy, [Adams] delivers a heart-wrenchingly beautiful performance using her ability to communicate a half-dozen emotions just standing still... But director Denis Villeneuve sometimes gets lost in repetition and blind alleys.,Arrival 
New Zealand Herald," November 9, 2016",Russell Baillie, Adams' performance as Dr Louise Banks is terrific. She's the affecting emotional core of this. Especially once she starts her own close encounters with the inhabitants of the ship hovering above rural Montana.,Arrival 
The Movie Minute," November 9, 2016",Joanna Langfield," Elegant and ambitious, this sci-fi mystery is designed to take on life's biggest questions in the most intimate way. ",Arrival 
Common Sense Media," November 9, 2016",Jeffrey M. Anderson," This deeply thoughtful, profoundly compassionate sci-fi movie beautifully mixes realism with a sense of wonder. It keeps its mysteries at bay, and, amazingly, doesn't disappoint when all is revealed. ",Arrival 
Herald Sun (Australia)," November 9, 2016",Leigh Paatsch, This rather wonderful science-fiction drama is very much a next-century companion piece to Steven Spielberg's 1977 classic Close Encounters Of the Third Kind.,Arrival 
Daily Telegraph (Australia)," November 9, 2016",Vicky Roach, Arrival is reaching for something it can't quite grab hold of. But it comes a whole lot closer than most.,Arrival 
New York Observer," November 9, 2016",Rex Reed," Arrival is a weird flick, slow and tedious, too metaphysical for Rod Serling's The Twilight Zone and most likely to appeal to people who like to play video games and solve puzzles.",Arrival 
Mark Reviews Movies," November 10, 2016",Mark Dujsik, How far from reality is this hypothetical scenario? It doesn't seem too far removed...,Arrival 
Montreal Gazette," November 10, 2016",T'Cha Dunlevy," Yes, there is something resembling a traditional climax, but it doesn't come at the expense of the ethereal tone established by Villeneuve. In this time of political upheaval, it's a welcome tonic.",Arrival 
Newsday," November 10, 2016",Rafer Guzman," A familiar story about a close encounter, though well crafted and unusually moody.",Arrival 
Financial Times," November 10, 2016",Nigel Andrews," In its low-key lyricism with glimpses into the epiphanic, this is a beautifully controlled movie.",Arrival 
One Guy's Opinion," November 10, 2016",Frank Swietek," More brain-teaser than action film, this is an elegantly-wrought piece of thinking-person's science fiction...that plays with convention in unexpected and enthralling ways.",Arrival 
JoBlo's Movie Emporium," November 10, 2016",JimmyO, ARRIVAL is likely to become a modern day sci-fi classic.,Arrival 
Dallas Morning News," November 10, 2016",Britton Peele," By the time it ends, Arrival is a story that could only be told in the science-fiction genre, and the result is a beautiful narrative that you find has been telling you things about itself without you ever realizing it.",Arrival 
Boston Globe," November 10, 2016",Ty Burr," Fine, full-bodied filmmaking, with a sense of the alien-ness out there in the universe that flatters our intelligence while making us feel tantalizingly small.",Arrival 
Chicago Sun-Times," November 10, 2016",Richard Roeper," Arrival is not a linear adventure of the mind, and it is a film probably best seen twice.",Arrival 
Washington Post," November 10, 2016",Ann Hornaday," Muted, measured and meditative, ""Arrival"" brings taste and restraint to a genre in the midst of a mini golden age: It comes in peace.",Arrival 
St. Louis Post-Dispatch," November 10, 2016",Calvin Wilson," Working from a screenplay by Eric Heisserer, director Denis Villeneuve creates a richly imagined world in which the theme of extraterrestrial outreach is addressed with a refreshing dignity.",Arrival 
Arizona Republic," November 10, 2016",Bill Goodykoontz," [A] terrific, haunting film that plays with our expectations - and rewards us with satisfying left turns.",Arrival 
Chicago Reader," November 10, 2016",J. R. Jones," Villeneuve draws on Close Encounters of the Third Kind for his portrayal of scientists and soldiers groping for answers and, more generally, of the celestial playing out in highly personal terms.",Arrival 
NUVO Newsweekly," November 10, 2016",Edward Johnson-Ott," Amy Adams is spot on in the lead role, admirably keeping the story on track and not seizing a flashy scene for the consideration of Oscar voters. She does everything right.",Arrival 
Tampa Bay Times," November 10, 2016",Steve Persall," One of a handful of movies that have legitimately fooled me; not with an abrupt twist but a dawning awareness of where it's going thematically, how deeply and how distanced from sci-fi as usual.",Arrival 
Austin Chronicle," November 10, 2016",Marc Savlov," What really stays stuck in your memory long after the movie has ended and the world has been saved, or just as likely not, is the ache at the heart of the world Villeneuve has created.",Arrival 
Entertainment Weekly," November 10, 2016",Leah Greenblatt," An alien-invasion fantasy that operates within the genre at the same time as it subverts it - large-scale movie-star sci-fi filtered through the tricky, esoteric lens of art-house cinema.",Arrival 
Miami Herald," November 10, 2016",Rene Rodriguez," ""Arrival"" is the sort of superficially profound movie that initially seems deep and weighty but stops making sense the moment you put down the bong.",Arrival 
Newark Star-Ledger," November 10, 2016",Stephen Whitty, How many sci-fi movies actually give you ideas to argue about anymore? How many sci-fi movies give you ideas at all?,Arrival 
Suite101.com," November 10, 2016",Nick Rogers," Ostensibly an alien story, ""Arrival"" tackles, with confidence and clarity, conflict in whether mankind will acquiesce or aggress, come together or cloister tighter, compromise or collapse. Here is a masterwork of both the moment and the millennium.",Arrival 
NPR," November 10, 2016",Andrew Lapin," Arrival, like the Spielberg classic it aspires to, brings the beyond to us. In doing so, it asks a challenging, prescient question: Are we ready to teach, and ready to learn?",Arrival 
Salt Lake Tribune," November 10, 2016",Sean P. Means, [Amy Adams] gives Arrival the humanity that turns an interesting piece of science fiction into something that's grand beyond words.,Arrival 
Newsweek," November 10, 2016",Tom Shone," Arrival is grand, technically marvelous, solemn, spooky, somewhat unbelievable and sometimes unfathomable. Who is to say alien visitation will be any different?",Arrival 
Punch Drunk Critics," November 10, 2016",Travis Hopson, Arrival fulfills on an entertainment level while feeding the mind and soul.,Arrival 
New York Post," November 10, 2016",Sara Stewart," ""Arrival"" makes a moving case that we've only scratched the surface of what we think is possible - and what we define as intelligence.",Arrival 
Fort Worth Weekly," November 10, 2016",Kristian M. Lin," Without [Adams], Arrival becomes an arid and talky exercise, but thanks to her remarkable efforts, this thoughtful science-fiction epic has human warmth at its core.",Arrival 
Indie London," November 10, 2016",Rob Carnevale, Denis Villeneuve is fast becoming the go-to director for intelligent cinema; someone capable of traversing genre and putting his own stamp on things.,Arrival 
Toronto Sun," November 10, 2016",Steve Tilley," If you're yearning for a smart, thoughtful sci-fi film that wonders how first contact with aliens might go down, this tight little gem of a film is a gift from beyond the stars.",Arrival 
LarsenOnFilm," November 10, 2016",Josh Larsen, ...belongs to the cinematic tradition of philosophical space flicks that ultimately turn inward.,Arrival 
Austin American-Statesman," November 10, 2016",Joe Gross," Villeneuve, cinematographer Bradford Young, composer JÌ_hann JÌ_hannsson and editor Joe Walker dole out information and color it in knowing ways, building to third act revelations that make for profoundly moving film-making.",Arrival 
The Spectator," November 10, 2016",Deborah Ross, I won't describe the aliens in detail here because the reveal is 87.4 per cent of the fun. I will say only that they're monstrous but also strangely balletic and tender.,Arrival 
Flicks.co.nz," November 10, 2016",Matt Glasby, Johan Johannsson's sonorous score is lovely; the performers spot on; and the philosophical concerns deep enough to confuse Christopher Nolan.,Arrival 
New Statesman," November 10, 2016",Ryan Gilbey," Where Close Encounters of the Third Kind gazed outward in awe at the universe, Arrival asks only how its mysteries might provide succour and illumination for us. ",Arrival 
Playboy Online," November 10, 2016",Stephen Rebello," Through Adams and Renner's performances, we share dread, wonder, frustration, panic and transcendence as they begin to interact with the ""Heptapod"" aliens that evoke memories of the work of H.G. Wells and John Wyndham.",Arrival 
Minneapolis Star Tribune," November 10, 2016",Colin Covert," The focus is serious human drama, gripping in a way that sci-fi seldom achieves. The film is intricately handsome and rarely showy, flawlessly made and earnest-minded.",Arrival 
Kansas City Star," November 10, 2016",Robert W. Butler," That ""Arrival"" works so well is in large part due to Adams, whose fear/eagerness in confronting beings from another world registers squarely with viewers. She can project deep emotions with a minimum of expression. It's all in the eyes.",Arrival 
TheFilmFile.com," November 10, 2016",Dustin Putman," Exquisitely structured in surprising ways which only gradually reveal themselves, ""Arrival"" proves thoroughly mesmerizing. Conventional action is kept to a minimum, yet 2016 has scarcely seen such an exciting film. A hauntingly brilliant tour de force.",Arrival 
Los Angeles Times," November 10, 2016",Kenneth Turan," It is simultaneously old and new, revisiting many of these alien-invasion conventions but with unexpected intelligence, visual style and heart.",Arrival 
Wall Street Journal," November 10, 2016",Joe Morgenstern," What's remarkable about Arrival is its contemplative core -- and, of course, Ms. Adams's star performance, which is no less impassioned for being self-effacing.",Arrival 
The Daily Beast," November 10, 2016",Nick Schager," Arrival is the latest in a long line of ""first contact"" sci-fi stories, and yet regardless of its familiar premise, its achievements are unique.",Arrival 
Reel Film Reviews," November 11, 2016",David Nusair," Arrival, though consistently watchable, is rarely as compelling or engrossing as one might've anticipated...",Arrival 
Rolling Stone," November 11, 2016",Peter Travers," Amy Adams is a miracle worker-she makes us believe in this mesmerizing mindbender about alien communication, directed with searching mind and heart by Denis Villeneuve.",Arrival 
Reeling Reviews," November 11, 2016",Laura Clifford," This science fiction is a rarity, a cerebral film that will break your heart while expanding your mind.",Arrival 
Globe and Mail," November 11, 2016",Barry Hertz," A twisty, cerebral drama that just happens to involve aliens, Denis Villeneuve's film is a truly beguiling take on both the sci-fi canon and what, exactly, a grown-up Hollywood film is supposed to be.",Arrival 
Detroit News," November 11, 2016",Adam Graham," It doesn't pack the punch you'd expect from an alien invasion movie; it aims higher, and in the end, it cuts deeper.",Arrival 
Movie Talk," November 11, 2016",Jason Best, Would first contact play out as imagined by Close Encounters of the Third Kind or with the gung-ho bluster of Independence Day? Denis Villeneuve's intelligent and humane sci-fi drama Arrival definitely flies the flag for the former camp. ,Arrival 
WOW247," November 10, 2016",Matthew Turner," A profoundly moving, beautifully made story that presents a timely message about the importance of communication and understanding.",Arrival 
New England Movies Weekly," November 10, 2016",Daniel M. Kimmel," This is science fiction for grown-ups, ready to follow three-dimensional characters grappling with deep ideas.",Arrival 
Adelaide Review," November 10, 2016",David 'Mad Dog' Bradley," Remarkably compelling and, at times, cosmically moving.",Arrival 
Toronto Star," November 10, 2016",Peter Howell, [Villenueve has] a keen appreciation of film's ability to get at hidden truths.,Arrival 
RTÌä (Ireland)," November 10, 2016",Harry Guerin," When it comes to welding audiences to their seats, Denis Villeneuve is on one almighty run.",Arrival 
Contactmusic.com," November 10, 2016",Rich Cline, This sci-fi drama has an enjoyably brain-bending plot that leaves the audience almost stunned with the weight of its themes.,Arrival 
The Arts Desk," November 10, 2016",Saskia Baron," If Arrival's ending is a little too upbeat and the explanations for the fractured narrative leave one a bit puzzled, it's still a worthy attempt to refresh a familiar story.",Arrival 
Sky Movies," November 10, 2016",Andy Psyllides, Denis Villeneuve makes this directing lark look easy - whatever the genre he seems to effortlessly step up to the plate and deliver the goods.,Arrival 
Dread Central," November 10, 2016",Staci Layne Wilson," In the plus column, Arrival feels like a dreamily updated version of 1951's The Day the Earth Stood Still. On the negative side, there's not enough excitement or revelation to justify its two-hour runtime. ",Arrival 
Scotsman," November 10, 2016",Alistair Harkness, Sci-fi with a big emotional sweep is tough to get right.,Arrival 
Daily Express (UK)," November 10, 2016",Allan Hunter," You can pick holes in the plot if you examine it closely but Arrival is so well made and acted that you are willing to suspend your disbelief, engage your little grey cells and savour one of the smarter screen epics we've seen in quite a while.",Arrival 
New York Times," November 10, 2016",Manohla Dargis," By turns inviting and opaque, Ms. Adams turns softness and quiet into heroic qualities, keeping her voice low, modulated, and using stillness to draw you near.",Arrival 
Cine Premiere," November 10, 2016",Gonzalo Lira GalvÌÁn, An interesting study on contemporary themes explained through science fiction and a monumental achievement for its director. [Full review in Spanish],Arrival 
Excelsior," November 10, 2016",Lucero SolÌ_rzano," A film with a slow pace and sometimes, almost contemplative. It's a hypnotic movie that must be seen more than once. [Full review in Spanish]",Arrival 
Tri-City Herald," November 11, 2016",Gary Wolcott," Decent sci-fi that wanders a bit and is kinda slow but it's darkness helps keep your interest and while good but not great, it at least is not dead on arrival. ",Arrival 
Comic Book Resources," November 11, 2016",Kristy Puchko, Villeneuve's indulgence in mood and melancholy mount to a conclusion that wastes its compelling premise and wallows in infuriatingly all-consuming sentimentality.,Arrival 
Christian Science Monitor," November 11, 2016",Peter Rainer, It's difficult to get worked into a state of awe with this film because so much of it is so sodden.,Arrival 
Hot Press," November 11, 2016",Roe McDermott," Adams' acting is masterful: she is strong, raw and vulnerable, a beating heart in the bloody mess of humanity's fear. It's a powerhouse performance in a stunning film that transcends genre to become art.",Arrival 
AllMovie," November 11, 2016",Daniel Gelb," A strikingly human film, one that's concerned much more with the feebleness of language and the fragility of time than with its mysterious extraterrestrial visitors.",Arrival 
Baltimore Magazine," November 11, 2016",Max Weiss," It's easy to say that Denis Villeneuve's tingly sci-fi Arrival is a whole lot of Spielberg with a little bit of Tarkovsky thrown in, but what's remarkable is how much it actually defies the conventions of its genre.",Arrival 
Tulsa World," November 11, 2016",Michael Smith, Arrival is a first-rate story about first contact because it meets that great science-fiction movie test: It's less about who they are and more about who we are.,Arrival 
Toledo Blade," November 11, 2016",Kirk Baird," Words have meaning, Arrival reminds us, and communication is the way forward for humanity, especially in times of great uncertainty when the world seems to be at a crisis point.",Arrival 
San Francisco Examiner," November 11, 2016",Anita Katz," Even when the plot has you shaking your head, expect to be moved.",Arrival 
RedEye," November 11, 2016",Lauren Chval," The real triumph of Arrival, though, is its commitment to the complexity of time and language.",Arrival 
"Deseret News, Salt Lake City"," November 11, 2016",Josh Terry," In the realm of big screen science fiction, ""Arrival"" feels like a mix of 2001: A Space Odyssey with a generous dose of Close Encounters of the Third Kind.",Arrival 
The Young Folks," November 11, 2016",Allyson Johnson," ... this is a hopeful tale despite it's forlorn air, one where a linguist is the hero at the end of the day, where the answer to peace is obvious and the notion that despite terrible loss, life goes on, life still exists and it will be remembered.",Arrival 
Blu-ray.com," November 11, 2016",Brian Orndorf, A viewing experience that's filled with as much frustration as it is with awe. ,Arrival 
Washington Free Beacon," November 11, 2016",Sonny Bunch, Arrival is a magnificently made movie and likely the best I've seen so far this year. See it as soon as possible and on as big a screen as you can. You don't want to miss out.,Arrival 
"HeraldNet (Everett, WA)"," November 11, 2016",Robert Horton," When it comes to a payoff for all the gauzy head-scratching, Arrival reverts to a few basic sci-fi conventions for its finish.",Arrival 
Reason Online," November 11, 2016",Kurt Loder, A thinking human's alien-invasion movie... ,Arrival 
Cinemalogue.com," November 11, 2016",Rubin Safaya," For a film about resolving communication gaps, ARRIVAL creates too many of them.",Arrival 
ABC Tucson," November 11, 2016",Phil Villarreal," The title works on another level, signifying the emergence of a fascinating new filmmaking talent. ",Arrival 
HollywoodInToto.com," November 11, 2016",Christian Toto, You'll admire Arrival far more than you'll love it.,Arrival 
Lyles' Movie Files," November 11, 2016",Jeffrey Lyles," A wonderfully complex, heartfelt tale in the midst of an encounter with the unknown. One of the smartest sci-fi films to come around in years and lands as one of 2016's best.",Arrival 
amNewYork," November 11, 2016",Robert Levin," [Villeneuve creates] a mood of lingering unease, crafting a series of immense images set to the orchestral dread of JÌ_hann JÌ_hannsson's score that powerfully suggest the mystery at hand without indulging in obvious instincts.",Arrival 
MTV," November 11, 2016",Amy Nicholson, Learning Heptapodese seems easy compared to the tough talks Americans need to have with each other. ,Arrival 
Screen It!," November 11, 2016",Teddy Durgin," The movie engaged my brain. But it didn't capture my heart or stir my soul. (Full Content Review for Parents - Violence, Profanity, etc. - also Available)",Arrival 
Huffington Post," November 11, 2016",Jackie K. Cooper," With a ""you fill in the holes"" plot, and a must film in the dark mentality, ""Arrival"" is D. O. A.",Arrival 
ScreenRant," November 11, 2016",Sandy Schaefer," Arrival is a smart tale of alien contact that boasts great visuals and performances, if also more brains than heart.",Arrival 
"Journal and Courier (Lafayette, IN)"," November 11, 2016",Bob Bloom," The movie is slow, but not in a dull sense. It is a brainy, step-by-step primer on learning how to reach out and begin an exchange of ideas between two vastly different life forms in a peaceful and constructive manner.",Arrival 
Vox," November 11, 2016",Alissa Wilkinson," Arrival is one of the best movies of the year, a moving, gripping film with startling twists and imagery. It deserves serious treatment as a work of art.",Arrival 
National Post," November 11, 2016",Chris Knight," Arrival is one of those movies with nary a wasted word; fitting, given the subject matter.",Arrival 
BBC.com," November 11, 2016",Sam Adams," With Arrival, Villeneuve finally finds a subject, and a script, whose magnitude matches the weight he assigns to it. All it took was an alien species' appearance on Earth.",Arrival 
CNN.com," November 11, 2016",Brian Lowry," Those expecting a whiz-bang film should be prepared for a more cerebral and emotional experience, admirable for its ambition and tone, if not wholly satisfying in its payoff.",Arrival 
Winnipeg Free Press," November 11, 2016",Randall King," We need more science fiction films like this. And given that Villeneuve is currently filming the long-awaited sequel to Blade Runner, we should now feel assured that project is in the right hands.",Arrival 
The New Republic," November 11, 2016",Will Leitch, Arrival plays with your head as gently as any sci-fi thriller I can remember.,Arrival 
Suburban Journals of St. Louis," November 11, 2016",Mathew DeKinder," ""Arrival"" is high-minded sci-fi at its best and lands as one of the best movies of the year.",Arrival 
Independent Online (South Africa)," November 11, 2016",Theresa Smith, Amy Adams grounds the film with a solidly engaging performance.,Arrival 
Sight and Sound," November 11, 2016",Adam Nayman," Arrival has the look and feel of a big-ticket production, albeit torqued towards millennial melancholy, complete with a muted, blue-grey colour palette by cinematographer Bradford Young.",Arrival 
Slate," November 11, 2016",Forrest Wickman," Watching it, I was excited that such a strange piece of science fiction got made-and disappointed ...",Arrival 
Ex-Press.com," November 11, 2016",Katherine Monk," So bang a gong. This one goes deep, and the ambient whale-like pulses of bass on the soundtrack provide the perfect score for a journey that not only satisfies any latent science-fiction craving, it may well reboot your subconscious with a jolt of love.",Arrival 
San Diego Reader," November 11, 2016",Matthew Lickona, Denis Villeneuve's latest is an artier - certainly moodier and less entertaining - version of M. Night Shyamalan's Signs.,Arrival 
FilmsInReview.com," November 11, 2016",Victoria Alexander, Avoids sloppy sentimentalism and gives the most probable contact with other beings we will likely encounter. ,Arrival 
The Australian," November 11, 2016",David Stratton," Visually the film is as impressive as you may wish, and the sense of unease is augmented by the offbeat music score by Johann Johannsson.",Arrival 
CinemanÌ_a (Spain)," November 15, 2016",Daniel de Partearroyo," A film with a big budget and solid actors, that easily surpasses Gravity and Interestellar. [Full review in Spanish]",Arrival 
rec.arts.movies.reviews," November 15, 2016",Louis Proyect, Octopuses from outer space can't begin to compete with Klaatu or ET.,Arrival 
Arkansas Democrat-Gazette," November 14, 2016",Piers Marchant, Whether [Villeneuve's] forbidding worldview will strike you as an achingly realistic drama or an overly angsty downer largely depends upon what you go to movies for in the first place.,Arrival 
The Atlantic," November 14, 2016",Christopher Orr," The best film of the year to date, ambitious in conception and extraordinary in execution, has arrived.",Arrival 
Deadline Hollywood Daily," November 14, 2016",Pete Hammond, Amy Adams is terrific in this cerebral but enthralling sci fi drama that turns out to be much much more than just another Alien movie.,Arrival 
honeycuttshollywood.com," November 14, 2016",Kirk Honeycutt," ""Arrival"" embarrasses the current mode of contemporary cinema to explore ideas, moods and a vision that belongs uniquely to this film.",Arrival 
Sunday Independent (Ireland)," November 14, 2016",Hilary A White," Stealthy signals, unforgettable moments and Johann Johannsson's score coalesce magnificently as an iconic classic of sci-fi cinema, something to cherish for life, is created before your eyes.",Arrival 
Examiner.com," November 14, 2016",Chris Sawin," Its visuals are remarkable and its storyline is so beautifully structured. Arrival is one of the most extraordinary, breathtaking, and thought provoking films of the year. This is what science fiction is supposed to be. ",Arrival 
Daily Express (UK)," November 13, 2016",Henry Fitzherbert," An intellect-stroking sci-fi film that asks you to imagine how humanity might respond, emotionally rather than militarily, in the event of an arrival from outer space.",Arrival 
Observer (UK)," November 13, 2016",Mark Kermode," Arrival may be just the poem we need; a departure from the dystopian visions which now appear all too real, a memory of a future in which light still shines in the darkness.",Arrival 
Tolucan Times," November 12, 2016",Tony Medley," ...there is enough incomprehensibility to give you 'The Day the Earth Stood Still Meets 'Last Year at Marienbad.' Despite the fact that it's utter nonsense, you don't have to completely follow or accept what happens to enjoy it.",Arrival 
