Year,Rank,Name,College,Conference,Games,Punts,Punt_Yards,Avg_Punt
2009,120,Peter Fardon,Buffalo,MAC,12,42,1495,35.6
2009,121,Stefan Demos,Northwestern,Big Ten,13,63,2203,35
2010,1,Tyler Campbell,Mississippi,SEC,12,60,2782,46.4
2010,2,Quinn Sharp,Oklahoma State,Big 12,12,46,2127,46.2
2010,3,Kyle Martens,Rice,CUSA,12,52,2391,46
2010,4,Jeff Locke,UCLA,Pac-10,12,64,2934,45.8
2010,5,Mickey Groody,Florida Atlantic,Sun Belt,12,69,3153,45.7
2010,6,Derek Helton,Louisiana State,SEC,12,34,1555,45.7
2010,7,Bryan Anger,California,Pac-10,12,62,2825,45.6
2010,8,Reid Forrest,Washington State,Pac-10,12,66,2998,45.4
2010,9,Brian Stahovich,San Diego State,MWC,12,53,2406,45.4
2010,10,Kirby Van Der Kamp,Iowa State,Big 12,11,60,2710,45.2
2010,11,Bobby Cowan,Idaho,WAC,13,58,2618,45.1
2010,12,Ian Campbell,Texas-El Paso,CUSA,13,51,2300,45.1
2010,13,Chas Henry,Florida,SEC,13,50,2253,45.1
2010,14,Aaron Bates,Michigan State,Big Ten,13,57,2565,45
2010,15,Anthony Santella,Illinois,Big Ten,13,64,2866,44.8
2010,16,Dan Hutchins,Pittsburgh,Big East,13,45,2014,44.8
2010,17,Ryan Donahue,Iowa,Big Ten,13,54,2408,44.6
2010,18,Trevor Hankins,Arizona State,Pac-10,11,54,2406,44.6
2010,19,Drew Butler,Georgia,SEC,13,50,2225,44.5
2010,20,Shawn Powell,Florida State,ACC,14,50,2214,44.3
2010,21,Spencer Lanning,South Carolina,SEC,14,54,2383,44.1
2010,22,Tress Way,Oklahoma,Big 12,14,73,3212,44
2010,23,Brian Saunders,Virginia Tech,ACC,14,60,2639,44
2010,24,Matt Bosher,Miami (FL),ACC,13,59,2597,44
2010,25,Kiel Rasp,Washington,Pac-10,12,69,3020,43.8
2010,26,Harrison Waid,San Jose State,WAC,13,68,2980,43.8
2010,27,Rob Long,Syracuse,Big East,12,64,2806,43.8
2010,28,Ryan Tydlacka,Kentucky,SEC,13,47,2059,43.8
2010,29,Derek Epperson,Baylor,Big 12,12,55,2406,43.7
2010,30,Pete Kontodiakos,Colorado State,MWC,12,51,2231,43.7
2010,31,Will Hagerup,Michigan,Big Ten,11,33,1440,43.6
2010,32,Cody Webster,Purdue,Big Ten,11,47,2034,43.3
2010,33,Alex Henery,Nebraska,Big 12,14,69,2982,43.2
2010,34,Michael Such,Tulsa,CUSA,13,48,2067,43.1
2010,35,Alex Dunnachie,Hawaii,WAC,14,52,2234,43
2010,36,Austin McCoy,Wyoming,MWC,12,68,2911,42.8
2010,37,Tom Hornsey,Memphis,CUSA,12,80,3416,42.7
2010,38,Matt Rinehart,Kent State,MAC,12,67,2858,42.7
2010,39,Dawson Zimmerman,Clemson,ACC,13,60,2563,42.7
2010,40,Josh Davis,Middle Tennessee State,Sun Belt,13,58,2475,42.7
2010,41,Brad Nortman,Wisconsin,Big Ten,12,38,1623,42.7
2010,42,Matt Grabner,Missouri,Big 12,13,69,2938,42.6
2010,43,Brad Langley,Nevada,WAC,14,37,1577,42.6
2010,44,Dylan Breeding,Arkansas,SEC,13,52,2212,42.5
2010,45,Alonso Rojas,Kansas,Big 12,12,64,2714,42.4
2010,46,Alonso Rojas,Kansas,Big 12,12,64,2714,42.4
2010,47,Chad Cunningham,Tennessee,SEC,13,66,2791,42.3
2010,48,Jackson Rice,Oregon,Pac-10,10,40,1691,42.3
2010,49,Will Goggans,Troy,Sun Belt,13,64,2702,42.2
2010,50,Jimmy Howell,Virginia,ACC,12,49,2066,42.2
2010,51,Trey Ragland,Alabama-Birmingham,CUSA,12,55,2309,42
2010,52,Riley Stephenson,Brigham Young,MWC,13,52,2182,42
2010,53,Teddy Dellaganna,Rutgers,Big East,9,54,2261,41.9
2010,54,Patrick O'Donnell,Cincinnati,Big East,12,52,2178,41.9
2010,55,Pat O'Donnell,Cincinnati,Big East,12,52,2178,41.9
2010,56,Richard Kent,Vanderbilt,SEC,12,84,3511,41.8
2010,57,Gregg Pugnetti,West Virginia,Big East,13,67,2802,41.8
2010,58,Will Atterberry,North Texas,Sun Belt,7,43,1799,41.8
2010,59,Blake Clingan,Central Florida,CUSA,12,39,1631,41.8
2010,60,Travis Baltz,Maryland,ACC,13,67,2796,41.7
2010,61,Johnny Hekker,Oregon State,Pac-10,12,61,2545,41.7
2010,62,Peter Caldwell,Utah State,WAC,10,57,2378,41.7
2010,63,Anson Kelton,Texas Christian,MWC,12,42,1748,41.6
2010,64,Ryan Quigley,Boston College,ACC,13,79,3282,41.5
2010,65,Heath Hutchins,Mississippi State,SEC,13,59,2450,41.5
2010,66,Anthony Fera,Penn State,Big Ten,11,46,1905,41.4
2010,67,Richie Leone,Houston,CUSA,12,35,1450,41.4
2010,68,Cole Wagner,Connecticut,Big East,13,79,3260,41.3
2010,69,Ryan Doerr,Kansas State,Big 12,13,57,2355,41.3
2010,70,Matt Szymanski,Southern Methodist,CUSA,13,52,2149,41.3
2010,71,Matt Szymanski,Southern Methodist,CUSA,13,52,2149,41.3
2010,72,Ben Armer,Western Michigan,MAC,12,57,2349,41.2
2010,73,Justin Tucker,Texas,Big 12,12,35,1442,41.2
2010,74,Alex King,Duke,ACC,11,55,2262,41.1
2010,75,Jacob Harfman,Southern California,Pac-10,13,44,1810,41.1
2010,76,Paul Hershey,Ohio,MAC,13,49,2011,41
2010,77,Ben Buchanan,Ohio State,Big Ten,13,44,1805,41
2010,78,Sean Sellwood,Utah,MWC,13,33,1353,41
2010,79,Ryan Allen,Louisiana Tech,WAC,12,60,2447,40.8
2010,80,Neely Sullivent,Arkansas State,Sun Belt,11,43,1749,40.7
2010,81,Ben Skaer,New Mexico,MWC,12,85,3442,40.5
2010,82,Hendrix Brakefield,Western Kentucky,Sun Belt,12,71,2872,40.5
2010,83,Bryan Wright,Bowling Green State,MAC,12,67,2713,40.5
2010,84,Chris Philpott,Louisville,Big East,13,37,1497,40.5
2010,85,Keenyn Crier,Arizona,Pac-10,13,48,1936,40.3
2010,86,Kase Whitehead,Marshall,CUSA,12,78,3129,40.1
2010,87,Spencer Ortego,Louisiana-Lafayette,Sun Belt,12,72,2885,40.1
2010,88,Brett Hartmann,Central Michigan,MAC,12,54,2164,40.1
2010,89,Jonathan Ginsburgh,Tulane,CUSA,12,70,2802,40
2010,90,Scott Kovanda,Ball State,MAC,12,64,2557,40
2010,91,Brandon Williams,Northwestern,Big Ten,13,61,2439,40
2010,92,John Penza,Toledo,MAC,13,56,2227,39.8
2010,93,Vince Penza,Toledo,MAC,13,56,2227,39.8
2010,94,Josh Wilber,Northern Illinois,MAC,13,38,1512,39.8
2010,95,Zach Grossnickle,Colorado,Big 12,12,60,2368,39.5
2010,96,Ben Ryan,East Carolina,CUSA,13,53,2090,39.4
2010,97,Chris Hagerup,Indiana,Big Ten,11,39,1538,39.4
2010,98,Josh Brisk,Florida International,Sun Belt,13,67,2636,39.3
2010,99,Jonathan Lacour,Texas Tech,Big 12,13,57,2240,39.3
2010,100,Peter Boehme,Southern Mississippi,CUSA,13,50,1960,39.2
2010,101,Cody Mandell,Alabama,SEC,13,41,1607,39.2
2010,102,Zac Murphy,Miami (OH),MAC,14,59,2305,39.1
2010,103,Jeff Wathne,Temple,MAC,12,50,1949,39
2010,104,Jonathan Bulls,Army,Ind,13,56,2177,38.9
2010,105,Jay Karutz,Eastern Michigan,MAC,12,68,2632,38.7
2010,106,Aaron Munoz,Louisiana-Monroe,Sun Belt,12,68,2627,38.6
2010,107,Jacob Schum,Buffalo,MAC,12,58,2231,38.5
2010,108,Kyle Delahooke,Navy,Ind,13,41,1576,38.4
2010,109,Ben Turk,Notre Dame,Ind,13,68,2603,38.3
2010,110,Zack Campbell,Akron,MAC,12,81,3061,37.8
2010,111,Brendon Lamers,Nevada-Las Vegas,MWC,13,76,2872,37.8
2010,112,Justin Brockhaus-Kann,South Florida,Big East,13,64,2406,37.6
2010,113,Ryan Epperson,Texas A&M,Big 12,9,41,1541,37.6
2010,114,C.J. Feagles,North Carolina,ACC,12,46,1725,37.5
2010,115,Andrew Shapiro,Fresno State,WAC,13,59,2208,37.4
2010,116,Shane Popham,Wake Forest,ACC,12,71,2633,37.1
2010,117,Jake Capraro,New Mexico State,WAC,9,63,2323,36.9
2010,118,Dan Orseske,Minnesota,Big Ten,12,49,1771,36.1
2011,1,Shawn Powell,Florida State,ACC,13,57,2681,47
2011,2,Bobby Cowan,Idaho,WAC,12,88,4084,46.4
2011,3,Quinn Sharp,Oklahoma State,Big 12,13,47,2175,46.3
2011,4,Ryan Allen,Louisiana Tech,WAC,13,83,3828,46.1
2011,5,Ian Campbell,Texas-El Paso,CUSA,12,48,2214,46.1
2011,6,Kyle Dugandzic,Arizona,Pac-12,12,40,1840,46
2011,7,Jackson Rice,Oregon,Pac-12,14,48,2201,45.9
2011,8,Brandon McManus,Temple,MAC,13,46,2105,45.8
2011,9,Kiel Rasp,Washington,Pac-12,11,38,1733,45.6
2011,10,Brian Schmiedebusch,Bowling Green State,MAC,12,57,2583,45.3
2011,11,Dylan Breeding,Arkansas,SEC,13,53,2400,45.3
2011,12,Sean Sellwood,Utah,Pac-12,13,50,2251,45
2011,13,Trey Barrow,Missouri,Big 12,13,62,2779,44.8
2011,14,Brett Maher,Nebraska,Big Ten,13,59,2626,44.5
2011,15,Brad Wing,Louisiana State,SEC,12,59,2618,44.4
2011,16,Jeff Locke,UCLA,Pac-12,14,64,2838,44.3
2011,17,Drew Butler,Georgia,SEC,14,58,2566,44.2
2011,18,Bryan Anger,California,Pac-12,13,53,2345,44.2
2011,19,Johnny Hekker,Oregon State,Pac-12,12,50,2202,44
2011,20,Pat O'Donnell,Cincinnati,Big East,13,63,2760,43.8
2011,21,Brian Stahovich,San Diego State,MWC,13,61,2669,43.8
2011,22,Tyler Bennett,Utah State,WAC,13,58,2542,43.8
2011,23,Ryan Tydlacka,Kentucky,SEC,12,79,3448,43.6
2011,24,Kyle Martens,Rice,CUSA,12,78,3403,43.6
2011,25,Tyler Campbell,Mississippi,SEC,12,72,3137,43.6
2011,26,Pete Kontodiakos,Colorado State,MWC,12,57,2487,43.6
2011,27,Will Atterberry,North Texas,Sun Belt,12,74,3218,43.5
2011,28,Scott Kovanda,Ball State,MAC,12,61,2654,43.5
2011,29,Peter Boehme,Southern Mississippi,CUSA,14,46,1977,43
2011,30,Cody Webster,Purdue,Big Ten,13,45,1931,42.9
2011,31,Matt Rinehart,Kent State,MAC,12,83,3555,42.8
2011,32,Ron Doherty,Kansas,Big 12,12,64,2738,42.8
2011,33,Harrison Waid,San Jose State,WAC,12,52,2225,42.8
2011,34,Kirby Van Der Kamp,Iowa State,Big 12,13,68,2901,42.7
2011,35,Dalton Botts,Miami (FL),ACC,12,48,2051,42.7
2011,36,Darragh O'Neill,Colorado,Pac-12,13,74,3152,42.6
2011,37,Richard Kent,Vanderbilt,SEC,13,64,2719,42.5
2011,38,Josh Brisk,Florida International,Sun Belt,12,61,2579,42.3
2011,39,Riley Stephenson,Brigham Young,Ind,12,47,1985,42.2
2011,40,Brad Nortman,Wisconsin,Big Ten,14,46,1943,42.2
2011,41,Alex King,Duke,ACC,12,50,2104,42.1
2011,42,Tom Hornsey,Memphis,CUSA,12,95,3993,42
2011,43,Mickey Groody,Florida Atlantic,Sun Belt,12,75,3148,42
2011,44,Anthony Fera,Penn State,Big Ten,12,64,2685,42
2011,45,Tress Way,Oklahoma,Big 12,13,63,2649,42
2011,46,Brad Elkin,Boise State,MWC,13,43,1804,42
2011,47,Baker Swedenburg,Mississippi State,SEC,13,71,2970,41.8
2011,48,Dawson Zimmerman,Clemson,ACC,14,65,2717,41.8
2011,49,Jonathan Ginsburgh,Tulane,CUSA,12,59,2458,41.7
2011,50,Ryan Erxleben,Texas Tech,Big 12,12,57,2376,41.7
2011,51,David Green,Stanford,Pac-12,13,34,1417,41.7
2011,52,Hendrix Brakefield,Western Kentucky,Sun Belt,12,64,2662,41.6
2011,53,Jake Hurst,Nevada,WAC,12,57,2364,41.5
2011,54,Ben Buchanan,Ohio State,Big Ten,13,70,2889,41.3
2011,55,Josh Hubner,Arizona State,Pac-12,13,62,2562,41.3
2011,56,Ryan Epperson,Texas A&M,Big 12,11,52,2145,41.3
2011,57,Chase Lansford,Nevada-Las Vegas,MWC,12,75,3093,41.2
2011,58,Matt Yoklic,Pittsburgh,Big East,13,62,2554,41.2
2011,59,Eric Guthrie,Iowa,Big Ten,13,53,2182,41.2
2011,60,David Bohner,Central Florida,CUSA,12,42,1732,41.2
2011,61,Cole Wagner,Connecticut,Big East,12,80,3288,41.1
2011,62,Mike Sadler,Michigan State,Big Ten,14,61,2509,41.1
2011,63,Richie Leone,Houston,CUSA,14,51,2097,41.1
2011,64,Ben Armer,Western Michigan,MAC,13,42,1724,41
2011,65,Steven Clark,Auburn,SEC,13,72,2941,40.8
2011,66,Will Goggans,Troy,Sun Belt,12,68,2773,40.8
2011,67,Ryan Doerr,Kansas State,Big 12,13,67,2733,40.8
2011,68,Dan Wagner,Washington State,Pac-12,12,55,2243,40.8
2011,69,Brandon Williams,Northwestern,Big Ten,13,52,2119,40.8
2011,70,Paul Hershey,Ohio,MAC,14,54,2198,40.7
2011,71,Trey Ragland,Alabama-Birmingham,CUSA,12,55,2235,40.6
2011,72,Brett Baer,Louisiana-Lafayette,Sun Belt,13,79,3185,40.3
2011,73,Justin Doerner,Rutgers,Big East,13,64,2577,40.3
2011,74,Ben Turk,Notre Dame,Ind,13,53,2136,40.3
2011,75,Austin McCoy,Wyoming,MWC,13,75,3015,40.2
2011,76,Anson Kelton,Texas Christian,MWC,13,47,1890,40.2
2011,77,Kase Whitehead,Marshall,CUSA,13,76,3044,40.1
2011,78,Nathaniel Toulson,Middle Tennessee State,Sun Belt,12,50,2005,40.1
2011,79,Kyle Negrete,Southern California,Pac-12,11,39,1562,40.1
2011,80,Ben Ryan,East Carolina,CUSA,12,42,1682,40
2011,81,Chris Boldt,Army,Ind,9,31,1234,39.8
2011,82,Ben Skaer,New Mexico,MWC,12,73,2896,39.7
2011,83,Alex Wulfeck,Wake Forest,ACC,13,70,2780,39.7
2011,84,Andrew Shapiro,Fresno State,WAC,13,66,2621,39.7
2011,85,Alex Dunnachie,Hawaii,WAC,13,56,2221,39.7
2011,86,Sean Poole,Georgia Tech,ACC,13,36,1429,39.7
2011,87,Nick Ferrara,Maryland,ACC,12,57,2249,39.5
2011,88,Richie Hogan,Central Michigan,MAC,12,64,2522,39.4
2011,89,Jimmy Howell,Virginia,ACC,13,62,2442,39.4
2011,90,Jake Capraro,New Mexico State,WAC,13,74,2909,39.3
2011,91,Jonathan Fisher,Syracuse,Big East,9,43,1690,39.3
2011,92,Cody Mandell,Alabama,SEC,12,39,1534,39.3
2011,93,Justin Tucker,Texas,Big 12,13,63,2471,39.2
2011,94,Thomas Hibbard,North Carolina,ACC,12,51,1999,39.2
2011,95,Zac Murphy,Miami (OH),MAC,12,56,2189,39.1
2011,96,Jacob Schum,Buffalo,MAC,12,61,2379,39
2011,97,Joey Scribner-Howard,South Carolina,SEC,12,52,2025,38.9
2011,98,Jay Karutz,Eastern Michigan,MAC,12,64,2482,38.8
2011,99,Ryan Quigley,Boston College,ACC,12,69,2657,38.5
2011,100,Adam Pines,Indiana,Big Ten,12,71,2723,38.4
2011,101,Josh Bleser,Louisville,Big East,13,45,1726,38.4
2011,102,Justin Duvernois,Illinois,Big Ten,12,53,2029,38.3
2011,103,Zack Campbell,Akron,MAC,12,77,2936,38.1
2011,104,Matt Darr,Tennessee,SEC,11,40,1525,38.1
2011,105,Cole Way,Tulsa,CUSA,7,34,1293,38
2011,106,Vince Penza,Toledo,MAC,11,49,1850,37.8
2011,107,Matt Stone,Southern Methodist,CUSA,13,56,2111,37.7
2011,108,Wil Baumann,North Carolina State,ACC,13,65,2438,37.5
2011,109,Pablo Beltran,Navy,Ind,12,35,1311,37.5
2011,110,Dan Orseske,Minnesota,Big Ten,12,57,2111,37
2011,111,Aaron Munoz,Louisiana-Monroe,Sun Belt,12,56,2057,36.7
2011,112,Justin Brockhaus-Kann,South Florida,Big East,12,62,2253,36.3
2011,113,Ryan Neir,Northern Illinois,MAC,14,62,2213,35.7
2012,1,Ryan Allen,Louisiana Tech,WAC,12,45,2162,48
2012,2,Josh Hubner,Arizona State,Pac-12,13,52,2451,47.1
2012,3,Pete Kontodiakos,Colorado State,MWC,12,59,2742,46.5
2012,4,Sean Sellwood,Utah,Pac-12,12,38,1768,46.5
2012,5,Quinn Sharp,Oklahoma State,Big 12,13,44,2036,46.3
2012,6,Alex Dunnachie,Hawaii,MWC,9,49,2262,46.2
2012,7,Kyle Christy,Florida,SEC,13,66,3023,45.8
2012,8,Dylan Breeding,Arkansas,SEC,12,53,2416,45.6
2012,9,Richie Leone,Houston,CUSA,12,60,2730,45.5
2012,10,Riley Stephenson,Brigham Young,Ind,13,59,2681,45.4
2012,11,Alex King,Texas,Big 12,13,43,1948,45.3
2012,12,Tyler Williams,Marshall,CUSA,12,43,1943,45.2
2012,13,Brandon McManus,Temple,Big East,11,54,2433,45.1
2012,14,Richard Kent,Vanderbilt,SEC,13,59,2652,44.9
2012,15,Brad Wing,Louisiana State,SEC,12,59,2643,44.8
2012,16,Hunter Mullins,Alabama-Birmingham,CUSA,12,50,2239,44.8
2012,17,Will Monday,Duke,ACC,13,67,2991,44.6
2012,18,Ethan Perry,Texas Christian,Big 12,12,63,2804,44.5
2012,19,Cayle Chapman-Brown,New Mexico State,WAC,12,70,3099,44.3
2012,20,Cody Mandell,Alabama,SEC,14,50,2214,44.3
2012,21,Tress Way,Oklahoma,Big 12,13,53,2340,44.2
2012,22,Ben Skaer,New Mexico,MWC,13,54,2368,43.9
2012,23,Spencer Roth,Baylor,Big 12,13,36,1577,43.8
2012,24,Colter Johnson,Massachusetts,MAC,12,66,2880,43.6
2012,25,Pablo Beltran,Navy,Ind,13,44,1919,43.6
2012,26,Darragh O'Neill,Colorado,Pac-12,12,76,3307,43.5
2012,27,Tom Hornsey,Memphis,CUSA,12,60,2606,43.4
2012,28,Mike Sadler,Michigan State,Big Ten,13,79,3422,43.3
2012,29,Jeff Locke,UCLA,Pac-12,14,77,3337,43.3
2012,30,Chase Tenpenny,Nevada,MWC,13,46,1992,43.3
2012,31,Kyle Dugandzic,Arizona,Pac-12,13,52,2244,43.2
2012,32,Bobby Cowan,Idaho,WAC,12,70,3018,43.1
2012,33,Daniel Zychlinski,Stanford,Pac-12,13,66,2846,43.1
2012,34,Michael Palardy,Tennessee,SEC,12,36,1551,43.1
2012,35,Trey Barrow,Missouri,SEC,12,68,2925,43
2012,36,Tim Gleeson,Wyoming,MWC,12,62,2663,43
2012,37,Thomas Hibbard,North Carolina,ACC,12,50,2152,43
2012,38,Landon Foster,Kentucky,SEC,12,61,2617,42.9
2012,39,Trent Tignor,East Carolina,CUSA,13,65,2779,42.8
2012,40,Jay Karutz,Eastern Michigan,MAC,12,69,2949,42.7
2012,41,Kyle Negrete,Southern California,Pac-12,13,44,1879,42.7
2012,42,Anthony Melchiori,Kent State,MAC,14,72,3065,42.6
2012,43,Ian Campbell,Texas-El Paso,CUSA,12,66,2814,42.6
2012,44,Cody Webster,Purdue,Big Ten,13,70,2961,42.3
2012,45,Harrison Waid,San Jose State,WAC,13,52,2198,42.3
2012,46,Hendrix Brakefield,Western Kentucky,Sun Belt,13,45,1896,42.1
2012,47,Andrew Shapiro,Fresno State,MWC,13,64,2685,42
2012,48,Brett Baer,Louisiana-Lafayette,Sun Belt,13,59,2478,42
2012,49,Gerald Levano,Boston College,ACC,12,57,2394,42
2012,50,Ryan Epperson,Texas A&M,SEC,13,41,1721,42
2012,51,Justin Duvernois,Illinois,Big Ten,12,73,3060,41.9
2012,52,Tyler Bennett,Utah State,WAC,13,61,2557,41.9
2012,53,Keith Kostol,Oregon State,Pac-12,12,59,2474,41.9
2012,54,Michael Bowlin,Washington State,Pac-12,12,58,2433,41.9
2012,55,Mike Loftus,Southern Methodist,CUSA,13,52,2177,41.9
2012,56,Chase Lansford,Nevada-Las Vegas,MWC,13,65,2714,41.8
2012,57,Brett Maher,Nebraska,Big Ten,14,61,2552,41.8
2012,58,Matt Yoklic,Pittsburgh,Big East,13,61,2548,41.8
2012,59,Pat O'Donnell,Cincinnati,Big East,13,59,2467,41.8
2012,60,Richie Hogan,Central Michigan,MAC,12,50,2088,41.8
2012,61,Seamus McMorrow,San Diego State,MWC,11,41,1710,41.7
2012,62,Ryan Erxleben,Texas Tech,Big 12,13,40,1667,41.7
2012,63,Drew Meyer,Wisconsin,Big Ten,14,80,3323,41.5
2012,64,Collin Barber,Georgia,SEC,14,60,2488,41.5
2012,65,Will Atterberry,North Texas,Sun Belt,12,70,2888,41.3
2012,66,Peter Picerelli,Tulane,CUSA,12,69,2846,41.2
2012,67,Trevor Harman,Boise State,MWC,13,42,1731,41.2
2012,68,Jim Broadway,Mississippi,SEC,13,57,2345,41.1
2012,69,Baker Swedenburg,Mississippi State,SEC,13,57,2340,41.1
2012,70,Kirby Van Der Kamp,Iowa State,Big 12,13,77,3157,41
2012,71,Ben Buchanan,Ohio State,Big Ten,12,59,2421,41
2012,72,Will Scott,Troy,Sun Belt,12,54,2215,41
2012,73,Ryan Doerr,Kansas State,Big 12,13,41,1681,41
2012,74,Zach Paul,Akron,MAC,12,65,2659,40.9
2012,75,Brian Schmiedebusch,Bowling Green State,MAC,13,72,2941,40.8
2012,76,J. Schroeder,Western Michigan,MAC,11,56,2282,40.8
2012,77,J Schroeder,Western Michigan,MAC,11,56,2282,40.8
2012,78,Ben Turk,Notre Dame,Ind,13,53,2161,40.8
2012,79,Alexander Kinal,Wake Forest,ACC,12,95,3867,40.7
2012,80,A.J. Hughes,Virginia Tech,ACC,13,79,3204,40.6
2012,81,Alec Vozenilek,Virginia,ACC,12,66,2677,40.6
2012,82,Jamie Boyle,Central Florida,CUSA,14,60,2434,40.6
2012,83,Justin Brockhaus-Kann,South Florida,Big East,12,54,2192,40.6
2012,84,Cole Wagner,Connecticut,Big East,12,78,3162,40.5
2012,85,Vince Penza,Toledo,MAC,13,58,2350,40.5
2012,86,Zac Murphy,Miami (OH),MAC,12,57,2309,40.5
2012,87,Ron Doherty,Kansas,Big 12,11,56,2270,40.5
2012,88,Dalton Botts,Miami (FL),ACC,12,54,2187,40.5
2012,89,Scott Kovanda,Ball State,MAC,13,47,1892,40.3
2012,90,Josh Davis,Middle Tennessee State,Sun Belt,12,42,1689,40.2
2012,91,Peter Boehme,Southern Mississippi,CUSA,12,63,2520,40
2012,92,Cole Leininger,California,Pac-12,12,60,2399,40
2012,93,Jackson Rice,Oregon,Pac-12,13,51,2040,40
2012,94,Josh Brisk,Florida International,Sun Belt,10,47,1882,40
2012,95,Sean Kelley,Florida Atlantic,Sun Belt,12,68,2711,39.9
2012,96,Brandon Williams,Northwestern,Big Ten,13,64,2554,39.9
2012,97,Steven Clark,Auburn,SEC,12,70,2783,39.8
2012,98,Travis Coons,Washington,Pac-12,13,54,2149,39.8
2012,99,Justin Manton,Louisiana-Monroe,Sun Belt,13,48,1912,39.8
2012,100,Nathan Renfro,Maryland,ACC,12,75,2974,39.7
2012,101,Scott Garber,South Alabama,Sun Belt,13,72,2852,39.6
2012,102,Grant Venham,Ohio,MAC,13,55,2174,39.5
2012,103,Erich Toth,Indiana,Big Ten,8,48,1897,39.5
2012,104,Tyler Hull,South Carolina,SEC,13,54,2130,39.4
2012,105,Spencer Benton,Clemson,ACC,13,48,1880,39.2
2012,106,David Baska,Air Force,MWC,13,40,1567,39.2
2012,107,Cole Way,Tulsa,CUSA,14,77,3009,39.1
2012,108,Wil Baumann,North Carolina State,ACC,13,74,2882,38.9
2012,109,Jonathan Fisher,Syracuse,Big East,13,53,2035,38.4
2012,110,Cason Beatty,Florida State,ACC,14,47,1798,38.3
2012,111,Christian Eldred,Minnesota,Big Ten,13,67,2555,38.1
2012,112,Ryan Neir,Northern Illinois,MAC,14,51,1944,38.1
2012,113,Chris Boldt,Army,Ind,12,34,1296,38.1
2012,114,Connor Kornbrath,Iowa,Big Ten,12,53,2010,37.9
2012,115,Alex Butterworth,Penn State,Big Ten,12,51,1905,37.4
2012,116,Justin Doerner,Rutgers,Big East,13,81,3017,37.2
2012,117,Taylor Cook,Rice,CUSA,13,39,1419,36.4
2012,118,Tyler Grassman,Buffalo,MAC,12,80,2828,35.4
2013,1,Drew Kaser,Texas A&M,SEC,12,44,2085,47.4
2013,2,Patrick O'Donnell,Miami (FL),ACC,12,53,2498,47.1
2013,3,Cody Mandell,Alabama,SEC,12,39,1836,47.1
2013,4,Justin Manton,Louisiana-Monroe,Sun Belt,12,34,1602,47.1
2013,5,Zac Murphy,Miami (OH),MAC,12,79,3682,46.6
2013,6,Spencer Roth,Baylor,Big 12,12,52,2379,45.8
2013,7,Ben Skaer,New Mexico,MWC,10,47,2152,45.8
2013,8,Tom Hornsey,Memphis,American,12,62,2800,45.2
2013,9,Zach Robinson,Texas State,Sun Belt,6,30,1337,44.6
2013,10,Chase Tenpenny,Nevada,MWC,12,59,2626,44.5
2013,11,Tyler Campbell,Mississippi,SEC,13,51,2266,44.4
2013,12,Sam Irwin-Hill,Arkansas,SEC,12,46,2038,44.3
2013,13,A.J. Hughes,Virginia Tech,ACC,13,78,3442,44.1
2013,14,Nick O'Toole,West Virginia,Big 12,12,73,3218,44.1
2013,15,Cameron Johnston,Ohio State,Big Ten,13,49,2156,44
2013,16,Richie Hogan,Central Michigan,MAC,12,51,2241,43.9
2013,17,Trevor Pardula,Kansas,Big 12,12,84,3668,43.7
2013,18,Richie Leone,Houston,American,13,40,1749,43.7
2013,19,Will Johnson,Texas State,Sun Belt,12,40,1747,43.7
2013,20,Cayle Chapman-Brown,New Mexico State,Ind,12,71,3094,43.6
2013,21,Cody Webster,Purdue,Big Ten,12,70,3047,43.5
2013,22,Tom Hackett,Utah,Pac-12,12,76,3300,43.4
2013,23,Harrison Waid,San Jose State,MWC,12,48,2082,43.4
2013,24,Peter Mortell,Minnesota,Big Ten,13,62,2687,43.3
2013,25,Garrett Swanson,Fresno State,MWC,13,52,2244,43.2
2013,26,Hunter Mullins,Alabama-Birmingham,CUSA,12,51,2200,43.1
2013,27,Matt Yoklic,Pittsburgh,ACC,13,70,3008,43
2013,28,Thomas Hibbard,North Carolina,ACC,13,65,2793,43
2013,29,Paul Layton,Temple,American,12,55,2366,43
2013,30,Ryan Erxleben,Texas Tech,Big 12,11,52,2237,43
2013,31,Cole Leininger,California,Pac-12,12,69,2958,42.9
2013,32,Zach Paul,Akron,MAC,12,65,2788,42.9
2013,33,Ben Rhyne,Stanford,Pac-12,13,52,2230,42.9
2013,34,Taylor Hudson,Vanderbilt,SEC,12,48,2058,42.9
2013,35,Trent Tignor,East Carolina,CUSA,13,47,2013,42.8
2013,36,Sean Kelly,Florida Atlantic,CUSA,12,72,3077,42.7
2013,37,Will Monday,Duke,ACC,13,69,2945,42.7
2013,38,John Lloyd,Cincinnati,American,13,33,1409,42.7
2013,39,Steven Clark,Auburn,SEC,13,56,2385,42.6
2013,40,Mike Sadler,Michigan State,Big Ten,14,76,3233,42.5
2013,41,Jake Medlock,Florida International,CUSA,11,37,1574,42.5
2013,42,Tyler Williams,Marshall,CUSA,14,56,2366,42.3
2013,43,Sean Poole,Georgia Tech,ACC,13,45,1902,42.3
2013,44,Caleb Houston,Central Florida,American,13,41,1732,42.2
2013,45,Riley Dixon,Syracuse,ACC,13,75,3161,42.1
2013,46,James Farrimond,Rice,CUSA,14,71,2989,42.1
2013,47,Wil Baumann,North Carolina State,ACC,12,67,2824,42.1
