Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self-Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3419535,2106_1085,3419535,Cathedral Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,3100 CONNECTICUT AVE NW,CATHEDRAL PARK CONDOMINIUM,3,3100 Connecticut Ave. NW,Washington,DC,20008,1923,Multifamily Housing,Multifamily Housing,143708,143708,,18.8,18.9,25.7,25.7,173.3,1.2,10453.8,119069,22969.51,,,Common Area Cooling Common Area Hot Water Tenant Hot Water Common Area Heating,,38.9307363,-77.0563097
PM3500581,2107_0821,3500581,Connecticut Park Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2828 CONNECTICUT AV NW,CONNECTICUT PARK LLC,3,2828 Connecticut Ave. NW,Washington,DC,20008,1955,Multifamily Housing,Multifamily Housing,"131,294","131,294",,68,67.4,116.5,115.3,682.2,5.2,4103.8,829996.7,60980.454,,,Whole Building,Whole Building,38.92749928,-77.05419475
DC21080040,2108_0040,N/A,Hampton House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2700 CONNECTICUT AV NW,2700 CONECTICUT AVENUE LLC,3,2700 Connecticut Avenue NW,Washington,DC,20008,,Not Provided,Not Provided,"91,304",,,,,,,,,,,,,,,,,
DC21220016,2122_0016,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,3339 MASSACHUSETTS AV NW,PERMANENT OBSERV MISSION HOLY SEE TO OAS,3,,Washington,DC,,,Not Provided,Not Provided,"51,988",,,,,,,,,,,,,,,,,
PM3506587,2132_0026,3506587,The Calvert House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,2401 Calvert Ave.,Washington,DC,20008,1964,Multifamily Housing,Multifamily Housing,"240,528","240,528",,74.9,75.6,130.9,131.4,1405.2,5.8,10439.7,1765313,117128.011,,,Whole Building,Whole Building,38.92396194,-77.05311692
PM2643783,2132_0029,2643783,2800 Woodley Rd 2010,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2800 WOODLEY RD NW,ALONZO O BLISS PROPERTY,3,2800 Woodley Rd NW,Washington,DC,20008,1942,Multifamily Housing,Multifamily Housing,"240,516","168,467",,86.9,88.1,156.6,157.7,1164.6,6.9,6398.3,1542975,93813.767,,,Whole Building,Whole Building,38.92575732,-77.05709739
PM3644356,2132_0030,3644356,The Delano,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2745 29TH ST NW,DELANO LLC,3,2745 29th Street NW,Washington,DC,20008,1941,Not Provided,Not Provided,151582,98663,,69.9,70.9,89.4,90.4,427.2,4.3,3885,221434.1,61394.42993,,,Common Area Heating Common Area Plug Load/Electricity Common Area Hot Water Tenant Hot Water Tenant Heating Common Area Cooling,Whole Building,,
PM3333321,2132_0827,3333321,Cleveland House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2725 29TH ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2727 29th Street NW,Washington,DC,20008,1953,Multifamily Housing,Multifamily Housing,"315,129","315,129",,54.6,54.9,94.2,94.2,1322.6,4.2,7126.6,1632141,116326.606,,,Whole Building,Whole Building,38.92429928,-77.05718166
PM3770872,2132_1086,3770872,Shoreham North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2501 CALVERT ST NW,SHOREHAM NORTH CONDOMINIUM,3,2501 Calvert St NW,Washington,DC,20008,1972,Multifamily Housing,Multifamily Housing,"103,032","144,922",,38.9,39.2,78.1,78.4,489.2,3.4,3810.2,755607.9,30660.012,,,Whole Building,Common areas only,38.9235819,-77.0544833
DC21380811,2138_0811,N/A,Shoreham West Coop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2502 CALVERT ST NW,SHOREHAM WEST COOPERATIVE APARTMENTS INC,3,2502 Calvert St NW,Washington,DC,20008,,Not Provided,Not Provided,"223,683",,,,,,,,,,,,,,,,,
PM3426697,2138_0812,3426697,Omni Shoreham Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,2500 Calvert St NW,Washington,DC,20008,1930,Hotel,Hotel,"791,548","953,000",41,95,95.2,211.6,211.9,8560.6,9,52793.8,14943000,394666.024,126145.8,,Whole Building,Whole Building,38.92263332,-77.0536667
DC21550812,2155_0812,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1703 32ND ST NW,TRUSTEES FOR HARVARD UNIVERSITY,2,,Washington,DC,20007,,Not Provided,Not Provided,"89,755",,,,,,,,,,,,,,,,,
DC22040161,2204_0161,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2633 - 2641 CONNECTICUT AV NW,GROSVENOR URBAN RETAIL LP,3,,Washington,DC,20008,,Not Provided,Not Provided,"60,588",,,,,,,,,,,,,,,,,
PM3332403,2205_0839,3332403,Calvert Woodley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2601 WOODLEY PL NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2601 Woodley Pl NW,Washington,DC,20008,1954,Multifamily Housing,Multifamily Housing,"206,688","206,688",,54.9,55.5,94.8,95.2,872.4,4.2,4239.7,1077431,76667.067,,,Whole Building,Whole Building,38.92380891,-77.05022676
DC22080062,2208_0062,N/A,2701 Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2701 CONNECTICUT AV NW,ALONZO O BLISS PROPERTY,3,2701 Connecticut Av NW,Washington,DC,20008,,Not Provided,Not Provided,"94,602",,,,,,,,,,,,,,,,,
DC22080810,2208_0810,N/A,2807 Connecticut ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2807 CONNECTICUT AV NW,LMG 2807 LLC,3,2807 Connecticut Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"53,088",,,,,,,,,,,,,,,,,
DC22081088,2208_1088,N/A,Carlton Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2829 CONNECTICUT AVE NW,CARLTON TOWERS CONDOMINIUM,1,2829 Connecticut Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"60,518",,,,,,,,,,,,,,,,,
DC22081089,2208_1089,N/A,Woodley Plaza Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2725 CONNECTICUT AVE NW,WOODLEY PLAZA CONDOMINIUM,1,2725 Connecticut Ave. NW,Washington,DC,20008,,Not Provided,Not Provided,"66,780",,,,,,,,,,,,,,,,,
DC22100001,2210_0001,N/A,Connecticut Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2301 CATHEDRAL AV NW,CATHCONN ASSOCIATES LP,3,2301 Cathedral Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"51,541",,,,,,,,,,,,,,,,,
DC22100007,2210_0007,N/A,Connecticut Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2331 CATHEDRAL AV NW,CATHCONN ASSOCIATES LP,3,2331 Cathedral Ave. NW,Washington,DC,20008,,Not Provided,Not Provided,"54,786",,,,,,,,,,,,,,,,,
DC22100010,2210_0010,N/A,Connecticut Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2901 CONNECTICUT AV NW,CATHCONN ASSOCIATES LP,3,2901 Connecticut Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"69,329",,,,,,,,,,,,,,,,,
DC22100011,2210_0011,N/A,Connecticut Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2915 CONNECTICUT AV NW,CATHCONN ASSOCIATES LP,3,2915 Connecticut Ave. NW,Washington,DC,20008,,Not Provided,Not Provided,"60,596",,,,,,,,,,,,,,,,,
PM3472399,2214_0806,3472399,The Kennedy Warren,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,3133 Connecticut Avenue NW,Washington,DC,20008,1931,Multifamily Housing,Multifamily Housing,"484,056","267,702",,93.8,94.2,209.6,210,2379.6,8.9,9782.3,4170880,108797.195,,,Whole Building,Whole Building,,
PM3493385,2214_0807,3493385,The Kennedy Warren South Wing,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3131 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,3131 Connecticut Avenue NW,Washington,DC,20008,2004,Multifamily Housing,Multifamily Housing,"337,500","158,000",,153,153.3,406.9,407.3,2652.7,16.8,4705.3,5456639,55582.498,,,Whole Building,Whole Building,,
PM4000677,2218_1092,4000677,Ordway Gardens Condo Assoc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2715 ORDWAY ST NW,ORDWAY GARDENS,3,2715 Ordway St NW,Washington,DC,20008,1944,Multifamily Housing,Multifamily Housing,"121,398","120,000",,57.1,56.9,121.9,121.6,625.2,5.2,2180.4,1041761,32984.001,,,Whole Building,Whole Building,38.9344619,-77.0557186
DC22250011,2225_0011,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2850 QUEBEC ST NW,ADAS ISRAEL HEBREW CONGREGATION,3,,Washington,DC,20008,,Not Provided,Not Provided,"93,950",,,,,,,,,,,,,,,,,
PM3333296,2225_0842,3333296,2501 Porter,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2501 PORTER ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2501 Porter St NW,Washington,DC,20008,1988,Multifamily Housing,Multifamily Housing,"309,058","309,058",,38.9,39.1,93.3,93.4,1209,3.9,6408.5,2272453,42784.148,,,Whole Building,Whole Building,38.93548768,-77.05399482
PM3502821,2225_0844,3502821,Quebec House South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2800 QUEBEC ST NW,AMERICAN SECURITY & TRUST COMPANY,3,2800 Quebec Street NW,Washington,DC,20008,1949,Multifamily Housing,Multifamily Housing,"344,727","353,727",,61.3,61.8,124,124.4,1893.2,5.4,18189516.4,2954431,116187.005,,,Whole Building,,38.93618971,-77.05568671
PM3502126,2226_0800,3502126,The Broadmoor Cooperative Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3601 CONNECTICUT AV NW,BROADMOOR COOPERATIVE,3,3601 Connecticut Avenue NW,Washington,DC,200081928,1928,Multifamily Housing,Multifamily Housing,"308,077","288,969",100,46.9,47.8,57.4,58.4,810.3,2.8,6030.9,329693.1,124201.4049,,,Whole Building,Whole Building,,
PM3504391,2226_0801,3504391,Quebec House North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2801 QUEBEC ST NW,BERNARD S GEWIRZ,3,2801 Quebec Street NW,Washington,DC,20008,1949,Multifamily Housing,Multifamily Housing,"177,642","177,723",,62.1,62.3,123.1,122.6,948.2,5.3,9076782,1442475,61217.001,,,Whole Building,,38.93718082,-77.05603108
DC22261096,2226_1096,N/A,Wilshire Park Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3701 CONNECTICUT AVE NW,WILTSHIRE CONDOMINIUM,3,3701 Connecticut Avenue NW,Washington,DC,20008,,Not Provided,Not Provided,"134,705",,,,,,,,,,,,,,,,,
DC22340001,2234_0001,N/A,Tilden Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3945 CONNECTICUT AV NW,TILDEN HALL CORP,3,3945 Connecticut Ave. NW,Washington,DC,20008,,Not Provided,Not Provided,"70,550",,,,,,,,,,,,,,,,,
PM3470657,2234_0003,3470657,3801 Connecticut Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3801 CONNECTICUT AV NW,B FRANKLIN KAHN TRUSTEES,3,3801 Connecticut Ave NW,Washington,DC,20008,1951,Multifamily Housing,Multifamily Housing,"161,136","177,403",,88.2,89.1,156.8,157.6,1231.5,6.9,8780.6,1596047,102097.635,,,Whole Building,,,
DC22341303,2234_1303,N/A,3901 Connecticut Ave. Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3901 CONNECTICUT AVE NW,3901 CONNECTICUT AVE CONDO,3,3901 Connecticut Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"85,154",,,,,,,,,,,,,,,,,
PM3511841,2234_1600,3511841,3883 CONNECTICUT AVE CONDO,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3883 CONNECTICUT AVE NW,3883 CONNECTICUT AVE CONDO,3,3883 CONNECTICUT AVE NW,Washington,DC,20008,2004,Multifamily Housing,Multifamily Housing,"134,003","134,003",,35.3,35.3,108.3,108.3,586.8,4.4,5211.3,1337511,1679.104,,,Whole Building,Whole Building,38.9398631,-77.0600419
DC22351478,2235_1478,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,4007 CONNECTICUT AVE NW,TILDEN COURT CONDOMINIUM,3,,Washington,DC,,,Not Provided,Not Provided,"50,571",,,,,,,,,,,,,,,,,
PM3993717,2243_0066,3993717,The Consulate,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2950 VAN NESS ST NW,SMITH PROPERTY HOLDINGS KENMORE LP,3,2950 Van Ness St. NW,Washington,DC,20008,1978,Multifamily Housing,Multifamily Housing,"266,382","266,382",,43.9,43.8,133.4,133.4,1439,5.4,6605.4,3261738,5576,,,Whole Building,Whole Building,,
DC22430068,2243_0068,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,4101 CONNECTICUT AV,EDMUND BURKE SCHOOL INC,3,,Washington,DC,20008,,Not Provided,Not Provided,"54,360",,,,,,,,,,,,,,,,,
DC23080805,2308_0805,N/A,St John's College High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2607 MILITARY RD NW,SAINT JOHNS COLLEGE INC,4,2607 Military Rd NW,Washington,DC,20015,,Not Provided,Not Provided,"265,085",,,,,,,,,,,,,,,,,
DC23390003,2339_0003,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,6200 OREGON AV NW,ARMY DISTAFF FOUNDATION INC,4,,Washington,DC,20015,,Not Provided,Not Provided,"302,511",,,,,,,,,,,,,,,,,
DC25000088,2500_0088,N/A,2540 Massachusetts Av,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2540 MASSACHUSETTS AV,2540 MASSACHUSETTS AVENUE NW INC,2,2540 Massachusetts Av NW,Washington,DC,20008,,Not Provided,Not Provided,"83,663",,,,,,,,,,,,,,,,,
DC25270837,2527_0837,N/A,2100 Connecticut Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2100 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,2,2100 Connecticut Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"76,594",,,,,,,,,,,,,,,,,
DC25271099,2527_1099,N/A,THE DRESDEN CONDOMINIUM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2126 CONNECTICUT AVE NW,THE DRESDEN CONDOMINIUM,2,2126 CONNECTICUT AVE NW,Washington,DC,20008,,Not Provided,Not Provided,"90,762",,,,,,,,,,,,,,,,,
PM3625086,2528_0302,3625086,2000 Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2000 CONNECTICUT AV NW,KS 2000 CONNECTICUT LLC,2,2000 Connecticut Avenue NW,Washington,DC,20008,1935,Multifamily Housing,Multifamily Housing,"128,664","120,000",95,37.3,37.3,76.8,76.9,412.3,3.4,4111.2,634400,23063.05446,,,Whole Building,Whole Building,38.91704087,-77.04716745
DC25280891,2528_0891,N/A,The William Penn Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2231 CALIFORNIA ST NW,WILLIAM PENNSYLVANIA LTD,2,2231 California Street NW,Washington,DC,20008,,Not Provided,Not Provided,"65,514",,,,,,,,,,,,,,,,,
DC25281101,2528_1101,N/A,The Brighton Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2123 CALIFORNIA ST NW,THE BRIGHTON CONDOMINIUM,2,2123 California St NW,Washington,DC,20008,,Not Provided,Not Provided,"61,127",,,,,,,,,,,,,,,,,
DC25281103,2528_1103,N/A,Le Bourget,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2127 CALIFORNIA ST NW,THE LEBOURGET CONDOMINIUM,2,2127 California St. NW,Washington,DC,,,Not Provided,Not Provided,"54,144",,,,,,,,,,,,,,,,,
DC25290305,2529_0305,N/A,Our Lady Queen of the Americas,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2200 CALIFORNIA ST NW,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,2,2200 California St NW,Washington,DC,20008,,Not Provided,Not Provided,"89,326",,,,,,,,,,,,,,,,,
DC25291108,2529_1108,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1800 KALORAMA SQ NW,KALORAMA SQUARE,2,,Washington,DC,,,Not Provided,Not Provided,"88,001",,,,,,,,,,,,,,,,,
DC25291109,2529_1109,N/A,The Sanford Condominium (Saint Nicholas Condominium),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2230 CALIFORNIA ST NW,THE SANFORD CONDOMINIUM,2,2230 California Street NW,Washington,DC,20008,,Not Provided,Not Provided,"59,312",,,,,,,,,,,,,,,,,
DC25300303,2530_0303,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2144 CALIFORNIA ST NW,ENVOY APARTMENTS,2,,Washington,DC,20008,,Not Provided,Not Provided,"87,955",,,,,,,,,,,,,,,,,
DC25300817,2530_0817,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2122 CALIFORNIA ST NW,WESTMORELAND COOPERATIVE,2,,Washington,DC,20008,,Not Provided,Not Provided,"84,667",,,,,,,,,,,,,,,,,
PM3408958,2530_0820,3408958,The Churchill Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1914 CONNECTICUT AV NW,H H CHURCHILL HOTEL ASSOCIATES LP,2,1914 Connecticut Avenue NW,Washington,DC,20009,2007,Hotel,Hotel,"111,018","116,503",88,66.5,67,128.2,128.7,650.8,5.6,5545,953668.9,44981.002,,,Whole Building,Whole Building,,
PM3672855,2535_0039,3672855,The Gelmarc Towers Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1954 COLUMBIA RD NW,DAVID HORNSTEIN,1,1930 Columbia Road NW,Washington,DC,20009,1950,Multifamily Housing,Multifamily Housing,"127,257","127,257",,78,78.4,129.5,129.6,740,5.8,6216.3,848352.8,70349.757,,,Whole Building,Whole Building,38.9181339,-77.04499858
PM3884259,2535_0039,3884259,Schuyler Arms A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1954 COLUMBIA RD NW,DAVID HORNSTEIN,1,1954 Columbia Road,Washington,DC,20009,1927,Multifamily Housing,Multifamily Housing,"127,257","127,257",,50,50.5,73.3,73.9,430.8,3.4,1981.2,372282.2,50864.092,,,Whole Building,Whole Building,38.9181339,-77.04499858
PM3421706,2535_0041,3421706,Washington Hilton,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1919 CONNECTICUT AV,CJUF II DESTINATION HOTEL LLC,1,1919 Connecticut Ave,Washington,DC,20009,1965,Hotel,Hotel,"973,414","973,414",34,117.3,118,232.4,233.1,9801.9,10.1,57332.2,14907790,632819.721,26280,,Whole Building,Whole Building,,
PM1423556,2535_0830,1423556,1875 Connecticut Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1875 CONNECTICUT AV NW,UNIVERSAL BUILDING NORTH INC,1,1875 Connecticut Ave NW,Washington,DC,20037,1961,Office,Office,"519,484","404,202",79,80.7,80.9,183.5,183.1,3136,7.8,3709,5597287,134952.159,16698,,Whole Building,Whole Building,,
PM1423516,2535_0831,1423516,1825 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1,1825 Connecticut Av,Washington,DC,20009,1957,Office,Office,"421,800","319,977",67,97.3,98.1,211.1,212,2879.9,9,6989.3,4890234,144315.21,13427.4,,Whole Building,Whole Building,,
PM3761665,2535_1115,3761665,The Wyoming Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2022 COLUMBIA RD NW,THE WYOMING HOUSE,1,2022 Columbia Road NW,Washington,DC,20009,1898,Multifamily Housing,Multifamily Housing,122062,122062,,,,,,,,,,,,,Whole Building,Whole Building,38.9171573,-77.0454027
DC25361117,2536_1117,N/A,2029 Conn Ave Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2029 CONNECTICUT AVE NW,2029 CONNECTICUT AVE CONDO,1,2029 CONNECTICUT AVE NW WASHINGTON DC 20008,Washington,DC,20008,,Not Provided,Not Provided,"73,652",,,,,,,,,,,,,,,,,
DC25370153,2537_0153,N/A,Mendota Apts.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2220 20TH ST NW,MENDOTA APARTMENTS INC,1,2220 20th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"87,737",,,,,,,,,,,,,,,,,
DC25370300,2537_0300,N/A,2101 Connecticut Ave Coop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2101 - 2201 CONNECTICUT AV NW,2101 CONNECTICUT AVENUE,1,2101 Connecticut Ave,Washington,DC,20008,,Not Provided,Not Provided,"236,646",,,,,,,,,,,,,,,,,
DC25380803,2538_0803,N/A,Shawmut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2200 19TH ST NW,F G H ASSOCIATES,1,2200 19th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"73,188",,,,,,,,,,,,,,,,,
DC25380806,2538_0806,N/A,1901 Wyoming Avenue NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1901 WYOMING AV NW,1901 WYOMING AVENUE COOPERATIVE,1,1901 Wyoming Avenue NW,Washington,DC,20009,,Not Provided,Not Provided,"71,791",,,,,,,,,,,,,,,,,
DC25390300,2539_0300,N/A,The Policy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1921 KALORAMA RD NW,WRF 1921 KALORAMA RD LP,1,1921 Kalorama Road NW,Washington,DC,20009,,Not Provided,Not Provided,"68,079",,,,,,,,,,,,,,,,,
DC25390820,2539_0820,N/A,Connecticut Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1915 KALORAMA RD NW,COLUMBIA REALTY VENTURE LLC,1,1915 Kalorama Rd NW,Washington,DC,20009,,Not Provided,Not Provided,"68,453",,,,,,,,,,,,,,,,,
DC25410806,2541_0806,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2308 ASHMEAD PL NW,PARK CREST LLC,1,,Washington,DC,20009,,Not Provided,Not Provided,"58,177",,,,,,,,,,,,,,,,,
DC25411131,2541_1131,N/A,The Woodward,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2311 CONNECTICUT AVE NW,THE WOODLAND CONDOMINIUM,1,2311 Connecticut Avenue,Washington,DC,20008,,Not Provided,Not Provided,"57,223",,,,,,,,,,,,,,,,,
PM3425601,2541_1133,3425601,The Valley Vista Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2031 BELMONT RD NW,VALLEY VISTA CONDOMINIUM,1,2032 Belmont Rd NW,Washington,DC,20009,1928,Multifamily Housing,Multifamily Housing,116748,248899,,,,,,,,4556.9,621599,,,,Whole Building,Whole Building,38.9199902,-77.0480065
PM3513647,2545_1139,3513647,Kalorama Place,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1900 KALORAMA PL,KALORAMA PLACE,1,1900 Kalorama Place NW,Washington,DC,20009,1996,Multifamily Housing,Multifamily Housing,130541,102541,,9.4,9.4,29.5,29.5,121.8,1.2,3346.2,282003.6,,,,Common areas only,,,
DC25480819,2548_0819,N/A,Melwood,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1803 BILTMORE ST NW,COLUMBIA REALTY VENTURE LLC,1,1803 Biltmore St NW,Washington,DC,20009,,Not Provided,Not Provided,"81,056",,,,,,,,,,,,,,,,,
DC25490877,2549_0877,N/A,1841 Columbia Road,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1841 COLUMBIA RD NW,UIP 1841 COLUMBIA ROAD LLC,1,1841 Columbia Road NW,Washington,DC,20009,,Not Provided,Not Provided,"120,650",,,,,,,,,,,,,,,,,
DC25520812,2552_0812,N/A,Norwood,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1868 COLUMBIA RD NW,ALONZO O BLISS PROPERTY,1,1868 Columbia Rd NW,Washington,DC,20009,,Not Provided,Not Provided,"78,600",,,,,,,,,,,,,,,,,
