Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
DC43650032,4365_0032,N/A,,,,12/31/2015,No Report Received,3030 - 3070 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,106200,,,,,,,,,,,,,,,,,
DC43670001,4367_0001,N/A,,,,12/31/2015,No Report Received,3130 - 3180 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,90200,,,,,,,,,,,,,,,,,
DC43710001,4371_0001,N/A,,,,12/31/2015,No Report Received,3300 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,100200,,,,,,,,,,,,,,,,,
DC43710002,4371_0002,N/A,,,,12/31/2015,No Report Received,3350 - 3390 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,71564,,,,,,,,,,,,,,,,,
PM4371687,4371_0819,4371687,The Goodwill Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2200 SOUTH DAKOTA AVE NE,2200 SOUTH DAKOTA AVE LLC,5,2200 South Dakota Avenue NE,Washington,DC,20018,1982,Distribution Center,Warehouse,93480,89900,64,47.7,48.1,125.2,125.7,488.8,5.4,659.7,947731.8,152.12319,,,Whole Building,Whole Building,38.9200201,-76.95849178
DC43730001,4373_0001,N/A,,,,12/31/2015,No Report Received,3015 - 3055 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,99120,,,,,,,,,,,,,,,,,
DC43730002,4373_0002,N/A,,,,12/31/2015,No Report Received,3125 - 3165 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,86349,,,,,,,,,,,,,,,,,
DC43730005,4373_0005,N/A,,,,12/31/2015,No Report Received,3325 - 3355 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,,Washington,DC,,,,Not Provided,83381,,,,,,,,,,,,,,,,,
DC43730008,4373_0008,N/A,,,,12/31/2015,No Report Received,2700 NEW YORK AVE NE,T&L HOSPITALITY INC,5,,Washington,DC,,,,Not Provided,95331,,,,,,,,,,,,,,,,,
DC43730012,4373_0012,N/A,,,,12/31/2015,No Report Received,2850 NEW YORK AV NE,ITT WASHINGTON DC CORPORATION CENTER LLC,5,,Washington,DC,,,,Not Provided,107026,,,,,,,,,,,,,,,,,
PM3670053,4393_0015,3670053,Holiday Inn Express and Suites Washington DC Northeast,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1917 BLADENSBURG RD NE,SUTON ONE LLC,5,1917 Bladensburg Road NE,Washington,DC,20002,2008,Hotel,Hotel,100130,101130,61,59.5,59.9,137.9,138.4,614.5,6.1,527,169689,2373.46855,,,Whole Building,Whole Building,38.91646865,-76.97214603
PM4380759,4393_0016,4380759,Fairfield Inn & Suites Washington DC New York Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2305 NEW YORK AVE NE,SUTON TWO LLC,5,2305 New York Avenue,Washington,DC,20002,2008,Hotel,Hotel,84180,84180,89,62.3,62.3,139.1,139.1,518.2,6.2,464.9,87135.5,22731.5683,,,Whole Building,Whole Building,38.91684189,-76.97149093
PM4006488,4395_0816,4006488,Parkway Plaza - 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1810 - 1826 24TH ST NE,MAURICE LIPNICK,5,1810-1826 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,52944,52944,85,46.6,46.5,88.6,88.4,212.3,4,7179.4,294933.9,14599.44851,,,Whole Building,Whole Building,38.91493337,-76.97240003
PM4007053,4396_0153,4007053,Parkway Plaza - 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1811 - 1831 24TH ST NE,PARKWAY PLAZA ASSOCIATES,5,1811-1831 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,62904,62901,90,41.7,41.9,83.3,83.2,235.2,3.7,3911.4,347968,14367.3483,,,Whole Building,Whole Building,38.915126,-76.971835
PM4007057,4396_0154,4007057,Parkway Plaza - 3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1835 - 1855 24TH ST NE,PARKWAY PLAZA ASSOCIATES,5,1835-1855 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,64366,64365,1,192.6,200.5,315.4,318.4,939.8,14.6,6751.6,12985,89134.9871,,,Whole Building,Whole Building,38.914868,-76.971552
PM4007916,4491_0809,4007916,Flats at Atlas,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1600 MARYLAND AVE NE,1600 MARYLAND AVENUE LLC,5,1600 Maryland Ave NE,Washington,DC,20002,2012,Multifamily Housing,Multifamily Housing,255208,216759,49,49.6,49.8,144.4,145.2,1344.2,6.2,7369,286697,11714.11862,,,Whole Building,Whole Building,38.90192164,-76.98081983
DC44930001,4493_0001,N/A,,,,12/31/2015,No Report Received,1501 MARYLAND AV NE,MARYLAND CROSSING REALTY LLC,5,,Washington,DC,,,,Not Provided,207992,,,,,,,,,,,,,,,,,
PM3984106,4509_0157,3984106,Azeeze Bates,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1501 - 1523 BENNING RD NE,PENTACLE LIMITED PARTNERSHIP,6,1521 Benning Road N.E,Washington,DC,20002,1975,Multifamily Housing,Multifamily Housing,151122,78475,62,40.8,39.5,128.2,123.9,429,5.5,448.8,93935.9,,,,Whole Building,Whole Building,38.896422,-76.982445
PM3760909,4509_0157,3760909,Pentacle Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1501 - 1523 BENNING RD NE,PENTACLE LIMITED PARTNERSHIP,6,1521 Benning Road N.E,Washington,DC,20002,1975,Multifamily Housing,Multifamily Housing,151122,181010,73,32.1,32.1,100.7,100.7,777.3,4.3,951.2,171718,,,,Whole Building,Whole Building,38.899839,-76.983107
PM3984144,4511_0068,3984144,Benning Court,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1701 - 1713 BENNING RD NE,GALES PLACE ASSOCIATES LIMITED PARTNERSHIP,6,1521 Benning Road N.E,Washington,DC,20002,1976,Multifamily Housing,Multifamily Housing,94098,94098,69,33.6,33.6,105.4,105.4,422.8,4.5,137954.3,925563.6,,,,Whole Building,Whole Building,38.898735,-76.978534
PM4418130,5041_0047,4418130,Parkside Senior LP,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,600 BARNES ST NE,PARKSIDE SENIOR L P,7,600 Barnes St. NE,Washington,DC,20019,2012,Multifamily Housing,Multifamily Housing,89423,89423,65,37,37.1,107.7,107.8,413.5,4.6,2373,863528,36.2887,,,Whole Building,Whole Building,38.90008985,-76.95234363
DC50433033,5043_3033,N/A,,,,12/31/2015,No Report Received,0612 PARKSIDE PL NE,PARKSIDE TOWNHOMES CONDO,7,,Washington,DC,,,,Not Provided,123415,,,,,,,,,,,,,,,,,
DC50440812,5044_0812,N/A,,,,12/31/2015,Exempt from this year's disclosure,3924-3968 MINNESOTA AV,CELIA PROPERTIES LIMITED PARTNERSHIP,7,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4565801,5046E_0050,4565801,Allen House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3760 MINNESOTA AVE NE,UPPER ROOM HOUSING CORPORATION,7,3760 Minnesota Avenue NE,Washington,DC,20019,1991,Multifamily Housing,Multifamily Housing,73776,67167,81,48.9,48.8,116.2,114.3,342.8,5.1,2575.3,61147.3,11954.2241,,,Whole Building,Whole Building,38.89178805,-76.95200221
PM4443723,5051N0840,4443723,East River Shopping Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3917 MINNESOTA AV NE,CEDAR EAST RIVER PARK LLC,7,3917 Minnesota Avenue NE,Washington,DC,20019,1941,Strip Mall,Mall,143576,143576,Not Available,215.1,217.5,561.2,563.6,3500.5,24.4,8138.5,67528,78565.5116,,,Whole Building,Whole Building,38.893895,-76.948675
PM4746392,5056_0040,4746392,Cesar Chavez Public Charter Schools For Public Policy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3701 HAYES ST NE,CESAR CHAVEZ PUBLIC CHARTER SCHOOLS FOR PUBLIC POLICY,7,3701 Hayes St. NE,Washington,DC,20019,2005,K-12 School,K-12 School,59460,79612,Not Available,Not Available,Not Available,Not Available,Not Available,483.3,6.1,,67653348,,,,Whole Building,,38.90144549,-76.94906737
PM3829893,5057_0039,3829893,Paradise at Parkside,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3712 - 3722 HAYES ST NE,JAY STREET ASSOCIATES,7,3712-3722 Hayes Street NE,Washington,DC,20019,1965,Multifamily Housing,Multifamily Housing,545798,586115,46,63.1,61.5,144.5,138.7,3011.1,6.4,5193.6,518547,12136.457,,,Whole Building,Whole Building,38.905402,-76.95061
PM3314944,5057_0803,3314944,Mayfair Mansions,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3720 - 3820 HAYES ST NE,MAYFAIR MANSIONS LIMITED PARTNERSHIP,7,3744 1/2 Hayes Street NE,Washington,DC,20019,1965,Multifamily Housing,Multifamily Housing,408330,300000,80,36.4,36.4,114.3,114.3,1462,4.9,2374.4,32898,,,,Whole Building,Whole Building,38.903658,-76.948889
DC50570804,5057_0804,N/A,,,,12/31/2015,Exempt from this year's disclosure,3743 - 3817 JAY ST NE,MM PROPERTY LLC,7,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4007880,5058_0008,4007880,Lotus Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,800 KENILWORTH AVE NE,KENILWORTH AVE APARTMENTS LLC,7,800 Kenilworth Ave NE,Washington,DC,20019,2006,Multifamily Housing,Multifamily Housing,246295,222956,81,30.8,30.8,96.6,96.6,918,4.1,13829.9,29896,,,,Whole Building,Whole Building,38.90124527,-76.94574584
PM4342053,5084_0300,4342053,Benning Woods,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0130 - 0138 42ND ST NE,L E HORNING,7,130-0138 42nd St NE,Washington,DC,20019,1974,Multifamily Housing,Multifamily Housing,50796,73698,42,109.7,112.2,154.7,157.4,542,7.4,5172.1,49171.9,66858.7891,,,Whole Building,Whole Building,38.890109,-76.944843
PM4360735,5096_0826,4360735,Republic NAtional Distributing,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4235 SHERIFF RD NE,REPUBLIC NATL DISTRIBUTING COMPANY LLC,7,4235 Sheriff RD NE,Washington,DC,20019,1985,Distribution Center,Warehouse,146331,86352,7,77.5,77.5,170.7,170.7,653.4,7.6,1716.7,18192,29983.2275,,,Whole Building,Whole Building,38.90232333,-76.94079534
PM4019462,5140_0088,4019462,Carver Senior Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4800 EAST CAPITOL ST NE,CARVER SENIOR APARTMENTS LIMITED PARTNERSHIP,7,4800 East Capitol St NE,Washington,DC,20019,2007,Multifamily Housing,Multifamily Housing,90094,90094,59,47.9,48.4,109,109.5,433.4,4.8,149.2,741649,17817.59425,,,Whole Building,Whole Building,38.89011213,-76.93313009
DC51470081,5147_0081,N/A,,,,12/31/2015,No Report Received,4651 NANNIE HELEN BURROUGHS AVE NE,CIH GLENDALE PLAZA LP,7,,Washington,DC,,,,Not Provided,77767,,,,,,,,,,,,,,,,,
DC51480828,5148_0828,N/A,,,,12/31/2015,No Report Received,4800  NANNIE HELEN BURROUGHS AV NE,4800 NHB LP,7,,Washington,DC,,,,Not Provided,315600,,,,,,,,,,,,,,,,,
DC51550169,5155_0169,N/A,,,,12/31/2015,Exempt from this year's disclosure,1027 45TH ST NE,INTEGRATED DESIGN AND ELECTRONICS ACADEMY PUBLIC CHARTER SCHOOL,7,,Washington,DC,,,,Not Provided,69039,,,,,,,,,,,,,,,,,
PM4351629,5179_0090,4351629,Deanwood Rehab & Wellness Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5000 NANNIE HELEN BURROUGHS AV NE,GAHC WASHINGTON DC SNF LLC,7,5000 nanaie helen burroughs ave,Washington,DC,20019,1983,Outpatient Rehabilitation/Physical Therapy,Other,133706,133706,Not Available,57,57,142,142,829.2,6.2,754812.7,154791,23618.84642,,,Whole Building,Whole Building,38.89944462,-76.92826068
DC51940824,5194_0824,N/A,,,,12/31/2015,No Report Received,0601 50TH ST NE,PROGRESSIVE NATIONAL BAPTIST CNVNTN INC,7,,Washington,DC,,,,Not Provided,69928,,,,,,,,,,,,,,,,,
PM4343921,5203_0028,4343921,Hilltop Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0908 - 0914 EASTERN AV NE,JAMES PROPERTIES II LLC,7,918 Eastern Avenue NE,Washington,DC,20019,1962,Multifamily Housing,Multifamily Housing,57672,57672,12,126.4,126.2,229.8,225.6,603.5,10.5,5495.3,78597.1,46118.43613,,,Whole Building,Whole Building,38.902044,-76.92157037
DC52360104,5236_0104,N/A,,,,12/31/2015,Exempt from this year's disclosure,5300 BLAINE ST,KIPP DC,7,,Washington,DC,,,,Not Provided,68984,,,,,,,,,,,,,,,,,
DC52790050,5279_0050,N/A,,,,12/31/2015,No Report Received,0028 58TH ST SE,HACIENDA COOPERATIVE INC,7,,Washington,DC,,,,Not Provided,57624,,,,,,,,,,,,,,,,,
DC52790816,5279_0816,N/A,,,,12/31/2015,Exempt from this year's disclosure,5800 - 5916 SOUTHERN AV SE,SOUTHERN HOMES & GARDENS COOPERATIVE ASSOC INC,7,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC52980031,5298_0031,N/A,,,,12/31/2015,No Report Received,5311 - 5323 E ST SE,ELSINOR COURTYARD LTD PRTNSHP,7,,Washington,DC,,,,Not Provided,66663,,,,,,,,,,,,,,,,,
PM4385265,5344_0002,4385265,Hampton Apartments East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4730 BENNING RD SE,HAMPTON EAST APTS,7,4730 Benning Road SE,Washington,DC,20019,1964,Multifamily Housing,Multifamily Housing,93648,109256,58,84.5,84.9,130.1,128.6,665.1,6.1,619.2,63526,7615.89912,,,Whole Building,Whole Building,38.88336497,-76.93162893
PM4898134,5353_0803,4898134,BENNING HEIGHTS COOPERATIVE INC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4400 - 4454 E ST SE,BENNING HEIGHTS COOPERATIVE INC,7,4400 ? 4454 E ST SE,Washington,DC,20019,1942,Multifamily Housing,Multifamily Housing,63096,63096,Not Available,Not Available,Not Available,Not Available,Not Available,4631.2,73.4,26421.1,1539522,739542.168,,,Whole Building,Whole Building,38.8820322,-76.9390637
PM4377818,5353_0803,4377818,Benning Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4400 - 4454 E ST SE,BENNING HEIGHTS COOPERATIVE INC,7,4801 Alabama Ave SE,Washington,DC,20019,1942,Multifamily Housing,Multifamily Housing,63096,86875,25,59.7,59.7,187.5,187.5,694.3,8,9766.3,15234,,,,Whole Building,Whole Building,38.8820322,-76.9390637
DC53540803,5354_0803,N/A,,,,12/31/2015,No Report Received,4401 E ST SE,BENNING HEIGHTS COOPERATIVE INC,7,,Washington,DC,,,,Not Provided,79159,,,,,,,,,,,,,,,,,
DC53550807,5355_0807,N/A,,,,12/31/2015,No Report Received,0513 46TH ST SE,BENNING HEIGHTS COOPERATIVE INC,7,,Washington,DC,,,,Not Provided,51350,,,,,,,,,,,,,,,,,
PM4378929,5357_0012,4378929,KIPP DC - Benning Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4801 BENNING RD SE,KIPP DC,7,4801 Benning Rd.,Washington,DC,20019,2008,K-12 School,K-12 School,84681,84681,9,116,116.4,321.1,321.5,1173.9,13.9,1427.3,23664,1759.21841,,,Whole Building,Whole Building,38.88263499,-76.93439653
DC53590324,5359_0324,N/A,,,,12/31/2015,No Report Received,4638 H ST SE,J W KING SENIORS LIMITED PRTNSHP,7,,Washington,DC,,,,Not Provided,81264,,,,,,,,,,,,,,,,,
DC5369N1259,5369N1259,N/A,,,,12/31/2015,Exempt from this year's disclosure,1201 42ND ST SE,FORT DUPONT WOODS CONDO,7,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC54340814,5434_0814,N/A,,,,12/31/2015,No Report Received,3501-3513  MINNESOTA AV SE,MINNESOTA GARDENS INC,7,,Washington,DC,,,,Not Provided,50256,,,,,,,,,,,,,,,,,
PM3686127,5440_0805,3686127,Stoneridge I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0310 - 0354 ANACOSTIA RD SE,SOUSA ASSOCIATES LTD ASSOCIATES,7,324 Anacostia Road S.E.,Washington,DC,20019,1974,Multifamily Housing,Multifamily Housing,93828,99000,22,86.9,85.6,168.9,162.9,753.9,7.6,6765.1,177618,49261.85765,,,Whole Building,Whole Building,38.88523527,-76.95404534
PM4917549,5539_0838,4917549,Penn Branch Shopping Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3200 PENNSYLVANIA AV SE,3200 PENNSYLVANIA AVENUE SE HOLDINGS LLC,7,3200 Pennsylvania Avenue,Washington,DC,20020,1964,Strip Mall,Mall,91773,88823,Not Available,48.6,47.1,152.5,148,577.4,6.5,24.7,126423,,,,Whole Building,Whole Building,38.87004136,-76.95960231
DC55390838,5539_0838,N/A,,,,12/31/2015,Exempt from this year's disclosure,3200 PENNSYLVANIA AV SE,3200 PENNSYLVANIA AVENUE SE HOLDINGS LLC,7,,Washington,DC,,,,Not Provided,91773,,,,,,,,,,,,,,,,,
PM4553079,5549_0808,4553079,CO/GLC 14203/2815 NORTH ST NE/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2815 N ST SE,C&P TELEPHONE COMPANY,7,2815 N ST SE,Washington,DC,20019,1947,Office,Office,50100,48302,15,93.4,,287.3,,595.8,12.3,229,128282,,138,,Whole Building,Whole Building,38.87431367,-76.96709294
PM4007889,5560_0055,4007889,The Grays on Pennsylvania,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2323 PENNSYLVANIA AVE SE,2300 PENNSYLVANIA AVENUE LLC,7,2323 Pennsylvania Avenue SE,Washington,DC,20020,2010,Multifamily Housing,Multifamily Housing,76800,104221,,41.8,42.5,112.4,113,507.1,4.9,392.7,1411,944.34218,,,Whole Building,Whole Building,38.87413334,-76.97220691
DC55720822,5572_0822,N/A,,,,12/31/2015,No Report Received,1815 - 1831 P ST SE,DGV ASSOCIATES L.L.C.,8,,Washington,DC,,,,Not Provided,54724,,,,,,,,,,,,,,,,,
DC56010056,5601_0056,N/A,,,,12/31/2015,No Report Received,1800 MARTIN LUTHER KING JR AVE SE,ANACOSTIA GATEWAY LLC,8,,Washington,DC,,,,Not Provided,115625,,,,,,,,,,,,,,,,,
PM3993306,5626_0815,3993306,Penn View Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2515 R ST SE,PENN VIEW INVESTMENT LLC,7,2515 R Street S.E.,Washington,DC,20020,1963,Multifamily Housing,Multifamily Housing,81324,81324,27,80.4,80.7,144.7,142.6,536.6,6.6,4349,68722.9,41921.857,,,Whole Building,Whole Building,38.86928498,-76.96968419
PM4007384,5627_0093,4007384,HILLSIDE TERRACE LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1806 - 1820 23RD ST SE,HILLSIDE TERRACE LLC,8,1805 23rd Street S.E.,Washington,DC,20020,1943,Multifamily Housing,Multifamily Housing,52127,52127,88,25.3,25.3,75.6,75.6,168.7,3.2,685.1,3585.2,98.25166,,,Whole Building,Whole Building,38.867634,-76.973823
DC56270099,5627_0099,N/A,,,,12/31/2015,No Report Received,2300 - 2330 GOOD HOPE RD SE,MP PPH LLC,8,,Washington,DC,,,,Not Provided,299269,,,,,,,,,,,,,,,,,
DC56420001,5642_0001,N/A,,,,12/31/2015,No Report Received,2845 ALABAMA AV SE,GOOD HOPE MARKETPLACE LP,7,,Washington,DC,,,,Not Provided,97113,,,,,,,,,,,,,,,,,
DC56701272,5670_1272,N/A,,,,12/31/2015,Exempt from this year's disclosure,2000 37TH ST SE,FAIRFAX VILLAGE IX,7,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC56721274,5672_1274,N/A,,,,12/31/2015,No Report Received,2101 SUITLAND TR SE,FAIRFAX VILLAGE I,7,,Washington,DC,,,,Not Provided,60510,,,,,,,,,,,,,,,,,
DC56721277,5672_1277,N/A,,,,12/31/2015,No Report Received,2000 FORT DAVIS ST SE,FAIRFAX VILLAGE IV,7,,Washington,DC,,,,Not Provided,59245,,,,,,,,,,,,,,,,,
DC56721278,5672_1278,N/A,,,,12/31/2015,No Report Received,2016 FORT DAVIS ST SE,FAIRFAX VILLAGE V,7,,Washington,DC,,,,Not Provided,83132,,,,,,,,,,,,,,,,,
DC56731279,5673_1279,N/A,,,,12/31/2015,No Report Received,2100 38TH ST SE,FAIRFAX VILLAGE VI,7,,Washington,DC,,,,Not Provided,94556,,,,,,,,,,,,,,,,,
DC56731280,5673_1280,N/A,,,,12/31/2015,No Report Received,2000 38TH ST SE,FAIRFAX VILLAGE VII,7,,Washington,DC,,,,Not Provided,54282,,,,,,,,,,,,,,,,,
DC57201713,5720_1713,N/A,,,,12/31/2015,No Report Received,3101 NAYLOR RD SE,THE CHRISTOPHER CONDOMINIUM,8,,Washington,DC,,,,Not Provided,69327,,,,,,,,,,,,,,,,,
DC57240801,5724_0801,N/A,,,,12/31/2015,Exempt from this year's disclosure,3400 - 3440 25TH ST SE,SP REDEVELOPMENT LP,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC57250803,5725_0803,N/A,,,,12/31/2015,No Report Received,2700 - 2722 SHIPLEY TR SE,ROCKBURNE ESTATES LP,8,,Washington,DC,,,,Not Provided,247632,,,,,,,,,,,,,,,,,
DC57300218,5730_0218,N/A,,,,12/31/2015,Exempt from this year's disclosure,2513 ALABAMA AVE SE,ALABAMA AVE AFFORDABLE HOUSING L P,8,,Washington,DC,,,,Not Provided,94557,,,,,,,,,,,,,,,,,
DC57400296,5740_0296,N/A,,,,12/31/2015,Exempt from this year's disclosure,2425 25TH ST SE,2425 25TH STREET SE LLC,8,,Washington,DC,,,,Not Provided,138837,,,,,,,,,,,,,,,,,
PM4577663,5740_0818,4577663,Hillcrest House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2501 25TH ST SE,KEM ASSOCIATES LLC,8,2501 25th Street SE,Washington,DC,20020,1954,Multifamily Housing,Multifamily Housing,71745,71745,26,88.8,92.7,128.6,131,436.5,6.1,4477.8,355775,5158.17,,,Whole Building,Whole Building,38.85775066,-76.97026896
DC57410136,5741_0136,N/A,,,,12/31/2015,Exempt from this year's disclosure,2300 HARTFORD ST SE,GARFIELD PARK PRESERVATION LLC,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3488856,5741_0138,3488856,Langston Lane,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2726 - 2734 LANGSTON PL SE,LANGSTON LANE LTD PRTNSHP,8,2726 Langston Place SE,Washington,DC,20020,1990,Multifamily Housing,Multifamily Housing,113703,113703,42,79.4,80.4,129.7,128.6,683,6,985.7,739186,6523.47519,,,Whole Building,Whole Building,38.8566014,-76.9720574
DC57410831,5741_0831,N/A,,,,12/31/2015,No Report Received,2400 - 2410 HARTFORD ST SE,HANOVER COURTS APARTMENTS LLC,8,,Washington,DC,,,,Not Provided,59332,,,,,,,,,,,,,,,,,
PM4356086,5753_0092,4356086,Greenwood Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2337 - 2349 GREEN ST SE,RUTH E EVANS TRUSTEE,8,2337-2349 Green Street SE,Washington,DC,20020,1968,Multifamily Housing,Multifamily Housing,58720,106336,65,69.6,69.9,109.3,107.6,541.7,5.1,78.3,54126,55542.4853,,,Whole Building,Whole Building,38.86138993,-76.9810051
PM3994437,5772_1019,3994437,Annacostia Professional building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2041 MARTIN LUTHER KING JR AVE SE,ANACOSTIA PROFESSIONAL BUILDING REVOCABLE TRUST,8,2041 Martin Luther King Jr. Ave.,Washington,DC,20020,1993,Office,Office,73167,74968,40,105.8,107.1,256.2,257.6,841.6,11.2,2336,15256,27259.33674,,,Whole Building,Whole Building,38.86593013,-76.98982866
PM4594479,5782_1023,4594479,2100 MLK,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 MARTIN LUTHER KING JR AV SE,2100 MARTIN LUTHER KING ASSOC,8,2100 Martin Luther King Ave SE,Washington,DC,20020,1989,Office,Office,104616,71350,Not Available,91.4,90.2,286.9,283.2,872.6,12.2,1142.4,191476,,,,Whole Building,Whole Building,38.8653561,-76.989199
PM3998608,5783_0829,3998608,DC Lottery Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2101 MARTIN LUTHER KING JR AV SE,GEORGE T CURTIS III TRUSTEE,8,2101 MLK Jr. Ave. SE,Washington,DC,20020,1945,Office,Office,84496,84496,93,48.5,48.5,115.1,115.1,427.2,5.1,0.9,76989,14987.7683,,,Whole Building,Whole Building,38.86542335,-76.98968758
DC57840898,5784_0898,N/A,,,,12/31/2015,Exempt from this year's disclosure,2235 SHANNON PL SE,GEORGE T CURTIS III TRUSTEE,8,,Washington,DC,,,,Not Provided,91303,,,,,,,,,,,,,,,,,
DC58321535,5832_1535,N/A,,,,12/31/2015,No Report Received,1601 GAINESVILLE ST SE,THE HILLWOOD CONDOMINIUMS,8,,Washington,DC,,,,Not Provided,65758,,,,,,,,,,,,,,,,,
PM4553078,5865_0286,4553078,CO/GLC 12234/2600 BARRY RD SE/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2600 BARRY RD SE,VERIZON WASHINGTON DC INC,8,2600 BARRY RD,Washington,DC,20020,1973,Office,Office,54578,56854,100,31.1,31.4,67.1,66.4,169.5,3,256,273947,8354.44,,,Whole Building,Whole Building,38.86194579,-77.00031372
