Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3412032,Not Provided*,3412032,Chevy Chase Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,5625 CONNECTICUT AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,5625 CONNECTICUT AVENUE NW,Washington,DC,20015,,Library,Library,,24618,,101.5,98.9,194,189.9,215.9,8.8,,301832,14695.00162,,,Whole Building,Not Available,38.96556949,-77.07545672
PM3412088,Not Provided*,3412088,Engine Company #6,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1300 NEW JERSEY AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1300 NEW JERSEY AVENUE NW,Washington,DC,20001,1973,Other - Public Services,Fire Station,,18432,,132.5,128.6,241.3,233.7,202.5,11,,264255,15398.99976,,,Whole Building,Not Available,38.90769091,-77.01607757
PM3412118,Not Provided*,3412118,Engine Company #4,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2531 SHERMAN AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2531 SHERMAN AVENUE NW,Washington,DC,20001,,Other - Public Services,Fire Station,,19315,,129.5,126.8,243,237.5,212.7,11,,289932,15111.99913,,,Whole Building,Not Available,38.92339689,-77.02502519
PM3412123,Not Provided*,3412123,Engine Company #16,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1018 13TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,1018 13TH STREET NW,Washington,DC,20005,1932,Other - Public Services,Fire Station,,25032,,85.1,83.5,164.2,160.5,185.6,7.4,,262919,12325,,,Whole Building,Not Available,,
PM3412129,Not Provided*,3412129,DC Mental Health Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,35 K STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,35 K STREET NE,Washington,DC,20002,2002,Other - Public Services,Other,,30000,,77.4,75.3,200.3,198,261.3,8.7,,500408,6161.000117,,,Whole Building,Not Available,38.90210708,-77.00699367
PM3412137,Not Provided*,3412137,Transportation Equipment Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1325 S STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1325 S STREET NW,Washington,DC,20009,,Other - Public Services,Other,,33000,,68.9,67.7,160.5,158.3,233.2,7.1,,408270,8796.000203,,,Whole Building,Not Available,38.91450122,-77.03050588
PM3412154,Not Provided*,3412154,Southwest Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,900 WESLEY PLACE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,900 WESLEY PLACE SW,Washington,DC,20024,,Library,Library,,21600,,102.4,100,194.3,190.8,189.9,8.8,,262686,13166.00017,,,Whole Building,Not Available,38.87869795,-77.01583178
PM3412177,Not Provided*,3412177,Engine Company #33,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,101 ATLANTIC STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,101 ATLANTIC STREET SE,Washington,DC,20032,1908,Other - Public Services,Fire Station,,15000,,102.1,100.8,219.1,216.4,146.2,9.7,,235380,7280.00023,,,Whole Building,Not Available,38.83089533,-77.00514742
PM3412187,Not Provided*,3412187,Emergency Shelter for Homeless Men,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2210 ADAMS PLACE NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,2210 ADAMS PLACE NE,Washington,DC,20018,,Other - Lodging/Residential,Other - Lodging/Residential,,12546,,163.4,161.1,305.3,301.3,173.7,13.8,,235227,12472.99992,,,Whole Building,Not Available,38.91962229,-76.97487627
PM3412190,Not Provided*,3412190,Brent Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,301 NORTH CAROLINA AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,301 NORTH CAROLINA AVENUE SE,Washington,DC,20003,1968,K-12 School,K-12 School,,49702,88,34.2,34,107.5,106.8,227.9,4.6,,498897,,,,Whole Building,Not Available,38.88480121,-77.00145985
PM3412227,Not Provided*,3412227,Engine Company #13,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,450 6TH STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,450 6TH STREET SW,Washington,DC,20024,1960,Other - Public Services,Fire Station,,12945,,130,127,235.3,230.4,138.8,10.7,,179409,10701.99981,,,Whole Building,Not Available,38.88360672,-77.01939265
PM3412228,Not Provided*,3412228,Kennedy Rec Ctr,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1401 7TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1401 7TH STREET NW,Washington,DC,20001,2003,Other - Recreation,Other - Recreation,,18000,,111,107.6,249.4,242,198.5,11,,335468,8530.99961,,,Whole Building,Not Available,38.90899011,-77.02153646
PM3412242,Not Provided*,3412242,Engine Company #20,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4300 WISCONSIN AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4300 WISCONSIN AVENUE NW,Washington,DC,20016,1913,Other - Public Services,Fire Station,,13472,,161,159.1,294.2,291.6,180.4,13.4,,236430,13624.0004,,,Whole Building,Not Available,38.94497391,-77.07842283
PM3412367,Not Provided*,3412367,Palisades Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4901 V STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4901 V STREET NW,Washington,DC,20007,1936,Library,Library,,20110,,127.3,124.8,236.9,234.3,216.1,10.7,,291079,15664.00227,,,Whole Building,Not Available,38.9183818,-77.09717464
PM3412372,Not Provided*,3412372,4th District Substation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,750 PARK ROAD NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,750 PARK ROAD NW,Washington,DC,20010,,Other - Public Services,Police Station,,14125,,111.1,107.5,208.9,201.7,133.7,9.5,,182801,9449.999954,,,Whole Building,Not Available,38.93267163,-77.02563419
PM3412381,Not Provided*,3412381,Engine Company #11,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3420 14TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3420 14TH STREET NW,Washington,DC,20010,1984,Other - Public Services,Fire Station,,24875,,80.6,78.7,149.4,145.3,168.8,6.8,,226076,12333.0002,,,Whole Building,Not Available,38.93224682,-77.03306259
PM3412384,Not Provided*,3412384,Department of Human Services #3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1207 TAYLOR STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,1207 TAYLOR STREET NW,Washington,DC,20011,,Office,Other,,27600,,53.3,52.5,166.6,164,196.1,7.1,,428206,90.99999641,,,Whole Building,Not Available,38.94110672,-77.02724783
PM3412385,Not Provided*,3412385,Lease #8832,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3330 V STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,3330 V STREET NE,Washington,DC,20018,,Other,Other,,50000,,39.8,38.7,54.7,53.6,130.7,2.6,,90910,16795.00142,,,Whole Building,Not Available,38.91900218,-76.96004705
PM3412398,Not Provided*,3412398,Fort Davis Rec Ctr,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1400 41ST STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,1400 41ST STREET SE,Washington,DC,20020,,Other - Recreation,Other - Recreation,,13555,,113.2,111.7,355.4,350.6,205.4,15.2,,449639,,,,Whole Building,Not Available,38.86919053,-76.94468395
PM3412476,Not Provided*,3412476,Engine Company #25,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3203 MARTIN LUTHER KING JR AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,3203 MARTIN LUTHER KING JR AVENUE SE,Washington,DC,20032,1912,Other - Public Services,Other - Public Services,,10248,,100.6,97.9,197.9,193.5,91.3,8.9,,132647,5781.000036,,,Whole Building,Not Available,38.84315667,-77.00078007
PM3412484,Not Provided*,3412484,Engine Company #31,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4930 CONNECTICUT AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4930 CONNECTICUT AVENUE NW,Washington,DC,20008,1930,Other - Public Services,Other - Public Services,,11934,,83.8,82.2,161.1,157.6,86.8,7.3,,122301,5827.000154,,,Whole Building,Not Available,38.95424054,-77.06991021
PM3412486,Not Provided*,3412486,Browne Education Campus / Phelps ACE High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,850 26TH STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,850 26TH STREET NE,Washington,DC,20002,2008,K-12 School,K-12 School,,215400,6,118.4,117,227.1,225.5,2210.3,10.3,,3106224,149014.0079,,,Whole Building,Not Available,,
PM3412488,Not Provided*,3412488,Engine Company #12,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2225 5TH STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,2225 5TH STREET NE,Washington,DC,20002,,Other - Public Services,Other - Public Services,,15913,,109.6,108.9,286.9,286.2,198.3,12.5,,383540,4349.000126,,,Whole Building,Not Available,38.91991389,-76.9991845
PM3412500,Not Provided*,3412500,Engine Company #9,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1617 U STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1617 U STREET NW,Washington,DC,20009,1966,Other - Public Services,Other - Public Services,,10476,,106.1,104.7,196.9,194.8,93.6,8.9,,125634,6826.999888,,,Whole Building,Not Available,38.9172968,-77.03752553
PM3412504,Not Provided*,3412504,1st District Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,415 4TH STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,415 4TH STREET SW,Washington,DC,20024,2011,Other - Public Services,Police Station,,233500,,33.3,33.2,83.2,82.8,847.9,3.6,,1578672,23874.99882,,,Whole Building,Not Available,38.87678322,-77.01290899
PM3412511,Not Provided*,3412511,Ready Reserve,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,915 GALLATIN STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,915 GALLATIN STREET NW,Washington,DC,20011,2005,Other - Public Services,Fire Station,,16442,,50.5,49.3,83.7,82.4,63.6,3.9,,70739,5892.999855,,,Whole Building,Not Available,38.95213606,-77.0262584
PM3412516,Not Provided*,3412516,Homeless Shelter,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,342 37TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,342 37TH STREET SE,Washington,DC,20019,,Other - Lodging/Residential,Other - Lodging/Residential,,20000,,33.4,32.8,104.8,103.1,89.3,4.5,,195567,,,,Whole Building,Not Available,38.88442494,-76.95166949
PM3412520,Not Provided*,3412520,Anacostia High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1601 16TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,1601 16TH STREET SE,Washington,DC,20020,1935,K-12 School,K-12 School,,247900,37,80.6,79.9,168.4,167.4,1863.9,7.5,,2910677,100616.0014,,,Whole Building,Not Available,38.87008406,-76.98307725
PM3412534,Not Provided*,3412534,Addison Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3246 P STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,3246 P STREET NW,Washington,DC,20007,1885,K-12 School,K-12 School,,41329,95,33.3,33.4,81.2,81.3,146.9,3.6,,267869,4623.999919,,,Whole Building,Not Available,38.90860986,-77.06490154
PM3412539,Not Provided*,3412539,Walker-Jones Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1125 NEW JERSEY AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,Washington,DC,20001,1950,K-12 School,K-12 School,,104200,2,156.7,156.3,315.7,314.3,1475.8,14.2,,2209265,87864.00321,,,Whole Building,Not Available,38.90419198,-77.01391569
PM3412541,Not Provided*,3412541,1st District Substation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,500 E STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,500 E STREET SE,Washington,DC,20003,1888,Other - Public Services,Other - Public Services,,12316,,80.8,79,179.8,176.1,98,8,,164020,4350.000031,,,Whole Building,Not Available,38.88336798,-76.9992407
PM3412551,Not Provided*,3412551,Engine Company #21,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1763 LANIER PLACE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1763 LANIER PLACE NW,Washington,DC,20009,1912,Other - Public Services,Other - Public Services,,12800,,107.5,106.3,195.3,194,113.8,8.9,,147847,8717.000498,,,Whole Building,Not Available,38.92477148,-77.04221546
PM3412552,Not Provided*,3412552,Engine Company #10,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1342 FLORIDA AVENUE NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1342 FLORIDA AVENUE NE,Washington,DC,20002,1929,Other - Public Services,Other - Public Services,,13100,,93,91.5,196.8,195.2,114.9,8.8,,182128,5972.999823,,,Whole Building,Not Available,38.90158765,-76.98669421
PM3412554,Not Provided*,3412554,DCPS Head Start,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3240 STANTON ROAD SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,3240 STANTON ROAD SE,Washington,DC,20020,,Other - Education,Other,,77500,,12.5,12.3,39.3,38.5,129.9,1.7,,284295,,,,Whole Building,Not Available,38.84926792,-76.98064502
PM3412555,Not Provided*,3412555,Shepherd Park Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,7420 GEORGIA AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,7420 GEORGIA AVENUE NW,Washington,DC,20012,,Library,Library,,19000,,63.4,61.8,155.4,151.7,129.2,6.8,,236528,3983.999961,,,Whole Building,Not Available,38.98028088,-77.02703545
PM3412558,Not Provided*,3412558,Cleveland Park Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3310 CONNECTICUT AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,3310 CONNECTICUT AVENUE NW,Washington,DC,20008,1954,Library,Library,,21318,,62.3,60.6,117.9,114.8,113.8,5.3,,156849,7927.999846,,,Whole Building,Not Available,38.9338158,-77.05784258
PM3412570,Not Provided*,3412570,Network Operations Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3919 BENNING ROAD NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,3919 BENNING ROAD NE,Washington,DC,20019,,Office,Office,,34400,,,,,,,,,,,,,Whole Building,Not Available,38.89449353,-76.94855814
PM3412573,Not Provided*,3412573,Engine Company #8,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1520 C STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1520 C STREET SE,Washington,DC,20003,1963,Other - Public Services,Fire Station,,10080,,80.5,79.4,182.6,181,81.3,8.1,,138721,3376.999664,,,Whole Building,Not Available,38.88554019,-76.98294358
PM3412575,Not Provided*,3412575,Engine Company #18,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,414 8TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,414 8TH STREET SE,Washington,DC,20003,1965,Other - Public Services,Other - Public Services,,13224,,99.9,97.9,188.8,186.1,113.1,8.5,,155749,7890.99994,,,Whole Building,Not Available,38.88325958,-76.99463684
PM3412583,Not Provided*,3412583,Hardy Middle School / Fillmore Arts Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1819 35TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,1819 35TH STREET NW,Washington,DC,20007,1931,K-12 School,K-12 School,,116872,29,79.5,79.1,174.1,173.1,902.8,7.7,,1486408,42160.00034,,,Whole Building,Not Available,38.91550903,-77.0686139
PM3412584,Not Provided*,3412584,Record Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1300 NAYLOR COURT NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,1300 NAYLOR COURT NW,Washington,DC,20001,,Non-Refrigerated Warehouse,Office,,35460,88,53.1,52.5,116.9,115.6,183.8,5.2,,303736,8477.999853,,,Whole Building,Not Available,38.90790757,-77.02478317
PM3412586,Not Provided*,3412586,Lamont Riggs Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,5401 SOUTH DAKOTA AVENUE NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,5401 SOUTH DAKOTA AVENUE NE,Washington,DC,20011,,Library,Library,,17927,,103.7,102,206.8,204.3,166.6,9.3,,246262,10183.00009,,,Whole Building,Not Available,38.95512813,-76.99958432
PM3412592,Not Provided*,3412592,Mt. Pleasant Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3160 16TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3160 16TH STREET NW,Washington,DC,20010,1932,Library,Library,,16576,,89.3,87.3,280.4,274.1,198.2,12,,433841,,,,Whole Building,Not Available,,
PM3412596,Not Provided*,3412596,East Potomac Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1000 OHIO DRIVE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,1000 OHIO DRIVE SW,Washington,DC,20024,,Other - Recreation,Other - Recreation,,40810,,32,31.8,50.3,49.8,95.8,2.3,,95963,9774.998903,,,Whole Building,Not Available,38.87756553,-77.03233483
PM3412603,Not Provided*,3412603,Langdon Park Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2901 20TH STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,2901 20TH STREET NE,Washington,DC,20018,,Other - Recreation,Other - Recreation,,14269,,147.5,143.6,264.8,258.3,172.4,12.1,,220011,13538.00013,,,Whole Building,Not Available,38.92682275,-76.97578849
PM3412604,Not Provided*,3412604,Evidence & Property Control Facility,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,17 DC VILLAGE LANE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,17 DC VILLAGE LANE SW,Washington,DC,20032,,Other - Public Services,Police Station,,30000,,132.1,132.1,382.9,382.9,493.5,16.5,,1027247,4579.999705,,,Whole Building,Not Available,38.81353945,-77.01292773
PM3412606,Not Provided*,3412606,Penn Center - Administration Bldg.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1709 3RD STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1709 3RD STREET NE,Washington,DC,20002,1890,Other,Other,,105500,,109.7,107.4,193,190.1,931.8,8.8,,1149807,76549.00125,,,Whole Building,Not Available,38.91303115,-77.00174419
PM3412608,Not Provided*,3412608,4 DC Village,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4 DC Village Lane SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,4 DC Village Lane SW,Washington,DC,20032,,Other,Other,,33743,,205.7,205.8,645.9,646.1,929.1,27.5,,2034210,,,,Whole Building,Not Available,38.81524995,-77.01671827
PM3412622,Not Provided*,3412622,Washington Highlands Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,115 ATLANTIC STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,115 ATLANTIC STREET SW,Washington,DC,20032,,Library,Library,,17119,,113.3,113.3,328.5,328.5,241.6,14.1,,502891,2241.99975,,,Whole Building,Not Available,38.83132585,-77.0093649
PM3412624,Not Provided*,3412624,Banneker High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,800 EUCLID STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,800 EUCLID STREET NW,Washington,DC,20001,1939,K-12 School,K-12 School,,180000,78,59.7,59,98.4,97.7,818.9,4.5,,901203,76685.99464,,,Whole Building,Not Available,38.92383276,-77.02397697
PM3412625,Not Provided*,3412625,Logan Educational Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,215 G STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,215 G STREET NE,Washington,DC,20002,1935,K-12 School,K-12 School,,47200,85,49.1,47.7,104.1,102.3,218.9,4.6,,347329,11347.00031,,,Whole Building,Not Available,38.89853031,-77.00256647
PM3412628,Not Provided*,3412628,Engine Company #15,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2101 14TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,2101 14TH STREET SE,Washington,DC,20020,1969,Other - Public Services,Other - Public Services,,12720,,139.8,137.4,241.6,238.3,141,11.1,,169035,12016.99985,,,Whole Building,Not Available,38.86486579,-76.98607285
PM3412629,Not Provided*,3412629,Engine Company #1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2225 M STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,2225 M STREET NW,Washington,DC,20037,1960,Fire Station,Other - Public Services,,15788,,89.1,88.1,185.4,184.3,130.7,8.3,,203251,7134.000202,,,Whole Building,Not Available,,
PM3412630,Not Provided*,3412630,Bancroft Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1755 NEWTON STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1755 NEWTON STREET NW,Washington,DC,20010,1924,K-12 School,K-12 School,,79800,19,99.3,97.4,198.8,194.5,712.4,8.9,,1058213,43125.00163,,,Whole Building,Not Available,38.93431836,-77.04055344
PM3412632,Not Provided*,3412632,DC Center for Therapeutic Recreation Pool,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3030 G STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,3030 G STREET SE,Washington,DC,20019,1977,Other - Recreation,Other - Recreation,,28861,,,,,,,,,,,,,Whole Building,Not Available,38.88087191,-76.96320323
PM3412637,Not Provided*,3412637,SWMA Warehouse - Maintenance Facility #3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,201 BRYANT STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,201 BRYANT STREET NW,Washington,DC,20001,1975,Other,Other,,51622,,126.5,127.1,238.8,239.4,558.1,10.8,,766939,39131.99867,,,Whole Building,Not Available,38.92100309,-77.01517718
PM3412639,Not Provided*,3412639,Emergency Management Communications,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,320 MCMILLAN DRIVE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,320 MCMILLAN DRIVE NW,Washington,DC,20001,,Fire Station,Fire Station,,37032,,126.8,125.6,398,394.4,628.4,17,,1375810,,,,Whole Building,Not Available,38.92236086,-77.01689537
PM3412647,Not Provided*,3412647,Murch Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4810 36TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4810 36TH STREET NW,Washington,DC,20008,1929,K-12 School,K-12 School,,47700,16,127.2,124.8,211.5,208.9,466,9.8,,521220,42909.00146,,,Whole Building,Not Available,38.95293352,-77.07007921
