DC Real Property ID,Address of Record,Owner of Record,Ward,Property Name,Address 1,City,State,Postal Code,Primary Property Type,Year Built, Reported Building Gross Floor Area (ft²) ,Tax Record Building Gross Floor Area (ft²),Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),ENERGY STAR Score,Total GHG Emissions (MtCO2e),Electricity Use - Grid Purchase and Onsite (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Other Fuel Use (kBTU),X-Coordinate (ESRI),Y-Coordinate (ESRI),Metered Areas (Energy)
"00750861, 00750863",2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,2100 Pennsylvania Avenue,Washington,DC,20037,Office,1966," 482,250 "," 219,492 ",105.3,283.1,69,3742.6,7736037,75370.006,,,395901.2579,137025.6191,Whole Building
"01220824, 01220825",0514 19TH ST NW,GEORGE WASHINGTON UNIVERSITY,2,Thurston & Mitchell Halls,"519 19th St & 1900 F St, NW",Washington,DC,20052,Residence Hall/Dormitory,1929," 317,213 "," 97,233 ",64.3,142,78,1933.58,2811468.3,107877.1,,17142.15,396188.991,136525.4683,No Selection Made
"01830883, 01830884",1145 17TH ST,NATIONAL GEOGRAPHIC SOCIETY,2,NGS Headquarters,"1145 17th St, NW and 1600 M Street, NW",Washington,DC,20036,Office,1964," 899,535 "," 598,351 ",91.6,235.6,70,7276.4,14535510,187623.522,,,396695.1255,137476.6085,Whole Building
"02860818, 02860819",1201 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,1201& 1225  New York Ave.,"1201 New York Avenue, NW",Washington,DC,20005,Office,1988," 609,475 "," 554,384 ",51.9,162.7,87,,7740073,,,,397520.7237,137014.5945,Whole Building
"03870869, 03877000, 04357000",0420 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,L Enfant Plaza - EAST,"470/480/490 L'Enfant Plaza, SW",Washington,DC,20024,Office,1905," 836,504 "," 388,242 ",97,251.1,67,9184.24,16130517,261369,,,397950.9265,135120.851,No Selection Made
"04080836, 04080837",0701 PENNSYLVANIA AV NW,WELLS REIT II MARKET SQUARE EAST & WEST LLC,2,04080837_Market Square,701 & 801 Pennsylvania Ave NW,Washington,DC,20004,Office,1990," 704,156 "," 566,133 ",71.2,237.7,74,7095.48,14685316,,,,398054.2446,136283.0664,No Selection Made
"04557001, 04550842",0616 H ST,GALLERY PLACE LAND TRUST,2,Gallery Place,616 H. Street,Washington,DC,20001,Office,2004," 590,054 "," 727,359 ",129.9,388.7,56,9887.5,19264200.3,108955.4,,,398143.7055,136783.288,Whole Facility Energy Consumption
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,455 Mass. Avenue,455 Massachusetts Ave.,Washington,DC,20001,Office,2008," 259,723 "," 357,180 ",58.5,187.7,91,2151.16,4452197.1,,,,398476.6635,137020.9286,
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,455 Mass Ave,455 Massachusetts Ave NW,Washington,DC,20001,Office,2008," 247,330 "," 357,180 ",61.4,198.4,85,2151.16,4452197.1,,,,398476.6635,137020.9286,No Selection Made
"0516S0862, 0516S0036",425 MASSACHUSETTS AV,EQR-425 MASSACHUSETTS LLC,6,425 Mass,425 Massachusetts Ave NW,Washington,DC,20001,Multifamily Housing,2009," 604,591 "," 413,082 ",50.6,117,,3029.64,4648427.4,147306,,,398540.2507,137012.0681,
"05400109, 05400118",0201 I ST SW,CAPITAL PARK APARTMENTS LTD PRTNSHP,6,Capital Park Plaza,201 I St SW,Washington,DC,20024,Multifamily Housing,1965," 546,234 "," 256,484 ",95.6,191.6,,4705.95,6390800,304156,,,398770.0763,134668.3467,Whole Facility Energy Consumption
1264E2396,2500 Q ST NW,GATEWAY GEORGETOWN CONDO,2,Gateway Georgetown,2500 Q St NW,Washington,DC,20007,Multifamily Housing,1941," 244,000 "," 230,492 ",82.6,147.3,,1649.96,1914925.8,136227,,,395415.713,137990.991,
"17981066, 18221066, 18231066",0191 39TH ST NW,MCLEAN GARDENS,3,McLean Gardens,0191 39th St NW,Washington,DC,20016,Multifamily Housing,1980," 955,548 "," 771,856 ",19.3,45,,1898.76,3040640,80755,,,393152.232,140747.461,
"26240831, 26240832",3640 16TH ST NW,ROCK CREEK PLAZA WOODNER,1,The Woodner Apartments,"3636 16th Street, N.W.",Washington,DC,20010,Multifamily Housing,1952," 933,469 "," 419,406 ",66,123.4,,5202.09,6378838.1,398502.6,,,396689.9508,140945.7542,No Selection Made
"30570092, 30600041, 30600839, 30630801, 30640837, 30720052, 30750807, 30800073",2440 6TH ST NW,HOWARD UNIVERSITY,1,HU Sub Station,100 6TH AND TRUMBUL ST NW,Washington,DC,20001,College/University (Campus-Level),1000," 3,543,436 "," 1,427,564 ",86.3,274.3,,43301.63,89620139.9,,,,398239.0419,138897.9705,
PAR01200034,125 MICHIGAN AV,TRINITY COLLEGE,5,Alumnae and Main Hall,125 Michigan Ave. NE,Washington,DC,20017,College/University (Campus-Level),1910," 290,700 "," 482,879 ",94.2,166.7,,2097.36,2121424.5,201570.4,,,399692.769,139926.7055,
"PAR01290070, PAR01410069",800 FLORIDA AV,GALLAUDET UNIVERSITY,5,Gallaudet University,800 Florida Avenue N.E.,Washington,DC,20002,College/University,1864," 3,015,594 "," 1,642,951 ",95.8,190.8,,24987.7,38456260,1577341.033,,,400686.249,137809.5039,Whole Building
PAR01330131,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5,The Catholic University of America,620 Michigan Avenue NE,Washington,DC,20064,College/University,1889," 2,152,094 "," 169,000 ",148,266.4,,27988.7,30767000,1189829.017,94648600.3,,400055.8956,140207.2217,Whole Building
04310013,425 8TH STREET NW,COMMERCIAL CONDOS13,2,The Lansburgh,425 8th Street NW,Washington,DC,20004,Multifamily Housing,1991," 645,481 "," 507,385 ",68.6,176.1,,3705.7,7401859,95627.11,,,398036.987,136422.221,Whole Building
