Condition,Rating,Review,Polarity,Name,label
Pain,7.0,"""I think its great. I was skeptical when my doctor prescribed it to me, as it is so unfamiliar to me, especially as a pain medicine. I thought I had tried everything. It is for chronic back pain due to a severe spinal injury I suffered two years and 3 surgeries ago. My pain has been steadily decreasing since I started taking this medication four days ago. Thank Science.""",0.0569444444444,Pregabalin,3
Neuropathic Pain,6.0,"""I have a herniated cervical disk which pinches a nerve sending excruciating pain down my neck, through left shoulder and all the way down my arm. Before my diagnosis, I could only lay on my back as if paralyzed. I am currently taking 75mg Lyrica with Metoclopramide (4 times a day), along with 100mg Tramacet (Tramadol) ER (once a day). I also take 37mg Tramadol IR whenever I have breakthrough pain. This is the minimum I need to function, but it does allow me to work and improves my overall mood. Both the Lyrica and Tramacet seem pretty weak. I will see my doctor about increasing the doses or changing meds for better relief. I am 58 and new to chronic pain. I am working in Japan and must renew my prescription every 2 weeks.""",0.018204775023,Pregabalin,3
Fibromyalgia,6.0,"""I have just started started on Lyrica 75 mg. Taking it once in the night. It seems to be working. My pain is down a bit and am able to do a lot more work than before. Also don't get as tired as before. Just got back from visiting turkey and the week I spent there was hectic. Lots and lots of walking. Don't think I would have been able to do it without this medication. I have fibromyalgia since the last 2 and half years and had shyed away from this medication because of the side effects. However I was in so much pain a month ago that I finally decided to give it a try. I don't regret it and am hoping that the effect of the medicine will last. And I'll have a normal life again. """,0.0790598290598,Pregabalin,3
Fibromyalgia,6.0,"""I have been using Lyrica for 1 year or so for FMS. It has taken care of the larger muscle pains but does NOTHING for the life-sucking body ache that I have suffered with since 1978. Nor does it stop my back pain. I take hydrocodone to deal with the body ache/back pain. I have good days and bad days still, but when the day is good, very little muscle pain. Downside: I have gained a great deal of weight. Also there seems to be a great deal of fluid retention with Lyrica, a diuretic helps. """,0.228472222222,Pregabalin,3
Pain,6.0,"""Side effects like extreme fatigue and shortness of breath limited my dosage which limited the drug's effectiveness at pain relief.""",-0.0892857142857,Pregabalin,3
Fibromyalgia,6.0,"""Apart from putting on weight - Lyrica has been great.  I sleep (a miracle in itself) and have felt no pain.""",0.8,Pregabalin,3
Neuropathic Pain,6.0,"""Started taking Lyrica due to nerve damage suffered during surgery, 75mg twice a day. It provided relief for about 3 weeks, before pain returned. Have now been on 150mg twice a day for about 8 weeks - no pain, but the side effects are horrendous: dizziness, brain fog and worst of all is incontinence. So I now have to decide whether to reduce the dose and go back to having pain but no side effects, or be pain free but incontinent and out of it.""",-0.18125,Pregabalin,3
Fibromyalgia,6.0,"""I was on Lyrica for 2 years. At first it was fabulous! But over time I needed to keep increasing the dosage to get the same result. The side effects were bad for me. In the two years I was on it I gained 60 lbs and my hair started falling out. I have since switched to Neurontin with no side effects and my hair is slowly coming back. Lyrica was a miracle for me for about 18 months but as they say all good things must come to an end.""",0.0642857142857,Pregabalin,3
Epilepsy,6.0,"""Worked wonders at the start.  Was up to 600mg a day.  I don't eat the best  but I do think this did make me gain weight.  I live in the great white north but I struggled with balance, fell often, and also had trouble putting my thoughts into words.  These side effects are now gone now that I'm off this.
Balance and communication much better now that I'm off.""",0.372727272727,Pregabalin,3
Pain,6.0,"""I am diagnosed with a type of ""Meralgia Peresthetica"", a Neuropathic pain in my right leg.  I also get pain ""breakthrough"" where pain attacks can reach up to 10 on a pain scale.
I started Lyrica last year, and now am on 225Mg twice a day and have the same amount of pain control as the Gabapentin, but at a much lower dose.  My wife says that I am much more ""aware"" and ""responsive"" on Lyrica and my short term memory issues are not quite as severe, however still there. My weight gain has ceased, however I am having a tough time trying to lose all the weight I have gained.""",0.105853174603,Pregabalin,3
Neuropathic Pain,6.0,"""I had a Triple Arthrodesis (triple fusion in my foot), and because so many nerves had to be cut, my foot was on fire. I was originally given Nuerotin, which I took, and it bottomed out my blood pressure, I was rushed to the ER unconscious, and kept there until I was okay. Needless to say, I discontinued it, and was given Lyrica....but that made me nervous as well. With my pain over a 10, and the inability to sleep, I decided to try it. I slept well, my pain is decreased some, but isn't gone. I'm only at day 3, and I'm pretty dizzy, sick to my stomach, and sleepy, but that's all so far. I do hope it helps my pain a little more, it's about an 8 now, so we shall see! I'm glad to hear some good stories.""",0.134478021978,Pregabalin,3
Epilepsy,6.0,"""I gained 30 lbs in 4 months, which was quite depressing.  I think larger appetite was part of this. My doctor didn't say anything, but I found it frustrating. I also find it still hard to express myself (although this was a side effect of my last medicine, it is better now, but not great).  I have also found increased numbing in my arms and decrease in emotion.""",-0.170238095238,Pregabalin,3
Neuropathic Pain,6.0,"""Due to a toxic neuropathy which causes an excess of electrical conduction through my peripherical nervous system and results in neuralgic pain specially in my legs, arms, hands, feet, torso & face I have been taken 450mg a Day. It worked for a couple of years but now my body tolerance has reduced its pain killing efect. Don't want to increase dosage and my neurologist seems at a loss as what to prescribe.""",0.116071428571,Pregabalin,3
,6.0,"""Definitely helps with anxiety when combined with an SSRI.""",0.0,Pregabalin,3
Fibromyalgia,6.0,"""Works pretty well for the pain, but having severe side effects (involuntary musclular movement involving jerking of legs and difficulty speaking, urinary retention and inability to urinate, dramatic weight gain of 30 pounds so far)""",-0.0277777777778,Pregabalin,3
Fibromyalgia,6.0,"""Lyrica was my miracle drug for the first few weeks. I've been living with Fibromyalgia for over 5 years and have tried everything. Anti depressants, exercise, narcotics, you name it. So I was excited about the dramatic pain reduction from Lyrica. But now I have developed severe muscle weakness, headache, abdominal cramping, blurry vision, bad judgement which causes accidents to my fingers and toes
 I have recently had difficulty thinking clearly. I can barely hold myself up and I can't lift anything over a few pounds. I have asked my doctor if I can safely stop taking it. She said stop daytime and only take at bedtime. every other night till I ween off. My quality of life has worsened. I have started Chondroiden, MSM powder and ALpha Lipoid""",-0.0217948717949,Pregabalin,3
Pain,6.0,"""In late 2007 I was diagnosed with degenerative disc disease with several herniated discs and was prescribed Lyrica 75 mg x 3 a day and after 3 or 4 days the pain was gone. Jan of 2008 I had Spinal Fusion Surgery on c6 c7 because the Herniated Disc had my spine squeezed down to smaller than a cigarette (7mm). After surgery and weaning off of Narcotics (hydrocodone) after about 6 months the pain came back worse than before.  Doctor wouldn't give me Lyrica again and eventually was taking 120mg Hydrocodone or more per day and still in pain and couldn't sleep. After switching to Pain Management Doc I began Lyrica again (225mg x 3 per day) Doesn't help as much as before but still much better. No side effects other than hard to concentrate.""",-0.00656565656566,Pregabalin,3
Diabetic Peripheral Neuropathy,6.0,"""I did not feel it was helping all that well with the pain.[ lower, middle back and rib]   I went from 25 mg to 75, 150 then 225mg.  
I found I was tired and lethargic. I had a dry mouth and throat constantly, and my vision was hard to focus, jumpy.
I had stopped and restarted after 4 months, still the same. Breathing is harder, so I've noticed this time.     I have stopped for good!""",0.00185185185185,Pregabalin,3
Generalized Anxiety Disorder,6.0,"""1) Severe anxiety; 2) social anxiety disorder; 3) major depressive disorder.
I take 75 mg along with 20mg Escitalopram, 60mg Mirtazapine, 2mg Alprazolam

Tried before: sertraline 7/10 (maybe the best for me); paroxetine; venlafaxine; duloxetine; ""Parnate"" (didn't help with anxiety); lithium, lamotrigine, ""Depakote"" (all ineffective); clomipramine (increased anxiety). Clonazepam and diazepam.

I ask my doc about pregabalin because I'm concerned about benzodiazepine. The more I take the more I need. 

I've taken for 5 weeks and I feel a little better. The goal is to decrease the dose of Alprazolam. I will make it slowly. Before it was impossible; now I see it's not.

After a couple of months I'll be back for news.
Be strong, friends.""",0.170454545455,Pregabalin,3
Fibromyalgia,6.0,"""This medicine worked pretty well for me. I didn't realize how well it worked until I went off of it before getting pregnant. The thing I didn't like about it though was that it always made me feel like I was in a cloud. My thinking wasn't clear. I would get dizzy. I didn't notice too much of a weight gain, but there was some. In the end, I chose to try a different med (Savella) after my daughter was born and have been happier with that. Still works and fewer side effects.""",0.176666666667,Pregabalin,3
Fibromyalgia,6.0,"""I started taking Lyrica 4 months ago. I am always anxious when taking a new medicine as I am also on Paxil, which is horrible if I do not have a dose within 24 hours. Within an hour I felt 'weird' like I do if i miss a dose of Paxil. That feeling subsided throughout the day. Over the next days I did feel quite vague and forgetful (like I couldn't remember my bank account number, which I use daily). Again I persisted, taking 75mg twice a day, on waking and then at 2pm. I noticed an increase in energy and a decrease in pain. """,-0.276704545455,Pregabalin,3
Postherpetic Neuralgia,6.0,"""Suffered a severe attack of shingles in early 2008 and now suffer from nerve damage and pain. I originally took gabapentin (most effective) along with morphine to deal with the pain. I developed stomach problems from that mix so tried Lyrica as a replacement to the gabapentin. My stomach problems have subsided but the Lyrica does not seem to be as effective at relieving the nerve pain. Even tried a combination of Lyrica and Gabapentin but no increase in effectiveness.""",0.379166666667,Pregabalin,3
Neuropathic Pain,6.0,"""I too progressed from Gabapentin to Lyrica, 100mg 3x a day. I have chemically-induced neuropathy from 6 months of chemo.  My hands and feet are numb, tingling, like they are asleep.  Lyrica is supposed to be an advanced form of the Gabapentin, though I have seen little difference.  I have increased appetite and some swelling in my hands and ankles.  I continue using Lyrica because I need something for the hot shooting pain.  This was the last med prescribed for my neuropathy.""",-0.0275,Pregabalin,3
Neuropathic Pain,6.0,"""I have been on Lyrica for only a few months for neuropathy pains. I also have lupus, arthritis, fibromyalgia, and gastrointestinal issues. Lyrica worked excellent the first few weeks for the neuropathic pains. After a while I noticed I started to have more lupus flares and joint irritations. It is causing me to gain weight which is a plus because my other medicines was causing me to loose weight. I have tried a lot of medication including gabapentin (3600mg daily) and Lyrica worked best overall.""",0.19527972028,Pregabalin,3
Pain,6.0,"""I had lamenectomy surgery in 2003 which was about 40% effective. I still have constant sharp pain in my left testicle, recurring burning pain in my left calf and lower back pain. For years after surgery I have had acupuncture, chiropractic care, physical therapy and medications. I have taken methadone, morphine and oxycodone for 4 years. Now I have been taking Lyrica for a year. For the first 6-7 months it was like a wonder drug. It worked as well as anything else aside from dry mouth, weight gain and blurred vision. Now it's not working so well. An MRI showed I have many broad based disc bulges, spondyliosis, stenosis and arthritis. Now looking at a fusion surgery. Lyrica has worked for me however it seems to be less effective than when I began taking it.""",0.127243589744,Pregabalin,3
Fibromyalgia,6.0,"""Taking Lyrica relieves my fibromyalgia symptoms literally in days and the pain relief from that is amazing. Unfortunately I can't sleep, I get red sore eyes water retention, constipation, irritated bladder, passing water much more frequently. Pelvic pain, sore gums. Cramps, excess wind, bloated stomach, runny nose. These side effects occur as quickly as the pain from fibromyalgia goes.""",0.172222222222,Pregabalin,3
Fibromyalgia,6.0,"""Just started Lyrica 75mg twice a day yesterday. My first dose, I felt extremely drunk, and could not function.  I took my second dose at bedtime, and slept through the night, and woke up refreshed!  I had no aches or pain.  My 3rd dose, this morning, again feeling a little drunk, and off balance... but again, I feel good.  I can actually sit still at work, without having to move around and try to be comfortable.  I am going to stick with this medication, and hope that the side effects go away in a couple of days.""",0.0180555555556,Pregabalin,3
,6.0,"""I'm experiencing the opposite in terms of side effects. I'm on Day 6 taking 150mg.  I have insomnia, not hungry and feel really speedy and like my head and body are buzzing. """,0.1,Pregabalin,3
Diabetic Peripheral Neuropathy,6.0,"""I have been taking Pregabalin (Lyrica) for over two years now.  Pregabalin has helped me with the nerve pain in my feet.  It does not take all the pain away.  My feet still sting and burn on and off everyday. One time, I decided to slowly stop taking Pregabalin and take the generic drug, Gabapentin and my feet flared up by a 1000 percent.  I asked my doctor if he could prescribe Pregabalin again.  I have had zero/none side effects taking Pregabalin but recently I came across reading peoples ""hellish/nightmare"" experiences trying to wean and stop taking this drug. That scares me and I do not want to be dependent on this drug or any drug. I am going to slowly wean myself off and find other ways to deal with my nerve pain. Prayers needed!""",-0.159375,Pregabalin,3
Neuralgia,6.0,"""Lyrica works very well with pins, needles, tingling and numbness. The negative side effects were ""loopiness"", and inability to feel full after eating. I gained 40 lbs very quickly.""",0.170833333333,Pregabalin,3
Postherpetic Neuralgia,6.0,"""Got shingles on my scalp and face, was treated with Valtrex, Neurontin,and pain medicine. I have repeatedly had bouts of shingles for the last 15 months, resulting in PHN. I now take Lyrica, 1 at 8 am, 1 at 3pm and 3 at bedtime. This dose was gradually increased over time. Although very fatigued I am 50% better and am able to function better. The initial drowsiness subsided after a couple of months. Do still have a bit of brain fog, not sure if it's the Lyrica or lack of sleep.""",0.207142857143,Pregabalin,3
Generalized Anxiety Disorder,6.0,"""I feel compelled to write a review on Pregabalin, and having been on the medicine for nearly a year now, I feel I can fully evaluate its effects. 

I was put on Pregabalin for generalized anxiety disorder and seasonal affective disorder by my Doctor. At first I was put on a very low dose of 75mg, which did next to nothing. I immediately requested to have the dose increased until finally I reached a dose that was effective enough for me (600mg). For a while the medicine did its job and I actually felt like my anxiety had been reversed. I suffer bad social anxiety, and 300mg of this made me quite extroverted and confident. I would say it was 'pro social' for sure. Alas tolerance set in and now even 800mg doesn't do much of anything apart from prevent withdrawals.""",0.0744444444444,Pregabalin,3
Diabetic Peripheral Neuropathy,6.0,"""It makes my hands shake.""",0.0,Pregabalin,3
Generalized Anxiety Disorder,6.0,"""Hi!

I am Rizwan 32 I had a esvere anxiety disorder 9 years ago I was treated with inderal 40mg b.I. d with paroxetin 25mg I recoverd and temper it off after 6 months gradually 
But Later on it relapsed wich couldn't coverd resulted in 50 mg of paroxetin initially it helped but relapsed again then I tried several antidepressant like Escitalopram 20 than venlafexine and sertraline and bubropion but none of them worked well than I changed my psychiatrist who put me on Mirtazapine 30mg which has increased to 60mg paroxetine75mg pregabalin450mg Rivotril1mg it helped me well but I am sick to as this also having side effects like this made me lazy, slow and my weight gain from 76kg to 110.
Every time I tried to decrease fails badly.""",-0.308035714286,Pregabalin,3
Fibromyalgia,6.0,"""I have been on Lyrica for a little over a year now. My doctor started me on it as soon as it was approved. At first, with the smaller dosage it did nothing. Now I take 225mg in the morning and another 225mg at bedtime. It has helped me sleep at night a little better but other than that, I haven't had the relief as some have described here. It's frustrating to say the least. Considering the fact that I am also on Xanax, Clonazepam, Hydrocodone, Tramadol, Trazadone and Savella. Some I only take 1 x per day, others 3 x per day and a couple 2x per day. Lyrica was added after Tramadol. I had no side effects from it and it did not interfere with the other medicines that I am on. I was losing weight easily before, but now it is a bit harder. I'm staying on it.""",-0.0201388888889,Pregabalin,3
Neuropathic Pain,6.0,"""Nerve pain after total knee replacement.  The nerve pain is in toes, they feel very cold but when felt the are really warm. After a couple of weeks on lyrica I getting hive like itches mainly on arms""",-0.00333333333333,Pregabalin,3
Neuropathic Pain,6.0,"""Lyrica works.  Unfortunately, I am on the verge of discontinuing use because of significant side effects.  The most troubling for me are the eye disorders (conjunctivitis and blurred vision), and the dementia.  I am 53 years old and I have trouble remembering elementary words! It's very embarrassing. I also have a significant taste disorder... many things taste like ""burnt garlic"" to me... that's the best way I can describe it.  Finally, I have facial bloating, weight gain, and dizziness. I have been on the maximum dose of Lyrica for chronic pain due to degenerative disc disease in my neck. I was willing to endure the weight and dizziness, but the eye, memory and taste problems are intolerable. Too bad, because Lyrica really helps pain.""",0.146875,Pregabalin,3
Diabetic Peripheral Neuropathy,6.0,"""I just started .75 mg. Lyrica two nights ago.  Helped me sleep and not annoyed by RLS or diabetic nerve annoyance (not pain).  Also, have had issues with back pain and it seems to be helping after such a short time.""",0.05,Pregabalin,3
Postherpetic Neuralgia,6.0,"""VERY MIXED RESULTS. Had a severe attack of shingles on the face and scalp (3 weeks in most of the hair on one side of my head was literally gone). I refused morphine (in hindsight, I should have taken it) but I did take Percocet which helped the internal pain but not the nerve pain in the skin. For that they gave me Neurontin, but I could not tolerate it due to extreme drowsiness, loss of appetite, loss of concentration and dry mouth (before I could chew food it was too dry to swallow it). Tried Lyrica 75mg 3 times daily. First dose seemed to really work but effect declined significantly so that the fifth dose had no effect.  During the fourth week he increased to 100mg 3 times daily. Second dose helped then effects declined.""",0.0672619047619,Pregabalin,3
Generalized Anxiety Disorder,6.0,"""Lyrica is effective against anxiety but I have recently chosen to go off it due to side effects. The side effects are okay (not as bad as the SSRI's) but the main side effects I was concerned about were: Brain Fog (I became much dumber), forgetfulness, loss of physical sensations including less feeling during sex. All in all I would rate it better than any SSRI. """,0.0975,Pregabalin,3
Fibromyalgia,6.0,"""I started taking Lyrica about 8 months ago. In about 3 days I had felt a significant change. It was working great for my Fibro, but I also have spinal arthritis. It did nothing for that or my sciatica. Finally I was bumped up to high dose, but do to other things in life I had to stop because of financial difficulties. I couldn't even afford copays. So I'm on gabapentin and it barely works. If I could, I would get back on Lyrica! 
                             Thank you all for sharing your experiences!""",0.1575,Pregabalin,3
Neuropathic Pain,5.0,"""I'm only taking 50 mg at night for my leg sciatica pain and I feel dizzy at times. I'm also using Dr. Ho TENS machine on my lower back for 40 minutes to scramble the signal pain. I think both are helping right now.

I was on a higher dose over 300mg a few years ago and my hands and feet swelled up and I gained 30 pounds I can't get rid of now even with water pills, so I had to stop med.

I've had shingles right when I turned 50 before I could get the Shingles vaccine which I recommend to everyone as shingles is painful! I took only Lyrica 25mg two or three times a day to stop the shingles pain, A low dose due to side effects from a larger dose.""",-0.0344155844156,Pregabalin,3
Pain,5.0,"""Started 75mg twice daily yesterday for nerve pain in my legs and fibromyalgia after back surgery two months ago. While it almost eradicates my pain the dizziness and high feeling are limiting what I can do.""",0.0533333333333,Pregabalin,3
Generalized Anxiety Disorder,5.0,"""Good for generalized anxiety disorder but side effects were bad.""",5.55111512313e-17,Pregabalin,3
Generalized Anxiety Disorder,5.0,"""I was first prescribed Lyrica to replace Remeron and my Psych Dr started me on 150mg at night.  After four days I had an epileptic seizure at around 5pm.  I am a diabetic T1 and have had 5 seizures when hypoglycaemic, this time I was low but not low enough to cause the seizure.  Clearly, I stopped the Lyrica over a 3 week period.  My new Psych suggest taking it again but at 50mg 2x a day then 75mg 2x a day - all ok up to increasing the dosage to 75mg 3x a day for GAD.  about 10 days after increasing the dosage I was much less subject to GAD but my ulnar nerve function in my left hand basically stopped sending and receiving sensor and motor signals past my elbow.  My Neurologist did an EMG test of the hand and my little finger had lost 80% """,0.0127331002331,Pregabalin,3
Generalized Anxiety Disorder,5.0,"""Gradually increased dose to 450mg which helped a bit with anxiety but gave me stomach cramp so had to discontinue.""",0.0,Pregabalin,3
,5.0,"""I take Lyrica for seizures and Fibromyalgia.  The side effects are tremendous and I have had a hard time adjusting.  True enough I have had no more seizures however, frequently, I am unable to consentrate or think with any lever of clarity.""",-0.0572916666667,Pregabalin,3
Neuralgia,5.0,"""I find it hard to say if it has really helped my pain and find that my anxiety level has increased as well as having suicidal thoughts.  """,-0.0458333333333,Pregabalin,3
Neuropathic Pain,5.0,"""Helps me fall asleep but doesn't keep me asleep or stop my pain. I can't fall asleep without it, so I stay on it.""",0.0,Pregabalin,3
Fibromyalgia,5.0,"""I was diagnosed with fibromyalgia when I was 14 and I have taken a myriad of medications to help with the pain. Lyrica although it does help with the pain, the side effects are just too much for me. I have been on it for over 2 years now and the water retention and weight gain is great. I weened down and stopped taking it a week ago and have already lost 10 lbs and the edema in my legs is gone.  If I could take the Lyrica without the weight gain and water retention I would in a heart beat. Hopefully something else will work well for me.""",0.281481481481,Pregabalin,3
Fibromyalgia,5.0,"""I was taking Xanax to calm the muscle spasms and Tylenol 3 for severe pain. This combination worked but I was terrified of addiction. Now taking 75mg Lyrica 3x a day. Pain almost gone after two days, but I'm dizzy, falling down, sleeping in a stupor 18 hours a day, weight gain 7 lbs a month for 5 straight months, can't remember vocabulary, feel dumb down.""",-0.0372222222222,Pregabalin,3
Fibromyalgia,5.0,"""I have been on Lyrica for around a year now, I take 300mg twice a day, initially this was a wonder drug that helped immensely with my pain, I couldn't stay awake for first few weeks but since getting used to it I've been fine. The massive downside for me is that it's affects have weaned dramatically and I once again find myself in pain, being a single parent to 4 children and working full time is becoming increasingly difficult and I'm not sure I can continue working.""",0.0404761904762,Pregabalin,3
Neuropathic Pain,5.0,"""Was put on Lyrica for recurring hip pain (& lower back pain). By one month I was on 2x75mg morning & night. Greatly reduced the pain, but I felt like I was constantly forgetful & would have brain fogs constantly. Have gained just a little weight, but can't do much with my hip anyway. The one thing that has made my Dr decrease the dose back to one a night very quickly, was I became depressive. Unfortunately, would prefer to deal with the pain & find something else, than feel that way. 
It is effective for pain relief (I found), but unfortunately I suffered some of the bad side effects.""",0.00381944444444,Pregabalin,3
Generalized Anxiety Disorder,5.0,"""Just started about 10 days ago up from 25mg evenings to 50mg after a week which is intended final dose. Much lower doses prescribed in Europe to limit side effects listed in some cases here. Seems to help getting to sleep and sleeping through night, wake early though with less of that anxious feeling in stomach. Take 10mg escitalopram (should be on 20 but want to limit the cocktail). Focus here is to be less dependent on benzos which seem less defective. Feeling quite spaced out and not quite myself being used to high energy and nervous (positively and negatively so) though there is a more general sense of calm which may just be such a distant feeling from the norm I had gotten used to. threads on withdrawal not that encouraging..""",0.0258181818182,Pregabalin,3
Fibromyalgia,5.0,"""I have been on Lyrica for the past 8 months, I have fibromyalgia and pain was unbearable. It was amazing at first as I could finally sleep. Over the few months however I have had increased swelling in my joints and gained 15 lbs with no change in eating habits. I started feeling confused with memory loss, then two weeks ago I started feeling suicidal. I did not ever suffer from depression but could not get the thought of just taking a bottle of pills. Due to my experience of working with mental health I knew something was not right so I am now working at reducing Lyrica and going off of it . I think it was amazing for the pain but not worth the risk with the change in my mental state.""",-0.0014880952381,Pregabalin,3
Fibromyalgia,5.0,"""I was diagnosed with Fibromyalgia in April 2011. I started taking Lyrica beginning with a starter pack for one month by taking 75MG once a day for week 1. Week 2 and 3 increase 75MG twice a day. Week 4 was the starting point of what was going to be my prescription of 150MG twice a day. It seemed to give some relief but I honestly had more bad days than good. My doctor decided to try me with a drug called Namenda (used for Alzheimers) along with the Lyrica. It helped a little. Swelling, depression and severe weight gain has been a side effect. Cymbalta was then added for depression and pain. I still feel less energetic BUT not so depressed. 29lbs was gained within 3 months. """,0.155729166667,Pregabalin,3
Diabetic Peripheral Neuropathy,5.0,"""I was already overweight and went on Lyrica because of the tingling in my hands and feet being intolerable. Three weeks later, its like I woke up one morning and none of my clothes fit. I got on the scale and from the time my doctor gave me this pill to current and have gained over 25 lbs. It's a shame I have to decide between being obese or able to sleep and be pain free.""",0.26,Pregabalin,3
Fibromyalgia,5.0,"""I have been taking 75mg twice per day now
for 10 days. I have severe back pain from
an injury. I did not think that such a small pill twice a day could help. I was ready to stop useing it after three days because of the side effects of feeling totally ""out of it"".I had mood swings, dizzyness and confusion.Those side effects have now eased up and my pain has
become less severe.I have had weight gain
and wonder if it causes water retention.
I feel bloated. Hope this helps""",-0.0361111111111,Pregabalin,3
Fibromyalgia,5.0,"""So far so good. I have been on Lyrica for about two weeks. I sleep better and pain is a bit less during the day.  """,0.283333333333,Pregabalin,3
Fibromyalgia,5.0,"""I was put on Lyrica by my anesthetist for post operative pain control following a revision of a Dupuy metal on metal hip.  Has certainly helped the pain in this and the other hip and reduced the muscle spasms I was experiencing.  However side effects have increased with use and I have severe visual disturbance, foggy mind and forgetfulness.  I was on 150mg 3 times a day and tried to stop.  Big mistake severe cold turkey with shaking nausea and panic attacks.  Now trying to come off slowly but really struggling with the side effects.""",-0.0763392857143,Pregabalin,3
Fibromyalgia,5.0,"""Although for some reason Lyrica seemed to make my pain medications oxycontin last longer or work better, Lyrica made my legs swell up. The pain was unbearable from the swelling and in the end I had a lot of broken veins. If you're swelling up and your doctor says ""oh, you just ate too much salt this week"" get another opinion to get off Lyrica and see if the swelling doesn't stop. I wish I could take it, it really did help. Good luck to all with Fibromyalgia, it's an awful and painful disease.""",-0.0625,Pregabalin,3
Fibromyalgia,5.0,"""I have been taking Lyrica for about 4 months now. While it does help with the pain, I feel like I'm walking on pillows. I'm constantly hungry, sleepy, dizzy and I feel like I'm drunk. I worked VERY hard to lose the weight that I gained when I was pregnant and since I've been on this medication, I've put it all back on and then some (40 lbs). It's hard to say if the pain is better or if I'm so caught up with the side effects that I don't care. I'm being weened off of it right now and being put on a different medicine. I'd rather go back to the opiates and itch like crazy.""",-0.0592532467532,Pregabalin,3
Pain,5.0,"""I am an 81 year old male with back pain.  The epidurals gave relief for only 3 weeks.  I took Lyrica 50mg two times a day for only ten days.  I stopped due to adverse reactions.  I'm now in the process of gradually reducing the dose over a period of 8 days. My main reaction was a feeling of being drunk.  I refused to drive during this time.  On a scale of 1-10 I rate the pain relief a 5 or 6.""",-0.0398148148148,Pregabalin,3
Diabetic Peripheral Neuropathy,5.0,"""Worked good for first 3 days.  Then got severe side effects, breathing problems, vomiting, shaking.""",0.475,Pregabalin,3
Fibromyalgia,5.0,"""Pain reduction with memory loss. I've been on Lyrica 4 yrs and take 450 mg a day for fibromyalgia, migraines, and nerve damage. Also on Fentanyl pain patch, Norco, and Flexeril daily for herniated discs C3-C7, T3, L1.  Lyrica significantly improves my pain and migraine recurrance; however, it is likely the cause of memory loss and slower thought process. I teach high school and college courses, am the parent of five young adults, and am sole breadwinner and insurance provider. I intend to reduce my Lyrica and pray I can manage increased pain better than memory loss or dementia, two common side effects of Lryica. Female, 53 yrs. Check Pfizer patient assistance programs on web to defray costs. I got free Lyrica when needed. No weight gain.""",0.1235,Pregabalin,3
Fibromyalgia,5.0,"""I take 75 mg. X 2 per day. It seemed to help the first couple of days, now nothing. I have gained 12+ lbs, too. My appetite is getting out of control. I'm going to talk to my doctor about trying something else. Anyone else having problems with weight gain like me? I still need to take an OTC pain medicine with my Lyrica. Anybody ever try muscle relaxers?""",0.25,Pregabalin,3
Neuropathic Pain,5.0,"""Seems to help. I take 100 mg, twice a day in a combination with Lortab 10. Have not had any of the listed side effects other than, I tend to anger quicker, nothing that can't be controlled.""",-0.4125,Pregabalin,3
Diabetic Peripheral Neuropathy,5.0,"""This medicine helped my neuropathic pain, but gave me neck and shoulder pain I couldn't talk without straining to find the words I walked around like I was drunk. I'm off and back to me again""",-0.25,Pregabalin,3
Fibromyalgia,5.0,"""When I first started Lyrica, my pain almost totally disappeared.  After about 3 weeks, my pain started returning.  My tongue started to tingle and was sore.""",0.125,Pregabalin,3
Fibromyalgia,5.0,"""I've used Lyrica for a while now and it seems that my body is getting so used to the drug that it's not working like it first did. I take 75mg in the morning and 75mg at bedtime. I either need to increase my dose or find something else that will work. It's hard to function during my days because of the pain.""",-0.0208333333333,Pregabalin,3
Fibromyalgia,5.0,"""It helped with the pain but every few months the doctor would have to increase the dose for me to have relief.  Bad side it caused weight gain.""",-0.45,Pregabalin,3
Pain,5.0,"""Helps me fall asleep, but doesn't control my pain as much as I would like.""",0.2,Pregabalin,3
Generalized Anxiety Disorder,5.0,"""I started with 75 mg of Pregabalin which was raised to 100 mg at bedtime. While it helped me in reducing neck pain and I had substantial reduction in anxiety, it started giving me huge side effects. I started having throat pain, sinusitis, vivid dream early morning and some feeling of dizziness. I also added 5 kg of weight in 2 months. I am now tapering it off gradually. While I would say it worked for my main symptoms, unfortunately it gave me too much side effects.""",0.0819444444444,Pregabalin,3
Fibromyalgia,5.0,"""I took Lyrica for a couple of months. It helped with some of the fibro pain and I felt tired and a little dizzy along with having dry mouth which I expected as common side effects. What surprised me was I got new pains in new places--my big toe felt like it was on fire and my lower back hurt badly. I started weaning off of Lyrica and the new pains went away. I also had insomnia from weaning process. I think it does work to dull the fibro pain but not sure if it's worth it if there are new pains.""",-0.0843986742424,Pregabalin,3
Fibromyalgia,5.0,"""Relieves some fibromyalgia pain, but causes weight gain and fatigue. Does nothing for muscle spasms.""",0.0,Pregabalin,3
Diabetic Peripheral Neuropathy,5.0,"""Going to have to decrease dosage (50mg 2x daily) or quit Lyrica due to loss of memory & confusion & jerking. Once could top out any IQ tests but my husband says I can't even find my ""behind"" anymore. Taking it for neuropathy & came home from complete knee surgery with foot drop in leg operated on. Now the other foot has dropped half way so I am all but an invalid. No more going outside for me to enjoy our horses on our farm. The dry mouth I got with Lyrica also frightens me as afraid I will lose my teeth as others have. Lyrica also causes severe sleepiness. I guess it MIGHT have stopped the shooting pains in my feet at night?""",-0.0611111111111,Pregabalin,3
