restaurant_name,restaurant_address,restaurant_cuisine,restaurant_ranking,restaurant_num_review,restaurant_lon_lat,reviewer_id,reviewer_location,reviewer_level,review_title,review_content,review_time
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",D P,,levelBadge badge lvl_04,"Food excellent, service not so much","The filet will melt in your mouth! The garlic mashed potatoes are the real deal. No instant potatoes here. The service however, was not what we expected. I ordered a soda. Waited and waited. Finally someone came over to take our order. I asked about my soda. He looked over at a table across from us, and I’m guessing someone...
More ","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Murds1204,Kentucky,levelBadge badge lvl_05,enjoyes visiting with staff.,My wife and I stayed a block away and found this place while strolling for a place to eat. The atmosphere is awesome. We sat at the bar and received outstanding service and friendly conversation. We really enjoyed getting advise about attractions from the bartenders and manager. My kinda town and my kinda steakhouse.,"Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",lupifamily,Pickering,levelBadge badge lvl_03,Excellent meal,"The meal was fantastic, steak was cooked perfectly and the garlic mashed potatoes were to die for! A little pricey but excellent food.","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",EVALEXIA,"Valencia, Spain",levelBadge badge lvl_03,THE REAL STEAK,"Here you'll find the best rib eye!!!And we liked also kobe steak!!!Excellent service and very clean restaurant.Try it,you will not regret.","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",CSN88,CSN88,levelBadge badge lvl_05,Fabulous NCY Midtown Steakhouse,"We had a fabulous dinner at Uncle Jack's Steakhouse. Don't let the name fool you, this is an upscale (but not too ""uppity"") NYC steakhouse that is on par with some of the bigger named steakhouses in the city. The menu is steak driven, but also other choices fo those not seeking a cut of beef. The ""prawn shrimp cocktail""...
More ","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",sarhu,Leeds,levelBadge badge lvl_02,very deceiving!,"Ate here for my mum's 50th birthday. We had booked the table four weeks in advance and expected everything to go smoothly. We had decided on the $99 pp menu only to be told when we got there that this is based on a min. of 20 ppl. We were pretty certain that it didnt mention this on the website...
More ","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Paul H,"Warwick, United Kingdom",levelBadge badge lvl_05,Valentine Steak Delight,"Had an amazing valentines night meal, was panicked as we hadnt booked, after a brill visit to phantom, wondered over. Absolutely charming staff, couldnt do more, great place, lovely atmosphere and amazing steaks. Only downside.... The bill!! On the expensive side, but if money no object would visit again and again.","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Jim-V-NYC,"New York City, New York",levelBadge badge lvl_05,"Great Steak, but an Excellent Menu for Everyone","I invited a client there and they gave us a quiet table so we could talk comfortably without being disturbed or needing to shout to hear each other. The decor is comfortable and homey. The filet I had was excellent. It was done exactly medium as I requested. My client had filet mignon salad that he said was very pleased...
More ","Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",John W,"Berkeley Heights, New Jersey",levelBadge badge lvl_03,Good Raw Bar,Good seafood selection. Steak is ok. Decor is a bit tacky / staged.,"Reviewed April 5, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Paulafromwhittlesey,"Peterborough, United Kingdom",levelBadge badge lvl_05,wonderful,"visiting from the uk, this place was reccomended by The Affinia Hotel where we stayed for 2 nights. Lovely relaxed eatery. Nice and pleasant staff, very good with their food knowledge.Wonderful food, terrific Steak,cooked perfectly.Bit high in price,but its new york I suppose !!!!!!! Why cant british eateries be more interested in what they dish up to people who are...
More ","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Niel J,"London, United Kingdom",levelBadge badge lvl_06,Says its the best but......,"It ain't. Good steaks but the Porterhouse which is a signature steak 48oz fillet and sirloin came out over cooked when ordered rare. The service was great til the waiter spilt gravy all over shirt, however they tried to make amends with a few free beers and a desert. A starter main and a bottle of wine will set you...
More ","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Joe R,Naussau,levelBadge badge lvl_03,Great Steak!,"The seafood appetizers were amazingly fresh , the service was impecable and the steaks can""t be beat.","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",gourageous,"Englewood, NJ",levelBadge badge lvl_06,Where's the beef?,"Great service, great food and great value. I've never had a bad meal here. The only complaint is that they usually give you too much.","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Jeffrey_Atlanta,"Atlanta, Georgia",levelBadge badge lvl_01,Tasty and elegant steakhouse,"Awesome meal at Uncle Jack's. Steak was perfect, sides were delicious and I couldn't stop eating the bread. The Mesculan salad was amazing too!","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Giboos,Western Australia,levelBadge badge lvl_05,"Great menu, excellent service",I had the lobster salad and tiramisu. Both were fantastic. Service was amazing! A little pricey but I feel that it was worth it. :),"Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",hjhaas85,"Colorado Springs, Colorado",levelBadge badge lvl_02,Delicious,The food was great. Both had filets and shared a side. Expensive but you have to splurge a little on good food in NY!,"Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",HRawson,Surrey,levelBadge badge lvl_05,Best Rib-Eye Ever!,"There is a lovely ambience to Uncle Jacks as it's got quite an old world charm about it. The waiters are knowledgeable, enthusiastic but not pushy and are happy to explain their way through the extensive array of steak cuts. My husband opted for the Rib-Eye which was cooked to perfection.....he rated it as the best steak he's ever eaten.....a...
More ","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",BusLeis45458,,levelBadge badge lvl_06,Outstanding Food,"This is my favorite steakhouse in New York. It is not your generic corporately owned feeling steak house. The pork shank is amazing, the short ribs are delectable, the beef shank is great, the kobe burgers are wonderful and the Mississippi Mud Pie for desert is excellent. The two minuses are the service can be inconsistent and the tuna tartar...
More ","Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",samikrimmy,"London, United Kingdom",levelBadge badge lvl_05,AMAZING!,I can safely say this was the best meal I had on my trip! The pork chop is HUGE and so tasty!!!!!,"Reviewed February 13, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",sadie85,"Dunstable, United Kingdom",levelBadge badge lvl_04,The biggest steak ever!,"We came here last feb after reading reviews and my boyfriend wanted to try some Kobe beef! Well he is still talking about it to this day! He says it is the best meal he has ever eaten, the chips were huge - they must be a 1/4 of a potato for each chip! Mine was also delicious - cooked...
More ","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Jerda81,"Lausanne, Switzerland",levelBadge badge lvl_04,Good meat and service,"We ate at this steakhouse for our Christmas' Eve. This place offers a great choice of excellent meat, and in particular the Kobe filet. I ate the kobe while my wife chose the lobster, which was also excellent. The service is very good. The only thing less good were the sides, especially asparagus that we found not well cooked and...
More ","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",mark l,"Leeds, United Kingdom",levelBadge badge lvl_02,"booked for xmas day without recommendation, was not disappointed fortunately we had a really good experience.",This was not the cheapest place in town infact was expensive by the time they add the tax and gratuity etc but the food was spot on the service was quite good too.,"Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Lauraw1985,"Rayleigh, United Kingdom",levelBadge badge lvl_02,"Great Food, great service little pricey!","Loved the food here, one of the best steaks I have eaten. The service was great and there was a good selection of starters mains and desserts. It is a little more expensive than many other restaurants on 9th Ave however well worth it for a splash out meal. We went on a Tuesday and it was quite quiet so...
More ","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",STYLEONTHEGO,"New York City, NY",levelBadge badge lvl_06,Incredibly Bad Food,"Surprisingly bad, despite good service. Steak was rubbery and tasteless. Substitutions aren't generally allowed. Tacky dining room.","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",debraj7,"Middlesbrough, United Kingdom",levelBadge badge lvl_03,Lovely place for steak and a special occasion,"Recommended by our hotel for our anniversary meal. We had the filet mignon and it was beautifully cooked, ordered 3 side dishes which was far too much. had cheescake for desert which was to die for. Lovely exciting place and good service. Would go again if ever in NYC. Quite expensive but well worth the price","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",bbetoo,"Setubal, Portugal",levelBadge badge lvl_03,Nice place to eat,We had the NY strip and was wonderful. The price is a little steep but it's NY. Nice atmosphere and friendly staff.,"Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",D G,"Dallas, Texas",,Great Christmas Eve Dinner - Saved the Trip!,"Prior to our trip to NYC for Christmas, I spent several hours on a few ""popular' sites trying to reserve a table for 4 for Christmas Eve or Christmas Day dinner. Most places had few openings that worked with our itinerary, or had prixe fixe menus that were severely overpriced. On the afternoon of Christmas Eve, still without a reservation...
More ","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",WorldTravelRod,"Apollo Beach, Florida",levelBadge badge lvl_06,#1 STEAKHOUSE ON THE PLANET,"Better than anything in Dallas, Chicago or LA and as good as any steakhouse in Argentina. Steaks always charred to perfection, great selection of sides, simple menu-great steaks. Simply my favorite steakhouse on the planet. Friends who I have sent rave about the place.","Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",tony d,nottingham,levelBadge badge lvl_03,excellent american steakhouse with NY cheesecake to die for,excellent food although not cheap but its NY guys so come on!!! tip at 20% already added is steep......,"Reviewed January 10, 2012"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Moochiebpaul,"Forney, Texas",levelBadge badge lvl_05,Always a Great Steak with Great Ambiance and Service!,"I've eaten at Uncle Jack's Steakhouse several times over the years . . . the quality of the food and service has always been top notch! Usually I eat at the bar, but this time I ate upstairs and the ambiance was great! The prices are average for a high quality steak house. Another bonus for road warriors like myself...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",kwongman,"New York City, New York",levelBadge badge lvl_05,Excellent Steak,"This place is by far the best I ever had. The service is exceptional, the food is excellent. The crab cake is to die for, the steak is what the place is known for. I chose this place for my friend gathering because I had tried the Bayside one before and lightened by their food and service. This midtown venue...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Adirondack007,"Loudonville, New York",levelBadge badge lvl_02,High Quality Family Friendly Steakhouse,"It's not often one can find a high quality steakhouse in NYC that one can bring kids to. We've eaten at Uncle Jack's Steakhouse numerous times over the past couple of years, and have never been let down. Most of the time we have our kids in tow - and the restaurant is very accomodating. In terms of quality, Uncle...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",LoLaIreland,Ireland,levelBadge badge lvl_05,Amazing place could not find one fault,"We came to try this out for our wedding July 2012 and we were not disappionted. Nice cosy,relaxed atmosphere. The service was amazing from start to finish nothing was a problem. The food was amazing. My fiance had a 16oz Filet Mignon and he said he never eat steak so good.I am a bit fussy and don't eat red meat...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",angie11111,"Oradell, New Jersey",levelBadge badge lvl_03,"Fabulous Steak,Great Steakhouse Feel,Slow Service","Went with a group of friends earlier this month. All decorated for Christmas,very impressive decor with that old steakhouse feel. We ordered crab cakes which were delicious with the just right sauce. I ordered steak-as tender as I've ever had,friends ordered grilled salmon and chicken and everyone was very pleased with their superbly cooked,well presented meals. All of us had...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",ASF68,Connecticut,levelBadge badge lvl_03,Great Steakhouse in Midtown-NYC,This restaurant is a hidden gem. The prices by New York standards was very fair. The steak was excellent and the sides were outrageous-best creamed spinach ever! The waitstaff was very attentive and the service was fast. It was decorated beautifully for the holidays and my family felt pampered throughout the meal.,"Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",SalJim71,"Wanaque, NJ",levelBadge badge lvl_05,Great steaks...,"First time dining there, had a very nice time. The food was very good but the service was spotty at times. Will try their other location on 9th next time.","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Geordiejedi,,levelBadge badge lvl_01,A pretentious attempt at fine dining while picking your pocket for ridiculously overpriced food and ludicrously overpriced drink,"After a couple of hours of trawling the Internet, we settled on Uncle Jack's. All the menus we looked at we're all much the same and priced pretty evenly priced. The welcome we received was nice and the decor inside was geared up towards Christmas and really set the scene. Our server was really knowledgable and quite pleasant but once...
More ","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Rob_R_10,"Long Island, New York, USA",levelBadge badge lvl_02,Uncle Jacks Steakhouse,"Uncle Jacks is the finest steakhouse by far. Captain Chris, Tim & the entire wait staff were very attentive and the food was amazing. The attention to the smallest detail never went overlooked.","Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",DCgirl537,"Washington DC, District of Columbia",levelBadge badge lvl_03,Amazing food and great quality,My overall experience here was fantastic! The Lamb entree was delicious.,"Reviewed December 24, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",thatgirldina,"Prescott, AZ",levelBadge badge lvl_04,One of the best dinners we've ever had! And the hottest bus boys. ;),"My husband and I visited this restaurant with friends on our yearly fall vacation to NYC. It was a totally spontaneous decision...we just happened to pass by on our way to 5th Avenue. everything from the ambiance, to the service to the delicious meal was impeccable. Portions are large...especially side dishes, so share amongst the table. Cocktails were imaginative and...
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",innkeeperNagsHeadNC,Nags Head NC,levelBadge badge lvl_03,Great Steak - Poor Service,"My husband and I arrived without a reservation but were seated promptly then totally ignored for over 20 minutes. The waiter finally came over for our drink order and gave us menus. Neither of us are big eaters so we decided to share a steak. As soon as we told our waiter this we received a very disdainful look and...
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Bunny-London25,London,levelBadge badge lvl_05,A great find,"We stopped in here whilst looking for a meat heavy lunch. The decor was cosy & the staff attentive. We were recommended a bottle of wine that was excellent. Our food arrived very quickly and was very tasty. I recommend the burger. Not entirely sure I got the exact burger I ordered but it tasted great and was perfectly cooked....
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",dannysixpack,"New York City, New York",levelBadge badge lvl_06,One of the uniquely worst restaurant experiences.,"This review is NOT about the food, it is about the apalling service. Yesterday was my 52nd birthday. A dear friend of 40 years wanted to take me out to dinner, he works in the neighborhood, and asked me to make a reservation here at 6:30, for which my spouse and I arrived promptly, and were promptly seated. Before we...
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",papae-conn,Conn,levelBadge badge lvl_03,Not that Good,"Service 1st rate, Drinks & Apps Very Good. Steaks Not so Much! There's better in NYC","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",kelly186338,"London, United Kingdom",levelBadge badge lvl_04,I thought it was going to be better,"The service was very good and people were very friendly, but we asked for our steaks to be cooked medium and what we got was burned on the outside and very pink on the inside. Maybe it was just a new chef or something.","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Dogwood50,"Alexandria, Virginia",levelBadge badge lvl_05,Incredible prix fixe lunch,"This may be the best deal in NYC. A 3 course lunch (appetizer, salad, entree ) with filet, lamb chop, shrimp & crab cake options, plus 2 sides for $25. And everything is great is first rate including ambiance and service.","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Holiday-Lover81,"Norfolk, United Kingdom",levelBadge badge lvl_05,Wonderful Restaurant,"Visited this restaurant during a stay in New York in November 2008. The restaurant was recommended to us by the hotel conciege. It is not a cheap restaurant but in my opinion worth the money. Our waiter was extremely helpful, offered a high level of customer service and was very professional. When we do return to New York we will...
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",ycj1684,"Middlesbrough, United Kingdom",levelBadge badge lvl_02,Yum Yummmmmm,"This proved to be the highlite of this trip. Everything was served just so and tasted unbeliveable from the chicken to the surf and turf it melted on you mouth. But beware, the sides could fill 3 people, we kid you not!! Just thinking of it makes my stomach rumble","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",cbed90,"Albany, NY",levelBadge badge lvl_06,"Excellent Meal, Great Atmosphere and Even Better Service","I hosted a group dinner for 15 clients and colleagues. I’d recommend the set up we had upstairs at the front of the restaurant. Although I have been here before with my wife and another time or two for a small business dinner this one my first time with a large group and it won’t be my last. The service...
More ","Reviewed November 18, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Steph2965,"Washingtonville, New York",levelBadge badge lvl_03,Amazing,"We went for valentines day with my son and his girlfriend. This was my second time there and it did not dissapoint! My husband and son shared the porterhouse for 2, I had the NY strip and she had the chicken marsala. We started with the mozzarella and tomato salad and the aspargus, string bean and tomato salad. Both were...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",BonitaNaples,Bonita Springs,levelBadge badge lvl_05,Good old New York charm Steak was OK not the best,"Good old New York charm Steak was OK not the best for the price you pay you expect the best but not here, the steak seemed to over saltly tasting told the waiter and they said they would do another but after waiting 40 mins for this one just said no thank you I'll live with it. Very nice decor...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",maxxand,,levelBadge badge lvl_05,One of the best steaks in town,"New York strip and chops are among the best and most consistent in town. Beef here is not only of excellent quality, but prepared perfectly. Make sure you take the 35 day aged beef, costs a little more but it's worth every penny. Ask to have a little extra beef stock to make your steak juicier (no steak sauce, but...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",WhatHappened_831,"Fords, New Jersey",levelBadge badge lvl_03,Great Food Crab Cakes are out of this World,Steaks melt in you mouth...Garlic potatoes...and the Crab Cakes are the best in the city....nice place,"Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Tore Jorgen R,"Oslo, Norway",levelBadge badge lvl_03,Fantastic meat,"Filet Mignon, Mashed Potatoes, spinnage. Perhaps the best piece of meat I have ever tasted.","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",GigerWife,"Highlands Ranch, Colorado",levelBadge badge lvl_06,WORST STEAK WE HAVE EVER BEEN SERVED!!!!,"We were told to go here by our hotel, so they made us a reservation. At first it was okay, nothing special. The salad special we got was pretty good, but not worth the money at all. Then comes our steak. We got the porterhouse for 2. It came out totally burnt, the meat was pretty much inedible because it...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",trizioPucci,,levelBadge badge lvl_02,Worst restaurant in the USA holiday. il peggior ristorante della vacanza.,"Bad service. butter too cold to be spread on the bread! The five ""New York Strips"" were burned (carbonized) on one side. useless beer choice (only one type). at the first time they did not take the coke order for the children, we ask and they forgot. we remind them and they brought only one. they added 20% of tip...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",corsagi,"Scarsdale, New York",levelBadge badge lvl_06,Great for clients or a special occasion,"This Steakhouse is one of the most formal ones I've been to in NYC. The waiters were quite formal - in their manners as well as thier uniforms. The food was great. My guest enjoyed his steak while I labored away at a 2 lb. lobster, which was a real treat. The lobster came with the somewhat cliche corn-on-the-cob, which...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Jerdawg,,levelBadge badge lvl_02,Expected the best...left dissapointed,"I strolled past Uncle Jack's while heading over to B&H photo and thought it would be a great place to have a good steak dinner. The Menu looked very impressive and I couldn't wait to dig in. I ordered the $100.00 feast for two ( For my Son and I ) which included steak and lobster, while my wife had...
More ","Reviewed October 8, 2011"
Uncle Jack's Steakhouse - Midtown,"44 West 56th Street, New York City, NY 10019","Seafood, American, Steakhouse, Vegetarian Friendly",#428,"1,025 Reviews","40.763081,-73.976616",Volle1953,"Taarnby, Denmark",levelBadge badge lvl_06,Dinner that completed our marriage,"After our marriage in Maryland, we went to New York. I've been to Uncle Jack's before, so we booked a table for us and our kids. This should be the top dinner of our wedding trip to the US. Everything was perfect... Reservation - Drinks - meal - wine and waiters... Just perfect.","Reviewed October 8, 2011"
