"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"88500","6826619","1","0","0","0","0","1","0","0","1","1","1","0","1"
"88502","6939968","1","0","0","1","1","0","0","0","0","0","0","0","1"
"88506","6943649","0","1","0","0","0","0","0","0","1","0","0","1","1"
"88510","6882783","0","0","1","1","0","1","1","0","1","0","1","0","0"
"88511","6823625","0","0","0","0","0","1","0","0","0","0","1","0","1"
"88512","6812198","0","0","0","1","0","0","0","0","0","0","0","1","1"
"88515","6933518","1","1","1","0","1","1","0","0","1","1","1","0","0"
"88517","6933446","0","1","0","0","0","1","0","0","1","0","0","0","0"
"88528","6886426","0","0","0","0","0","0","0","0","0","0","1","0","1"
"88529","6861988","0","1","0","0","0","0","0","1","1","0","0","0","1"
"88530","6937852","1","0","0","0","0","0","0","0","1","0","0","1","0"
"88532","6904840","0","0","0","0","1","1","0","0","1","0","1","0","0"
"88535","6917780","0","0","0","0","0","0","0","0","0","1","1","1","1"
"88536","6895099","0","1","1","0","1","0","0","0","1","0","0","1","1"
"88537","7003706","0","0","0","0","0","1","0","1","1","0","1","0","1"
"88539","6916125","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88541","6857894","0","1","0","1","0","0","0","0","0","0","0","1","1"
"88543","6906867","0","1","0","0","0","0","0","0","1","1","0","0","0"
"88544","6918274","0","1","1","1","0","1","1","0","1","0","1","0","0"
"88545","6879521","0","0","1","0","0","1","0","0","1","1","1","0","1"
"88548","6855490","0","1","1","0","0","1","1","1","1","0","1","0","0"
"88551","6921715","0","1","0","0","0","1","0","1","1","1","1","0","1"
"88552","6875868","0","0","0","0","0","1","0","0","1","0","0","0","0"
"88554","6845709","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88556","6935519","0","1","0","0","0","1","0","0","0","0","1","0","1"
"88557","6914475","0","0","0","0","0","0","0","0","1","0","1","0","1"
"88558","6850383","0","1","1","0","0","1","1","0","1","1","1","0","0"
"88561","6847013","0","0","0","0","0","0","0","0","0","0","1","1","0"
"88563","6874367","1","0","0","0","0","0","0","0","0","0","1","0","0"
"88564","6829757","1","1","0","1","0","1","0","0","1","0","0","0","0"
"88568","6874643","0","0","1","0","0","0","0","0","0","0","0","1","1"
"88570","6906771","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88575","6923386","0","1","0","0","0","0","0","0","0","0","0","1","1"
"88581","6896894","0","0","0","0","0","0","0","0","0","0","1","0","0"
"88582","6934760","0","1","1","1","0","0","0","0","0","0","0","1","1"
"88583","6855948","0","1","0","0","0","0","0","0","0","0","0","1","0"
"88584","6946916","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88587","6864109","1","1","0","0","0","0","0","0","1","1","1","0","1"
"88589","6861911","1","0","1","0","0","1","0","0","1","0","1","0","0"
"88590","6826802","1","1","1","1","0","0","1","1","1","0","1","0","1"
"88591","6842352","0","1","1","0","1","1","0","0","1","1","1","0","0"
"88592","6945011","0","0","0","1","0","1","0","0","0","0","0","0","1"
"88593","6816268","0","1","1","0","1","1","0","0","1","0","1","0","0"
"88596","6812201","0","1","0","1","0","0","0","0","0","0","0","1","1"
"88602","6891244","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88603","6890396","0","0","1","0","1","1","0","0","1","1","1","0","0"
"88607","6927396","0","1","1","1","0","1","0","0","1","0","1","0","1"
"88609","6935689","0","0","0","0","0","1","0","0","1","1","1","0","1"
"88613","6816418","1","1","0","0","0","1","0","0","1","1","1","0","0"
"88615","6912334","0","1","1","0","0","0","0","0","1","1","1","1","1"
"88617","6839328","0","1","1","0","0","1","0","0","1","0","0","1","0"
"88620","6872907","0","0","1","0","0","0","0","0","0","0","1","0","0"
"88621","6850074","0","1","1","0","0","1","1","0","1","1","1","0","0"
"88623","6926698","0","0","0","0","1","1","0","0","1","1","1","0","0"
"88624","6880290","0","1","0","0","0","1","0","0","0","0","1","1","1"
"88628","6841187","0","1","0","0","0","0","0","0","0","0","1","0","1"
"88629","6915162","0","1","0","0","0","0","0","0","1","0","0","1","1"
"88631","6845453","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88633","6870025","1","1","0","1","0","0","0","0","0","0","0","0","0"
"88634","6887850","1","1","0","0","0","0","0","0","1","0","0","1","0"
"88641","6832779","0","1","0","0","0","0","0","0","1","0","0","1","1"
"88642","6893228","0","1","0","1","0","0","0","0","1","0","1","0","0"
"88643","6852190","0","1","1","0","0","1","0","0","1","1","1","0","1"
"88645","6888049","0","1","1","1","0","0","0","0","1","1","1","0","0"
"88647","6870649","0","1","0","0","1","1","1","0","1","1","1","0","1"
"88652","6880184","0","0","1","0","0","0","0","0","0","0","1","1","0"
"88655","6834389","0","1","0","0","0","1","1","1","1","0","0","0","1"
"88657","6892924","0","0","0","0","0","0","0","0","1","0","0","1","1"
"88659","6875518","0","0","0","0","0","1","0","0","0","0","1","0","1"
"88660","6863244","0","1","1","0","0","0","0","0","1","0","0","1","1"
"88662","6919731","0","1","0","0","0","0","0","0","0","1","0","0","1"
"88665","6899062","0","1","1","0","0","0","0","1","1","1","1","1","0"
"88670","6938279","1","1","0","0","1","1","0","0","1","0","1","0","0"
"88672","6945059","0","1","1","0","1","1","0","1","1","1","1","0","1"
"88673","6892189","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88675","6864032","0","1","0","0","0","0","0","0","1","1","1","0","1"
"88677","6816452","0","1","1","0","1","1","1","0","1","0","1","0","0"
"88679","6870438","0","0","0","0","0","0","0","0","0","0","1","1","1"
"88680","6879197","0","0","1","1","0","1","0","0","1","0","0","1","0"
"88681","6888445","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88683","6815397","0","0","0","0","0","0","0","0","0","0","1","1","0"
"88685","6885150","1","0","1","1","0","0","0","0","0","1","1","0","1"
"88689","6891550","0","0","0","0","0","1","0","0","1","1","0","0","0"
"88692","6927223","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88695","6877595","0","1","0","0","0","1","0","0","1","0","1","1","1"
"88696","6889928","1","1","1","0","0","1","1","0","1","0","1","0","0"
"88697","6930007","1","0","0","0","0","1","0","0","1","0","1","1","0"
"88702","6907516","1","1","1","0","0","1","0","0","1","1","0","0","0"
"88707","6818294","0","0","0","0","0","0","0","0","1","0","0","1","0"
"88713","6878427","0","0","1","0","0","1","0","0","1","0","1","1","0"
"88714","6834410","0","1","0","0","0","0","0","0","0","0","0","1","1"
"88715","6854508","1","1","0","0","0","1","0","0","1","0","0","0","0"
"88716","6815863","0","1","1","0","0","1","1","0","1","1","1","0","0"
"88718","6931990","0","1","1","1","0","1","1","0","1","1","1","0","0"
"88720","6839925","1","1","0","0","0","1","1","1","1","0","0","0","1"
"88721","6898438","0","1","0","0","0","1","1","0","1","0","0","0","1"
"88722","6848681","1","1","0","0","0","0","1","0","1","0","0","1","1"
"88724","6885721","1","1","0","0","1","0","0","0","1","0","0","1","1"
"88725","6836900","0","0","0","0","0","0","0","0","0","0","1","0","0"
"88727","6861502","0","0","1","1","0","1","0","0","1","0","1","0","1"
"88734","6948082","0","1","1","1","0","1","1","0","1","0","0","0","0"
"88737","6936025","1","0","0","0","0","0","0","0","0","0","0","1","0"
"88743","6937294","0","1","1","0","0","0","0","0","0","1","0","1","0"
"88745","6817020","0","1","0","0","0","0","0","0","0","0","0","1","1"
"88746","6931711","0","1","1","0","1","1","0","1","1","0","1","0","0"
"88747","6920054","0","1","0","1","1","0","1","0","1","1","1","0","1"
"88748","6829168","0","0","1","0","0","0","0","0","0","0","1","0","0"
"88755","6861183","0","1","1","0","1","1","0","0","1","0","1","0","0"
"88756","6912289","0","1","1","0","1","1","0","0","1","0","1","0","0"
"88759","6888107","0","1","0","0","1","0","0","0","0","0","0","1","0"
"88762","6812009","0","0","0","1","1","0","0","0","0","0","0","1","0"
"88763","6948084","1","1","1","0","1","1","0","0","1","0","1","0","0"
"88765","6895682","0","1","1","0","0","1","1","0","1","0","1","0","0"
"88771","6890401","1","1","1","0","0","0","0","1","1","0","1","0","1"
"88772","6911276","0","1","0","1","1","0","0","0","0","1","1","0","0"
"88776","6884685","0","1","1","0","0","0","0","1","1","1","1","0","0"
"88778","6834285","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88781","6850169","0","0","0","0","0","1","0","0","0","0","1","0","0"
"88784","6942121","0","0","0","0","0","1","0","0","1","0","0","1","0"
"88786","6913929","1","1","0","0","0","0","0","1","0","0","0","1","0"
"88787","6873927","1","1","1","0","0","1","0","0","1","0","1","1","0"
"88791","6908431","1","1","1","0","1","1","0","0","1","0","1","0","1"
"88792","6929411","0","0","0","0","0","1","0","0","1","0","0","1","1"
"88793","6845864","1","1","0","0","0","0","0","0","1","0","0","0","1"
"88794","6883554","0","0","1","0","0","0","0","0","1","0","0","1","0"
"88795","6870179","0","1","0","1","0","0","0","0","0","0","0","0","1"
"88797","6875457","1","1","0","0","0","0","0","0","1","0","1","0","1"
"88798","6824447","0","1","0","0","0","0","0","0","1","0","0","1","0"
"88803","6878566","0","1","1","0","0","1","0","0","1","0","1","0","0"
"88805","6903524","0","0","0","1","0","1","0","0","1","0","0","0","1"
"88806","6926174","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88809","6935285","0","0","0","0","0","1","1","1","1","1","0","1","1"
"88811","6898741","1","1","0","0","0","0","0","0","1","0","0","1","1"
"88812","6869784","0","0","0","1","0","1","0","1","1","0","1","0","1"
"88814","6891293","0","1","0","0","0","0","0","1","1","1","1","0","1"
"88817","6851594","0","0","1","0","1","1","0","0","1","0","1","0","0"
"88818","6936307","0","0","0","0","0","0","0","0","1","0","1","1","1"
"88819","6917172","1","0","0","0","0","0","0","1","0","1","0","1","0"
"88822","6887449","0","1","1","1","1","1","0","0","1","0","0","1","0"
"88826","6862958","1","1","1","0","0","1","1","1","0","0","0","1","1"
"88828","6910346","0","1","1","1","0","0","0","1","1","1","1","0","1"
"88831","6928719","1","1","1","1","0","1","1","0","1","0","0","0","1"
"88832","6839075","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88834","6883156","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88839","6870163","0","0","0","0","0","1","1","0","0","1","1","1","1"
"88842","6895046","1","1","1","0","1","1","0","0","1","0","1","0","1"
"88843","6855021","0","1","0","0","0","0","0","0","0","0","0","0","0"
"88844","6907644","0","1","1","0","0","1","1","1","1","1","1","0","0"
"88849","6902879","0","1","0","0","0","0","0","1","1","1","1","0","1"
"88853","6818623","0","1","0","0","0","1","1","0","1","0","0","1","0"
"88854","6881432","0","0","0","1","0","0","0","0","0","0","1","1","1"
"88855","6894472","1","1","0","0","0","0","0","0","0","0","0","0","1"
"88858","6866543","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88860","6890322","0","1","1","1","0","0","0","0","1","0","0","1","1"
"88861","6933158","1","1","0","0","0","0","0","1","1","0","1","0","1"
"88864","6912837","0","1","1","0","0","1","0","0","1","1","1","0","0"
"88865","6820431","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88866","6914853","1","1","1","0","0","0","0","1","1","0","1","0","1"
"88868","6828173","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88872","6882715","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88873","6861705","0","1","0","0","0","0","0","0","1","0","0","1","1"
"88874","6945570","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88875","6928692","0","1","1","1","0","0","0","0","0","0","0","1","1"
"88882","6921211","0","0","0","0","0","0","0","1","1","0","0","1","0"
"88885","6878223","0","0","0","0","0","0","0","0","0","0","1","1","1"
"88887","6873870","1","1","1","0","0","1","0","0","1","1","1","0","0"
"88890","6835570","1","0","1","1","0","0","0","0","0","1","0","0","1"
"88892","6885921","1","1","0","0","0","0","0","0","1","0","0","0","0"
"88894","6835244","0","0","0","0","0","0","0","0","0","0","0","1","0"
"88897","6884825","1","1","0","0","0","0","0","0","1","0","0","1","0"
"88900","6864493","1","0","1","0","0","0","0","0","0","1","1","0","0"
"88901","6819519","0","0","1","0","0","0","0","0","1","0","0","1","0"
"88904","6867817","0","1","1","1","0","1","1","0","1","0","1","0","0"
"88905","6832335","0","0","0","0","0","0","0","0","0","0","0","1","1"
"88909","6919406","1","1","0","0","0","1","1","0","0","0","0","0","0"
"88912","6938802","0","1","0","0","0","0","1","0","1","0","1","0","1"
"88913","6832102","0","1","0","0","0","1","0","0","1","1","1","0","0"
"88918","6925402","0","1","0","0","0","1","0","0","1","1","1","0","1"
"88920","6870101","1","0","0","0","1","1","0","0","1","0","1","1","1"
"88924","6924712","0","0","1","0","0","1","0","0","1","0","1","0","1"
"88927","6945149","1","1","1","0","1","1","1","0","1","1","1","0","1"
"88928","6845929","1","1","1","0","0","0","0","0","0","0","0","1","0"
"88930","6897488","0","1","0","1","0","0","0","0","0","0","0","1","0"
"88931","6815957","0","0","1","0","0","1","1","1","1","0","0","0","0"
"88932","6843684","0","0","0","0","1","1","0","0","1","0","0","1","0"
"88934","6818860","0","1","0","1","0","0","0","0","0","1","1","0","1"
"88935","6901749","1","0","1","1","0","0","0","0","1","1","1","0","1"
"88938","7155593","1","1","0","0","0","0","0","0","0","0","0","1","0"
"88940","6835588","1","1","0","1","0","0","1","0","1","0","0","1","0"
"88941","6945710","1","1","1","0","0","0","0","0","0","0","1","0","0"
"88945","6896570","0","0","0","1","1","1","0","0","1","0","1","0","0"
"88946","6879785","0","1","1","0","1","1","0","0","1","0","1","1","0"
"88948","6902959","0","1","0","0","0","0","1","0","0","1","1","0","0"
"88949","6938251","0","0","1","0","1","1","0","0","1","0","1","0","0"
"88954","6879116","0","0","1","0","1","1","0","0","1","0","1","0","0"
"88955","6822348","0","1","1","0","0","0","0","1","1","0","1","1","0"
"88956","6866045","1","1","0","0","0","1","0","0","0","0","1","1","0"
"88957","6942837","0","1","1","1","0","1","1","0","1","1","1","0","0"
"88965","6926571","1","1","0","0","0","1","1","1","1","0","1","0","0"
"88967","6822215","1","0","1","0","1","1","0","0","1","0","1","0","1"
"88969","6881237","0","0","0","1","0","0","0","0","0","0","0","1","0"
"88970","6823636","0","0","0","0","0","1","0","0","0","0","1","0","1"
"88977","6905005","0","1","1","0","1","0","1","1","0","1","1","0","0"
"88978","6906706","0","0","0","0","0","0","0","0","1","0","0","1","1"
"88979","6818938","1","1","0","0","0","0","0","0","0","1","1","0","0"
"88982","7137696","0","0","0","0","0","1","0","0","1","0","0","0","0"
"88983","6825371","1","0","1","0","0","1","0","0","1","1","1","0","0"
"88984","6838611","0","1","0","1","0","1","0","1","1","0","0","0","1"
"88989","6841407","0","1","0","1","0","0","0","0","0","0","1","0","1"
"88991","6834876","0","0","0","0","0","0","0","0","0","0","1","1","0"
"88992","6922135","0","1","0","1","0","1","1","1","1","1","0","1","0"
"88993","6899467","1","0","0","0","0","1","0","0","1","0","0","1","0"
"88999","6925349","0","1","1","1","0","1","0","0","1","1","1","0","0"
"89000","6844038","1","1","1","0","1","1","1","0","1","1","1","0","0"
"89001","6920358","1","1","0","0","0","1","0","0","1","0","0","1","0"
"89004","6880586","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89005","6902920","0","1","0","0","0","0","0","1","1","0","0","1","1"
"89010","6830739","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89013","6927058","1","1","0","1","0","0","0","0","0","0","1","0","0"
"89019","6829528","0","1","0","0","0","1","0","0","1","1","0","0","1"
"89022","6851695","0","0","1","0","0","0","0","0","0","0","0","0","0"
"89024","6943263","1","1","0","1","1","1","1","0","1","0","0","1","0"
"89029","6888444","0","1","1","1","0","0","0","0","0","1","0","1","1"
"89031","6898288","0","1","0","0","0","0","0","0","0","1","0","0","1"
"89033","6822990","0","1","0","1","0","1","1","0","0","0","0","0","1"
"89037","6835755","0","1","0","1","1","0","1","0","1","0","0","1","0"
"89038","6912702","0","1","0","0","0","1","0","0","0","0","0","1","0"
"89043","6859164","0","1","1","1","0","0","0","0","1","0","0","1","1"
"89047","6932153","0","0","0","0","0","0","0","0","1","0","0","1","0"
"89052","6935770","0","1","0","0","0","1","0","0","1","0","1","1","0"
"89055","6892294","1","0","1","0","0","1","0","0","1","1","1","0","1"
"89056","6898957","0","1","0","0","1","1","0","1","1","0","1","0","0"
"89060","6902108","0","1","0","0","0","0","0","0","0","0","1","0","0"
"89064","6938186","1","1","1","1","0","0","1","0","1","0","1","0","0"
"89066","6874161","0","1","0","0","0","0","1","0","0","1","1","0","1"
"89068","6881001","0","0","1","1","0","0","0","0","0","0","0","1","1"
"89072","6845321","1","0","1","0","0","0","0","0","1","1","0","0","0"
"89073","6834854","0","0","1","0","0","0","0","0","1","0","0","0","1"
"89074","6922050","0","0","1","0","0","1","0","0","1","0","0","0","0"
"89075","6948181","0","1","0","1","1","1","0","0","1","1","1","0","0"
"89086","6906659","0","1","1","1","0","1","1","0","1","1","1","0","1"
"89087","6925679","0","1","1","0","1","1","1","1","1","0","1","0","1"
"89091","6828649","0","1","0","0","0","1","0","1","1","0","0","1","1"
"89093","6914243","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89100","6823510","0","1","0","0","0","1","0","0","0","0","1","1","1"
"89103","6910538","1","1","1","0","0","1","0","0","1","0","1","0","1"
"89104","6855755","0","1","1","0","0","1","0","0","0","0","1","0","0"
"89105","6896757","0","1","1","0","1","1","0","0","1","1","1","0","0"
"89109","6928200","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89115","6846295","1","1","1","1","0","0","1","0","1","0","0","1","1"
"89120","6889796","1","1","0","0","0","1","1","0","1","0","1","0","0"
"89121","6887293","1","1","1","0","0","1","0","0","1","0","0","0","1"
"89125","6907788","0","1","0","0","0","1","0","0","1","1","1","0","0"
"89132","6907173","0","0","0","0","0","0","0","0","0","0","1","0","0"
"89133","6946053","0","0","0","0","0","1","1","0","1","0","1","0","0"
"89135","6941781","1","1","1","0","1","1","0","0","1","1","1","0","1"
"89139","6936309","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89142","6898317","1","1","0","0","0","0","1","0","0","1","1","1","0"
"89144","6857153","0","1","0","0","0","0","0","0","0","0","1","0","1"
"89145","6853408","0","0","0","0","0","1","0","0","0","0","1","1","1"
"89147","6890953","0","1","1","0","0","1","0","0","0","0","1","0","1"
"89148","6816053","0","1","1","1","0","1","1","0","1","1","1","0","0"
"89149","6927421","1","1","0","0","1","1","1","0","1","1","0","0","0"
"89150","6831613","1","0","1","0","0","1","0","0","1","0","0","0","0"
"89151","6842814","0","1","0","0","0","0","0","0","1","1","1","1","1"
"89153","6943075","0","0","1","0","0","1","0","0","1","0","1","1","0"
"89157","6813799","0","0","0","0","1","0","0","0","0","0","1","0","0"
"89158","6901350","1","1","1","0","0","0","1","0","1","0","1","0","0"
"89160","6946665","0","1","1","0","1","1","1","0","1","1","1","0","1"
"89163","6910439","0","0","0","0","0","1","0","0","0","0","1","0","1"
"89164","6864436","0","0","1","1","0","0","0","0","1","0","0","1","1"
"89170","6877234","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89171","6937569","1","1","0","0","0","1","1","0","1","0","1","0","0"
"89173","6829921","0","1","0","0","1","0","0","0","0","0","0","1","1"
"89174","6932884","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89177","6898276","1","0","0","0","0","0","0","1","1","0","1","0","0"
"89179","6890482","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89185","6860561","0","1","1","0","1","1","1","0","1","1","1","0","1"
"89189","6835471","0","1","1","0","0","0","1","0","1","1","1","0","1"
"89190","6878230","0","1","0","0","0","1","0","0","1","1","1","0","1"
"89191","6903338","0","1","1","1","0","0","0","0","0","0","0","1","1"
"89192","6834215","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89194","6844939","0","0","1","0","0","1","0","0","1","1","1","0","0"
"89197","6895614","0","0","0","0","0","1","0","0","1","0","1","1","0"
"89200","6838679","0","1","1","0","0","1","0","0","1","0","1","0","1"
"89201","6910377","1","0","0","1","0","0","0","0","1","0","1","0","1"
"89204","6824054","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89207","6912555","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89208","6914127","0","0","0","1","0","0","0","0","0","0","1","1","0"
"89209","6873170","0","0","1","0","0","0","0","0","1","0","1","1","1"
"89210","6849891","0","1","1","1","0","1","0","0","1","0","0","0","0"
"89212","6896484","1","1","0","1","0","0","1","0","1","0","0","1","1"
"89218","6840622","0","0","0","0","0","1","0","0","1","0","0","1","0"
"89220","6873534","1","1","0","0","0","1","1","0","1","0","0","0","0"
"89222","6831905","0","1","0","0","0","0","0","0","0","0","1","0","1"
"89224","6851707","0","1","0","0","0","0","0","0","1","0","0","1","1"
"89225","6828671","0","1","0","0","0","1","1","0","0","1","1","1","1"
"89228","6853957","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89230","6837048","0","1","0","1","0","0","0","0","0","0","0","1","1"
"89232","6833244","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89237","6841700","1","1","0","1","0","0","0","0","0","0","0","1","1"
"89239","6869925","0","0","0","1","0","1","0","0","1","0","0","1","0"
"89240","6880908","0","1","0","1","0","1","0","0","0","0","0","1","0"
"89241","6815756","0","1","1","0","1","1","1","0","0","1","0","0","0"
"89243","7272822","0","1","1","0","0","0","0","1","1","0","1","0","0"
"89244","6942763","0","0","0","0","0","0","1","0","1","0","0","1","0"
"89246","6943310","0","0","1","0","0","0","0","0","0","0","1","0","0"
"89247","6880607","1","0","0","1","0","0","0","0","0","0","1","0","0"
"89248","6868512","0","0","1","0","1","1","0","0","1","1","1","0","0"
"89250","6825575","0","0","0","1","0","1","0","0","1","0","1","0","0"
"89252","6896082","1","1","1","1","0","1","0","0","1","0","0","0","0"
"89253","6817045","1","1","0","0","0","1","0","1","1","0","0","1","0"
"89258","6917721","0","1","0","1","0","0","1","0","0","0","1","1","1"
"89259","6902118","0","0","1","0","0","0","0","0","1","0","0","1","0"
"89260","6890498","0","0","1","1","0","0","0","1","1","0","0","1","1"
"89263","6878829","0","0","1","0","1","1","0","0","1","0","1","0","0"
"89265","6887584","0","0","0","0","0","0","0","0","1","0","0","1","1"
"89266","6922929","1","1","0","0","0","1","0","0","1","0","1","0","0"
"89269","6888213","0","0","1","1","0","1","0","0","1","1","1","0","1"
"89271","6854802","1","1","0","1","0","0","1","0","1","1","1","0","1"
"89272","6822865","0","0","0","1","0","0","0","0","0","1","1","0","0"
"89273","6898259","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89274","6862406","0","1","1","0","0","0","0","0","0","1","1","0","0"
"89276","6887126","0","0","1","0","0","1","1","0","1","1","1","0","0"
"89278","6877436","1","1","1","1","0","1","1","0","1","1","1","0","1"
"89286","6906957","0","1","1","0","1","1","1","0","1","0","1","0","0"
"89288","6909448","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89290","6897518","1","1","0","1","0","1","0","0","1","0","0","0","1"
"89293","6861678","0","0","0","0","1","1","0","0","1","1","1","0","1"
"89295","6864575","0","0","0","0","0","0","0","0","0","0","1","0","0"
"89296","6942521","0","1","1","0","1","1","1","1","1","1","1","0","1"
"89297","6936922","0","1","0","0","0","1","1","0","1","1","1","0","1"
"89300","6927558","1","1","0","0","1","1","0","0","1","1","1","1","0"
"89301","6903546","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89302","6820419","1","1","1","0","0","1","1","0","1","1","1","0","1"
"89303","6924988","1","0","1","1","0","1","0","0","1","0","0","0","0"
"89304","6910632","0","1","0","0","0","0","0","1","1","0","1","0","0"
"89306","6924109","0","1","0","0","0","1","0","0","0","0","1","0","1"
"89308","6909582","1","1","0","0","0","1","0","0","0","1","0","0","1"
"89309","6934167","0","1","0","0","0","0","0","0","0","0","0","1","1"
"89310","6856631","1","1","0","0","0","1","0","0","1","0","0","1","0"
"89313","6841512","1","1","1","0","0","0","0","0","0","0","0","1","1"
"89315","6815779","0","0","0","1","0","0","0","0","1","0","0","1","0"
"89316","6866466","1","1","1","1","1","1","1","0","1","0","1","0","0"
"89317","6843108","0","1","0","1","0","0","1","0","1","0","0","1","0"
"89318","6813748","1","1","0","0","0","1","0","0","1","0","0","0","0"
"89323","6948483","0","1","0","0","1","0","0","1","0","0","0","1","1"
"89325","6816290","1","1","0","1","0","1","1","0","1","1","0","0","0"
"89326","6883736","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89327","6914825","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89328","6869071","1","1","0","0","0","0","1","1","1","0","0","1","1"
"89330","6874804","0","1","0","1","0","0","0","1","1","0","0","1","1"
"89331","6832888","0","0","0","0","1","1","0","0","0","0","0","1","1"
"89333","6819398","0","0","0","0","0","1","0","0","1","0","0","1","1"
"89335","6872469","0","1","1","1","0","1","1","1","1","0","0","0","1"
"89338","6890916","0","0","1","0","0","0","0","0","0","0","1","0","1"
"89339","6885513","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89341","6873096","0","0","1","0","1","1","0","0","1","0","1","0","0"
"89344","6813608","0","0","1","0","1","1","0","0","1","0","1","0","1"
"89346","6868859","0","1","0","0","0","0","1","1","0","0","1","0","1"
"89349","6829975","0","0","0","0","0","1","0","0","1","0","0","0","1"
"89352","6938973","0","0","0","0","1","0","0","0","0","1","1","0","1"
"89355","6874143","0","1","0","0","0","0","1","1","0","1","1","0","1"
"89358","6900959","1","1","0","0","0","0","1","0","1","0","0","1","0"
"89359","6878130","1","1","1","0","0","1","1","0","1","1","1","0","0"
"89360","6939689","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89365","6846942","0","1","0","0","0","0","0","0","0","0","1","1","1"
"89368","6912274","1","0","0","1","0","0","0","0","1","0","1","0","1"
"89370","6832280","0","0","1","0","0","1","1","0","1","0","1","1","0"
"89372","6853725","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89373","6929962","0","1","1","0","0","1","1","0","1","0","1","0","1"
"89375","6924399","1","1","1","0","1","1","0","0","1","0","1","0","0"
"89377","6880715","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89379","6824096","0","0","1","1","0","0","0","1","1","0","1","0","0"
"89381","6891964","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89386","6885186","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89391","6856062","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89392","6831751","0","0","0","0","0","0","0","1","0","0","0","1","0"
"89393","6884951","1","0","0","1","0","1","0","1","1","0","0","1","1"
"89395","6814229","0","0","0","0","0","1","0","0","0","0","0","1","0"
"89401","6829396","1","0","1","0","0","1","1","0","1","0","0","0","0"
"89405","6905981","0","0","1","0","0","0","0","0","0","0","1","1","1"
"89406","6828543","0","0","0","1","0","1","0","0","1","0","1","0","1"
"89409","6898572","1","1","0","0","0","1","0","1","1","0","1","0","1"
"89410","6858810","1","1","1","0","1","1","0","0","1","0","0","0","0"
"89416","6898694","0","1","0","0","1","0","0","0","0","0","1","0","0"
"89417","6889295","1","1","1","0","0","1","0","0","1","0","1","0","0"
"89419","6922673","1","1","0","0","0","1","0","0","1","0","0","0","0"
"89420","6931091","0","1","0","1","0","1","0","1","1","0","0","0","1"
"89421","6812064","1","0","0","0","0","0","0","0","0","0","1","0","1"
"89425","6852734","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89426","6930450","1","1","1","0","1","1","1","0","1","1","1","0","1"
"89430","6914609","0","1","0","0","1","1","0","0","0","0","0","1","1"
"89432","6921919","1","1","0","0","0","0","0","1","1","0","0","1","1"
"89433","6888772","0","0","0","0","1","0","0","0","0","0","0","1","0"
"89434","6932347","1","1","1","0","1","1","0","0","1","1","1","0","0"
"89441","6867899","0","1","0","0","0","1","0","0","1","0","1","0","0"
