"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"110358",6902689,"low",2,1,4,722
"110359",6924573,"medium",0,2,1,918
"110360",6824771,"low",3,0,1,451
"110361",6840415,"high",4,3,1,596
"110365",6943190,"low",0,1,2,426
"110366",6938415,"low",3,0,0,355
"110369",6940303,"low",1,0,2,769
"110370",6875431,"low",2,3,4,1252
"110371",6874042,"low",1,4,1,532
"110373",6833266,"low",2,3,0,643
"110381",6905082,"low",0,0,0,41
"110386",6936907,"medium",2,4,1,466
"110387",6869496,"low",2,0,0,393
"110388",6828973,"low",1,0,2,880
"110392",6862939,"low",1,3,0,369
"110394",6920858,"low",0,0,1,202
"110395",6905808,"low",2,1,0,1215
"110397",6851927,"medium",0,2,1,1232
"110398",6864338,"low",2,2,4,983
"110399",6929456,"medium",0,0,0,0
"110400",6909864,"low",1,2,2,302
"110401",6842201,"low",1,3,2,855
"110404",6922627,"low",0,0,0,8
"110406",6831843,"low",1,2,1,379
"110409",6876356,"low",3,3,1,659
"110410",6878159,"high",2,1,2,703
"110411",6829527,"medium",0,0,1,361
"110415",6891367,"low",3,0,1,164
"110416",6925842,"medium",7,2,2,1071
"110418",6925815,"medium",1,1,1,995
"110419",6852476,"low",1,0,0,411
"110420",6909233,"low",3,4,0,337
"110423",6905738,"low",9,2,2,2032
"110424",6896344,"medium",4,1,2,918
"110425",6922667,"medium",2,3,1,646
"110426",6898575,"low",1,0,3,900
"110427",6874570,"medium",1,2,1,1083
"110430",6819021,"low",0,2,0,783
"110434",6879822,"high",6,3,0,534
"110436",6887072,"low",3,0,2,356
"110441",6885733,"high",1,1,1,349
"110446",6914582,"low",2,0,0,570
"110449",6927691,"medium",6,3,1,674
"110450",6909159,"low",2,3,2,427
"110455",6879399,"low",3,5,2,719
"110457",6933631,"low",5,2,2,620
"110458",6904364,"low",0,0,1,369
"110459",6881158,"low",2,0,2,305
"110460",6936995,"low",4,0,0,271
"110464",6885214,"low",2,3,5,1756
"110466",6866013,"low",3,0,1,461
"110467",6933167,"low",0,6,1,535
"110468",6929002,"low",1,0,0,454
"110478",6938286,"medium",2,2,1,1213
"110481",6832711,"low",6,9,4,955
"110482",6944768,"low",0,0,0,0
"110484",6820013,"low",1,0,0,74
"110491",6894935,"low",0,0,0,0
"110496",6823966,"low",0,2,0,794
"110499",6825884,"medium",1,3,3,652
"110500",6924800,"low",3,4,4,1120
"110503",6896326,"medium",0,1,2,474
"110504",6865647,"low",4,5,2,793
"110506",6932705,"high",0,2,0,789
"110508",6915159,"medium",2,1,4,1071
"110515",6845137,"medium",4,2,4,926
"110516",6882272,"low",11,2,2,1437
"110517",6879233,"low",0,5,1,1170
"110520",6926617,"low",3,0,1,1013
"110525",6870243,"low",6,2,1,624
"110526",6892671,"low",0,0,1,950
"110527",6881115,"low",0,0,0,0
"110531",6884388,"low",1,1,0,491
"110532",6908382,"high",2,3,1,700
"110534",6832939,"low",2,0,0,358
"110536",6904207,"low",2,2,2,861
"110537",6901973,"medium",0,1,3,820
"110540",6900989,"low",4,0,3,739
"110542",6837482,"low",2,3,0,484
"110544",6827520,"low",1,1,2,1564
"110549",6941155,"medium",1,0,0,283
"110552",6915364,"low",7,3,2,724
"110553",6822401,"low",0,0,0,114
"110554",6818139,"medium",3,7,1,1430
"110559",6873172,"low",1,2,3,444
"110560",6936382,"high",0,1,0,315
"110562",6920497,"low",1,1,0,976
"110570",6889345,"low",3,3,0,739
"110571",6883586,"low",1,1,1,717
"110574",6875007,"low",0,0,0,1
"110575",6834342,"medium",2,2,0,500
"110579",6946840,"low",0,0,0,8
"110582",6837947,"high",1,0,0,222
"110585",7239423,"low",2,3,2,612
"110587",6819164,"low",3,1,1,324
"110588",6850139,"medium",4,3,2,687
"110592",6825948,"medium",3,2,0,915
"110600",6875376,"low",5,7,4,1161
"110601",6837033,"medium",4,5,0,1533
"110603",6931488,"medium",7,3,2,978
"110608",6930119,"low",0,0,0,164
"110614",6902625,"low",2,1,1,649
"110615",6927046,"medium",5,3,0,715
"110618",6856689,"low",0,0,1,484
"110622",6881856,"high",3,3,2,610
"110624",6899851,"low",3,4,0,610
"110628",6819779,"medium",2,0,2,668
"110629",6867765,"low",1,0,0,211
"110632",6908438,"medium",3,3,1,603
"110633",6823557,"low",3,4,2,776
"110634",6887730,"medium",0,0,0,551
"110635",6886744,"high",2,0,0,288
"110637",6930543,"medium",4,2,1,572
"110638",6905248,"low",1,0,3,662
"110640",6888594,"low",3,1,2,895
"110642",6947886,"low",4,9,2,1220
"110643",6907841,"low",4,3,1,1179
"110645",6900856,"medium",0,4,1,468
"110650",6928890,"low",0,0,0,174
"110651",6896517,"medium",3,2,1,655
"110652",6896272,"low",5,5,1,633
"110653",6826112,"low",1,4,4,851
"110658",6822486,"medium",1,0,0,96
"110660",6946759,"medium",1,0,0,141
"110663",6931774,"low",4,2,3,743
"110667",6858650,"low",3,4,1,508
"110671",6844508,"low",2,0,5,885
"110673",6903256,"low",2,3,3,1078
"110678",6944370,"low",2,0,0,271
"110679",6926897,"medium",1,0,0,758
"110683",6815061,"medium",8,6,3,1370
"110692",6947813,"low",2,5,1,815
"110693",6903341,"low",0,1,0,345
"110694",6832066,"medium",6,0,2,657
"110696",6864459,"low",1,5,1,1854
"110699",6917407,"low",1,0,1,91
"110700",6888366,"low",0,0,0,1
"110701",6930312,"high",0,3,8,1458
"110703",6891619,"low",0,0,0,0
"110706",6881119,"low",0,0,0,0
"110708",6856296,"low",2,0,2,261
"110710",6864767,"low",0,0,0,1065
"110711",6884730,"low",2,3,1,346
"110712",6891038,"high",1,2,0,320
"110713",6833891,"medium",3,1,0,338
"110714",6858874,"low",0,0,0,164
"110715",6828970,"low",4,2,0,753
"110716",6927739,"low",0,0,0,217
"110719",6887885,"low",0,2,2,984
"110721",6873357,"low",4,1,2,848
"110724",6827631,"low",0,0,0,63
"110725",6848387,"low",2,1,3,1429
"110729",6941333,"low",0,0,1,397
"110733",6935316,"low",2,1,1,544
"110738",6895230,"low",2,0,0,569
"110740",6915605,"high",3,1,3,778
"110744",6913074,"low",0,1,0,459
"110745",6933084,"low",2,1,5,1436
"110746",7121807,"low",0,2,2,527
"110747",6895459,"medium",0,2,3,822
"110756",6919125,"medium",4,1,4,1008
"110762",6934670,"low",2,0,0,538
"110764",6923023,"low",2,0,2,963
"110769",6922946,"low",7,2,3,1053
"110774",6874670,"low",1,0,0,70
"110779",6843255,"high",1,0,0,141
"110781",6875892,"low",3,1,1,1017
"110783",6817560,"low",6,3,0,982
"110785",6899022,"low",0,2,1,585
"110790",6829751,"low",5,3,0,1100
"110792",6864490,"low",0,0,1,194
"110793",6838176,"medium",6,1,1,896
"110794",6908839,"low",0,5,0,570
"110795",6882040,"low",1,0,3,920
"110797",6908304,"low",2,1,0,645
"110801",6845412,"medium",3,2,2,629
"110802",6863282,"low",2,0,0,231
"110803",6939863,"low",0,0,0,68
"110805",6920800,"low",3,2,1,959
"110808",6911272,"low",0,0,1,228
"110809",6824704,"low",0,0,1,450
"110812",6940548,"low",5,8,1,1229
"110816",6932803,"low",3,3,1,785
"110818",6899174,"medium",1,1,1,524
"110824",6847099,"low",1,0,1,341
"110826",6879415,"low",6,3,1,864
"110828",6826039,"low",1,2,0,382
"110831",6923484,"high",4,1,1,833
"110833",6891119,"medium",5,0,0,276
"110835",6836756,"low",0,2,1,390
"110836",6822698,"low",2,3,2,540
"110837",6941664,"medium",1,2,1,463
"110838",6899966,"low",1,0,1,528
"110841",6869255,"low",2,0,1,291
"110844",6857184,"low",0,0,0,0
"110845",6827549,"low",1,1,0,153
"110846",6919276,"low",0,0,1,767
"110849",6927525,"medium",4,2,1,733
"110850",6876196,"high",0,0,0,24
"110852",6946190,"low",0,2,1,1551
"110855",6929938,"low",0,0,0,137
"110857",6874170,"low",0,1,1,391
"110858",6919243,"high",6,1,0,928
"110859",6875684,"low",3,1,0,527
"110869",6886633,"low",5,5,2,1329
"110871",6888461,"low",0,1,3,419
"110873",6888643,"low",3,1,0,554
"110875",6886477,"low",1,1,1,327
"110877",6842404,"low",1,0,3,874
"110878",6899069,"low",4,4,2,902
"110879",6891361,"high",2,4,4,808
"110881",6883008,"low",0,0,0,384
"110891",6922430,"low",0,0,2,631
"110895",6914126,"low",1,0,0,123
"110896",6824468,"low",0,1,0,627
"110899",6825672,"low",4,4,2,931
"110902",6881045,"low",3,1,2,480
"110905",6871447,"low",5,1,4,879
"110906",6936005,"medium",1,0,1,197
"110908",6851184,"low",1,0,1,253
"110911",6913143,"medium",3,3,1,838
"110912",6896183,"medium",0,0,0,24
"110915",6948342,"low",2,1,3,874
"110918",6893957,"medium",2,2,0,527
"110919",6965361,"low",1,3,2,625
"110921",6921189,"low",2,1,2,511
"110922",6822922,"high",3,1,1,264
"110923",6849242,"low",0,1,0,196
"110925",6821798,"low",1,3,1,1160
"110927",6816108,"medium",1,0,0,531
"110931",6849000,"low",0,2,0,452
"110932",6820054,"low",2,3,3,760
"110935",6829566,"low",2,1,1,559
"110938",6812048,"low",1,3,0,395
"110941",6927446,"low",3,1,1,514
"110943",6896284,"low",5,4,1,1410
"110944",6854967,"low",2,5,0,967
"110946",6910062,"low",5,2,1,548
"110947",6855155,"medium",5,3,2,803
"110952",6873222,"low",3,4,5,561
"110957",6905061,"low",0,1,0,353
"110958",6832207,"medium",1,2,0,550
"110960",6886900,"low",5,1,2,723
"110961",6862280,"low",0,2,7,1192
"110963",6935797,"low",4,1,1,681
"110964",6860261,"low",0,0,0,43
"110971",6824811,"medium",0,0,0,24
"110973",6928889,"low",2,2,1,596
"110976",6843971,"low",2,0,4,546
"110991",6839715,"low",3,1,3,1084
"110992",6828428,"low",0,1,0,307
"110993",6877677,"low",0,0,0,8
"110995",6853777,"low",0,0,0,0
"111000",6822300,"low",0,1,4,482
"111003",6915166,"low",4,3,3,1218
"111005",6947567,"low",6,2,3,844
"111011",6862827,"medium",1,1,1,565
"111020",6900635,"low",0,0,0,0
"111024",6815985,"high",1,5,1,447
"111028",6912860,"medium",5,2,0,657
"111030",6877529,"low",1,2,1,476
"111032",6861732,"low",1,1,1,535
"111037",6938873,"medium",0,1,2,313
"111040",6860660,"low",1,0,1,317
"111045",6913277,"low",2,3,1,520
"111050",6854527,"low",2,5,2,1292
"111053",6816182,"low",1,1,2,1049
"111055",6886217,"low",0,1,0,374
"111058",6890765,"medium",0,0,0,0
"111065",6837504,"low",0,1,0,551
"111068",6933273,"high",0,1,2,288
"111071",6827226,"low",3,0,1,479
"111072",6815682,"high",6,3,2,771
"111078",6868240,"medium",1,1,0,351
"111081",6935398,"high",0,1,0,586
"111082",6884082,"low",0,0,0,0
"111083",6836152,"low",2,0,1,159
"111084",6841798,"low",1,3,2,348
"111089",6910390,"low",3,1,2,649
"111090",6871134,"low",2,0,2,702
"111093",6870925,"medium",1,0,1,736
"111095",6894720,"low",0,0,0,8
"111098",6940980,"low",2,4,1,775
"111100",6838322,"medium",0,0,0,166
"111103",6897777,"low",0,0,0,1
"111105",6877731,"low",0,0,0,8
"111110",6853407,"low",0,0,0,198
"111111",6836199,"low",3,2,1,349
"111115",6947610,"low",0,2,1,454
"111117",6837916,"low",0,2,1,305
"111121",6854880,"low",2,0,0,322
"111123",6907763,"medium",7,5,2,872
"111128",6910532,"low",2,1,1,659
"111130",6842690,"high",1,1,1,1091
"111134",6866151,"low",0,1,0,221
"111138",6887393,"low",0,0,0,646
"111139",6919374,"low",0,0,0,8
"111140",6875920,"medium",1,0,0,719
"111142",7688092,"low",1,1,0,608
"111143",6861444,"low",2,1,4,810
"111146",6833840,"low",2,5,5,866
"111148",6813977,"medium",2,0,0,473
"111149",6914385,"high",3,0,0,356
"111150",6818879,"low",3,5,4,1067
"111152",6924341,"medium",3,5,2,1267
"111156",6817273,"low",1,4,2,661
"111157",6842931,"low",2,1,2,921
"111158",6838166,"medium",0,0,0,215
"111159",6934063,"low",5,0,0,387
"111160",6850746,"low",0,3,0,391
"111161",6892082,"low",1,6,2,536
"111164",6851158,"low",2,2,1,473
"111169",6905345,"low",6,1,0,748
"111172",6939437,"low",1,1,1,282
"111179",6923953,"low",2,0,1,779
"111182",6946568,"medium",3,1,4,768
"111183",6846433,"low",1,2,1,445
"111184",6935671,"medium",1,1,2,1069
"111187",6824307,"low",2,2,3,719
"111190",6829571,"low",2,0,1,422
"111191",6820119,"low",1,2,2,834
"111193",6842499,"low",1,0,3,431
"111194",6821590,"low",1,2,3,724
"111196",6843305,"low",3,2,0,1026
"111199",6834522,"high",0,5,1,161
"111201",6912073,"low",3,1,1,536
"111203",6914749,"medium",2,0,0,888
"111213",6929161,"low",1,1,0,400
"111217",6818731,"low",1,0,0,178
"111220",6929715,"low",3,3,1,548
"111222",6812659,"low",0,0,0,0
"111224",6847790,"low",0,1,0,229
"111228",6824385,"high",1,0,0,127
"111231",6840873,"low",6,3,0,480
"111233",6834705,"low",3,0,0,418
"111236",6872749,"low",2,1,0,425
"111238",6875755,"medium",2,0,0,784
"111241",6945522,"low",2,3,2,1180
"111244",6845186,"low",2,0,1,639
"111245",6940985,"low",1,0,1,564
"111246",6916633,"low",2,0,0,449
"111248",6849193,"low",2,4,3,945
"111250",6910523,"low",1,0,2,700
"111251",6829915,"low",1,0,0,331
"111252",6883985,"low",0,0,0,8
"111253",7714331,"low",5,2,1,524
"111259",6945062,"medium",4,2,1,1073
"111260",6921470,"medium",1,1,0,176
"111263",6853251,"low",0,0,0,0
"111266",6890556,"low",0,0,0,0
"111267",6820400,"low",1,0,3,836
"111270",6925237,"low",0,1,2,535
"111271",6933899,"low",2,3,2,509
"111273",6915936,"low",6,2,0,950
"111277",6836100,"low",0,1,0,66
"111278",6864672,"low",0,4,1,422
"111280",6816502,"high",4,2,0,500
"111282",6906931,"low",2,6,1,622
"111283",6903219,"medium",3,1,2,429
"111284",6838718,"low",0,0,0,8
"111285",6821903,"low",0,0,1,442
"111286",6902251,"low",1,1,0,561
"111287",6891434,"low",2,1,2,730
"111288",6920253,"low",2,2,0,1015
"111297",6846904,"low",1,1,1,660
"111301",6863239,"low",0,0,0,71
"111302",6943582,"low",2,1,2,976
"111304",6943809,"low",1,0,0,187
"111306",6825199,"low",1,0,0,403
"111314",6855001,"low",2,4,2,750
"111315",6842910,"low",4,7,4,1287
"111316",6943397,"low",2,2,5,1275
"111318",6890946,"low",3,2,1,688
"111323",6815987,"low",2,1,1,591
"111333",6936425,"low",4,0,1,722
"111336",6831264,"low",4,6,1,773
"111339",6881062,"low",1,0,0,50
"111340",6948218,"medium",6,3,3,1126
"111345",6830045,"low",5,4,1,1252
"111348",6846610,"medium",2,3,1,1057
"111352",6813402,"low",5,2,0,806
"111353",6845371,"low",3,4,2,651
"111354",6855154,"low",0,1,1,290
"111357",6873925,"low",2,4,1,675
"111358",6936229,"medium",7,6,2,851
"111359",6925318,"low",1,0,1,222
"111362",6886459,"low",1,0,0,259
"111365",6842364,"low",1,0,3,840
"111367",6846076,"low",2,1,0,610
"111368",6835481,"low",1,1,0,418
"111369",6940093,"medium",3,3,0,932
"111370",6845198,"low",3,1,2,1072
"111372",6835052,"low",0,0,0,8
"111373",7233985,"low",1,4,0,421
"111377",6936429,"medium",4,0,0,774
"111381",6927687,"low",2,0,2,628
"111383",6836934,"low",3,2,1,562
"111387",6918457,"low",2,1,4,978
"111390",6892435,"low",1,1,0,570
"111391",6910313,"medium",0,0,0,443
"111392",6888105,"low",0,1,0,685
"111394",6898975,"medium",2,4,2,632
"111398",6821337,"low",2,1,0,583
"111400",6924778,"medium",7,6,3,1047
"111402",6864943,"low",0,0,0,236
"111403",6923979,"low",4,3,0,918
"111404",6884160,"low",0,0,0,0
"111406",6828378,"low",0,1,0,403
"111407",6863204,"low",0,0,0,1
"111412",6933850,"low",1,1,0,235
"111422",6864732,"medium",0,0,0,41
"111423",6842913,"low",2,2,0,507
"111425",6845022,"medium",4,9,1,893
"111426",6888744,"low",2,1,2,507
"111427",6840674,"low",2,3,0,299
"111431",6854456,"low",1,2,2,578
"111433",6889707,"low",1,1,1,623
"111435",6875189,"low",0,1,4,1248
"111438",6858600,"low",1,0,2,466
"111439",6841745,"low",3,4,0,374
"111447",6924909,"low",3,4,3,711
"111449",6858946,"medium",3,4,1,896
"111453",6814074,"low",4,1,0,987
"111454",6892769,"low",5,3,5,1046
"111463",6920373,"high",1,0,1,498
"111464",6885625,"low",2,2,1,477
"111469",6822479,"low",4,2,0,705
"111471",6872581,"low",0,0,0,8
"111475",6905568,"low",0,0,2,407
"111477",6942078,"low",2,5,2,1018
"111478",6865810,"low",3,1,2,891
"111479",6868618,"low",3,1,1,655
"111481",6860898,"low",2,2,0,454
"111482",6936320,"medium",5,1,2,1047
"111484",6865951,"high",0,1,1,1033
"111485",6854755,"medium",0,0,0,582
"111486",6933324,"low",0,3,1,298
"111489",6829418,"low",4,0,0,455
"111492",6918120,"low",2,4,0,699
"111493",6840838,"high",3,2,2,572
"111498",7003704,"medium",1,0,0,125
"111499",6893505,"low",6,2,2,851
"111503",6894626,"low",0,0,0,8
"111506",6893364,"medium",3,2,7,1222
"111512",6943659,"medium",4,9,2,812
"111515",6819156,"low",1,4,5,1429
"111517",6932604,"low",1,1,1,568
"111522",6931630,"high",1,1,0,758
"111527",6879091,"low",2,0,0,1935
"111528",6910701,"low",6,3,1,1100
"111530",6932569,"medium",1,5,2,1549
"111531",6887778,"high",2,0,0,335
"111534",6854661,"high",5,3,1,811
"111537",6850309,"low",0,0,0,182
"111540",6815976,"medium",3,2,1,670
"111542",6927452,"low",2,2,0,508
"111544",6872145,"low",0,1,0,340
"111545",6893168,"low",5,4,0,699
"111547",6916173,"low",0,0,0,8
"111551",6839011,"low",1,3,1,890
"111552",6907195,"low",2,0,1,1074
"111553",6918456,"low",2,4,3,937
"111555",6868768,"low",0,0,1,390
"111559",6876375,"low",1,4,1,955
"111561",6940112,"low",9,6,2,1139
"111562",6886406,"low",0,0,0,0
"111571",6854942,"low",1,2,1,989
"111572",6876416,"medium",2,2,3,675
"111578",6897937,"low",0,1,0,106
"111579",6828614,"high",0,0,0,152
"111586",6830498,"medium",0,2,0,648
"111587",6881926,"low",3,5,2,674
"111588",6922127,"low",0,1,1,450
"111589",6903785,"low",1,1,0,426
"111590",6938238,"low",1,7,3,1174
"111593",6828439,"medium",0,3,0,571
"111597",6916447,"low",3,0,0,501
"111601",6917047,"low",2,1,3,507
"111602",6827728,"low",0,2,1,564
"111604",6894372,"low",0,0,0,8
"111605",6816061,"low",7,2,4,1697
"111606",6827658,"low",1,3,0,398
"111609",6838453,"low",2,1,0,352
"111610",6816014,"medium",2,2,1,922
"111611",6822293,"medium",2,2,0,531
"111613",6926285,"medium",2,4,0,703
"111617",6858698,"low",1,0,1,512
"111627",6864840,"low",2,2,0,395
"111634",6812061,"low",4,4,1,566
"111636",7466338,"low",4,1,0,418
"111639",6899289,"high",3,3,0,1080
"111640",6910502,"low",1,0,2,715
"111642",6900767,"low",0,0,0,0
"111646",6812437,"low",1,0,0,199
"111650",6851968,"low",7,3,4,1661
"111654",6934826,"low",2,2,0,438
"111657",6911692,"low",3,2,2,491
"111658",6878465,"low",2,0,0,447
"111659",6823937,"low",2,1,1,647
"111660",6830022,"medium",1,0,1,344
"111663",6830456,"medium",2,1,0,348
"111666",6813364,"low",1,0,1,753
"111668",6901408,"medium",3,8,3,2224
"111669",6851867,"low",6,2,1,725
"111671",6829297,"medium",0,0,0,0
"111673",6911514,"medium",1,3,3,692
"111675",6912595,"medium",2,1,1,438
"111676",6902394,"high",2,1,2,684
"111678",6849396,"low",0,0,4,506
"111680",6887602,"high",2,0,0,526
"111681",6888307,"low",2,0,0,269
"111682",6852620,"medium",1,0,0,719
"111688",6898455,"low",0,0,0,216
"111689",6860995,"low",2,0,0,458
"111692",6879925,"low",3,0,1,360
"111693",6946619,"low",0,0,0,364
"111695",6910343,"low",1,0,2,905
"111696",6855221,"medium",3,2,0,616
"111701",6888943,"low",0,0,0,24
"111704",6861555,"low",3,3,3,605
"111705",6839712,"low",2,2,1,605
"111706",6876962,"low",2,2,3,679
"111710",6820842,"medium",2,0,1,553
"111712",6935634,"medium",1,0,2,767
"111713",6925651,"medium",3,4,0,564
"111715",6937289,"low",3,2,8,2056
"111720",6929975,"low",1,0,0,207
"111724",6943935,"low",2,0,0,39
"111728",6932482,"low",2,3,0,479
"111731",6897880,"low",0,0,0,191
"111737",6876483,"low",0,0,0,24
"111739",6814585,"medium",1,5,0,492
"111741",6925704,"low",5,3,2,991
"111742",6852413,"low",0,0,0,110
"111744",6947660,"low",3,1,3,1266
"111745",6840209,"low",5,3,0,517
"111746",6825924,"low",1,1,0,409
"111748",6818685,"low",0,0,0,583
"111751",6863668,"low",4,1,0,1165
"111752",6874321,"medium",3,6,1,565
"111754",6891283,"low",2,2,3,1015
"111755",6886930,"low",5,1,3,762
"111756",6919728,"low",1,1,1,689
"111757",7300869,"low",2,2,2,679
"111758",6828465,"low",1,3,0,859
"111762",6866952,"low",0,4,2,628
"111768",6862377,"low",3,2,1,554
"111769",6923090,"low",1,0,0,908
"111770",6866377,"low",0,0,0,8
"111775",6860598,"medium",3,2,1,497
"111776",6929321,"low",1,4,0,465
"111777",6863005,"low",0,0,1,121
"111782",6816024,"medium",2,3,2,719
"111783",6843723,"medium",3,7,2,773
"111784",6825437,"medium",4,1,4,1013
"111786",6872616,"medium",1,1,1,414
"111788",6919913,"medium",2,2,7,872
"111790",6873139,"medium",3,5,1,470
"111791",6895706,"low",0,0,0,303
"111792",6876262,"low",3,4,3,1041
"111793",6841503,"low",2,2,1,318
"111794",6910398,"medium",1,0,0,318
"111795",6837877,"medium",2,3,2,763
"111796",6946737,"medium",1,2,3,663
"111799",6840670,"medium",3,1,0,397
"111800",6945109,"low",1,1,0,606
"111801",6826121,"medium",3,3,1,724
"111802",6908640,"low",1,0,0,422
"111803",6918635,"medium",0,3,0,973
"111809",6882026,"low",0,0,0,332
"111811",6873120,"low",2,3,0,630
"111813",6915695,"low",1,0,3,892
"111814",6916145,"medium",1,0,1,321
"111815",6915326,"low",0,0,1,317
"111816",6825235,"low",5,5,2,592
"111817",6811957,"high",0,0,1,94
"111818",6864918,"low",0,0,0,24
"111821",6866840,"low",8,2,1,713
"111822",6934594,"low",1,2,0,424
"111828",6939535,"low",1,2,1,480
"111829",6924931,"low",1,4,0,527
"111830",6887154,"low",3,1,0,1255
"111831",6879187,"medium",3,5,2,582
"111832",7227741,"low",0,3,3,578
"111833",6863700,"low",0,0,0,105
"111835",6900558,"low",0,0,0,0
"111838",6912370,"low",0,3,1,310
"111843",6818382,"medium",0,0,0,578
"111846",6902650,"low",1,1,1,443
"111847",6862626,"low",1,0,3,503
"111848",6848958,"low",1,2,0,259
"111849",6946967,"low",0,0,0,161
"111856",6932143,"low",2,1,0,414
"111859",6912802,"low",2,3,2,466
"111860",6842972,"low",3,0,1,373
"111868",6868999,"low",2,1,0,331
"111871",6928281,"low",0,0,0,41
"111875",6871277,"low",1,0,1,398
"111876",6897468,"low",4,0,2,548
"111884",6880915,"low",2,0,0,282
"111885",6935186,"low",1,3,1,555
"111891",6837101,"low",3,1,4,1447
"111897",6932714,"low",1,3,3,819
"111900",6845312,"low",1,2,1,892
"111902",6827447,"low",5,3,2,681
"111903",6860017,"low",2,1,1,722
"111904",6930034,"low",1,1,2,1284
"111905",6876122,"low",1,1,1,350
"111906",6898350,"medium",1,0,0,517
"111909",6894690,"low",3,0,1,555
"111913",6862575,"low",3,3,3,656
"111915",6861468,"low",3,4,3,625
"111917",6838910,"low",1,0,0,320
"111919",6913096,"medium",2,0,2,696
"111921",6866393,"low",0,0,0,0
"111923",6827289,"high",3,1,1,539
"111930",6938098,"high",1,2,1,560
"111932",6871034,"high",4,1,5,1044
"111934",6910426,"low",0,3,3,706
"111936",6912338,"low",3,3,1,451
"111939",6842412,"low",1,0,3,943
"111941",6870480,"low",1,0,3,885
"111945",6833580,"medium",0,2,2,421
"111946",6862480,"high",3,0,2,798
"111951",6888428,"low",1,3,1,568
"111952",6851398,"high",9,3,1,817
"111954",6926253,"low",0,0,0,0
"111956",6887383,"low",1,0,1,337
"111958",6866516,"low",0,0,0,0
"111961",6937807,"low",1,1,2,805
"111962",6860728,"low",4,2,0,981
"111967",6939620,"low",0,0,0,122
"111972",6884136,"low",0,0,0,0
"111977",6878030,"medium",1,2,1,141
"111979",6919561,"medium",2,3,1,1079
"111983",6891041,"medium",3,1,1,423
"111987",6948163,"medium",1,3,4,938
"111994",6940081,"low",3,6,7,1575
"111995",6897740,"low",1,2,0,356
"112001",6937508,"low",2,2,4,767
"112006",6829894,"low",3,1,3,841
"112013",6874023,"low",0,0,0,139
"112017",6894507,"low",3,0,2,808
"112018",6921472,"low",1,1,0,378
"112019",6840427,"low",6,5,1,407
"112020",6925198,"medium",3,1,2,404
"112021",6925029,"low",0,0,0,132
"112025",6943588,"low",5,2,2,671
"112026",6853613,"low",0,0,0,290
"112027",6853363,"low",0,3,2,933
"112028",6848688,"low",2,0,4,730
"112029",6907078,"high",0,0,3,368
"112030",6866859,"medium",7,2,3,962
"112034",6908217,"low",5,3,0,537
"112035",6843229,"medium",2,2,1,483
"112036",6812491,"low",5,2,0,502
"112041",6817103,"low",1,3,1,364
"112042",6835110,"low",0,0,0,8
"112044",6858119,"low",4,4,3,956
"112047",6899274,"low",0,0,1,392
"112048",6918695,"high",1,0,0,399
"112049",6844483,"medium",5,6,2,1630
"112054",6813207,"high",3,4,1,954
"112055",6901389,"low",0,2,0,812
"112056",6888320,"low",0,2,0,254
"112057",6895123,"medium",2,1,4,610
"112058",6935716,"low",1,6,0,665
"112062",6919899,"low",4,2,1,753
"112066",6869058,"medium",2,5,0,315
"112067",6821380,"medium",1,0,6,1900
"112070",6853055,"medium",1,1,0,277
"112071",6843678,"low",2,3,3,880
"112073",6873501,"low",0,1,1,347
"112077",6875609,"low",0,0,0,558
"112078",7681171,"low",4,2,1,783
"112082",6921181,"low",0,0,0,262
"112083",6842236,"medium",6,3,2,1321
"112092",6883666,"low",1,0,0,370
"112095",6868769,"medium",0,3,3,549
"112097",6871116,"low",0,0,1,171
"112098",6881399,"low",0,0,0,105
"112099",6901137,"low",1,0,1,395
"112100",6846921,"low",0,1,0,308
"112101",6929126,"low",2,3,2,930
"112103",6873204,"high",0,0,2,558
"112107",6910644,"high",1,0,1,684
"112110",6876079,"low",1,3,0,573
"112114",6816666,"low",0,1,0,556
"112117",6911265,"low",1,1,2,374
"112118",6845122,"low",5,5,1,832
"112125",6904462,"medium",3,0,0,306
"112126",6935975,"low",2,1,0,550
"112129",6849316,"medium",4,4,0,684
"112131",6945344,"low",3,1,1,600
"112134",6828334,"low",3,1,2,877
"112135",6816065,"low",2,1,4,1047
"112141",6860463,"medium",3,2,1,319
"112143",6843856,"low",0,0,0,226
"112147",6912758,"high",3,3,0,495
"112148",6830180,"high",2,1,0,234
"112150",6844182,"medium",4,2,0,483
"112155",6831477,"low",4,0,1,468
"112157",6886131,"low",1,5,0,541
"112158",6853475,"low",0,0,0,0
"112159",6855673,"medium",2,1,1,391
"112161",6934749,"low",2,4,1,733
"112166",6918659,"low",3,4,0,978
"112167",6887480,"low",5,4,2,1406
"112170",6899119,"medium",1,2,1,728
"112171",6888161,"low",1,1,2,450
"112173",6902144,"low",1,1,0,246
"112176",6903751,"low",1,0,0,61
"112179",6886622,"low",1,0,0,283
"112180",6947585,"low",6,3,1,565
"112182",6876870,"low",6,1,2,749
"112185",6942008,"medium",7,5,0,1414
"112186",6826996,"low",2,3,2,545
"112187",6820196,"low",2,1,1,394
"112188",6819345,"low",2,0,0,243
"112189",6831046,"low",0,0,0,8
"112190",6836482,"low",2,3,0,421
"112191",6877869,"low",2,2,1,371
