category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
Book Clubs,Mon Feb 13,1,54,1,"125 E 15th St, New York, NY",2,7:00 PM,"Hugo and Nebula Award Winners Sci-fi Book Club Meetup - New York, NY"
Book Clubs,Wed Mar 8,1,364,1,,30,6:00 PM,"Women's 'Novels of New York' Book Club - New York, NY"
Book Clubs,Sat Feb 18,4,50,2,,None,3:00 PM,"""The Book Was Better"" Reading Group - New York, NY"
Book Clubs,Tue Mar 7,11,613,6,"18 East 33rd Street (Between 5th and Madison), New York, NY",63,7:00 PM,"Smutty Book Club - New York, NY"
Book Clubs,Fri Feb 10,29,841,5,"Stevens Institute of Technology, 1 Castle Point Terrace, Hoboken, NJ",171,8:00 PM,"JC Book Club - Jersey City, NJ"
Book Clubs,Wed Feb 22,8,937,1,"108 Bedford Avenue, Brooklyn, NY",61,7:30 PM,"The Williamsburg Modern Lit Book Club - Brooklyn, NY"
Book Clubs,Tue Feb 14,2,186,3,,58,6:00 PM,"221B NYC - New York, NY"
Book Clubs,None,16,None,None,None,None,None,"The Women's Bio Book Club - New York, NY"
Book Clubs,None,10,None,None,None,None,None,"Young @ Heart Book Club - New York, NY"
Book Clubs,Wed Feb 15,6,231,None,"356 West 44th St, New York, NY",None,8:00 PM,"Non-Fiction Book Club (20s/30s) - New York, NY"
Book Clubs,None,None,None,None,None,None,None,None
Book Clubs,Tue Feb 28,25,"3,199",1,"53 Spring Street, New York, NY",98,6:45 PM,"The New York Girly Book Club - New York, NY"
Book Clubs,Sun Mar 5,20,"2,081",5,"140 2nd Ave, New York, NY",79,7:00 PM,"The Moderns:  The Modern Library 100 Greatest Book Club - New York, NY"
Book Clubs,Mon Feb 27,6,437,5,"188 Ludlow St, New York, NY 10002, New York, NY",None,7:00 PM,"Silent Book Club - NYC - New York, NY"
Book Clubs,Sun Feb 26,16,"1,243",1,"590 Madison Avenue (at 57th Street), New York, NY",45,4:00 PM,"All Those Books You Wish You Read - New York, NY"
Book Clubs,None,2,None,None,None,None,None,"Literary Cocktailers NYC Book Club (age: 20s-30s) - New York, NY"
Book Clubs,Mon Feb 27,16,"1,538",1,"647 Columbus Avenue, between 91 and 92, New York, NY, New York, NY",66,7:00 PM,"The Upper West Side Book Club - New York, NY"
Book Clubs,Wed Feb 15,5,732,40,"42 Rivington Street, New York, NY",None,7:00 PM,"Fiction Addiction: Women Hooked on Books - New York, NY"
Book Clubs,None,4,None,None,None,None,None,"Sunnyside/Woodside Book Group - Woodside, NY"
Dance,Tue Apr 11,1,569,1,"520 Eighth Avenue, New York, NY",93,6:00 PM,"Bollywood Funk NYC Dance School - Jersey City - Jersey City, NJ"
Dance,None,1,97,36,None,None,None,"Occupy Dance - New York, NY"
Dance,None,None,29,None,None,None,None,"NYC Tango - New York, NY"
Dance,None,3,336,91,None,None,None,"Learn to Swing Dance / Lindy Hop - New York, NY"
Dance,None,5,760,114,None,None,None,"""NY Tango: Shortcut To Happiness"" - New York, NY"
Dance,None,8,412,82,None,None,None,"TAPPY HOUR - New York, NY"
Dance,Sun Feb 19,4,"1,044",1,"240 West 54th Street, New York, NY",438,7:00 PM,"NYC Swing Dancing - New York, NY"
Dance,None,48,57,None,None,None,None,"celebrate tango - New York, NY"
Dance,None,16,"1,269",260,None,None,None,"""NYC Tango & Wine Lover"" - New York, NY"
Dance,None,7,None,None,None,None,None,"New York Ballroom and Latin Dancing Meetup Group - New York, NY"
Dance,None,6,None,None,None,None,None,"New York City Salsa & Bachata Dancing - New York, NY"
Dance,None,2,208,None,None,None,None,"Having Fun the Salsa Experience - New York, NY"
Dance,Sun Feb 12,31,48,43,"11 Newel St , Brooklyn , NY",None,3:00 PM,"FIYAH maaaddness - New York, NY"
Dance,Mon Feb 13,50,98,110,"26-80 30th Street , Astoria, NY",None,7:00 PM,"Astoria Dance Classes - Astoria, NY"
Dance,Thu Feb 16,10,149,37,"244 West 54th Street, New York, NY",None,6:30 PM,"Midtown Manhattan Zumba Classes Meetup - New York, NY"
Dance,Sat Feb 11,4,639,10,"37 W 26th St, 9th Floor, New York, NY",141,2:00 PM,"New York Tango Practica Meetup - Rebecca Hosts - New York, NY"
Dance,None,1,None,None,None,None,None,"NYC Dance Parties & Beyond plus Dance Calendars - New York, NY"
Dance,None,16,795,90,None,None,None,"NYC Barn Dance - New York, NY"
Dance,Sun Feb 12,10,50,14,,None,7:00 PM,"Tango Sundays - New York, NY"
Dance,Wed Feb 15,16,948,86,"58-02 37th avenue, Woodside, NY",None,8:00 PM,"Salsa Dance Parties in New York City - New York, NY"
Dance,Sat Feb 11,3,"1,237",146,"22 WEST 34ST 4TH FLOOR, New York, NY",None,7:00 PM,"Salsa in NYC - New York, NY"
Dance,Sun Feb 12,10,112,21,"500 8th Ave, New York, NY",None,3:00 PM,"Rueda de Casino in New York City! - New York, NY"
Dance,Sat Feb 11,9,264,12,"412 8th Ave & 31st St, 4th Floor, New York, NY",595,8:00 PM,"The New York Ballroom Dance Meetup - New York, NY"
Dance,Mon Feb 13,10,122,19,"138-95 Francis Lewis Blvd., Rosedale, NY",None,8:00 PM,"The Soca Dance Experience - New York, NY"
Dance,Sat Feb 11,10,508,38,"257 West 39th Street, 14th Floor, New York, NY",None,5:00 PM,"Beginner Hip Hop Dance Classes NYC - New York, NY"
Dance,Fri Feb 10,1,443,10,"670 Grand St, Brooklyn, NY",75,9:00 PM,"Brooklyn Salsa Meetup - Brooklyn, NY"
Dance,Mon Feb 13,4,427,66,"131 West 35th Street (between Broadway & 7 th Ave.) 5th Floor , New York, NY",721,8:00 PM,"Tango Date NYC - New York, NY"
Dance,Mon Feb 13,29,449,21,"54 Coles Street, Jersey City, NJ","1,593",8:00 PM,"Jersey City ~ Hoboken Bellydance Meetup - Jersey City, NJ"
Dance,Sat Feb 11,23,385,20,"440 Lafayette St, New York, NY","1,257",2:00 PM,"NYC Bellydance Meetup! - New York, NY"
Dance,None,1,69,None,None,None,None,"Women Dancers who want to Express & Perform. - Brooklyn, NY"
Dance,Sun Feb 12,1,145,3,"34-27 Steinway St., Astoria, NY",None,6:30 PM,"#SalsaInQueens - Astoria, NY"
Dance,Sat Feb 11,1,25,2,,None,7:00 PM,"Balkan Culture and Solidarity Meetup - New York, NY"
Dance,Tue Feb 14,2,415,10,"244 West 54th St., New York, NY",308,8:00 PM,"ProAm Dance Team - The Best Dance Team in USA - TEAMNYC - New York, NY"
Dance,Sat Feb 11,19,"2,067",243,"29 West 36th Street , New York, NY, NY",None,9:00 PM,"SALSA NEW YORK Classes, Workshops, Parties & Special Offers - New York, NY"
Dance,Sat Feb 11,3,592,2,"201 West 13th Street, New York, NY",238,7:30 PM,"Country Dance New York - New York, NY"
Dance,Tue Apr 11,3,819,2,"520 Eighth Ave (36 & 37 St), New York, NY",132,6:00 PM,"Naach Xpress- Dance and Exercise the Bollywood way! - Jersey City, NJ"
Dance,Fri Feb 10,3,715,17,"54 W 21st St, New York, NY",746,6:00 PM,"Salsa Dance NYC Students & Teachers Meetup - New York, NY"
Dance,Wed Feb 15,2,101,12,"419 Monmouth St, Jersey City, NJ",None,8:15 PM,"Tango Kin - Jersey City Argentine Tango - Jersey City, NJ"
Dance,Wed Feb 15,9,260,26,"22 west 34th street, New York, NY",None,8:30 PM,"New York Swing Dancing Meetup - New York, NY"
Dance,Sat Feb 11,44,148,293,"412 Eighth Avenue, NY, NY",None,7:00 PM,"West Coast Swing New York - New York, NY"
Dance,Fri Feb 10,10,417,290,,None,10:00 PM,"International Dance & Music Meetup - New York, NY"
Dance,Sun Feb 19,20,542,1,"240 West 54th Street, New York, NY",105,7:00 PM,"Sock Hop Sundays - New York, NY"
Dance,None,5,None,None,None,None,None,"NEW YORK SALSA MEETUP - New York, NY"
Dance,Mon Feb 20,5,701,1,"suite 306, New York, NY",52,7:30 PM,"NYC Social Partner Dance Club Meetup - New York, NY"
Dance,Fri Feb 10,19,"1,014",196,"22 west 34th street, New York, NY",None,8:30 PM,"New York Social Dancing Meetup - New York, NY"
Dance,None,4,None,None,None,None,None,"NY DANCE PARTIES - New York, NY"
Dance,Sat Feb 11,5,"1,945",5,"29 West 36th Street , New York, NY, NY",190,9:00 PM,"BACHATA NEW YORK Classes, Workshops,Parties & Special offers - New York, NY"
Dance,Sat Feb 11,4,"1,227",41,"410 West 47th Street, 2nd Floor, New York, NY","1,442",10:00 AM,"Ballet Basics for Adult Humans - New York, NY"
Dance,None,None,None,None,None,None,None,"Dominican & Colombian dance group - Brooklyn, NY"
Dance,Sat Feb 11,3,839,168,"22 WEST 34ST 4TH FLOOR, New York, NY",None,7:00 PM,"BachataMania - New York, NY"
Dance,Sat Feb 11,4,268,1,"28 West 27th Street, 10th Floor, New York, NY",27,8:00 PM,"The Barefoot Boogie - New York, NY"
Dance,None,3,120,None,None,None,None,"NYC SINFULLY FIT active women getting fit and having fun - Astoria, NY"
Dance,Sun Feb 12,1,380,1,"192 Mercer Street, New York, NY",6,1:00 PM,"BRUNCHATA NYC - New York, NY"
Dance,Fri Feb 10,1,"1,247",75,"189 Brunswick St, 3rd Floor, Jersey City, NJ",591,6:00 PM,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More! - Jersey City, NJ"
Dance,Sun Feb 12,6,"1,265",33,"22 West 34th Street, New York, NY",718,5:00 PM,"NEW YORK SALSA GROUP - New York, NY"
Dance,Tue Feb 14,1,114,2,"440 Lafayette Street (Lafayette off Astor Place), New York, NY",None,8:45 PM,"Downtown Tango Meetup - New York, NY"
Dance,None,1,None,None,None,None,None,"NYC: *SASSY* Dance Classes for Women (Hip-Hop, Heels, Jazz) - New York, NY"
Dance,Fri Feb 10,12,591,62,"37 West 26th Street, New York, NY",None,8:15 PM,"Friday Night Blues NYC - New York, NY"
Dance,None,8,None,None,None,None,None,"NYC Dance Events - New York, NY"
Dance,Mon Feb 13,17,297,10,"410 West 40th , New York, NY",348,7:00 PM,"Scotia Scottish Country Dancers - New York, NY"
Dance,Thu Feb 16,19,405,11,"at Park Avenue & 50th Street.   The Community Center entrance is at 109 East 50th Street    , New York, NY",356,7:30 PM,"The New York Scottish Country Dancing Meetup Group - New York, NY"
Dance,Sat Mar 4,20,"1,053",2,"622 Degraw Street, Brooklyn, NY",427,10:00 PM,"Dancehall & Reggae Alliance - New York, NY"
Dance,Fri Feb 10,41,"2,271",2,"230 Fifth Ave, New York, NY",544,6:00 PM,"The New York Latin Social Group - New York, NY"
Dance,None,66,"9,113",80,None,None,None,"Flash Mob America (New York) - New York, NY"
Dance,Mon Feb 13,20,583,344,"140 2nd Avenue ( between 8th & 9th St), New York, NY",None,7:30 PM,"Tango meetup night in NYC with classes and dancing - New York, NY"
Dance,Fri Feb 10,33,808,167,"35 East 13th Street, 2nd floor, New York, NY",None,9:30 PM,"Bachata in New York City! - New York, NY"
Dance,Sun Feb 12,74,"3,956",7,"334 Amsterdam Avenue, New York, NY","1,124",7:30 PM,"New York City Swing Dance Group - New York, NY"
Dance,Fri Feb 10,8,"4,549",5,"29-19 24th Ave,Located between 29th and 31st Sts., Astoria, Queens., NY",271,10:00 PM,"GET YOUR DANCE ON NYC! - New York, NY"
Dance,None,None,None,None,None,None,None,"New York Sexy Dance Fitness Meetup - New York, NY"
Dance,Fri Feb 10,8,703,10,,295,10:00 PM,"Salsa, Reggaeton & Latin Dance Meetup - New York, NY"
Dance,Sun Feb 19,4,120,2,"230 5th Ave(Corner 27th street on 5th Ave), 10037, NY",None,7:00 PM,"Brooklyn Dance Meetup - Brooklyn, NY"
Dance,None,10,None,None,None,None,None,"NYC Latin & Ballroom Dance - New York, NY"
Dance,Fri Feb 10,2,193,14,"37 W 26th St Fl 9, New York, NY",None,9:30 PM,"Salsa Bachata NYC Meetup - Brooklyn, NY"
Dance,Sun Mar 5,4,"1,426",12,"22 west 34th street, New York, NY",98,7:30 PM,"Kizomba in New York City! - New York, NY"
Dance,Fri Feb 10,12,173,10,"2121 Broadway , New York, NY",None,8:00 PM,"Hip Hop and AfroDance NYC - New York, NY"
Dance,Fri Feb 10,15,"1,867",10,,444,7:30 PM,"New York Tango - New York, NY"
Dance,Sat Feb 11,5,215,7,"257 West 39th Street #14, New York, NY",None,5:30 PM,"New York Friends & Dance - New York, NY"
Dance,Sun Feb 19,6,881,398,"230 Fifth Ave btw 25th and 26th Sts, New York, NY",None,7:00 PM,"NYC Club Dancing Meetup Group - New York, NY"
Dance,Sat Feb 11,2,"2,562",3,"22 WEST 34ST 4TH FLOOR, New York, NY",327,7:00 PM,"Salsamania NYC - New York, NY"
Dance,Sun Feb 12,4,172,9,,None,7:00 PM,"New York Beginner Salsa and Bachata Classes - New York, NY"
Dance,Sun Feb 19,7,821,124,"230 Fifth Ave., New York, NY",None,7:00 PM,"NYC Dance for Lunch - New York, NY"
Dance,Thu Feb 23,28,"5,150",15,"33 Irving Place, New York, NY","1,613",6:30 PM,"Mini Adventures For Free - Hiking, Dancing, Sports & More - New York, NY"
Dance,Sun Feb 12,13,714,17,"520 8th Avenue (between 36th and 37th Streets, New York, NY",247,3:00 PM,"Empire Steppers - New York, NY"
Dance,Fri Mar 10,5,851,4,"200 Varick Street, New York, NY",141,7:00 PM,"NYC Salsa - New York, NY"
Dance,Sun Feb 12,3,"2,462",7,"Midtown Manhattan, New York, NY","1,036",7:00 PM,"NYC New to Dance Meetup Group - New York, NY"
Dance,None,None,None,None,None,None,None,"New York Social Dance Parties & Classes Meetup - New York, NY"
Dance,Wed Feb 15,13,"3,227",16,"25 W 31st street, New York, NY",543,7:00 PM,"Cuban Salsa New York - New York, NY"
Dance,Sat Feb 11,106,"13,050",134,"412 8th Ave & 31st St, 4th Floor, New York, NY","2,441",1:30 PM,"Salsa New York - New York, NY"
Dance,None,None,None,None,None,None,None,None
Dance,None,2,85,9,None,None,None,"Traditional Malaysian Dance by Esther DeCew - Astoria, NY"
Dance,Mon Feb 13,4,"1,128",4,"27-16 23rd Avenue , Astoria, NY",146,6:30 PM,"Swing Dance Astoria & LIC Meetup - Astoria, NY"
Pets,None,None,None,None,None,None,None,"Pictures of puppies - New York, NY"
Pets,None,None,20,None,None,None,None,"Downtown Dachshunds and Friends - New York, NY"
Pets,None,1,63,None,None,None,None,"Manhattan Dog Training Club - New York, NY"
Pets,None,59,13,None,None,None,None,"Six Legged Run! - New York, NY"
Pets,None,None,2,None,Coming soon,None,None,"Hugs, Pugs, n' Mugs - New York, NY"
Dance,None,57,"2,156",116,None,None,None,"Empire Line Dancers(NYC) - New York, NY"
Pets,None,None,1,None,Coming soon,None,None,"CKC Master Race - Hoboken, NJ"
Pets,None,None,61,None,None,None,None,"New York puppy social - New York, NY"
Pets,None,None,None,None,None,None,None,"Brooklyn Small Breed Dogs Meetup - Brooklyn, NY"
Pets,None,None,39,None,None,None,None,"Hoboken Small Dog Meetup - Hoboken, NJ"
Pets,None,None,None,None,None,None,None,"Meow Models: Cat Life Drawing Workshop - New York, NY"
Pets,None,1,40,None,None,None,None,"Dykes and their Dogs in Westchester - New York, NY"
Pets,None,1,15,None,None,None,None,"NY & NJ(Waterfront) Miniature Pinscher Meetup - New York, NY"
Pets,None,4,93,None,None,None,None,"Brooklyn Birdwatching - Brooklyn, NY"
Pets,None,1,299,3,None,None,None,"New York Pets Meetup - New York, NY"
Pets,Sat Feb 11,1,79,20,Coming soon,372,7:45 AM,"Harlem Meer Mutts Club - New York, NY"
Pets,None,3,79,None,None,None,None,"Safe and Sound Hounds - New York, NY"
Pets,None,4,62,7,None,None,None,"Upper West Side Beaglers - New York, NY"
Pets,None,6,1,None,Coming soon,None,None,"New York Fake Jianbing Meetup - New York, NY"
Pets,None,3,169,None,None,None,None,"Brunch With the Dogs - New York, NY"
Pets,None,6,39,None,None,None,None,"NYC Coral Reef & Saltwater Aquarium Geeks - New York, NY"
Pets,None,1,37,None,Coming soon,None,None,"Unleashed Ny Org Pups and Dogs - New York, NY"
Pets,None,None,50,None,None,None,None,"NYC UWS Small Breed Dog Play Groups Meetup - New York, NY"
Pets,None,3,81,None,None,None,None,"DoggyBnB's New York Woof Pack - New York, NY"
Pets,None,2,156,2,None,None,None,"New York Cat Lovers - New York, NY"
Pets,None,1,111,None,None,None,None,"Bark & Co: Off Leash Hours - New York, NY"
Pets,None,16,273,None,None,None,None,"New York Dog Training for adults and babies - New York, NY"
Pets,None,1,54,None,None,None,None,"Ladies With Leads New York - New York, NY"
Pets,None,3,526,10,None,None,None,"New York Animal Rights Alliance America - New York, NY"
Pets,None,4,93,None,None,None,None,"A.R. Drone - New York, NY"
Pets,None,1,51,1,Coming soon,4,None,"The New York Chinese Crested Meetup Group - New York, NY"
Pets,None,319,1,None,None,None,None,"Occu-dogs United (Occupy / Protest / OWS dogs) - New York, NY"
Pets,None,28,474,86,None,None,None,"Yorkie Nation - New York, NY"
Pets,None,10,182,"1,433",None,None,None,"Kibble n Bark - The Dish on Dogs! - New York, NY"
Pets,None,23,None,None,None,None,None,"Lower Manhattan Small Dog Meet-up Group - New York, NY"
Pets,None,14,None,None,None,None,None,"The New York City Cat Meetup Group - New York, NY"
Pets,None,10,None,None,None,None,None,"The NYC East Side Small Dog Group - New York, NY"
Pets,None,1,79,47,None,None,None,"The Brooklyn Dog Agility Meetup Group - New York, NY"
Pets,None,11,493,33,None,None,None,"New York/New Jersey Animators Meetup Group - New York, NY"
Pets,None,59,None,None,None,None,None,"NYC Brussels Griffon and Affenpinscher Meetup - Brooklyn, NY"
Pets,None,30,None,None,None,None,None,"BULLDOGS of NEW YORK CITY - New York, NY"
Pets,None,22,164,51,None,None,None,"The NYC Papillon Playgroup - New York, NY"
Pets,None,29,None,None,None,None,None,"The NYC Havanese Playgroup - New York, NY"
Pets,Sat Jun 10,15,206,1,"890 Route 82, Hopewell Junction, NY",73,10:00 AM,"With Our Westies! (WOW!) - New York, NY"
Pets,None,10,301,29,None,None,None,"The NYC Agility Meetup Group - New York, NY"
Pets,None,12,None,None,None,None,None,"The New York Toy Dog Play Group - New York, NY"
Pets,None,17,None,None,None,None,None,"The New York Rabbit Meetup Group - New York, NY"
Pets,None,15,536,45,None,None,None,"The New York Puggles Meetup Group - New York, NY"
Pets,None,66,"1,251",107,None,None,None,"The New York Boston Terrier Meetup Group - New York, NY"
Pets,None,25,811,102,None,None,None,"The NYC Small Dog Playgroup - New York, NY"
Pets,None,21,None,None,None,None,None,"The New York City Shih Tzu Meetup Group - New York, NY"
Pets,None,25,651,103,None,None,None,"The New York City Rat Meetup Group - New York, NY"
Pets,None,40,None,None,None,None,None,"THE NEW YORK CITY MALTESE MEETUP GROUP - New York, NY"
Pets,None,35,None,None,None,None,None,"NYC Pit Bull Group - New York, NY"
Pets,None,1,14,None,None,None,None,"Brooklyn disk dogs - New York, NY"
Pets,Sat Feb 11,26,379,35,Coming soon,None,12:00 PM,"BornWild - New York, NY"
Pets,None,None,None,None,None,None,None,"Urban UniSammies - Dog Scootering on Unicycles - New York, NY"
Pets,Sun Feb 12,3,499,17,,253,10:00 AM,"NYC Horseback Riders - New York, NY"
Pets,None,33,None,None,None,None,None,"The NYC Italian Greyhound Playgroup - New York, NY"
Pets,Sat Mar 4,24,362,6,,161,2:00 PM,"The New York City Miniature Pinscher Meetup Group - New York, NY"
Pets,Sun Feb 12,18,210,1,"West 4th Street at Thompson Street, New York, NY",127,10:00 AM,"New York City Basenji Meetup - New York, NY"
Pets,Sat Feb 18,None,1,None,"E 63rd Street Pedestrian Bridge, New York, NY",None,2:00 PM,"NYC Bernese Mountain Dog Meetup - New York, NY"
Pets,Sun Feb 12,None,1,None,Coming soon,None,2:00 PM,"Brooklyn Wheaten Terrier Meetup - Brooklyn, NY"
Pets,None,5,69,29,None,None,None,"New York Parrot Playgroup - New York, NY"
Pets,None,7,566,47,None,None,None,"Downtown Bulldog Meetup Group - New York, NY"
Pets,None,1,84,None,None,None,None,"New York BarkHealthy Dog Meetup - New York, NY"
Pets,None,1,21,None,None,None,None,"Parents of Elderly Animals  - NYC and NJ - New York, NY"
Pets,Tue Feb 21,6,46,3,,None,7:15 PM,"Noodle Doodle Club NYC - New York, NY"
Pets,Sat Apr 8,1,44,2,"44th and Sixth Avenue, New York, NY",None,2:00 PM,"New York Scotties - Scottish Terrier Dog Group - New York, NY"
Pets,None,1,None,None,None,None,None,"NYC Siberian Husky Club - New York, NY"
Pets,Sun Feb 12,13,679,92,,"4,732",8:00 AM,"Plans for Pups (PfP) -- We have plans for pups! - New York, NY"
Pets,None,38,None,None,None,None,None,"The New York City Pomeranian Meetup Group - New York, NY"
Pets,Sun Mar 5,37,586,1,Coming soon,160,2:00 PM,"The Beagle Pack! - New York, NY"
Pets,Fri Feb 10,1,65,3,"7 Ludlow St.  , New York, NY",None,7:15 PM,"Manhattan Feral Cat TNR, Caretakers and Rescue Groups - New York, NY"
Pets,Sat Feb 11,8,"1,276",61,"32 West 25th Street, New York, NY","1,490",12:30 PM,"The NYC Dog Fun & Events Group - New York, NY"
Pets,Sun Feb 19,1,202,2,"401 1st Ave, New York, NY",16,2:00 PM,"New York BarkHappy Dog Meetup - New York, NY"
Pets,Tue Feb 14,9,"1,403",10,"321 Broadway, Brooklyn, NY",651,6:00 PM,"Brooklyn & ""Beyond"" Dog & Puppy Fun Times - Brooklyn, NY"
Pets,None,7,None,None,None,None,None,"The NYC Puppy Meetup Group - New York, NY"
Pets,None,70,None,None,None,None,None,"The New York City Chihuahua Nation Meetup Group - New York, NY"
Pets,None,None,None,None,None,None,None,None
Pets,None,67,None,None,None,None,None,"The New York City Dachshund Meetup Group - New York, NY"
Pets,None,29,None,None,None,None,None,"Positive Pittie Pack Walk - Hoboken, NJ"
Pets,Sat Feb 11,14,"1,658",19,"32 West 25th Street, New York, NY",821,1:45 PM,"The NYC Small Dog Social Group - New York, NY"
Pets,Wed Feb 15,1,272,1,"315 Hudson St , New York, NY",None,7:00 PM,"NYC Pet Tech Meetup - New York, NY"
Pets,None,None,None,None,None,None,None,"Yoyo Meetup - Long Island City, NY"
Pets,Fri Feb 10,67,"2,583",14,"101 Wooster Street, New York, NY","1,049",3:00 PM,"NYC Animal Rights - New York, NY"
Hobbies & Crafts,None,None,16,None,None,None,None,"New York Crafts Meetup - New York, NY"
Hobbies & Crafts,Sun Feb 26,1,19,None,"353 2nd Street, Jersey City, NJ",None,3:00 PM,"JC RetroStyle - Jersey City, NJ"
Hobbies & Crafts,Sat Mar 11,None,1,None,,None,7:00 PM,"Positive thinkers club - New York, NY"
Hobbies & Crafts,None,None,348,None,None,None,None,"Tipsy Sculpture Classes with Clay - New York, NY"
Hobbies & Crafts,None,1,24,None,Coming soon,None,None,"New York Cigar Enthusiasts Meetup - New York, NY"
Hobbies & Crafts,None,None,78,None,None,None,None,"studioR Meetup - Brooklyn, NY"
Hobbies & Crafts,None,1,36,None,None,None,None,"Body Ink & Stain - New York, NY"
Hobbies & Crafts,None,None,42,None,None,None,None,"Maker Mammas NYC - New York, NY"
Hobbies & Crafts,None,52,107,None,None,None,None,"The Art of Jewelry Making NYC - New York, NY"
Hobbies & Crafts,None,75,230,None,None,None,None,"Learn How to Sew & Knit - New York, NY"
Hobbies & Crafts,None,None,29,None,None,None,None,"Build or refurbish with wood! - New York, NY"
Hobbies & Crafts,None,2,50,None,None,None,None,"NYC Packaging Design Meet Up (PakMu) - New York, NY"
Hobbies & Crafts,None,11,150,None,None,None,None,"Art M.A.D.N.E.S.S - New York, NY"
Hobbies & Crafts,Mon Feb 13,7,34,8,,None,1:30 PM,"New York City Queens Knitting Meetup - New York, NY"
Hobbies & Crafts,Sun Feb 12,26,340,26,"51 Harrison St #A207, Hoboken, NJ",None,10:00 AM,"Woodworking & Do-It-Yourself Workshops Hoboken/Jersey City - Hoboken, NJ"
Hobbies & Crafts,None,2,146,None,None,None,None,"Cocktails & Crafts - New York, NY"
Hobbies & Crafts,None,22,154,None,None,None,None,"Wynne Noble Pottery Class Brooklyn - Brooklyn, NY"
Hobbies & Crafts,None,4,104,None,None,None,None,"NYC Biotech founders / Doers / Hackers - Brooklyn, NY"
Hobbies & Crafts,None,4,223,None,None,None,None,"Interior designers, decorators and architects in New York - New York, NY"
Hobbies & Crafts,None,3,370,None,None,None,None,"Formlabs 3D Printing Meetup in brooklyn - Brooklyn, NY"
Hobbies & Crafts,None,6,258,None,None,None,None,"New York Interior Design Meetup - New York, NY"
Hobbies & Crafts,None,None,2,None,None,None,None,"London Underwater Millinery - New York, NY"
Hobbies & Crafts,None,5,"2,107",50,None,None,None,"Create Short Films Together! - New York, NY"
Hobbies & Crafts,None,2,19,None,None,None,None,"RipeTaste Vintage SWAP club. - New York, NY"
Hobbies & Crafts,None,19,182,None,None,None,None,"Creative arts practices for children and adults - Brooklyn, NY"
Hobbies & Crafts,None,24,180,None,None,None,None,"Brooklyn Homebrewing - Brooklyn, NY"
Hobbies & Crafts,Mon Mar 6,30,6,None,"180 W 76th St, New York, NY",None,7:30 PM,"New York City Watch Club - New York, NY"
Hobbies & Crafts,Thu Feb 16,7,159,55,"720 Monroe Street E511, Hoboken, NJ",None,6:30 PM,"EatMetal Art Jewelry Studio - Hoboken, NJ"
Hobbies & Crafts,None,1,None,None,None,None,None,"NYC Crochet Crew - New York, NY"
Hobbies & Crafts,None,9,240,None,None,None,None,"Drink & Sew:  Sewing Machine Basics - Brooklyn, NY"
Hobbies & Crafts,None,1,47,1,None,None,None,"Bonsai Meetup - New York, NY"
Hobbies & Crafts,None,23,108,None,None,None,None,"Brooklyn Knit Up - Brooklyn, NY"
Hobbies & Crafts,None,1,67,5,"760 Washington Avenue, New York, NY",None,None,"Make with makers Aktively - New York, NY"
Hobbies & Crafts,None,8,57,None,None,None,None,"New York Rock, Mineral, Fashion Socialite Meetup - New York, NY"
Hobbies & Crafts,None,20,602,58,None,None,None,"Living Quirky in NYC - New York, NY"
Hobbies & Crafts,None,6,None,None,None,None,None,"Mexican Professionals NJ/NY - Hoboken, NJ"
Hobbies & Crafts,None,None,None,None,None,None,None,"Underground Bridge Club - Jersey City, NJ"
Hobbies & Crafts,None,11,790,47,None,None,None,"Thriftaholics - New York, NY"
Hobbies & Crafts,None,None,None,None,None,None,None,None
Hobbies & Crafts,None,None,None,None,None,None,None,"Testing my break dancing - Brooklyn, NY"
Hobbies & Crafts,None,3,76,2,None,None,None,"BrickUnderground.com's NYC Real Estate Meetup - New York, NY"
Hobbies & Crafts,None,None,1,None,Coming soon,None,None,"Do not join. Only a test. - Brooklyn, NY"
Hobbies & Crafts,None,1,33,None,None,None,None,"Antique Rugs and Oriental Rugs - New York, NY"
Hobbies & Crafts,None,2,"1,578",105,None,None,None,"Craft Factory NY - DIY Crafts, Workshops, and Events - New York, NY"
Hobbies & Crafts,Tue Feb 7,8,184,1,"43-01 21st Street, Unit 110F, Long Island City, NY",95,7:00 PM,"Learn How To Weave Rugs! - Long Island City, NY"
Hobbies & Crafts,None,4,75,1,Coming soon,11,None,"The New York Stamp Collecting Meetup - New York, NY"
Hobbies & Crafts,None,9,None,None,None,None,None,"Hudson County Rubber Stamps Meetup Group - Hoboken, NJ"
Hobbies & Crafts,None,4,224,1,Coming soon,13,None,"The NYC Cigar Meetup Group - New York, NY"
Hobbies & Crafts,None,110,"1,427",358,None,None,None,"Knit Together - New York, NY"
Hobbies & Crafts,Wed Mar 1,5,69,1,,None,7:00 PM,"Portraits and Pints - New York, NY"
Hobbies & Crafts,Sun Feb 12,3,137,79,"AUCTION, Cranford, NJ",None,11:00 AM,"AMAZING Auction & Estate Sale Hunters Of NY, NJ & CT - New York, NY"
Hobbies & Crafts,None,1,34,None,None,None,None,"Brooklyn Micro FPV Drone Meetup - Brooklyn, NY"
