"attributes.Accepts.Credit.Cards","attributes.Alcohol","attributes.Ambience.casual","attributes.Ambience.classy","attributes.Ambience.divey","attributes.Ambience.hipster","attributes.Ambience.intimate","attributes.Ambience.romantic","attributes.Ambience.touristy","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Attire","attributes.Caters","attributes.Delivery","attributes.Drive.Thru","attributes.Good.For.Groups","attributes.Good.For.breakfast","attributes.Good.For.brunch","attributes.Good.For.dessert","attributes.Good.For.dinner","attributes.Good.For.latenight","attributes.Good.For.lunch","attributes.Good.for.Kids","attributes.Has.TV","attributes.Noise.Level","attributes.Outdoor.Seating","attributes.Parking.garage","attributes.Parking.lot","attributes.Parking.street","attributes.Parking.valet","attributes.Parking.validated","attributes.Price.Range","attributes.Take.out","attributes.Takes.Reservations","attributes.Waiter.Service","business_id","categories.0","categories.1","city","full_address","hours.Friday.close","hours.Friday.open","hours.Monday.close","hours.Monday.open","hours.Thursday.close","hours.Thursday.open","hours.Tuesday.close","hours.Tuesday.open","hours.Wednesday.close","hours.Wednesday.open","latitude","longitude","name","neighborhoods","open","review_count","stars","state","type","attributes.Happy.Hour","hours","attributes","categories.2","categories.3","categories.4","categories.5","hours.Saturday.close","hours.Saturday.open","hours.Sunday.close","hours.Sunday.open","attributes.Coat.Check","attributes.Good.For.Dancing","attributes.Music.dj","attributes.Smoking","attributes.Wi.Fi","neighborhoods.0","attributes.Wheelchair.Accessible","attributes.Dogs.Allowed","attributes.BYOB","attributes.BYOB.1Corkage","attributes.Corkage","attributes.Order.at.Counter","attributes.Music.background_music","attributes.Music.jukebox","attributes.Music.karaoke","attributes.Music.live","attributes.Music.video","categories","attributes.By.Appointment.Only","categories.6","attributes.Open.24.Hours","attributes.Music","neighborhoods.1","attributes.Hair.Types.Specialized.In.africanamerican","attributes.Hair.Types.Specialized.In.asian","attributes.Hair.Types.Specialized.In.coloring","attributes.Hair.Types.Specialized.In.curly","attributes.Hair.Types.Specialized.In.extensions","attributes.Hair.Types.Specialized.In.kids","attributes.Hair.Types.Specialized.In.perms","attributes.Hair.Types.Specialized.In.straightperms","attributes.Accepts.Insurance","categories.7","attributes.Ages.Allowed","attributes.Dietary.Restrictions.dairy.free","attributes.Dietary.Restrictions.gluten.free","attributes.Dietary.Restrictions.halal","attributes.Dietary.Restrictions.kosher","attributes.Dietary.Restrictions.soy.free","attributes.Dietary.Restrictions.vegan","attributes.Dietary.Restrictions.vegetarian","categories.8","neighborhoods.2","attributes.Parking","categories.9","attributes.Ambience"
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,"OB18XxKlmvW_0VXYHacvbg","Food","Ice Cream & Frozen Yogurt","Phoenix","17015 N. 7th Street
Phoenix, AZ 85022","23:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00","22:00","11:00",33.6407308,-112.0649615,"Cold Stone Creamery",NA,TRUE,14,2.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"23:00","11:00","22:00","11:00",NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"average",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"AAGO39io2Ko0fgr6BhH-yQ","Food","Breakfast & Brunch","Phoenix","122 N 2nd St
Phoenix, AZ 85004","15:00","06:00","15:00","06:00","15:00","06:00","15:00","06:00","15:00","06:00",33.449858,-112.071886,"Einstein Bros Bagels",NA,TRUE,35,3.5,"AZ","business",NA,NA,NA,"Bagels","Delis","Restaurants",NA,"15:00","06:00","15:00","06:00",NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"IxRxm34eehQ-Vx1qcsIAWg","Food","Grocery","Phoenix","1525 W Bell Rd
Phoenix, AZ 85073","20:30","10:00","20:30","10:00","20:30","10:00","20:30","10:00","20:30","10:00",33.639276,-112.093046,"Sam's Club",NA,TRUE,16,3,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"20:30","09:00","18:00","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,"bTyOX_Fy31mCyUUUkm50_Q","Food","Convenience Stores","Phoenix","2659 W Dobbins Rd
Phoenix, AZ 85041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.362907,-112.116944,"Del Monte Market",NA,TRUE,10,4.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,"aVNZqbolVkb3o0iGCmZO4w","Food","Coffee & Tea","Phoenix","209 W Jackson St
Phoenix, AZ 85003","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00",33.4447199,-112.076896,"Royal Coffee Bar",NA,FALSE,16,4,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"loud",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,"pQ3kRVmttsV1bHxuTf7TAg","Bars","Shopping","Phoenix","914 N 5th St
Phoenix, AZ 85004","02:00","17:00","02:00","17:00","02:00","17:00","02:00","17:00","02:00","17:00",33.4582025,-112.0677337,"The Lost Leaf",NA,TRUE,303,4,"AZ","business",TRUE,NA,NA,"Music Venues","Art Galleries","Arts & Entertainment","Nightlife","02:00","12:00","02:00","12:00",FALSE,FALSE,TRUE,"outdoor",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"b3MaC7nWia6uYvJrP8iu1w","Food","Farmers Market","Phoenix","721 N Central Ave
Phoenix, AZ 85004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4560559,-112.0735385,"Phoenix Public Market",NA,TRUE,159,4,"AZ","business",NA,NA,NA,"Food Trucks",NA,NA,NA,"13:00","08:00",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"xmjv8g356v8Qo55ICjG8rg","Bars","American (Traditional)","Phoenix","4142 E Chandler Blvd
Phoenix, AZ 85048","02:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00","01:00","11:00",33.305759,-111.993252,"CK's Tavern & Grill",NA,TRUE,159,4,"AZ","business",TRUE,NA,NA,"Nightlife","Restaurants","Sports Bars","Sandwiches","02:00","11:00","01:00","11:00",FALSE,FALSE,NA,"outdoor","free",NA,TRUE,NA,FALSE,"yes_free",FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,"average",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"qUUs7IIytYWyWlWXH7Rz-w","Bars","Cocktail Bars","Phoenix","4139 W Bell Rd
Phoenix, AZ 85053","02:00","21:00",NA,NA,NA,NA,NA,NA,"02:00","21:00",33.638685,-112.1476425,"Hurricane Bay",NA,FALSE,38,3,"AZ","business",TRUE,NA,NA,"Nightlife","Dance Clubs","Karaoke",NA,"02:00","21:00",NA,NA,FALSE,TRUE,TRUE,"outdoor",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"Hzd20nEBE7i-Dxd8Qg85cA","Food","Grocery","Phoenix","8040 N 19th Ave
Phoenix, AZ 85021","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00",33.554586,-112.101153,"Sprouts Farmers Market",NA,TRUE,50,4,"AZ","business",NA,NA,NA,"Farmers Market",NA,NA,NA,"22:00","07:00","22:00","07:00",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,"jc3dC9OFvy8lmHBVDoG3Yg","Food","Coffee & Tea","Phoenix","4804 E Chandler Blvd
Phoenix, AZ 85073","16:00","06:00","16:00","06:00","16:00","06:00","16:00","06:00","16:00","06:00",33.3055166,-111.9798699,"The Coffee Buzz",NA,FALSE,9,3.5,"AZ","business",NA,NA,NA,"Restaurants","Bagels","Sandwiches",NA,"15:00","07:00","15:00","07:00",NA,NA,NA,NA,"free",NA,TRUE,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,NA,"TKaRCDwEhJ_qdEy5qUvKmQ","Food","Grocery","Phoenix","810 E Glendale Ave
Phoenix, AZ 85020","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00",33.5394924,-112.0623105,"Safeway",NA,TRUE,21,4,"AZ","business",NA,NA,NA,"Shopping","Drugstores",NA,NA,"18:00","08:00","18:00","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,"average",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,"UzwmwWbLyxInwNZZlZAf_A","Bars","Gay Bars","Phoenix","4301 N 7th Ave
Phoenix, AZ 85073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4991263,-112.0650206,"Z Girl Club",NA,FALSE,14,2,"AZ","business",TRUE,NA,NA,"Nightlife",NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,"eltBRxiy9QlXA8QwgoyZgA","Bars","Nightlife","Phoenix","620 W Dobbins Rd
Phoenix, AZ 85041","02:00","06:00","02:00","06:00","02:00","06:00","02:00","06:00","02:00","06:00",33.3636439,-112.0827605,"The Silver Pony",NA,TRUE,18,3.5,"AZ","business",TRUE,NA,NA,"Dance Clubs",NA,NA,NA,"02:00","06:00","02:00","07:00",FALSE,TRUE,NA,"outdoor",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"2e3v5rl80j4pI3L2135xYg","Food","Health Markets","Phoenix","2824 E Indian School Rd
Ste 126
Phoenix, AZ 85016","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00","22:00","07:00",33.495963285676,-112.019738197327,"Sprouts Farmers Market",NA,TRUE,104,4,"AZ","business",NA,NA,NA,"Grocery","Fruits & Veggies","Specialty Food",NA,"22:00","07:00","22:00","07:00",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"hkLODtco5ITL3DjZignPSA","Food","Beer, Wine & Spirits","Phoenix","4025 E Chandler Blvd
Phoenix, AZ 85048","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00","21:00","08:00",33.304667,-111.9945819,"Trader Joe's",NA,TRUE,62,5,"AZ","business",NA,NA,NA,"Grocery",NA,NA,NA,"21:00","08:00","21:00","08:00",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"usAsSV36QmUej8--yvN-dg","Food","Grocery","Phoenix","845 W Southern Ave
Phoenix, AZ 85041","23:00","06:00","23:00","06:00","23:00","06:00","23:00","06:00","23:00","06:00",33.391029,-112.083874,"Food City",NA,TRUE,6,3.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,"23:00","06:00","23:00","06:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,"JOr40jl4PeFSK0JR7VmIyw","Food","Donuts","Phoenix","1931 W Northern Ave
Phoenix, AZ 85021","20:00","04:00","20:00","04:00","20:00","04:00","20:00","04:00","20:00","04:00",33.552854,-112.1010899,"Dunkin' Donuts",NA,TRUE,26,3.5,"AZ","business",NA,NA,NA,"Coffee & Tea",NA,NA,NA,"20:00","04:00","20:00","05:00",NA,NA,NA,NA,"free",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,NA,"z1Pw4CQdVJBxRqCAx-1heg","Food","Automotive","Phoenix","5110 W Baseline Rd
Phoenix, AZ 85073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3780073,-112.1686101,"Valero Corner Store",NA,TRUE,5,3,"AZ","business",NA,NA,NA,"Convenience Stores","Gas & Service Stations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,"yPpPJyAF8pciHnhTF-C38w","Bars","Dance Clubs","Phoenix","138 W Camelback Rd
Phoenix, AZ 85013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5096035,-112.0771705,"Homme",NA,FALSE,23,4,"AZ","business",NA,NA,NA,"Nightlife","Lounges",NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,"outdoor",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"beer_and_wine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"average",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"w19cemjVR8u02PgjFpJ7Mw","Vegetarian","American (New)","Phoenix","4340 E. Indian School Rd.
Phoenix, AZ 85018","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30","22:00","10:30",33.4954826,-111.9883722,"Pita Jungle",NA,TRUE,300,4,"AZ","business",NA,NA,NA,"Mediterranean","Restaurants",NA,NA,"22:00","10:30","22:00","10:30",NA,NA,NA,NA,"no",NA,TRUE,NA,FALSE,"no",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"none",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"casual",TRUE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"average",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,"X_J65cnN3jJWGYacyNwKGg","Barbeque","Restaurants","Phoenix","4636 S 36th St
Phoenix, AZ 85040","15:00","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00","10:30",33.4038261,-112.0045736,"The Barbecue Company Grill and Cafe",NA,TRUE,106,4,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA,NA,NA,"uGigq_Nwcz7fK0Knkci8rQ","Food","Do-It-Yourself Food","Phoenix","3820 E. Ray Rd. Suite 28
Phoenix, AZ 85044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3176586,-112.0031859,"Dream Dinners",NA,TRUE,8,5,"AZ","business",NA,NA,NA,"Specialty Food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,2,NA,NA,NA,"5nSqJv4UzPBhNLU1vqf8aA","Food","Grocery","Phoenix","3403 N 19th Avenue
Phoenix, AZ 85015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4871679,-112.0999443,"Circle K",NA,TRUE,4,1.5,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,"hzPO52uPWe9FfPuFd0mCGg","Bars","Nightlife","Phoenix","3603 E Indian School Rd
Phoenix, AZ 85018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4951758,-112.004145,"Backstreet Wine Salon",NA,FALSE,6,4,"AZ","business",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,NA,NA,"JSbKBkfwQ76kPY6-3VPrAQ","Food","Grocery","Phoenix","2401 E Indian School Road
Phoenix, AZ 85016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.494521,-112.029912,"Circle K",NA,TRUE,3,2,"AZ","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,"full_bar",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,"loud",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,"n_wZriiakBT7sVn87dpcEA","Bars","Sports Bars","Phoenix","11801 N 19th Ave
Phoenix, AZ 85029","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00","02:00","11:00",33.5935758,-112.0991222,"Pappy's Sports Bar & Grill",NA,TRUE,11,4,"AZ","business",TRUE,NA,NA,"Nightlife",NA,NA,NA,"02:00","11:00","02:00","11:00",FALSE,TRUE,FALSE,"outdoor",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
