"company","pro"
"Lenovo",",Call center experience, Troubleshooting experience, complements some A+ objectives (e.g. flashing the BIOS, drivers, etc.), possible job rotation, and more"
"Lenovo",",Truly global company open to new ideas"
"Lenovo",",Well time spent knowledge gained was priceless"
"Lenovo",",Growth"
"Lenovo",",lenovo culture is good"
"Lenovo",",Nice co-workers"
"Dropbox","3 free meals per day, onsite gym and lockers, wellness reimbursement, and other benefits are way above market"
"Dropbox",",Compensation"
"Dropbox",",Free meals, snacks, and computer accessories, healthcare, pay rate"
"Dropbox",",Breakfast, lunch and dinner everyday. Snacks all over the place. Lively group."
"Dropbox",",Free lunches"
"East Stroudsburg University of Pennsylvania","Flexible work schedule"
"eBay","Free Soda"
"eBay",",Working from home"
"eBay",",Work from home and own hours"
"eBay",",Peak overtime"
"eBay",",Fairly easy to use"
"eBay",",Set your own hours to work"
"eBay",",Plenty of hours"
"eBay",",Fun, easy, great management"
"eBay",",Smart people"
"eBay",",Work from home was great, fun clients."
"eBay",",right at your finger tips"
"eBay",",Free lunches and ability to be trained in different departments"
"eBay",",Bonus, pay, free lunch"
"DST Systems","Weekends off"
"DST Systems",",Ability to Work from Home, Benefits, PTO, work environment, opportunities for growth"
"DST Systems",",Furthered my education in mail"
"DST Systems",",PTO, holiday pay, 401k, full benefit options"
"DST Systems",",Good wok environment"
"DST Systems",",EMPLOYEES ARE GREAT TO WORK WITH"
"DST Systems",",jeans"
"New Directions","Friendly atmosphere"
"Northwestern University","Very good compensation."
"Northwestern University",",free food"
"Northwestern University",",beautiful campus, great people"
"Northwestern University",",Clinic"
"Northwestern University",",Many restaurants near"
"Northwestern University",",Wonderful learning experience. Many career-building rewards."
"Northwestern University",",Each week we have cardiology time with fellows teaching us more on how to read EKG tracing"
"Northwestern University",",Work with smart people every day"
"Northwestern University",",Tuition reimburtment, Discount Football Games, Flexiable schedule"
"Northwestern University",",Very flexible. Campus is beautiful in summer."
"Science Systems and Applications, Inc.","Positive work environment, promotes flexibility, committed to their employees and customers"
"Science Systems and Applications, Inc.",",SSAI is a committed organzation to their clients and employess."
"Science Systems and Applications, Inc.",",Work place growth"
"Science Systems and Applications, Inc.",",Work can be rewarding"
"Science Systems and Applications, Inc.",",N/A"
"Science Systems and Applications, Inc.",",Friendly, supporting people"
"Science Systems and Applications, Inc.",",Great benefits and pay"
"Science Systems and Applications, Inc.",",Good management"
"Science Systems and Applications, Inc.",",thoughtful, polite, pleasure to work with."
"Lucas Group","Great work environment"
"Lucas Group",",work life balance is ok"
"Lucas Group",",Direct deposit, decent pay"
"Lucas Group",",Free happy hours, lunches, and fun holiday events"
"Lucas Group",",Great job placement"
"Lucas Group",",An opportunity to buiuld relationships."
"Lucas Group",",Worked at Zappos"
"Lucas Group",",Very professional"
"Lucas Group",",you don't have to work that hard"
"Lucas Group",",flexible hours, great staff"
"Lucas Group",",the commission structure, the trips, contests, it is fun!!"
"Lucas Group",",great tools, no micro-management"
"Apex Systems","easy going"
"Apex Systems",",Great treatment by my handlers"
"Apex Systems",",Money. School"
"Apex Systems",",Good Company, Good people."
"Apex Systems",",Positive energy in the office"
"Apex Systems",",Free lunches, nice people, communication is excellent, paid on time - all of the time."
"Apex Systems",",flexibility"
"A9.com","Great pay, highly intelligent people."
"A9.com",",Small compary, easy to cooperate"
"ALLIANCEBERNSTEIN","company cafeteria, great co-workers, excellent managers that support there team"
"ALLIANCEBERNSTEIN",",Great people"
"ALLIANCEBERNSTEIN",",People & Colleagues"
"ALLIANCEBERNSTEIN",",Overtime"
"ALLIANCEBERNSTEIN",",Bonuses"
"ALLIANCEBERNSTEIN",",Being able to show up at 9 and leave at 4:30"
"ALLIANCEBERNSTEIN",",Good work-life balance, subsidized company cafe, 401(k)"
"Seattle Children's Hospital","full time, paid lunches, only 8 hour days"
"Seattle Children's Hospital",",team building, communication, new challenges, higher opportunities"
"Seattle Children's Hospital",",good hours"
"Seattle Children's Hospital",",Great Learning Opportunities"
"Seattle Children's Hospital",",Orca Card, the Sandwhich shop across the street makes greeat sanwhiches"
"Seattle Children's Hospital",",Great benefits"
"Seattle Children's Hospital",",Amazing co workers and great new leadership"
"Seattle Children's Hospital",",Staff is very friendly"
"General Assembly","free lunches and alcohol"
"General Assembly",",Benefits, wages, retirement"
"General Assembly",",free lunch"
"General Assembly",",Periodic free lunch"
"Rocket Software","Supportive environment"
"Rocket Software",",windows experience, office setting experience, welcoming co-workers"
"Textron","Great place to work"
"Textron",",The money"
"Textron",",flexible schedule and a good work life balance"
"Textron",",Close to home"
"Textron",",decent wage"
"Textron",",Friendly coworkers"
"Textron",",very diverse place to work"
"Textron",",Co-workers"
"Textron",",Awesome people to work with"
"Textron",",Open culture, talented and motivated people."
"Encore Capital Group","Great people to work with"
"Encore Capital Group",",Great pace to work"
"Encore Capital Group",",Life balance"
"Encore Capital Group",",Job Work/Life Balance"
"Encore Capital Group",",Nice buidling"
"Encore Capital Group",",Bonuses"
"Encore Capital Group",",none"
"Encore Capital Group",",Free coffee/water and occasional free lunch"
"Encore Capital Group",",Free coffee/water"
"Encore Capital Group",",None"
"Encore Capital Group",",Fun, off sight events, casual work environment, nice co-workers"
"Encore Capital Group",",Stable, friendly co-workers and social environment"
"Encore Capital Group",",Regular pot lucks"
"Robert Half Technology","Flexiblilty, Decent Pay"
"Robert Half Technology",",Good"
"Robert Half Technology",",An abundance of pre-existing clients and trust of brand for me clients."
"Robert Half Technology",",Career Advancement for beginners"
"Robert Half Technology",",Excellent communication"
"Robert Half Technology",",n/a"
"Robert Half Technology",",none"
"Robert Half Technology",",salary"
"Robert Half Technology",",Felxible"
"Robert Half Technology",",Great supportive staff"
"Robert Half Technology",",Dynamic and varied clients"
"Robert Half Technology",",Lots of contract work"
"Square","Your own schedule, free lunch, snacks"
"Square",",Free breakfast"
"Square",",free snacks"
"Square",",n/a"
"Chef'd","Entertaining"
"Chef'd",",They gave us lunch every Wednesday"
"Change Healthcare","work on your own"
"Change Healthcare",",Eventful"
"Change Healthcare",",Nice people"
"Change Healthcare",",Flexibility and Room for Growth"
"Change Healthcare",",benefit package is good"
"Change Healthcare",",Friendly atmosphere, good pay, good equipment to work with, good training"
"Change Healthcare",",good pay"
"Change Healthcare",",healthcare benefits"
"Change Healthcare",",Working with great people."
"Change Healthcare",",Flexibility"
"Change Healthcare",",Great team members"
"Change Healthcare",",management, team environment, friendly"
"Discover Financial Services","room for advancement, management is there for you"
"Discover Financial Services",",Employee rate on discover card"
"Discover Financial Services",",Good insurance"
"Discover Financial Services",",Coworkers"
"Discover Financial Services",",great benefits"
"Discover Financial Services",",Pay"
"Discover Financial Services",",Strong steady company with a purpose"
"Discover Financial Services",",Great opportunity to grow"
"GM Financial","peers, lunch hour"
"GM Financial",",Great benefits."
"GM Financial",",Vacation, pto and benefit"
"GM Financial",",extra breaks"
"GM Financial",",Training (yes I said training!) Very supportive team"
"GM Financial",",Great management and clearity of job and bonus structure"
"GM Financial",",Benefits"
"GM Financial",",salary, people, culture"
"GM Financial",",They cater and treat the employees very well"
"GM Financial",",company growth"
"GM Financial",",great work life balane"
"Fanatics Inc.","pay"
"Fanatics Inc.",",Layed back work place. Really easy."
"Fanatics Inc.",",Lots of giveaways, fun atmosphere, easy job, amazing pay!"
"Fanatics Inc.",",Free lunch"
"Fanatics Inc.",",Three breaks two 15 minute breaks and a 30 minute break for lunch."
"Fanatics Inc.",",flexible scheduals"
"Fanatics Inc.",",Easy work and good people"
"Fanatics Inc.",",Wear what you want with in reason, dye hair any color, listen to headphones all day"
"Fanatics Inc.",",N/A"
"Stryker","Life Changing Money"
"Stryker",",free breakfast and lunches when working weekends"
"Stryker",",everything"
"Stryker",",Great Benefits, Well rounded company"
"Stryker",",Benefits, casual work attire, monthly free meals"
"ADP","work life balance"
"ADP",",Tech cafe on site, flexible work schedule."
"ADP",",Great benefits"
"ADP",",tons of teambuilding events"
"ADP",",Most People, HCM, Stability, Benefits"
"ADP",",Co workers. Paid weekly."
"ADP",",employee engagement, work place culture"
"Seagate Technology","Good Pay"
"Seagate Technology",",Inspired culture of cross-functional communication."
"Seagate Technology",",great people, great benefits, employee stock purchase program"
"Seagate Technology",",Unlimited free bad coffee"
"Seagate Technology",",interesting work"
"Seagate Technology",",Great pay and great benefits."
"Seagate Technology",",great people fun to work with."
"Seagate Technology",",salary and location"
"Seagate Technology",",Great people, wonderful building & facilities, and great environment"
"Seagate Technology",",brand proposition"
"Seagate Technology",",cafe and full gym onsite"
"Roche","Intelligent, hard working emplyees that know the technology of the business"
"Roche",",Diverse rotations, helpful coworkers"
"Roche",",Gave me a real job experience with big responsibilities."
"Roche",",Free lunches, Commute via GenenBus, Fitness Center"
"Roche",",great to work there in the supper"
"Roche",",Strong culture and job security."
"Roche",",Lunch cards given for a job well done."
"Roche",",Lovely campus in Palo Alto CA"
"Roche",",Cutting edge instrumentation, devoted staff, and team support"
"Roche",",Free Lunches, and other fun events. Flexible work schedule"
"Roche",",Occasional free lunch, friendly coworkers, open lunch breaks"
"Roche",",Most of the lab and field technicians are fantastic."
"Roche",",Salary is decent."
"University of Pennsylvania","Great benefits"
"University of Pennsylvania",",Free snacks"
"University of Pennsylvania",",Patient experience, research experience, publications"
"University of Pennsylvania",",Always learning something new"
"University of Pennsylvania",",Meet people that inspire you"
"Kellogg Company","Reimbursement, company phone, vacations"
"Kellogg Company",",Interact with new customers everyday"
"Kellogg Company",",Benefits/vacation time after all these years"
"Kellogg Company",",Plenty of hours, good compensation and benefits"
"Kellogg Company",",Benefits"
"Kellogg Company",",meet some nice hard workers"
"Kellogg Company",",Benefits"
"Kellogg Company",",I get lots of hours and OT is good. Free veggie burgers too."
"Kellogg Company",",401k match, pay, healthcare"
"VF Corporation","Had themes shared snacks"
"VF Corporation",",good pay. vacations sick pay 401k"
"VF Corporation",",Freedom to run your own business."
"VF Corporation",",Breaks"
"VF Corporation",",easy money sometimes, light cardio"
"VF Corporation",",good pay for managers"
"VF Corporation",",discounts"
"VF Corporation",",They will hire you."
"VF Corporation",",Discount on clothing"
"VF Corporation",",Discounts on great brands"
"VF Corporation",",401k retirement"
"Adecco: USA","People are nice"
"Adecco: USA",",Free lunches, 45 minutes lunch break and two 20 minute breaks and the managers are great on working with you."
"Adecco: USA",",Quick job placements"
"Adecco: USA",",Flexible hours"
"Adecco: USA",",You get paid weekly"
"Adecco: USA",",Bought lunch occasionally"
"Adecco: USA",",3 breaks (depending on which side your on"
"Adecco: USA",",Excellent pay, weekly paycheck, 1 hour lunch break, and friendly employees"
"Adecco: USA",",Co-workers/ and pleasant work enviroment."
"Adecco: USA",",Benefits soon as u start as a temporary employee.....temp to permanent"
"Adecco: USA",",Great pay and benefits"
"Adecco: USA",",work hours was good"
"Design Strategy","Strong support from management and recruiters. Generous commissions."
"Design Strategy",",Small Company where you don't get lost"
"The Jackson Laboratory","Employee appreciation days, awards"
"The Jackson Laboratory",",Set schedules retirement plan benefits gym on campus"
"The Jackson Laboratory",",overwhelming stressful workplace"
"The Jackson Laboratory",",None"
"The Jackson Laboratory",",Heathcare prices, 403b"
"The Jackson Laboratory",",Friendly people, Great benefits package."
"The Jackson Laboratory",",Autonomy, a variety of responsibilities, freedom to choose work hours"
"The Jackson Laboratory",",Great Benefits, high value on work life balance"
"The Jackson Laboratory",",i learned so much at the lab, that l am enrolled at uma in the vet tech program."
"The Jackson Laboratory",",great benefits, dedicated to employees, and well respected in the research community."
"one","Free Lunch if all shifts are covered at the start of weekend. Bonus are given at random."
"one",",hours were flexable"
"one",",My company"
"one",",great students and faculty."
"Zappos Family of Companies","Everything"
"Zappos Family of Companies",",Free lunches, Downtown Las Vegas, Free parking downtown, Cool people"
"Zappos Family of Companies",",Great fringe and traditional benefits. Free food/healthy snacks, gym, on-site services like dry cleaning."
"Zappos Family of Companies",",Great company culture"
"Zappos Family of Companies",",Great benefits, free lunches, great pay."
"Zappos Family of Companies",",culture, free lunch"
"Zappos Family of Companies",",free food, great working environment, happy hours, culture, fun people"
"Zappos Family of Companies",",nice atmosphere, great benefits"
"Zappos Family of Companies",",benefits and culture"
"Zappos Family of Companies",",great workplace"
"Zappos Family of Companies",",Free Lunches"
"Zappos Family of Companies",",free lunch"
"Zappos Family of Companies",",Free lunches and drinks, best customers ever! constant availability to grow and pursue your passion"
"Zappos Family of Companies",",Flexible"
"Zappos Family of Companies",",free food, coffee, etc, great pay, great benefits"
"Zappos Family of Companies",",strong company culture"
"CARVANA","free lunch, Riding around in vehicles, dental, vision, and medical benefits"
"CARVANA",",Food Trucks, Waffles, Great people!"
"CALIFORNIA STATE UNIVERSITY, CHICO","Co-workers, easy job"
"CALIFORNIA STATE UNIVERSITY, CHICO",",able to get home work done"
"CALIFORNIA STATE UNIVERSITY, CHICO",",Free Software development clubs and web designing club"
"CALIFORNIA STATE UNIVERSITY, CHICO",",flexibility"
"PHOTON","barbecue in the summer"
"PHOTON",",none"
"PHOTON",",nothing"
"State of Arizona","I got paid."
"State of Arizona",",sleep"
"State of Arizona",",insurance is good"
"State of Arizona",",Management was great"
"State of Arizona",",Operations management plays a vital role in the health care industry."
"State of Arizona",",Work from home, benefits and time off, weekends off, matched retirement, smartphones provided, state car provided when available.."
"State of Arizona",",great schedules"
"State of Arizona",",The number of benefits given to employees as a whole."
"State of Arizona",",great benefits"
"State of Arizona",",Great Job Security"
"State of Arizona",",great health benefits"
"State of Arizona",",Supporting management staff, demonstrating an active willingness to provide assistance where ever needed"
"State of Arizona",",pay"
"Praxis Engineering","Company full of smart people"
"Praxis Engineering",",profit sharing, brain power/colleagues, type of work, management, training, commitment to employees, family like atmosphere, inclusion"
"Praxis Engineering",",great owners, company encourages participation in all kinds of activities, reputation is outstanding in the community, benefits and profit-sharing are very good"
"Praxis Engineering",",training, opportunity, support, allowed to grow."
"Praxis Engineering",",fun, exciting work environment. work-life balance. plenty of complimentary snacks, refreshments. community service/involvement. smart people."
"Praxis Engineering",",benefits, culture, work-life balance"
"Electrolux","There were numerous sales competition where you could win merchandize."
"Electrolux",",global company"
"Electrolux",",none"
"Electrolux",",you get lunch in the caffatearia"
"Electrolux",",Varied experience, meaningful work, flexible hours"
"Electrolux",",a lot of overtime"
"Electrolux",",Oportunity to grow in different fields"
"Electrolux",",Pay, benefits, hard labor."
"Electrolux",",Good pay, Quick advancment"
"Electrolux",",great pay"
"Electrolux",",Appreciation Lunches"
"Electrolux",",Time went by fairly quickly"
"Electrolux",",very good and clean place to work"
"Electrolux",",Good benifits"
"Electrolux",",temp to hire, advancement, commision"
"Electrolux",",easy work"
"Assurant","Great culture"
"Assurant",",Decent Pay, Flexible shifts, Great Breaks"
"Assurant",",FLEXIBILITY"
"Assurant",",Occasionally free lunch, free clothing items"
"Assurant",",Potlucks, on-site cafe, good pay"
"Assurant",",Gain experience"
"Assurant",",great pay"
"Assurant",",Wonderful food"
"Assurant",",Office luncheons and atmosphere"
"Assurant",",Do lots of Fun Activities"
"Assurant",",employee week"
"Pearson","Excellent Work/life balance, great benefits"
"Pearson",",Employee MEGA plan"
"Pearson",",Good Manager, Office space, employee cafe"
"Pearson",",Retirement, stock options, insurance, fully vested after three years"
"Pearson",",45 min lunch brakes"
"Pearson",",Good working experience, met lots of interesting people, performed a needed service to the community, state and federal."
"Pearson",",None"
"Pearson",",benefits were great"
"Pearson",",There was some great SME's when I joined"
"Splunk","Great office and atmosphere. Always involved with company gatherings."
"Splunk",",Free lunches and breakfast"
"Splunk",",everyone is excited about the product, relaxed office environment, hard-working and intelligent people"
"Technica Corporation","Flexible work hours"
"Technica Corporation",",A variety of skillsets, so your knowledge base will grow if you put forth an effort"
"Technica Corporation",",Learning Enviroment"
"Technica Corporation",",coworkers"
"Technica Corporation",",availabilty to better ones self with training, co-workers"
"Fidelity Investments","Compensation based on overall success of the firm."
"Fidelity Investments",",Discounted Health Insurance"
"Fidelity Investments",",Work life balance"
"Fidelity Investments",",Cheap lunches"
"Fidelity Investments",",Great Benefits, Great vacation pay."
"Fidelity Investments",",great facility and work environement."
"Fidelity Investments",",lots of overtime availability"
"Fidelity Investments",",great people, good cafeteria for regular 9-5 staff, lovely office, great management"
"Fidelity Investments",",Benefits, pay, work/life balance"
"Fidelity Investments",",Learning new skills"
"CACI International Inc","Work environment, Salary and benefit."
"CACI International Inc",",Community minded, excellent benefits."
"CACI International Inc",",Stable"
"CACI International Inc",",None"
"CACI International Inc",",Pay is awesome, option of taking 30 min lunch or leaving early, able to make up hours"
"CACI International Inc",",reconition"
"CACI International Inc",",Flexible work environment, good people."
"CACI International Inc",",good company"
"CACI International Inc",",Large client base"
"CACI International Inc",",Many opportunities"
"Pacific Life","Individual growth support"
"Pacific Life",",Flexible work hours"
"Pacific Life",",Benefits, culture"
"Pacific Life",",Some good coworkers"
"Pacific Life",",This company is great to work for"
"Pacific Life",",Great Health Coverage, competitive salary"
"Pacific Life",",Jeans Days"
"Pacific Life",",Stabe Company"
"Pacific Life",",Many employee appriciation days. Fantastic management."
"Pacific Life",",Pay flexibility"
"Pacific Life",",Large Company"
"Pacific Life",",Cafe on the site."
"Pacific Life",",Low Stress, Job Security"
"Space Telescope Science Institute","Flexibility"
"TechTarget","Culture. Feel apart of something. Not just another face behind a desk."
"TechTarget",",Free Wednesday bagels, everyone carries their laptop to meetings."
"TechTarget",",awesome people"
"The CW Network","Catered lunches, working in the TV industry, great events."
"Conversant Media","bagel friday"
"Conversant Media",",fun and talented people to work with"
"Conversant Media",",Benefits"
"Conversant Media",",Innovative, exciting, energetic, smart, fast-paced company"
"Conversant Media",",work life balance"
"Akvelon, Inc.","Tight knit group, they love to promote within, supportive of employees career goals, fun events all the time for staff!"
"Mitre Corporation","work life balance, work from home, holiday parties"
"Mitre Corporation",",Work/life benefits, continuing education"
"Mitre Corporation",",Good job security and opportunity for advancement"
"Mitre Corporation",",work life balance"
"Mitre Corporation",",Great people and management"
"Mitre Corporation",",Flex time, not tied down to 9 -5"
"Mitre Corporation",",Great Research Program, great work-life balance, good retirement benefits, flexible hours, telecommuting option"
"Mitre Corporation",",A wonderful learning environment. Research heaven (if you have individual initiative)."
"Mitre Corporation",",Challenge, Fun, Smart People, Flex Time"
"Mitre Corporation",",balance"
"Mitre Corporation",",mission, benefits, work/life balance, management, culture"
"Mitre Corporation",",Salary and benefits are very very good."
"Mitre Corporation",",Great people, outstanding benefits"
"Mitre Corporation",",up-to-date tech, strong specifications and processes"
"Mitre Corporation",",Excellent collegial atmosphere."
"Northeastern University","Location, time flexibility"
"Northeastern University",",Good for modeling"
"Northeastern University",",Flexible work hour, competitive wage"
"Northeastern University",",health insurance was included"
"Northeastern University",",location, learning experience"
"Northeastern University",",International student body, beautiful library"
"Northeastern University",",good benefits"
"Geometric Americas","colleagues, Client comapnies"
"Geometric Americas",",Nice job environment"
"Geometric Americas",",Flexible Timing"
"Geometric Americas",",Easy going office"
"Geometric Americas",",It's a great place to learn a lot of skills on the job"
"Geometric Americas",",Flexible hours."
"Geometric Americas",",first job"
"Geometric Americas",",Very relaxed environment"
"Bed Bath & Beyond","I earned a pay check"
"Bed Bath & Beyond",",casual atmosphere, casual dress code"
"Bed Bath & Beyond",",Friendly environment, job security, health insurance."
"Bed Bath & Beyond",",ability to advance"
"Bed Bath & Beyond",",30 min lunch breaks, workable schedules for school"
"Bed Bath & Beyond",",Job Security, very flexible with scheduling, peaceful work environment"
"Bed Bath & Beyond",",great place to work"
"Bed Bath & Beyond",",occasional free lunches, great coworkers, great flexibility"
"Bed Bath & Beyond",",Empoyee discounts and more"
"Bed Bath & Beyond",",the store and merchandise was nice"
"Bed Bath & Beyond",",Customer service"
"Bed Bath & Beyond",",20% employee Discount"
"Bed Bath & Beyond",",Worked with my Schedule, a lot of hours"
"Bed Bath & Beyond",",The discount."
"Western Digital","N/a"
"Western Digital",",Fantastic office and location in Irvine."
"Western Digital",",Western Digital matches 401K and I get a bonus"
"Western Digital",",Reverse commute, competitive pay"
"Western Digital",",Potential long term growth of company. Leading edge memory/storage technology."
"Western Digital",",Free Crossfit, Flexible work hours, flexible vacation"
"Western Digital",",Excellent management and coworkers, clean and fun environment."
"Western Digital",",Department picnics"
"Western Digital",",Good compensation"
"Western Digital",",Free coffee, nice benefits"
"Western Digital",",professional"
"Western Digital",",close to my home"
"California Institute of Technology","great benefits"
"California Institute of Technology",",Great coworkers"
"California Institute of Technology",",Culture"
"California Institute of Technology",",some times"
"California Institute of Technology",",the people"
"California Institute of Technology",",Upward mobiity, training that was offered, luncheons, meetings"
"California Institute of Technology",",Mostly nice co-workers"
"California Institute of Technology",",benefits, friendly enviorment"
"The Federal Home Loan Bank of Chicago","Great company to work for"
"The Federal Home Loan Bank of Chicago",",n/a"
"SRI International","Good pay"
"SRI International",",Great collegues"
"SRI International",",If you work at the main campus, many health initiatives are available, such as Tai Chi classes and a corporate inclination towards an ergonomic workplace."
"SRI International",",Free lunches was given to the staff often."
"SRI International",",Good people"
"SRI International",",Good working dynamics."
"SRI International",",Lots of new technology to learn and leverage"
"SRI International",",Training and opportunity to learn"
"SRI International",",Challenging"
"SRI International",",Many exciting things invented here"
"SRI International",",quality of life and great work environment"
"Nestlé Waters North America","OVERTIME, GREAT ENVIRONMENT"
"Nestlé Waters North America",",Not much really. Tips were ok"
"Nestlé Waters North America",",Great benefits"
"Nestlé Waters North America",",Work from home"
"Nestlé Waters North America",",paid breaks, nice co-workers, good compensation"
"Nestlé Waters North America",",Pay and benefits and long term career"
"Nestlé Waters North America",",Company store"
"Nestlé Waters North America",",Benefits, Flexible"
"Nestlé Waters North America",",Employee home delivery discount"
"Nestlé Waters North America",",Great bunch of guys from the top to the bottom!!"
"Nestlé Waters North America",",It gave me job experience in a ware house and taught me how to use a forklift"
"Nestlé Waters North America",",Pay is good"
"Farmers Insurance Group","Paid lunch hour"
"Farmers Insurance Group",",Holidays PTO"
"Farmers Insurance Group",",peers."
"Farmers Insurance Group",",The people are good to work with and they are good at their jobs."
"Farmers Insurance Group",",Good benefits"
"Farmers Insurance Group",",Free weekly coffee, onsite cafeteria, Starbucks and onsite workout ctr"
"Farmers Insurance Group",",telecommute"
"Farmers Insurance Group",",Working independently, good benefits, comfortable enviroment, flexible work hours."
"Farmers Insurance Group",",meet great people"
"Farmers Insurance Group",",The position was okay."
"Farmers Insurance Group",",Flexible schedule"
"Farmers Insurance Group",",hour lunches, and a set schedule"
"Blue Cross Blue Shield","Good people for the most part, learning new programs, fair amount of vacation, regular cost of living increases."
"Blue Cross Blue Shield",",Supervisor and the higher ups were excellent"
"Blue Cross Blue Shield",",Benefits"
"Blue Cross Blue Shield",",Having PTO"
"Blue Cross Blue Shield",",cafeteria here at the job"
"Blue Cross Blue Shield",",Shift changes"
"Blue Cross Blue Shield",",people"
"Blue Cross Blue Shield",",Great lunches, breaks, etc."
"Baylor Scott & White Health","friends made"
"Baylor Scott & White Health",",Good staff, light work load most of the time"
"Baylor Scott & White Health",",Love the people"
"Baylor Scott & White Health",",Cafeteria discounts"
"Baylor Scott & White Health",",Team work"
"Baylor Scott & White Health",",Benefits, PTO"
"Baylor Scott & White Health",",Great team of co workers"
"Baylor Scott & White Health",",discount in cafteria & gift shop, teamwork orriented environment"
"Baylor Scott & White Health",",Great Coworkers"
"Baylor Scott & White Health",",DISCOUNT FOR LUNCH, MOVIE TICKETS AND ECT !!!"
"Baylor Scott & White Health",",Good insurance plans."
"Baylor Scott & White Health",",healthcare, great managers"
"Baylor Scott & White Health",",Good pay"
"Baylor Scott & White Health",",na"
"HotSchedules","Newish offices, but very empty. Nice view of 360 hills."
"HotSchedules",",Free sodas"
"HotSchedules",",Paid time off and no dress code"
"HotSchedules",",fun place to work"
"HotSchedules",",lunch plan and perks for the employees"
"MassMutual Financial Group","Flexible Hours"
"MassMutual Financial Group",",able to help others and be rewarded at the same time"
"MassMutual Financial Group",",Good centralized location"
"MassMutual Financial Group",",Learning, effectiveness in this world, room for growth, and maangement"
"MassMutual Financial Group",",Opportunities"
"MassMutual Financial Group",",Benefits"
"MassMutual Financial Group",",Benefits"
"MassMutual Financial Group",",Great work environment. Awesome cafeteria."
"MassMutual Financial Group",",Benefits"
"Ibotta","Free bagel friday"
"Ibotta",",work from home"
"UTC Aerospace Systems","perks"
"UTC Aerospace Systems",",pay and people"
"UTC Aerospace Systems",",Close to where i reside."
"UTC Aerospace Systems",",Welcoming environment, a strong practice of people skills, shows even small jobs are important."
"UTC Aerospace Systems",",Security"
"UTC Aerospace Systems",",A lot of overtime opportunities"
"UTC Aerospace Systems",",benefits and pay"
"UTC Aerospace Systems",",Great benefits, performance based"
"UTC Aerospace Systems",",Union"
"UTC Aerospace Systems",",Employee Appreciation"
"UTC Aerospace Systems",",Nice people and easy work"
"UTC Aerospace Systems",",Great products"
"UTC Aerospace Systems",",Salary. Benefits. Pension."
"FICO","Free lunches when catering in house"
"FICO",",n/a"
"FICO",",Dedicated People"
"FICO",",high quality people and good working ethitcs"
"FICO",",Free snack; onsite gym and cafeteria."
"FICO",",Free lunches"
"FICO",",Very Organized and open culture. Flexible hours and open environment"
"FICO",",plenty of free time, quiet office"
"On-Board Services","Good Benefits, family owned, high retention, values, treatment work from home"
"On-Board Services",",None"
"On-Board Services",",friendly environment"
"On-Board Services",",traveling"
"Genpact headstrong capital markets","None"
"Genpact headstrong capital markets",",Decent Salary"
"RAND Corporation","Some of the staff"
"RAND Corporation",",Parking . Mall"
"RAND Corporation",",Intellectually stimulating, fun environment"
"RAND Corporation",",close to home"
"RAND Corporation",",great compensation and benefits"
"RAND Corporation",",Great work life balance, very interesting work with great emphasis on values and culture"
"RAND Corporation",",Company events, friendly people, relaxing environment"
"RAND Corporation",",Flexible work hours; healthcare; vacation days; sick days; coverage during absences."
"RAND Corporation",",a highly respectable think tank recognized worldwide."
"RAND Corporation",",great work environment, excellent management and pay, room for growth"
"PwC","Great benefits, compensation, holidays, environment, etc. Many."
"PwC",",Good turnaround on expense processing"
"PwC",",flexibility, great management"
"PwC",",Progression"
"PwC",",good work environment"
"PwC",",Free food in busy season, work experience, great pay"
"PwC",",Remote Working Arrangements"
"PwC",",Great benefits, ample vacation time and holidays"
"Smith Hanley Associates, LLC","work/life balance"
"Smith Hanley Associates, LLC",",Management, Compensation, Work-life balance"
"Smith Hanley Associates, LLC",",Good work life balanace, good training program, professional environment"
"Smith Hanley Associates, LLC",",Independence and compensation"
"Smith Hanley Associates, LLC",",using new types of machinery and early morning hours."
"UCLA Health","great job security"
"UCLA Health",",Decent staff"
"UCLA Health",",Just the benefit and unionize"
"UCLA Health",",Team environment, very enjoyable"
"UCLA Health",",Benefits"
"UCLA Health",",Great work/life balance"
"UCLA Health",",For now, patient care seems largely well done."
"UCLA Health",",Temporary contract, fun staff, good training"
"UCLA Health",",National leader, stable environment, friendly staff"
"UCLA Health",",Benefits"
"UCLA Health",",Large healthcare network"
"Snap-on","decent pay, long hours, very stressful most of the time."
"Snap-on",",Great customer interaction!"
"Snap-on",",Self scheduling"
"Snap-on",",good career, good benefits, good pay at good job, weekly pay"
"Snap-on",",great benefits and job advancement opportunities"
"Snap-on",",You win amazing trips"
"Snap-on",",schedule your own time, freedom"
"Snap-on",",Plenty of work!"
"Snap-on",",different jobs every day, there is a lot to learn, and amazing breakroom"
"Snap-on",",state of the art new tool truck to show customers"
"Snap-on",",Free lunch, meet awesome people, learning on the daily"
"Snap-on",",it was a job"
"Snap-on",",Lot of freedom"
"Cigna","Good staff to work with"
"Cigna",",flexible"
"Cigna",",The pay.. 2 15 min breaks and 30 mins lunch"
"Cigna",",None"
"Cigna",",clean, safe"
"Cigna",",Great training, opportunites for promotions and raises"
"Cigna",",Autonomy"
"Cigna",",work from hom"
"Cigna",",benefits were great"
"Cigna",",Benefits"
"Cigna",",Lunch paid & free drinks, uniform is included, they buy your work shoes"
