"company","con"
"Textron",",mandatory saturdays"
"Textron",",Upper management"
"Textron",",Company doesnt beleive in paying for benefits, Stress is so high people are dropping like flies"
"Textron",",Few opportunities for advancement. Stressful enviroment due to a need to reduce costs."
"Encore Capital Group","Bad management"
"Encore Capital Group",",Could be better on promotions and compensation"
"Encore Capital Group",",No advancement, upper management is not nice to work directly for"
"Encore Capital Group",",No advancement opportunities."
"Encore Capital Group",",Benefits, work-life balance"
"Encore Capital Group",",none"
"Encore Capital Group",",Management, employee turnover, compensation, mundane work"
"Encore Capital Group",",Too many to list here"
"Encore Capital Group",",Terrible orientation, no guidance"
"Encore Capital Group",",healthcare coverage, lacking communication between departments"
"Encore Capital Group",",Low chance of promotion, monthly deadlines, questionable ethics"
"Encore Capital Group",",Free coffee was disgusting"
"Robert Half Technology","No Benefits"
"Robert Half Technology",",nobn"
"Robert Half Technology",",Team culture"
"Robert Half Technology",",Poor management"
"Robert Half Technology",",No real benefits"
"Robert Half Technology",",n/a"
"Robert Half Technology",",many"
"Robert Half Technology",",staffing tendencies"
"Robert Half Technology",",no real benefit"
"Robert Half Technology",",none"
"Robert Half Technology",",Sometimes are the contracts are kind of short."
"Robert Half Technology",",Note enough permanent work"
"Square","Couches are too cozy"
"Square",",short brakes, very demanding, little communication between departments"
"Square",",n/a"
"Chef'd","no comment"
"Chef'd",",Department had no room for growth."
"Change Healthcare","contract job at hospital"
"Change Healthcare",",pay"
"Change Healthcare",",stressful"
"Change Healthcare",",Lousy layoff policy"
"Change Healthcare",",Lack of Training and ongoing support"
"Change Healthcare",",bad management, no growth, no encouragement"
"Change Healthcare",",stressful"
"Change Healthcare",",Cut backs."
"Change Healthcare",",too many conf calls"
"Change Healthcare",",Job Stability"
"Change Healthcare",",full workload daily"
"Discover Financial Services","Needs to have the mortgage call channel available to the inexperienced"
"Discover Financial Services",",Terrible customer base"
"Discover Financial Services",",None"
"Discover Financial Services",",Pay, management"
"Discover Financial Services",",Heavy phone time"
"Discover Financial Services",",high turnover in the customer service area"
"Discover Financial Services",",Relocated"
"GM Financial","micro-managing, redundancy, constant change"
"GM Financial",",Bon"
"GM Financial",",The bonus and pay"
"GM Financial",",pay"
"GM Financial",",healthcare"
"GM Financial",",A lot of work, sometimes 60 hour weeks for months"
"GM Financial",",hours of operation and pay is not as high as preferred"
"GM Financial",",Leader ships needs work"
"GM Financial",",takes time to move up"
"GM Financial",",Production"
"GM Financial",",no cons"
"GM Financial",",micro managed"
"Fanatics Inc.","hours"
"Fanatics Inc.",",Seasonal. Hard to get hired on."
"Fanatics Inc.",",60 hour work weeks during peak"
"Fanatics Inc.",",Short breaks"
"Fanatics Inc.",",Sometimes the weather would conflict with work in the warehouse"
"Fanatics Inc.",",short breaks"
"Fanatics Inc.",",Breaks are so far apart theres alot of walking and management"
"Fanatics Inc.",",Short breaks, attendance policy, treated like a number or machine"
"Fanatics Inc.",",Sexist management, not a team enviromeent"
"Fanatics Inc.",",Long hors, low pay, bad enviroment, bad co-workers, imperious management"
"Stryker","No reimbursement or allowances, poor structure for supplying equipment to showcase"
"Stryker",",nada"
"Stryker",",none"
"Stryker",",Long hours, high stress, office politics"
"ADP","unstable"
"ADP",",Traffic in the area."
"ADP",",Not very flexible to family needs"
"ADP",",can be stressful during year end due to high call volume"
"ADP",",Lower on the pay scale, not innovating enough, too closed off -technology wise"
"ADP",",Job sucrity might be showing an issue for ADP. And I need job security."
"ADP",",work life balance"
"Seagate Technology","None"
"Seagate Technology",",Deceptive co-workers."
"Seagate Technology",",no job security, declining industry, low/no bonuses, management is terrible"
"Seagate Technology",",Bad unlimited free coffee"
"Seagate Technology",",frequent lay offs leads to insecurities about future"
"Seagate Technology",",Terrible people to work with and no room for growth."
"Seagate Technology",",Layoffs seem yearly"
"Seagate Technology",",size"
"Seagate Technology",",Management doesn't encourage growth or provide adequate communication."
"Seagate Technology",",old style management"
"Seagate Technology",",Older employee population"
"Roche","Management needs to communicate more efficiently"
"Roche",",slow pace"
"Roche",",It was just a summer job."
"Roche",",sucks to work there in the winter, slow and cold"
"Roche",",Difficult to advance"
"Roche",",Benefits for contractors are minimal."
"Roche",",Fast pace long hours"
"Roche",",Inadaquate work/life balance due to workload."
"Roche",",N/A"
"Roche",",Contractor"
"Roche",",Unfortunately the management tends to be under qualified, not supportive"
"Roche",",Job security for new entrants very low.."
"University of Pennsylvania","none"
"University of Pennsylvania",",No healthcare, No gym"
"University of Pennsylvania",",not making a great salary"
"University of Pennsylvania",",Very long Hours."
"Kellogg Company","Barely any work/life balence, ungrateful management, added stress"
"Kellogg Company",",Not being honest with employess"
"Kellogg Company",",Not enough hours"
"Kellogg Company",",Lots anymore!"
"Kellogg Company",",poor work life balance, poor management organization/communication"
"Kellogg Company",",12 hour days"
"Kellogg Company",",no travel pay, few hours, must work weekends and holidays"
"Kellogg Company",",Everything else. Kiss your home life goodbye."
"Kellogg Company",",Being a minority"
"Kellogg Company",",not much time off but the pay makes it worth every min."
"VF Corporation","No benefits for part timers"
"VF Corporation",",parking"
"VF Corporation",",Huge corporate environment. Hard to move up the chain. Paid very good but not great."
"VF Corporation",",No benefits"
"VF Corporation",",occasional bs, takes a while to get hired on, favoritism"
"VF Corporation",",poor pay for floor people so turn over is high."
"VF Corporation",",low hours"
"VF Corporation",",Not enough upper support staff to help with customers problems."
"VF Corporation",",No benefits for part-time employees"
"VF Corporation",",Store Mangers hire friends and family who get special treatment"
"VF Corporation",",Poor management, no hours in the winter and still hiring new people"
"Adecco: USA","The entire structure of the company"
"Adecco: USA",",Its a lot of drama that goes on in Publix Deli"
"Adecco: USA",",Quicker lay offs"
"Adecco: USA",",Not enough hours"
"Adecco: USA",",They wont listen to your concerns, no sick time, no holiday time, terrible benefits"
"Adecco: USA",",temporary job with low pay out of season and low hours out of season"
"Adecco: USA",",Long days random schedule"
"Adecco: USA",",Waiting 90 days to get hired full time is the only con i can think of"
"Adecco: USA",",EARLY mornings"
"Adecco: USA",",Some jobs may be only few months"
"Adecco: USA",",Long hard houra"
"Adecco: USA",",horrible management"
"Design Strategy","Lot's of competition from offshore/outsourcing"
"Design Strategy",",Not many perks, benefits, 401K and time off aren't the best."
"The Jackson Laboratory","None"
"The Jackson Laboratory",",Under staffed"
"The Jackson Laboratory",",Low pay and contiuous monitoring of workforce. Three stike system and you'll be terminated."
"The Jackson Laboratory",",Low pay and contiuous monitoring of workforce. Three stike system and you'll be terminated."
"The Jackson Laboratory",",lots of work"
"The Jackson Laboratory",",Remote location"
"The Jackson Laboratory",",Very fast-paced (employees tend to burn out form the work load), low pay for the work accomplished, limited advancement opportunities"
"The Jackson Laboratory",",Locations may not be ideal for all candidates"
"The Jackson Laboratory",",i wish i hadn't left in 2000."
"The Jackson Laboratory",",the headquaters is geographically isolated from major metropolitan areas (this could be a pro)"
"one","Short breaks."
"one",",management was not friendly"
"one",",My company"
"one",",no health insurance. few, if any, full time positions."
"Zappos Family of Companies","Nothing haha"
"Zappos Family of Companies",",Very Customer Service Base, You HAVE to befriend every single customer you talk to"
"Zappos Family of Companies",",If you don't like change, you'll hate it."
"Zappos Family of Companies",",a great company culture"
"Zappos Family of Companies",",Long Days"
"Zappos Family of Companies",",SELL OUTS"
"Zappos Family of Companies",",some of the management were difficult to work with on day to day projects"
"Zappos Family of Companies",",emphasis on metrics and numbers"
"Zappos Family of Companies",",Call center environment, natural turn over"
"Zappos Family of Companies",",season position"
"Zappos Family of Companies",",None"
"Zappos Family of Companies",",work life balance, management, politics, compensation, culture"
"Zappos Family of Companies",",A lot of clicks"
"Zappos Family of Companies",",Draining"
"Zappos Family of Companies",",not being offered a permanent position"
"Zappos Family of Companies",",difficult o pull away from your desk"
"CARVANA","long hours, the sun, not much communication"
"CARVANA",",Working through kinks of a startup"
"CALIFORNIA STATE UNIVERSITY, CHICO","Low paying job, get pay monthly"
"CALIFORNIA STATE UNIVERSITY, CHICO",",cold room"
"CALIFORNIA STATE UNIVERSITY, CHICO",",inconsistent project availability"
"PHOTON","unpaid overtime"
"PHOTON",",timing for works no need to work on extra time"
"PHOTON",",no lunch, no transport, no internet, no printer outs, no policies, no leaves"
"State of Arizona","it was by no means a prestigious job."
"State of Arizona",",nothing"
"State of Arizona",",money"
"State of Arizona",",At-will services horrible"
"State of Arizona",",None"
"State of Arizona",",12% taken from paychecks for retirement, high case loads, lots of pressure to close cases, high turnover in management."
"State of Arizona",",not enough doctors available"
"State of Arizona",",The amount of mandatory retirement you had to pay into."
"State of Arizona",",Lack of adequate pay for performance or built in cost of living"
"State of Arizona",",Political Enviroment"
"State of Arizona",",high mgmt turnover"
"State of Arizona",",Having to tell clients that they don't qualify for benefits."
"State of Arizona",",Poor leadership"
"Praxis Engineering","On your own for months at a time with no work feeback."
"Praxis Engineering",",nothing sticks out enough to complain about"
"Praxis Engineering",",may have to work at a customer site rather than the home office (though most are very close)"
"Praxis Engineering",",i have not seen or experienced any."
"Electrolux","No healy care no benefits and no salary all commission."
"Electrolux",",Work can get stale if you don't take initiative"
"Electrolux",",short breaks and plant is to big to make it from one part to the other for breaks"
"Electrolux",",low pay"
"Electrolux",",over worked a lot"
"Electrolux",",salary, overtime"
"Electrolux",",Very hot, unforgiving, distance."
"Electrolux",",Short breaks, Hot conditions"
"Electrolux",",took awhile to get hired"
"Electrolux",",3rd shift"
"Electrolux",",short breaks and the hours are okay"
"Electrolux",",The place closed"
"Electrolux",",irate customers, management, hours"
"Electrolux",",poor management"
"Assurant","closing the company"
"Assurant",",Healthcare, Management, Huge Turnover Rate"
"Assurant",",NEVER FOREVER"
"Assurant",",Shift bids"
"Assurant",",long commute over 45 miles one way"
"Assurant",",Benefits"
"Assurant",",time demanding"
"Assurant",",They couldnt keep me"
"Assurant",",Sitting in traffic daily for two hours going to and coming from work"
"Assurant",",Pay could be better"
"Assurant",",health care"
"Pearson","No opportunity for growth, low pay, hours are not guaranteed"
"Pearson",",none"
"Pearson",",long commute"
"Pearson",",Disengaged managers, lack of resources to do the job, long hours, poor work/ life balance for nonmanagers"
"Pearson",",I can not think of any other then they moved for Lebanon In."
"Pearson",",Temp job, no benefits, seasonal"
"Pearson",",They will milk their employees for everything, you are expected to work very long hours"
"Pearson",",ever changing management, outsourcing technical jobs"
"Pearson",",Those SME's are long gone, long with most of the morale"
"Splunk","N/A"
"Splunk",",bad management who unsuccessful at managing large scale projects"
"Splunk",",growing pains as the product and processes change quickly."
"Technica Corporation","Benefits not great, hostile working environment, lack of management support"
"Technica Corporation",",You may moved from your job to ensure the customer and the contract are adequately supported"
"Technica Corporation",",Distance traveled to HQ"
"Technica Corporation",",management"
"Technica Corporation",",management, room for advancement"
"Fidelity Investments","Downsizing of the industry due to computerization."
"Fidelity Investments",",short breaks"
"Fidelity Investments",",Technical leadership"
"Fidelity Investments",",Short breaks"
"Fidelity Investments",",Up ward movement"
"Fidelity Investments",",none"
"Fidelity Investments",",temporary position"
"Fidelity Investments",",short breaks, highly stressful depending on personal temperament"
"Fidelity Investments",",Lower management choices and limited opportunity for self thinking"
"Fidelity Investments",",Fixed schedule"
"CACI International Inc","Nothing"
"CACI International Inc",",There is no bench. If you can't find a funded contract you will have to leave the company."
"CACI International Inc",",Not located in Oregon"
"CACI International Inc",",None"
"CACI International Inc",",insurance isn't the best"
"CACI International Inc",",at time slow responses from managment"
"CACI International Inc",",The commute."
"CACI International Inc",",none"
"CACI International Inc",",depends on the contract"
"CACI International Inc",",Heavy traffic"
"Pacific Life","Environment is not as employee friendly, which is normal with Company Growth."
"Pacific Life",",No telecommute options"
"Pacific Life",",Pay"
"Pacific Life",",Fall short on contractor conversion"
"Pacific Life",",N/A"
"Pacific Life",",Corporate procedures and culture too rigid"
"Pacific Life",",Employees are just another number"
"Pacific Life",",A large amount of work with strick deadlines"
"Pacific Life",",No growth opportunities"
"Pacific Life",",Contractors are treated lowly"
"Pacific Life",",Lack of Advancement opportunity"
"Space Telescope Science Institute","Not a lot of room for growth"
"TechTarget","Advancement in particular departments is limitied"
"TechTarget",",They are frugal when buying software, etc."
"TechTarget",",low pay"
"The CW Network","Constant number crunching and limited interaction with coworkers"
"Conversant Media","limited advancement"
"Conversant Media",",promoting from within is not a forethought"
"Conversant Media",",Being acquired"
"Conversant Media",",Competitive, fast-paced"
"Akvelon, Inc.","Company needs a General Manager to help owners execute high level vision for Akvelon."
"Mitre Corporation","project take forever"
"Mitre Corporation",",The lack of ""care and feeding"" of employee's for growth"
"Mitre Corporation",",none"
"Mitre Corporation",",sometimes up and down contracts"
"Mitre Corporation",",Highly dependent on government funding and associated hiccups."
"Mitre Corporation",",Lacking practical technical knowledge (lots of academic, theoretical knowledge), senior management who are here to take it easy, almost zero chance for promotion or advancement, too much politics"
"Mitre Corporation",",Spending a lot of time doing research"
"Mitre Corporation",",weak leadership"
"Mitre Corporation",",location/commute compensation isn't always great"
"Mitre Corporation",",Often find myself searching for something to do. Not busy, not challenged."
"Mitre Corporation",",Management might suck"
"Mitre Corporation",",unrealistic expectations"
"Mitre Corporation",",Need to compete for government programs."
"Northeastern University","Not paid enough"
"Northeastern University",",Hard to get to cut with many students to share the lasers with"
"Northeastern University",",Competition is huge"
"Northeastern University",",long hours, requires a lot of planning before the games"
"Northeastern University",",Adjunct teaching position is precarious. No job advancement or benefits"
"Northeastern University",",pay"
"Geometric Americas","horrible managers, deceiving CEO, Pay"
"Geometric Americas",",Bad pay and benefits"
"Geometric Americas",",Temporary project, no long term commitment"
"Geometric Americas",",Unstable job"
"Geometric Americas",",At any moment SAP team could take away SAP access which delays getting the job done"
"Geometric Americas",",Contract work."
"Geometric Americas",",lot of days i was called off due to not enough work"
"Geometric Americas",",N/A"
"Bed Bath & Beyond","It was from Bed Bath and Beyond"
"Bed Bath & Beyond",",just one break, pay scale and annual increases minimal"
"Bed Bath & Beyond",",Poor leadership, and often favortism gets in the way of advancement"
"Bed Bath & Beyond",",ridiculous hours, corporate visits are a NIGHTMARE"
"Bed Bath & Beyond",",Not many"
"Bed Bath & Beyond",",lack understanding for employee concerns and issues, they do not offer hours and pay that can help a working man pay his rent."
"Bed Bath & Beyond",",the whole job will suck if you have a bad manager"
"Bed Bath & Beyond",",customers"
"Bed Bath & Beyond",",None"
"Bed Bath & Beyond",",merchandise was expensive"
"Bed Bath & Beyond",",Staffing"
"Bed Bath & Beyond",",no benifits except for management"
"Bed Bath & Beyond",",Short break, no health care, no benefits"
"Bed Bath & Beyond",",Everything besides the discount."
"Western Digital","N/a"
"Western Digital",",Maternity leave and paternity leave are minimal."
"Western Digital",",A lot of people getting let go due to intergration"
"Western Digital",",Chaos, uncertainty, un-integrated systems"
"Western Digital",",Still going through lay offs to reduce overall expenses and increase positive cash flow."
"Western Digital",",Shrinking company"
"Western Digital",",Not enough work hours in the day"
"Western Digital",",Log in and out"
"Western Digital",",Horrible work culture"
"Western Digital",",Not a meritocracy any longer"
"Western Digital",",got laid off"
"Western Digital",",job security, not sure company future is"
"California Institute of Technology","210 traffic if you're coming in from Upland."
"California Institute of Technology",",not easy to move within the organization"
"California Institute of Technology",",it is a university so it is starnge in very specific ways"
"California Institute of Technology",",yes"
"California Institute of Technology",",pay"
"California Institute of Technology",",the many lay offs"
"California Institute of Technology",",Low pay, no advancement, no incentives, high healthcare costs"
"The Federal Home Loan Bank of Chicago","Internal Audit department abuses employee rights"
"The Federal Home Loan Bank of Chicago",",n/a"
"SRI International","Gone 3/4 year"
"SRI International",",No job security"
"SRI International",",Decisive leadership can be missing at times."
"SRI International",",Great health benefits"
"SRI International",",Don't have any"
"SRI International",",None really.....it's work."
"SRI International",",Low Pay, Excessive Overtime"
"SRI International",",Management is extremely politicized and backward looking rather than forward looking"
"SRI International",",bullying, politics"
"SRI International",",political advancement."
"Nestlé Waters North America","Pretty much everything"
"Nestlé Waters North America",",Some situations you felt they were not there for you, but knowing you were in control of your life goals allowed me to carry on."
"Nestlé Waters North America",",I do not have any at the time"
"Nestlé Waters North America",",short breaks, poor human resources and management"
"Nestlé Waters North America",",Moral is low"
"Nestlé Waters North America",",Poor training - long hours"
"Nestlé Waters North America",",Commute"
"Nestlé Waters North America",",No work life balance, Contradicting everything, Processes change every month. People quit monthly or worse just get fired. HR.... what's that?"
"Nestlé Waters North America",",amount of changes"
"Nestlé Waters North America",",Bad management and the benefits werent good and pay wasn't great"
"Nestlé Waters North America",",Overworked underappreaciated"
"Farmers Insurance Group","District manager"
"Farmers Insurance Group",",I can't think of any, it was really a long time ago."
"Farmers Insurance Group",",lack of communication w/mgmt."
"Farmers Insurance Group",",Not challenging enough, bad management"
"Farmers Insurance Group",",Short lunches and limited healthcare for an insurance company."
"Farmers Insurance Group",",micro-management, lack of leadership on multiple levels."
"Farmers Insurance Group",",There was nothing I did not like, except for the short notice of the office closing, and having to train temporary people to help with the transition."
"Farmers Insurance Group",",no benefits working for an agent"
"Farmers Insurance Group",",But I found out I didn't like the industry for the long run."
"Farmers Insurance Group",",not a full time position"
"Blue Cross Blue Shield","Sometimes the job could be tedious, but a new day brings a new outlook"
"Blue Cross Blue Shield",",Needed to be perm for me"
"Blue Cross Blue Shield",",Growth"
"Blue Cross Blue Shield",",Short breaks and lunches"
"Blue Cross Blue Shield",",Parking"
"Blue Cross Blue Shield",",If there new employees sometime would get better schedule."
"Blue Cross Blue Shield",",not enough time"
"Blue Cross Blue Shield",",Not being offered an internal position from temp service Kelly"
"Baylor Scott & White Health","salary, leadership"
"Baylor Scott & White Health",",Low yearly raises, training could be improved"
"Baylor Scott & White Health",",short breaks"
"Baylor Scott & White Health",",Short staffed, Low morale"
"Baylor Scott & White Health",",Paying for lunch"
"Baylor Scott & White Health",",Ablilty to transfer"
"Baylor Scott & White Health",",Short Breaks"
"Baylor Scott & White Health",",short-ish lunchs, pay not so great"
"Baylor Scott & White Health",",Pay is not where it should be"
"Baylor Scott & White Health",",ONLY 30 MIN. BREAK FOR 12 HOUS ."
"Baylor Scott & White Health",",Bullying environment"
"Baylor Scott & White Health",",na"
"HotSchedules","tech-debt, outsourcing, no-perks, pay"
"HotSchedules",",Location"
"HotSchedules",",Low communication in managers"
"HotSchedules",",unorganized, cliques, few women in management"
"HotSchedules",",the high call volume"
"MassMutual Financial Group","Commission Only"
"MassMutual Financial Group",",Horrible Leads"
"MassMutual Financial Group",",starting is a grind"
"MassMutual Financial Group",",Size"
"MassMutual Financial Group",",Extremely rigid structure"
"MassMutual Financial Group",",Lower end of market compensation"
"MassMutual Financial Group",",Stressful position."
"MassMutual Financial Group",",outsourced entire dept. / Work life balance needs work"
"MassMutual Financial Group",",Schedule"
"Ibotta","Start-up low pay"
"Ibotta",",no people contact"
"UTC Aerospace Systems","The Bosses.."
"UTC Aerospace Systems",",I wish it was a bit more organized"
"UTC Aerospace Systems",",Too numerous to list."
"UTC Aerospace Systems",",It was only a co-op."
"UTC Aerospace Systems",",Management moves very slow"
"UTC Aerospace Systems",",Lay offs"
"UTC Aerospace Systems",",lunch is terrible, breaks are too short for amount of time you actually work"
"UTC Aerospace Systems",",Quality management, culture, favoritism"
"UTC Aerospace Systems",",Layoffs"
"UTC Aerospace Systems",",No stability and low pay"
"UTC Aerospace Systems",",ACE (Achieve Competitive Excellence) is unwieldy and should be scrapped."
"UTC Aerospace Systems",",Lay offs"
"FICO","Health care options"
"FICO",",n/a"
"FICO",",Not super Innovative"
"FICO",",too many mistakes have been made by the executive management, too many laid-offs, too much of bias toward office in Bangalor;"
"FICO",",Extremely demanding job"
"FICO",",a lot of weekend work"
"FICO",",I did not find any."
"FICO",",gossip, negativity, remote manager"
"On-Board Services","It needs updating"
"On-Board Services",",High cost medical, non replacement, no support for concerns"
"On-Board Services",",no communication"
"On-Board Services",",when train broke down customers got upset"
"Genpact headstrong capital markets","None"
"Genpact headstrong capital markets",",Politics, management structure, non ability to advance and grow within the company."
"RAND Corporation","Some of the staff"
"RAND Corporation",",Pay . Mgmt"
"RAND Corporation",",none"
"RAND Corporation",",temporary job"
"RAND Corporation",",not consistent in procedures and overworked employees"
"RAND Corporation",",Benefits are good but compensation is below average."
"RAND Corporation",",Short breaks"
"RAND Corporation",",Winter weather on the East Cost; insufficient remuneration for mass transit."
"RAND Corporation",",n/a"
"RAND Corporation",",none that i can think of."
"PwC","Demanding work schedule."
"PwC",",Open office concept"
"PwC",",Egos, and lots of them"
"PwC",",Long hours, voluminous amounts of work during the all too frequent busy seasons."
"PwC",",Long hours"
"PwC",",pay, career progression"
"PwC",",Late hours in busy season, worklife balance is tough at times"
"PwC",",Diffcult to connect due to being remote and size of organization."
"PwC",",No opportunities for advancement for my level"
"Smith Hanley Associates, LLC","The job itself can be very stressful"
"Smith Hanley Associates, LLC",",Quiet work environment"
"Smith Hanley Associates, LLC",",growth opportunity"
"Smith Hanley Associates, LLC",",Have to work hard to make the highest level of compensation, health benefits aren't as good as a larger company would offer, although they do have matching 401k!"
"Smith Hanley Associates, LLC",",not guaranteed a full time position which I was looking forward to"
"UCLA Health","hard to advance"
"UCLA Health",",Mean, nasty, bully of a director. Last place youll ever want to work. Stay away"
"UCLA Health",",very political orintated"
"UCLA Health",",Management are taking sides"
"UCLA Health",",Nonw"
"UCLA Health",",Poor managerial skills"
"UCLA Health",",Leadership"
"UCLA Health",",Should cultural problems persist, it is only a matter of time before patient care is affected."
"UCLA Health",",Short-term employement"
"UCLA Health",",None"
"UCLA Health",",Favorism amongst nurses, poor leadership, ineffective work environment"
"UCLA Health",",poor management and work ethic by large number of employees"
"Snap-on","short breaks, lots of issues with end-users, lack of management support"
"Snap-on",",Long days, and at times very stressful."
"Snap-on",",Proper inventory levels at times aren't adequate."
"Snap-on",",people are in and out, temps will work for a year befor"
"Snap-on",",not everyone always saw eye to eye causing internal conflict"
"Snap-on",",Long hours"
"Snap-on",",everything else"
"Snap-on",",short breaks, long hours, and very hot in the summer"
"Snap-on",",most businesses weren't very accepting of salesmen"
"Snap-on",",Long days 12-17 hour days"
"Snap-on",",treated poorly, racist bosses"
"Snap-on",",working thru temp. service"
"Cigna","not a steady job if you work as an independent contractor"
"Cigna",",no growth"
"Cigna",",None"
"Cigna",",boring at times"
"Cigna",",Standard operating procedures could use some tweaking for better efficiency"
"Cigna",",you must work wknds"
"Cigna",",none"
"Cigna",",Management"
"Cigna",",Uncertain Environment"
"Cigna",",Poor Supervisors, Lack of respect"
"Cigna",",about hour drive from home"
"Johnson Matthey","Management decisions, majority of internal work"
"Johnson Matthey",",Secure facility no metal, phones, jewelry, etc. awful safety record, 9 hour shift"
"Johnson Matthey",",HORRIBLE treatment, pay is lousy, MUST be an BUTT KISSER"
"Johnson Matthey",",hot and short breaks"
"Johnson Matthey",",nasty employees"
"Johnson Matthey",",A lot of times you work on your lunch break"
"Johnson Matthey",",Boring, horrible work environment, low pay"
"Johnson Matthey",",Newly aquired management and production staff are resistant to improvements."
"Johnson Matthey",",None"
"Johnson Matthey",",none"
"Johnson Matthey",",Lack of Accountability, Poor Treatment of Employees"
"Johnson Matthey",",Bad Senior Management, Treat employees like cattle"
"Johnson Matthey",",micromanaging, low wages"
"System One","Work life balance/no recognition"
"System One",",work inviroment undesirable."
"System One",",pay"
"System One",",contracting"
"System One",",Always on the road"
"System One",",Would rather not get into it."
"System One",",Short breaks."
"System One",",None"
"System One",",Contractor positions not secure"
"System One",",slow advancement - you must be very self motivated to advance."
"System One",",not full time employee"
"System One",",Loud machinery."
"Priceline.com","lack of career growth."
"Priceline.com",",atmosphere, nepotism"
"Priceline.com",",repetitive work day"
"Priceline.com",",snow! and ice storms! some communication difficulties within the office"
"Priceline.com",",long shifts"
"Priceline.com",",Snow! And ice storms! Some communication difficulties within the office, occasional issues with noise level"
"Priceline.com",",short breaks"
"Priceline.com",",too much favoritism"
"Priceline.com",",no sense of job security"
"cars.com","unnecessary scrutiny, production stress (even with my achievement), no appropriate advancement"
"cars.com",",Not that many"
"cars.com",",n/a"
"cars.com",",Unrealistic Goals for territory"
"cars.com",",Poor upper management- as all of the good ones left, lack of core values, and the office has bugs"
"cars.com",",Low salary, Low incentives, Low Morale"
"cars.com",",Compensation low, micro-management"
"cars.com",",Senior management still needs to embrace the user-centered research and design approach"
"Life Time Fitness","Little or no breaks, low pay, understaffed"
"Life Time Fitness",",Long shifts: understaffed"
"Life Time Fitness",",training is spotty, lack of communication, lack of standards"
"Life Time Fitness",",Short Breaks"
"Life Time Fitness",",Short breaks which usually do not occur, Minimum Wage which raises are infrequent, Management needs improvement, Advancement is near impossible"
"Life Time Fitness",",Lack of organization from higher ups."
"Life Time Fitness",",Department Head"
"Life Time Fitness",",workload & pay &"
"Life Time Fitness",",None"
"Life Time Fitness",",when students do not show up"
"Life Time Fitness",",Lack of management"
"Wayfair","Sales and customer relations are not the priority, meeting the metrics is the main goal, marketing plan towards B2B needs to be diversified and developed from B2C."
"Wayfair",",Being on the phone 95 percent of your work day"
"Wayfair",",Business department is a disaster, upper management micromanages to the extreme, there is no transparency, HR will ignore you if your position is not high up in the company."
"Wayfair",",micromangement"
"Wayfair",",Not during peak there are little hours"
"Wayfair",",Low quality executive management, corporate mentality"
"Wayfair",",None"
"Wayfair",",NA"
"Wayfair",",city living"
"Wayfair",",Wayfair is awesome all the way around."
"Wayfair",",No cons"
"Wayfair",",bad work life balance, no job security, tough interview but no job security"
"Wayfair",",Healthcare costs"
"HELIX","Commute from SF is long (~1 hour on the company shuttle), however worth it every day."
"Kaiser Permanente","no free lunches"
"Kaiser Permanente",",you get 11 points a year before you get fired. This includes being late from break or lunch."
"Kaiser Permanente",",hard to advance within the company"
"Kaiser Permanente",",Slow days"
"Kaiser Permanente",",unrealistic expectations. terrible management"
"Kaiser Permanente",",stressful work and always adding more to the work load."
"Kaiser Permanente",",none"
"Kaiser Permanente",",Micromanagers"
"Kaiser Permanente",",Can't advance but by senority"
"Kaiser Permanente",",not able to transfer"
"Kaiser Permanente",",none"
"Kaiser Permanente",",Management"
"Kaiser Permanente",",raises"
"Kaiser Permanente",",short lunches"
"Kaiser Permanente",",NONE"
"Hotels.com","Contracted out customer care"
"Hotels.com",",Strange work hours"
"Hotels.com",",EVERYTHING"
"Hotels.com",",may go over your shifts if you got caught on a call ."
"Hotels.com",",too many leadership meetings, no advancement."
"Hotels.com",",Lack of advancement from within"
"Hotels.com",",none"
"Hotels.com",",Management, Metrics"
"HRA/DEPT OF SOCIAL SERVICES","Pay"
"Bayer","Management, dynamics"
"Bayer",",outsourcing jobs"
"Bayer",",commute- too far and traffic is horrible"
"Bayer",",None"
"Bayer",",none"
"Bayer",",Management"
"Bayer",",If your a contract worker you don't get paid for any leave"
"Bayer",",The company"
"Bayer",",running lines short thru breaks would like to enjoy break with co-workers and not feel rushed"
"Bayer",",Work-life balance not flexible"
"Idaho Department of Health & Welfare","Work-life balance is extremely difficult to achieve because of the workload."
"Idaho Department of Health & Welfare",",The State's inability to give merit raises."
"Idaho Department of Health & Welfare",",Low pay, have to put up with politicians"
"Systems Planning and Analysis","No dedicated short term sick leave"
"Parkland Hospital","limited without degree in that field"
"Parkland Hospital",",Politics trumps skills."
"Parkland Hospital",",No breaks in between"
"Parkland Hospital",",High insurance, people pays for everything nothing benefical, like 1/2 price lunch or parking."
"Parkland Hospital",",Everything else"
"Parkland Hospital",",short break"
"Parkland Hospital",",not enough time with the patients"
"Parkland Hospital",",WORK LOAD CAN BE STRESSFUL."
"Parkland Hospital",",breaking of rules and no breaks at a time"
"Parkland Hospital",",seriously understaffed, very short breaks for most maybe lunch and if stats, code yellow(all hands on deck) are in affect no lunches."
"Parkland Hospital",",n/a"
"Parkland Hospital",",long hours and high patient ratios"
"MIT Broad Institute","Long hours are not uncommon"
"MIT Broad Institute",",Slow decision-making process"
"MIT Broad Institute",",very insular culture in some departments"
"MIT Broad Institute",",none"
"MIT Broad Institute",",not honest"
