"company","position","salary","worklife","compensation","jobsecurity","management","culture","company.x","review","company.y","position","company.x.1","pro","company.y.1","con"
NA,NA,NA,NA,NA,NA,NA,NA,"BB&T",",A typical work day at BB&T is relaxed but productive at the same time. I learned patience and this job definitely took my customer service skills to the next level. The management are easy to talk to and caring. The workplace culture is great you meet so many friendly people. The hardest part of the job was working long hours but the pay was nice so I did not complain. The most enjoyable part of the job was the office holiday spirit! Every holiday with this company was a blast!","FICO",",FACILITIES OPERATIONS ADMINISTRATOR",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",This company thrives off overworking their employees with part time employees being scheduled for 12 hours without complying with Labor laws including lunch breaks. They are deceptive and unconcerned with the safety of their employees. Several employees who have experienced on the job accidents were given false information to contact workers compensation as well as not properly treated with medical care immediately. Store managers have been known to sell items that customers have pawned before the 60 day window expires. Items have been lost, broken, or stolen with little regard to the customer and without compensation. Store has been repeatedly robbed or burglarized and management has showed little concern for fixing inoperable security cameras. Store management has proven to be sexist while leaving two women to close a store alone on a busy road and allowing all males the opportunity to leave their shifts early. Employee appreciation would only include male employees while females were left to tend to the store for hours. District managers micro manage store activity only to damage employee moral and diminish the little capacity one has left to effectively complete his or her job after being bullied and threatened on a constant basis. The only time the store functions properly is when corporate comes in town and they monitor your interaction with the big bosses and threatened anyone who would attempt to carry on a conversation with them.. Anyone have anything to hide maybe?! Vague promises are given during hiring such as management positions, competitive pay and adequate hours.","Johnson Controls",",Senior Consultant","UCB",",Management","UT Southwestern Medical Center",",The fiscal year attendance it was the worst."
NA,NA,NA,NA,NA,NA,NA,NA,"BB&T",",Great bank to work for. My fellow associates were very welcoming and warm. I just didn't work for them long enough to advance further. This was a very short assignment.","FICO",",Product Support Senior Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion","OK if you like being on the phone your whole shift. Take technical support questions your whole shift. Can get tiring but overall great company.","FICO",",Java Developer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Typical call center. Nothing more to say you worked at one call center you have worked at them all.  Nothing special.  Ok company to work for Management is sometimes overbearing","FICO",",Customer Service Representative",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",working in a production environment, with room for growth in the company. they have an open door policy for communications with your management. good set of core values.","FICO",",QA Lead Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",They micromanage you to the point where it's ridiculous. This probably depends on your supervisor and operations manager on the level. They only care about one thing. Stats so they can get their bonus. They don't care about actually resolving the customers issues. If you're good with that, the place pays well for what it is.","FICO",",Telecommunications Support Magager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",I utilized multiple screens and handle the issue that the Customer was having. I enjoyed working with my co-workers but the lack of organization is why I am seeking new employment.","FICO",",Software Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Asurion made their facilities fun. Employees could play ping pong, and bag toss on breaks and lunches. The cubicles are very open and put employees within feet of each other. This allows for better morale, but can cause difficulties with environment while employees are on the phones with customers.","FICO",",Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",The integrity of the company and the many ways they should they cared about us the employees was great. It complimented the working experience greatly.","The Weather Channel",",Lead Sales Tax and Billing Accountant","Starbucks",",401k, full health benefits, grants, tuition reimbursement, discounts, pto, tips, advancement opportunities, fun environment","MediaMath",",poor management"
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",My work day consist of taking 20 to 30 calls from customers with technical and billing issues.  I enjoyed finding ways to help our customers.  Best company I have worked for.","FICO",",Visual Designer for E Marketing and UI",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Asurion is a great place to work. Depending on the department you work in, it is under paid. Management is great and your peers are awesome. The medical benefits are excellent as well. Yearly raises are poor, even if you are the top performer.","FICO",",Software Developer Intern",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",  ","Johnson Controls",",Hallens Drive, Wednesdbury - Team Member","EZCORP",",Bonuses","Foot Locker",",Health Benefits"
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Flexible schedules and great employee satisfactory tactics. Great company to work for with wonderful benefits. The training is very informative to assure success.","FICO",",Solution Integration Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Great place to work and excel.  Promotes those that work hard.  Great Benefits.  Management are easy to work with. The culture is on of diversity.","FICO",",Project Manager, Senior Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Passion is the only word that comes to mind when thinking about MTSU Men's Basketball Program. After playing there for four years I came back to help coach for a year and it was very eye opening and fun. The love I have for basketball and that program knows no boundaries.","FICO",",Windows Desktop Engineer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",-Developed skills to be able to work in a fast pace environment and during high volumes.","FICO",",Fraud Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",-Resolved customers problems or concerns in an accurate and timely fashion to insure customers get the","On-Board Services","Warehouse Operator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",best service.","On-Board Services",",Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",-Handles over 50+ calls interacting with customers during shifts.","On-Board Services",",job seeker",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",-Developed great effective relationships with co-workers through politeness and clear communication.","On-Board Services",",Executive assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",If I didn't have to quit for personal reason then I would still be there. Everyone is amazing there and they work with you so well when you're in your time of need. Many people quit because they can not handle the calls that come in. There are some very rude customers but you cant let that get to you. The company its self has the most kind hearted and understanding bosses and you'll make fantastic friends.","The Weather Channel",",Production Operations Specialist","Starbucks",",Flexible","Roush Enterprises","No breaks except lunch and that varies."
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Taking calls for Verizon Mobile Device Users.","On-Board Services",",Packout",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",", Managers have been caught fraudulently taking employee hours before payroll submission to avoid overtime pay. When the store is too short staff, employees may not be given a proper lunch break but Management will secretly deduct the worked lunch hour without the employees knowledge when payroll is submitted. Fraudulent loans are written to boost loans per day and they will loan money on bad items to boost their numbers as well and punish the pawnbroker for following manager direction when the item does not sell after the loan period is up. ","Johnson Controls",",OPERATIONS TECHNICIAN","UCB",",Good benefits","UT Southwestern Medical Center",",Cannot think of any"
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",How to troubleshoot Mobile Devices. Resolve issues on customers Mobile Devices for Verizon Company Only.","On-Board Services",",Corporate Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Excellent Management Provided to Help & gain Future Career Goals.","On-Board Services",",Amtrak",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Troubleshooting & finding the solution through keywords in Info Manager.","Genpact headstrong capital markets","Lead Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Making the Customers happy with the resolution of the issue with Excellent customer service & helpful information.","Genpact headstrong capital markets",",Project Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Assisted customers file insurance claims on mobile devices, laptops, tablets and smartwatches.","Genpact headstrong capital markets",",Business Analyst/ Principal Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Also upgraded customers mobile insurance.","RAND Corporation","Field Interviewer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Sent customers replacement devices which were refurbished.","RAND Corporation",",Audio/Video Technician",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Maintained part distribution to A.T. personnel and ordered parts from inventory to maintain parts inventory on the floor.  Supplied parts to the  A.T.s through computer request system that they used.  Enjoyed interacting with the A.T.s and keeping their moral positive.  Did not enjoy some managers and other part runner employees.","RAND Corporation",",Contracts and Grants",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",The company is a great company to work for if you can handle the demand to provide customers what opportunities to insure there entertainment equipment.","RAND Corporation",",TEMPORARY ASSIGNMENT",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",Every day at work was fun. I've learned how to help customers over the phone with technical issues. Management was great while I worked there. Work place culture was fine made a lot of friends got to meet a lot of people. Never came to a point where I thought the job was hard. Most enjoyable part of job was when I was selected to help training staff with new employees that were hired.","The Weather Channel",",Employee","Starbucks",",Excellent Helthcare and Financial compensation benefits","Roush Enterprises",",Layoff, Need to at times be at work 80% more than home."
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",If you decide to work here, stand your ground and watch your pay check. Make sure you track your hours separately than the system because you may get shorted. Bonus checks are barely delivered on time or at all and payroll takes their precious time correcting the error if at all. Also be mindful that they will automatically take money out of your check for a sorry 401k without your consent and it takes forever and a day to get that money back without penalty. As publicly traded company they are supposed to make you aware of whistleblower laws but they carefully keep that info away from their employees because the stores are not run properly and as long as the bottom line says $$ they do not investigate impropriety. Also in the event manage changes during your tenure here be careful because if that manager didnt hire you, your the first to go. Also they do not encourage or value higher education as they do not acknowledge college degrees and they have stopped tuition assistance for their employees.","Johnson Controls",",Rear Seat Production Team Member","UCB",",Free gym, great family day","UT Southwestern Medical Center",",Management are unfair sometimes"
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",In tech support,  there are alot of management so, as in every job you get a lot of different people.  Be prepared to be go go go, Overall great company to work for.","RAND Corporation",",Research Interviewer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Asurion",",The one thing I liked about being employed with Asurion was the work from home option.  A typical day with the company was helping customers make replacment claims on their defective equipment","RAND Corporation",",Contract & Grant Administrator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems","Great Company , nothing else to say about it... cause this is an awesome company , really eager to work with any professional individual.","RAND Corporation",",Field Surveyor",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",TEKsystems is a IT temp agency that places people into contract or contract to hire positions around the U.S. I didn't have much experience in the work force. With TEKsystems i was able to join in a lot of different projects and receive a few contracts that lasted a reasonable amount of time that i was able to gain the knowledge and experiences to excel in the I.T workforce.","RAND Corporation",",Research Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",The best part of the day is meeting the customer and the new employee as well as the challenge of the new job.  In all honesty the hardest part of the job is the management who you have to call and try and make happy, after the customer already is and now management is frustrating the customer and your in the middle.","RAND Corporation",",Bilingual Telephone Interviewer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",you will learn a lot and the people there are great. You will also work a ton! Great experience, you should go for it! Its a lot of hard work and can get frustrating but the support system is great","RAND Corporation",",Admnistrative Assistant / Coordinator IV",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",It was an ok work enviroment, nothing special. They promise a lot and that's about it. The staff at the job sites are not friendly, a lot of racism.","RAND Corporation",",Economic & Policy Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Great company to work for, wish they paid a little more and provide benefits but they worked with me to find a job and coach me on what to say during the interviews","RAND Corporation",",Assistant Policy Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Helpful staff.","RAND Corporation",",ADMINISTRATIVE ASSISTANT",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Career improving company.","RAND Corporation",",Sr. Administrative Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",  ","Johnson Controls",",Customer Support Agent","UCB",",great employees","UT Southwestern Medical Center",",temp"
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Tek has helped many people that I know.","The Weather Channel",",Business Intelligence Developer","Starbucks",",Free coffee and lunch, You make tips, Flexible work schedules, Offers great benefits, The people you meet are awesome (most of the time)","Roush Enterprises",",We have a slow season where we do not get very many cars and so our hours get cut."
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Fun to keep in touch and do lunch.","PwC","FILE INVENTORY MANAGER/CLIENT SERVICES",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",All your recruiting needs.","PwC",",MANAGING DIRECTOR",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",TEKsystems is a good company to get your foot in the door and network. Other than that it's not a place for long term. The pay isn't enough.","PwC",",GRC Tech Consultant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Most opportunities will be less than 40 hours a week and work is never guaranteed. Recruiters are friendly and willing to do a lot of work to find you a contract, however, do expect to find much work after each contract. Job security is minimal due to the nature of contracting. Pay will be exactly what you need if they have something for you, but the benefits they offer are not really great for healthcare. If you need something fast and you are not too strapped for cash, this would be a great place to start.","PwC",",Summer Intern, Compliance",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",I've taken contracts with TEK Systems several times over my career.  Some staff are far better than others.  Recruiters are hit or miss.  Everyone else has always been wonderful.  They could stand to work on their communication all around.  Only had one major incident with them over a contract.","PwC",",Change Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Tek Systems has done a very good job of finding me another contract when one was completed.","PwC",",DIRECTOR (MARKET DIRECTOR OF OPERATIONS)",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",I enjoy working with them as they are very personable and helpful during the transition periods.","PwC",",Business Analyst/Project Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",I loved working with Teksystems. I've worked with the best of the best in the industry and i got the chance to learn so much during my time with Teksystems","PwC",",Senior Associate",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Working with TEK was always an enjoyment. They always kept me hired as a contractor. Worked for UPS and Lockheed thru this company. Always hit all expectations","PwC",",Secretary",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"The Washington Post",",As a paper route carrier it was a great part time job to have while having a full time job. Good compensation with flexible hours.","Paycom",",Customer Support","UPMC",",Good wages.","Allstate Insurance",",Low job security, hours are late(1:30pm- 10pm)"
NA,NA,NA,NA,NA,NA,NA,NA,"Amedisys",",Performed psychiatric assessments on geriatric patients in their homes or places of residence due to multiple losses and difficulty for the caregiver to manage due to a change in their behavior.  Medication were added, changed or dosages adjudged by the physician and I monitored weekly for any changes in behavior or side effects as well as teaching the patient and caregiver in regards to disease process.  The most enjoyable part of my job was the contact with the patient's and their families.  I loved the job itself, the management was great, the workplace culture was good, there was a continuing education program.  The hardest part of the job was the paperwork/documentation.","City of Seattle",",Cashier","Neiman Marcus",",Great CEO in Texas, they listen to sales associate","NICE Systems",",busy, allways something new to learn"
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",Significant change in leadership over past 18 months, and major restructuring. New leadership is having positive impact, but there is still a long ways to go.  Great team culture.","Johnson Controls",",assembly and material handler","UCB",",close to home","UT Southwestern Medical Center",",Compensation"
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Support for large Warehouse with 200+ Computers and Printers, fun environment with person to person contact repairing Printers and computers for employees","PwC",",Audit Intern",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Great management and I overall can't complain about the work. It was easy work just replacing printers, hand scanners, logic units, and debit card readers at various walmarts around Indiana.","JPMorgan Chase",",Compliance Analyst","Groupon",",Company providing appreciation for efforts.","Realogy",",Looking for a permanent psot."
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",This was a very good. I was pleased with this position. I spent a large share of my time working on Y2K.  The company did a great job locating new projects for me.","The Weather Channel",",Associate Producer","Starbucks",",discounted items, free pound of coffee a week!","Roush Enterprises",",micromanaged, totally controlled by owners"
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Good contract with good crew. Pay was average. No benefits to start with and length of contract. Placement going into another contract is not immediate.","PwC",",Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",The company ran us through a test period to establish expected metrics. After establishing those metrics, the company brought in an entire team of new hires residing in Costa Rica. The Costa Rica team was added to our team to allow them several months of training and experience. Once the managers felt the Costa Rica team was ready, the managers terminated our jobs.","PwC",",Audit Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Great recruiting company.  They really are there to aid you with any questions that you have.  Very friendly company.  Always checked on their contractors at least once a month. Took us to lunch and scheduled events.  I enjoyed working with Teksystems.","PwC",",SDC confirmation specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",A well maintained and productive environment where you can show case your skills. Able to advance at your own pace and learn new skills.","PwC",",Associate Auditor",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"TEKsystems",",Benefits are pretty good for a contractor.  They do have a lot of contractor to hire opportunities.  Account representatives work with you to get the best placement possible.","PwC",",HR Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes","At Pitney Bowes, I worked as a Mailroom Associate at Pitney Bowes. I handle both incoming and outgoing mail, and responsible for sending out package items for USPS, FedEx, UPS, DHL, Etc. I deliver mail and packages to the AMEX clients and other departments. Lifted heavy packages up to 55 pounds and refill copy rooms with boxes of printer paper. Picked up clients packages from offices or their cubicles. The benefits were great and the manager but unfortunately the hours were only four a day and the schedule wasn't that flexible. I feel this job is beneficial for students and people with less responsibility.","PwC",",Tax Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Company has been going through system changes which is causing many issues in processes. These issues were the reason the job of speaking with clients is so difficult and stressful. Company is very behind in work and does not have enough staff to do the back office work that the front line callers have to do deal with.","PwC",",Director, R&D Advisory Services",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",Great job working there and friendly atmosphere. Enjoyed  my job.","Johnson Controls",",Administrative Assistant","UCB",",healthcare, flex-time","UT Southwestern Medical Center",",N/A"
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",They were friendly to me but as I've said everyone is not going to be pleased per person. Mangers are willing to help if needed but not all as in any job.","PwC",",Experienced Assurance Associate",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Pitney Bowes is going through huge change. It is trying its best to take its people with it but the pace of change means that some will get left behind. As the market gets more competitive and the company tries new products, life gets tougher and targets get more challenging. That said, there is great cooperative spirit in the company and everyone wants to do their best.","PwC",",Manager, Learning & Development",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",The hardest part of the job are the long hours. The most enjoyable part of the job was working with the administrative team","PwC",",Test Lead",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",The hardest part of the job is getting there especially if you work the 1st shift. This job is very fast paced and requires you to have a lot of energy and be able to multi-task and move quickly.","The Weather Channel",",Producer","Starbucks",",Free coffee","Roush Enterprises",",Poor compensation"
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",It is enjoyable working with high speed equipment. My coworkers are exceptionally good people to work with. However there is a high turnover rate and it can be difficult to continually work with new people that require constant training.","PwC",",Professional Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",The people make the company and the people here are great. Plenty of room for advancement. Started as an entry level customer service agent and progressed to management","Smith Hanley Associates, LLC","Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",I worked for Pitney Bowes for close to 33 years before getting laid-off in late 2016.  I enjoyed the people I worked with, as well as the working environment. I am looking forward to the next chapter in my life, teaming up to work for another great company.","Smith Hanley Associates, LLC",",Sr. Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",A typical call center but with great managers and excellent bonuses. High pressure sales but with a strong and structured support system that will help guide you to success if you are the right fit.","Smith Hanley Associates, LLC",",Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Not much cohesion with this company too many change over, keep changing strategy and sales","Smith Hanley Associates, LLC",",Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",The leadership team makes decision without support of the staff.  Changes every year due to sales issues, does not give a chance for strategy to take hold then changes again.","Smith Hanley Associates, LLC",",Executive Recruiter/Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",Learned microsoft system things","Bank Of America",",Sr. Analyst","Corning",",Well paid, advanced thru the system; at the plant it was the best job","Citi",",not being able to help some customers"
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Work alone on a lot of machines at one time.  ","Smith Hanley Associates, LLC",",Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Learned a lot about electrical mechanical machines","Smith Hanley Associates, LLC",",Vice President",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Good support management.","Smith Hanley Associates, LLC",",Consultant/SAS Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",A lot of senior techs at site","Smith Hanley Associates, LLC",",Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Getting support late at night","The Weather Channel",",Producer","Starbucks",",Free coffee, Decent insurance rates, Special deals with specific companies, you'll always smell like coffee","Sealed Air","Health insurance has to high of a deductable before kicking in."
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Helping customers","Smith Hanley Associates, LLC",",Global Study & Site Budget Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",I was cross trained in all services that were provided, I was able to train new employees.","Smith Hanley Associates, LLC",",Material Handler",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Gained insurance experience just in basic handling of paperwork.","Smith Hanley Associates, LLC",",Executive Recruiter",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",I look forward to going to work everyday.My co-workers and I worked together as a team.I enjoyed all my surroundings.My job consist of multiple duties.Ialso learned other skills.","UCLA Health","EHS Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",i had a great time working at this company. just wished that i was older when i was working there. but all in all ithis was a great experience and would love to go back there.","UCLA Health",",Administrative Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",Learned customer service skills","Johnson Controls",",Production Assembler","UCB",",company car, bonus, and excellent benefits","UT Southwestern Medical Center",",Short lunch breaks and bad management"
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",My time at Novitex was both fun and educational.  The typical work day was very busy and fast paced, but it made the time pass quickly.","UCLA Health",",Per Diem Perfusionist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",The environment was very friendly and family oriented.","UCLA Health",",RN Staff Nurse",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",I will miss you job of 24 years.","UCLA Health",",Administrative Assistant II",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Not saying that overall Pitney Bowes is a horrible company to work for but I can say that the Indianapolis Presort facility gives this company a bad reputation.  Advancement opportunities are not based on experience and education but if you're liked by management.  New hires for positions of leadership start off making more than senior staff.  That's their way of being competitive in the job market.  Wouldn't discourage anyone from applying at any locations because Pitney Bowes is a well established company internationally.","UCLA Health",",Medical Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Very tough work environment with little to no support.  The people are great and committed to doing the right things for customers and the business, however, the overall culture and  work environment is challenging.","UCLA Health",",Security Engineer (contract)",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Pitney Bowes was a great company. Great benefits and they really cared about there employees. It was a friendly environment and I really enjoyed that you kept busy and learning new things everyday. There is really nothing hard about a job if you put your mind to it. I enjoy people and learning new things I am more than ready to get out in the work field and more motivated than ever.","The Weather Channel",",Vice President, Consumer and Ad Sales Marketing","Starbucks",",fun environment","Sealed Air",",not enough hours"
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",Some of the managers were not that good.   Lots of work but not back breaking.  The employees were cool.  Dealing with Anthrax scanned mail should have paid more money to the employees.","UCLA Health",",Supervisor of Patient Communication Center",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Pitney Bowes",",It was actually fun we had one of our fellow employees as the manager so we all felt like family and I would say that we had a great time working together as a department.","UCLA Health",",Administrative Assistant",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox","A typical day while interning at Birchbox included working with the content team to help brainstorm ideas for future online magazine articles as well as future video concepts. I also attended various team meetings and created props for upcoming monthly video shoots. On shoot days, I would attend and assist on set with any tasks. I absolutely adored every single co-worker and they were all a pleasure to work with. Everyone is friendly and outgoing. The hardest part of the job was mastering the Birchbox voice through my writing. The most enjoyable part of the job was the office in itself, which is an upbeat environment filled with treats and surprises everyday. I really enjoyed being there everyday.","UCLA Health",",Senior Android Developer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",When I first got hired, they made Birchbox SoHo (before it even opened) out to be an AMAZING environment with a great teamwork ethic and a place for advancement....HAHA!","UCLA Health",",Patient Coordinator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",EZCORP is an interesting retail/financial business that thrives on a tough economy.  The business changes quickly which is exciting day to day.  Low overhead where each Team Member is responsible for taking care of business.  There are no lines drawn, each employee is involved in making the business run efficiently and as a cohesive team.","Johnson Controls",",P-42 Re work welder","UCB",",benefits ok","Seattle Genetics","none"
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",Management was very bad, and the only good ones they had they fired due to them not having the ""looks"" Birchbox wanted (aka discriminated against their body types, etc). Management also chose favorites and conducted things as if it was a middle school cafeteria lunch table... only certain people got praise and perks, whereas others who worked even harder got treated horrible.","UCLA Health",",Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",This place needs to get their act together. Stop making employees who are NOT PAID COMMISSION get in trouble for not having met ridiculous and unreasonable sales goals. There is no need to make them compete against each other if it is not commission-based","UCLA Health",",Transplant, Patient Biller III",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",A lot of different events and things for employees to look forward to","UCLA Health",",Administrative Assistant Analyst",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",I learned a lot of different ways to do things ","UCLA Health",",Administrative Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Birchbox",",Co workers are hard working and very knowledgable","UCLA Health",",End-user Support Specialist",NA,NA,NA,NA
