,Source,gMag,gSent,gentity1,gentity1salience,gentity1type,gentity2,gentity2salience,gentity2type,gentity3,gentity3salience,gentity3type,gentity4,gentity4salience,gentity4type,gentity5,gentity5salience,gentity5type,gtopic1,gtopic2,gtopic3,gtopic4,gtopic5,id,lenArticle,lenGoogleAPIentities,lenGoogleAPItokens,lenTextRazorAPIcoarseTopics,lenTextrazorAPIentailments,lenTextrazorAPIentities,lenTextrazorAPIproperties,lenTextrazorAPIrelations,lenTextrazorAPIsentences,lenTextrazorAPItopics,tentity1,tentity1salience,tentity1type,tentity2,tentity2salience,tentity2type,tentity3,tentity3salience,tentity3type,tentity4,tentity4salience,tentity4type,tentity5,tentity5salience,tentity5type
997,cnnbasic,11.5,-0.3,United States,0.13297062,LOCATION,people,0.07861044,LOCATION,Immigration and Customs Enforcement,0.07402908,LOCATION,John Kelly,0.063954,LOCATION,Mexican,0.03574258,LOCATION,Illegal immigration to the United States,Illegal immigration,Immigration,Social institutions,Law,-575826737,6601,9188,13202,658,2464028,119876,12401,391020,391020,35211,Mexico–United States border,1.0,,Illegal immigration,0.8049,,U.S. Immigration and Customs Enforcement,0.7546,Agent,Donald Trump,0.6123,Agent,Crime,0.5967,
998,cnnbasic,8.7,0.0,Kevin Plank,0.27746832,PERSON,Trump Poser,0.14913954,PERSON,Under Armour,0.119576305,PERSON,something,0.038347464,PERSON,remarks,0.035234556,PERSON,Under Armour,Donald Trump,Brand,Wall Street,Business,-57806017,2710,4643,5420,662,819477,41275,6012,161190,161190,23112,Adidas,0.4388,Agent,"Nike, Inc.",0.3511,Agent,Golden State Warriors,0.3198,Agent,Stephen Curry,0.3021,Agent,Baltimore,0.2215,Place
999,cnnbasic,10.5,-0.2,Donald Trump,0.3159583,PERSON,Ninth Circuit Court of Appeals,0.11664883,PERSON,TRO,0.09306663,PERSON,arguments,0.046724062,PERSON,restraining order,0.027971573,PERSON,Equal Protection Clause,President of the United States,Supreme Court of the United States,Injunction,Executive order,-583644526,5944,7584,11888,653,2574094,82935,12025,350574,350574,36953,Antonin Scalia,0.9609,Agent,Injunction,0.9351,,Fifth Amendment to the United States Constitution,0.9064,,United States Congress,0.6853,Place,Donald Trump,0.6088,Agent
1000,cnnbasic,4.2,0.0,Donald Trump,0.3466391,PERSON,Shinzo Abe,0.29103437,PERSON,relationship,0.05475998,PERSON,Diplomacy,0.044117596,PERSON,art,0.036620006,PERSON,Donald Trump,Politics,Shinzō Abe,Mar-a-Lago,Government,-603457287,1313,1812,2626,649,490107,22141,2754,96585,96585,19782,Shinzō Abe,0.4947,Agent,Donald Trump,0.371,Agent,Prime Minister of Japan,0.1544,,,,,,,
1001,cnnbasic,6.5,0.0,David Petraeus,0.33086085,PERSON,Tuesday.Harward,0.110912174,PERSON,Kellogg,0.081213854,PERSON,James Mattis,0.07907385,PERSON,security adviser,0.04738519,PERSON,David Petraeus,Stanley A. McChrystal,Government,Government of the United States,Politics,-608591016,3641,6108,7282,661,1151628,83282,7031,219337,219337,44139,David Petraeus,1.0,Agent,Stanley A. McChrystal,0.9524,Agent,Iraq War,0.7776,Event,George W. Bush,0.6995,Agent,James Mattis,0.6983,Agent
1002,cnnbasic,11.3,0.1,Domino,0.13853419,ORGANIZATION,Chipotle,0.11377953,ORGANIZATION,Papa John's,0.068487406,ORGANIZATION,Donald Trump,0.056158677,ORGANIZATION,Peyton Manning,0.03140345,ORGANIZATION,Domino's Pizza,Papa John's Pizza,Pizza Hut,Chipotle Mexican Grill,Yum! Brands,-61435135,3283,5069,6566,661,1112991,56391,8362,204641,204641,27678,Yum! Brands,0.6909,Agent,KFC,0.6139,Agent,Peyton Manning,0.5583,Agent,McDonald's,0.5144,Agent,Pizza Hut,0.5128,Agent
1003,cnnbasic,17.4,-0.1,Trump.Donald Trump,0.51848614,PERSON,Republicans,0.046542108,PERSON,Russians,0.036610696,PERSON,Jeff Sessions,0.023070117,PERSON,way,0.021777552,PERSON,Donald Trump,Hillary Clinton,Whistleblower,President of the United States,Politics,-622987683,4151,5704,8302,658,1367714,60881,7090,250963,250963,39361,Donald Trump,0.7836,Agent,James Comey,0.7111,Agent,WikiLeaks,0.6968,Work,Hillary Clinton,0.6791,Agent,Federal Bureau of Investigation,0.6761,Agent
1004,cnnbasic,2.5,-0.5,Environmental Protection Agency,0.19166346,ORGANIZATION,employees,0.10650143,ORGANIZATION,administration,0.060266983,ORGANIZATION,Signal,0.04068837,ORGANIZATION,messaging platforms,0.039599042,ORGANIZATION,United States Environmental Protection Agency,Public sphere,Politics,Government,Freedom of Information Act (United States),-62898449,2108,3391,4216,658,840941,25268,3790,115232,115232,39131,United States Environmental Protection Agency,0.7623,Agent,Freedom of Information Act (United States),0.6779,,Republican Party (United States),0.419,Agent,CNN,0.4126,Agent,Climate change,0.1946,
1005,cnnbasic,0.5,-0.2,James Robart,0.24276178,PERSON,Donald Trump,0.15744981,PERSON,court,0.04279455,PERSON,request,0.04001461,PERSON,administration,0.037162628,PERSON,United States Court of Appeals for the Ninth Circuit,United States courts of appeals,Law,United States law,Government,-634731288,1522,3010,3044,661,669987,30009,2440,96950,96950,27788,United States Court of Appeals for the Ninth Circuit,0.6315,,En banc,0.4834,,Donald Trump,0.3521,Agent,Syria,0.3073,Place,Iraq,0.2648,Place
1006,cnnbasic,5.2,0.0,Nike,0.24630862,ORGANIZATION,film,0.17224967,ORGANIZATION,equals,0.08983655,ORGANIZATION,company,0.056215048,ORGANIZATION,equality,0.049361527,ORGANIZATION,"Nike, Inc.",Advertising,LeBron James,Super Bowl commercials,Kevin Durant,-636368803,1787,4133,3574,662,537156,36469,4295,108050,108050,25996,"Nike, Inc.",0.4914,Agent,LeBron James,0.4457,Agent,Kevin Durant,0.3945,Agent,United States,0.3008,Place,National Basketball Association,0.3005,Agent
1007,cnnbasic,7.0,-0.2,Sebastian Gorka,0.40331236,PERSON,Donald Trump,0.10305977,PERSON,news,0.100689225,PERSON,news,0.051380154,PERSON,administration,0.04886868,PERSON,Fake news website,Donald Trump,The Holocaust,Politics,Criticisms,-638919272,2364,2719,4728,649,918014,18901,5122,147210,147210,28596,Donald Trump,0.503,Agent,The New York Times,0.4744,Work,Hillary Clinton,0.4714,Agent,CNN,0.4492,Agent,The Holocaust,0.3806,
1008,reutersbasic,4.8,0.1,Donald Trump,0.19635579,PERSON,White House,0.10630501,PERSON,Best Buy Co Inc,0.08804708,PERSON,U.S.,0.06868061,PERSON,tax code revisions,0.026928214,PERSON,Tax,Donald Trump,United States,Government finances,Taxation,-640045692,2732,5257,5464,656,1214894,66394,7819,171014,171014,28200,Republican Party (United States),0.5024,Agent,Tax,0.4713,,Donald Trump,0.4655,Agent,Orrin Hatch,0.4622,Agent,United States,0.4489,Place
1009,cnnbasic,8.5,-0.1,Mitch McConnell,0.22388503,PERSON,Elizabeth Warren,0.20087941,PERSON,Senate,0.18899941,PERSON,Sessions,0.070867874,PERSON,Republicans,0.041210454,PERSON,United States Senate,Donald Trump,Democratic Party (United States),Republican Party (United States),Jeff Sessions,-659248979,4433,6217,8866,653,1491415,60889,8034,275332,275332,32172,Jeff Sessions,0.8446,Agent,Donald Trump,0.6634,Agent,United States Senate,0.651,Agent,Chuck Schumer,0.6417,Agent,Elizabeth Warren,0.6379,Agent
1010,cnnbasic,7.6,-0.4,Michael Flynn,0.53850806,PERSON,Donald Trump,0.22619146,PERSON,The White House,0.054254577,PERSON,Mike Pence,0.039449032,PERSON,sanctions,0.012780283,PERSON,Donald Trump,CNN,President of the United States,Presidency of Donald Trump,Kellyanne Conway,-660758521,5629,7146,11258,657,1835357,105944,10220,329684,329684,31696,Donald Trump,0.7566,Agent,Hillary Clinton,0.6968,Agent,Chris Christie,0.668,Agent,Mike Pence,0.6419,Agent,Reince Priebus,0.6012,Agent
1011,foxbasic,4.5,-0.2,Steve Bannon,0.36624262,PERSON,Trump,0.20194083,PERSON,Reince Priebus,0.05085221,PERSON,White House,0.030061107,PERSON,chairman,0.023143262,PERSON,Donald Trump,Politics,Government,Steve Bannon,Politics of the United States,-661645960,2689,4342,5378,659,883275,53457,6275,162309,162309,33005,Reince Priebus,0.6553,Agent,Tim Kaine,0.5724,Agent,John McCain,0.5606,Agent,Breitbart News,0.5559,Work,Joint Chiefs of Staff,0.5193,Agent
1012,cnnbasic,6.1,0.0,passengers,0.08057141,PERSON,airlines,0.07022043,PERSON,air travel,0.06696381,PERSON,Privacy Policy,0.058130942,PERSON,Airlines,0.050741512,PERSON,Airline,Frontier Airlines,Baggage,United States,Aviation,-668007511,2036,3309,4072,655,728061,34467,5000,121819,121819,21200,Airline,0.6855,,Virgin America,0.6377,Agent,SkyWest Airlines,0.4983,Agent,Frontier Airlines,0.4957,Agent,American Airlines,0.4079,Agent
1013,reutersbasic,4.5,-0.3,Donald Trump,0.27378923,PERSON,9th U.S. Circuit Court of Appeals,0.2361938,PERSON,United States,0.040841565,PERSON,Richard Clifton,0.032611486,PERSON,appeals court,0.024932796,PERSON,Donald Trump,President of the United States,Lawyer,United States,United States Constitution,-670024695,5020,7089,10040,652,1979048,107755,8374,298806,298806,38967,George W. Bush,0.8872,Agent,Supreme Court of the United States,0.7884,Place,United States Constitution,0.7841,,United States courts of appeals,0.7837,,Donald Trump,0.7781,Agent
1014,foxbasic,2.5,0.0,spy ship,0.34833115,OTHER,Russian,0.18983985,OTHER,United States,0.08856583,OTHER,Trump,0.05469676,OTHER,official,0.04224976,OTHER,Spy ship,United States Navy,Navy,Espionage,Ship,-674468625,2136,3791,4272,664,578577,85496,4381,125012,125012,27588,Signals intelligence,0.7192,,United States Navy,0.7075,Agent,Submarine,0.5199,,Aircraft carrier,0.5147,,Warship,0.4592,
1015,reutersbasic,1.6,-0.1,Django,0.20431653,OTHER,musician,0.11469699,OTHER,father,0.07849121,OTHER,question,0.04999439,OTHER,Etienne Comar,0.03487724,OTHER,Django Reinhardt,Nazi Germany,Berlin International Film Festival,World War II,Nazism,-685810973,2076,3486,4152,651,614445,38277,4194,123184,123184,40865,Nazi Germany,0.6356,Place,Joseph Goebbels,0.6049,Agent,Django Reinhardt,0.5805,MusicalArtist,Adolf Hitler,0.5243,Agent,Berlin,0.3578,Place
1016,reutersbasic,4.3,0.0,United States,0.26309022,LOCATION,production,0.08893893,LOCATION,Iranian,0.06865828,LOCATION,Oil prices,0.036063686,LOCATION,crude supplies,0.036063686,LOCATION,World oil market chronology from 2003,OPEC,Petroleum,Economy,Petroleum industry,-688816370,2387,3762,4774,665,825067,55391,5235,150246,150246,31117,OPEC,1.0,Agent,Sanctions against Iran,0.8458,,Petroleum,0.764,,Brent Crude,0.7415,,West Texas Intermediate,0.6864,
1017,cnnbasic,12.0,0.0,Donald Trump,0.2817492,PERSON,opposition,0.07161706,PERSON,employees,0.027284918,PERSON,refugees,0.027034054,PERSON,businesses,0.02579548,PERSON,Donald Trump,United States,Advertising,Super Bowl commercials,Starbucks,-69436357,4869,9019,9738,659,1827449,95951,11561,291921,291921,42713,Starbucks,0.647,Agent,Goldman Sachs,0.6321,Agent,Facebook,0.6279,Work,Elon Musk,0.6073,Agent,Amazon.com,0.5659,Agent
1018,foxbasic,4.5,0.0,Arnold Schwarzenegger,0.2709925,PERSON,The Celebrity Apprentice,0.23658192,PERSON,Donald Trump.,0.1776501,PERSON,Governor,0.037583712,PERSON,ratings,0.028767748,PERSON,Donald Trump,Arnold Schwarzenegger,The Apprentice (U.S. TV series),Twitter,Presidency of the United States,-695072859,1960,2314,3920,667,523492,30555,2884,125490,125490,20498,Donald Trump,0.5161,Agent,Twitter,0.5159,Work,Arnold Schwarzenegger,0.4936,Agent,Hillary Clinton,0.465,Agent,Reality television,0.3688,
1019,reutersbasic,4.5,-0.2,Tom Price,0.4734849,PERSON,Affordable Care Act,0.22553505,PERSON,Donald Trump,0.071481064,PERSON,Republicans,0.038180597,PERSON,system.As,0.016533658,PERSON,Patient Protection and Affordable Care Act,United States House of Representatives,Donald Trump,Democratic Party (United States),Tom Price (U.S. politician),-696286711,2883,4348,5766,651,1080700,62445,6376,179853,179853,34037,Patient Protection and Affordable Care Act,1.0,,Barack Obama,0.8305,Agent,Shinzō Abe,0.7534,Agent,United States House of Representatives,0.7285,Agent,Paul Ryan,0.704,Agent
1020,cnnbasic,14.0,0.0,Ivanka Trump,0.54898727,PERSON,Sears Holdings,0.05269124,PERSON,Neiman Marcus,0.027285036,PERSON,Nordstrom,0.026135895,PERSON,Sears,0.02229514,PERSON,Ivanka Trump,Brand,Amazon.com,Retail,Sears,-701013052,4066,6445,8132,658,1560389,60076,7413,248009,248009,31005,Twitter,0.5319,Work,Nordstrom,0.4648,Agent,Neiman Marcus,0.4612,Agent,Kmart,0.4558,Agent,Sears Holdings,0.4469,Agent
1021,foxbasic,4.9,0.0,Bill Croyle,0.18043,PERSON,Jerry Brown,0.091688946,PERSON,anything,0.03658583,PERSON,dam,0.029584303,PERSON,area.,0.029584303,PERSON,Dam,Feather River,Physical geography,Natural disasters,Disasters,-704520004,2913,4324,5826,657,1242935,31901,5811,180627,180627,28775,Feather River,0.7261,Place,Erosion,0.4704,,United States,0.4583,Place,Federal Emergency Management Agency,0.4433,Agent,,,
1022,cnnbasic,12.5,0.0,Trump,0.28540808,PERSON,United States,0.20526871,PERSON,Vladimir Putin,0.09169818,PERSON,Russian,0.018857108,PERSON,Demonstrations,0.018035248,PERSON,Democracy,Liberalism,Liberal democracy,Vladimir Putin,Donald Trump,-707137254,5874,8001,11748,650,1940740,104518,14688,353155,353155,40221,Liberal democracy,0.6946,,Recep Tayyip Erdoğan,0.6856,Agent,Authoritarianism,0.6445,,Democracy,0.6308,,Vladimir Putin,0.6168,Agent
1023,reutersbasic,2.8,0.2,Donald Trump,0.20135896,PERSON,proposal,0.049799606,PERSON,retailers,0.0473752,PERSON,House of Representatives,0.046879325,PERSON,Best Buy Co Inc,0.045808658,PERSON,Tax,Donald Trump,Taxation,Government finances,United States,-71514286,1929,4031,3858,656,666827,47222,5903,110989,110989,28591,Orrin Hatch,0.3953,Agent,United States,0.3781,Place,Donald Trump,0.375,Agent,J. C. Penney,0.3601,Agent,Tax,0.3568,
1024,cnnbasic,4.9,0.2,Donald Trump,0.3853293,PERSON,Justin Trudeau,0.36634204,PERSON,US,0.05010791,PERSON,leaders,0.03244392,PERSON,people,0.010963273,PERSON,Donald Trump,Pierre Trudeau,United States,Canada,Benjamin Netanyahu,-719393575,4686,5633,9372,652,2232240,85848,11123,301227,301227,29504,Benjamin Netanyahu,0.7836,Agent,Justin Trudeau,0.62,Agent,Barack Obama,0.5934,Agent,Donald Trump,0.584,Agent,United States,0.575,Place
1025,reutersbasic,6.9,0.0,France,0.29301137,LOCATION,Marine Le Pen,0.11111553,LOCATION,Jean-Marie Le Pen,0.09985892,LOCATION,country,0.04596894,LOCATION,supporters,0.03368422,LOCATION,National Front (France),Jean-Marie Le Pen,Politics,Political ideologies,Government,-724636275,3217,4562,6434,651,997110,52560,6603,190660,190660,35205,Marine Le Pen,0.9183,Agent,Euroscepticism,0.7662,,Jean-Marie Le Pen,0.6339,Agent,Populism,0.5157,,Far-right politics,0.5048,
1026,cnnbasic,4.9,-0.1,Donald Trump,0.20620249,PERSON,Mexican,0.1250739,PERSON,wall,0.055167552,PERSON,wall,0.05483521,PERSON,United States,0.054176,PERSON,Donald Trump,Politics of the United States,Politics,Political positions of Donald Trump,American politicians,-729556308,2470,3470,4940,658,1060326,48430,3360,153787,153787,25765,Donald Trump,0.6576,Agent,John McCain,0.5752,Agent,Mexico,0.4435,Place,Republican Party (United States),0.4306,Agent,United States,0.413,Place
1027,cnnbasic,4.3,-0.2,British,0.24340408,LOCATION,government,0.15749392,LOCATION,Theresa May,0.08740088,LOCATION,journalists,0.062274985,LOCATION,Donald Trump,0.041940663,LOCATION,Fake news website,Donald Trump,News,Espionage Act of 1917,Whistleblower,-731054722,4013,5714,8026,654,1450967,61344,8065,238327,238327,41122,Edward Snowden,0.7102,Agent,Leveson Inquiry,0.7033,,The Guardian,0.6744,Work,Brexit,0.6401,,Jeremy Corbyn,0.6389,Agent
1028,cnnbasic,17.5,0.0,Alaa Al Nofal,0.75264186,PERSON,United States,0.014559235,PERSON,Sanford Health,0.012579281,PERSON,doctors,0.010782072,PERSON,Sioux Falls,0.008147961,PERSON,Residency (medicine),Physician,Travel visa,J-1 visa,Physician supply,-733308063,6856,9705,13712,649,2344010,141857,13405,417359,417359,29297,Patient Protection and Affordable Care Act,0.7175,,Medicine,0.5855,,Visa Waiver Program,0.5671,,Physician,0.5492,,Endocrinology,0.5258,
1029,reutersbasic,9.2,-0.2,Michael Flynn,0.4322148,PERSON,Russian,0.09701327,PERSON,White House,0.091071814,PERSON,United States,0.08437543,PERSON,Donald Trump,0.07393285,PERSON,Donald Trump,President of the United States,Russia,Republican Party (United States),Chuck Schumer,-735788404,6690,9130,13380,653,2289933,168457,14338,388016,388016,42029,"United States presidential election, 2016",0.9182,Event,Donald Trump,0.8906,Agent,Chuck Schumer,0.8312,Agent,Jeff Sessions,0.823,Agent,Federal Bureau of Investigation,0.7986,Agent
1030,reutersbasic,2.4,-0.4,Abd-Rabbu Mansour Hadi,0.13545959,PERSON,Yemeni,0.11505014,PERSON,Houthis,0.10839845,PERSON,push,0.06301994,PERSON,town,0.047842156,PERSON,Houthis,Yemen,Abdrabbuh Mansur Hadi,War,Ongoing conflicts,-736007672,2818,5267,5636,662,961147,53670,5957,173892,173892,38720,Yemen,1.0,Place,Houthis,1.0,,Arabian Peninsula,0.8171,Place,Ali Abdullah Saleh,0.7537,Agent,United Arab Emirates,0.7024,Place
1031,cnnbasic,12.8,0.1,Trump,0.39928627,PERSON,Gustavo Bojalil,0.16527764,PERSON,China-Mexico,0.14309752,PERSON,goods,0.027860302,PERSON,Mexican,0.01956813,PERSON,Mexico,Donald Trump,North American Free Trade Agreement,Trade,United States,-741099143,4652,7223,9304,659,1478140,157698,10523,284209,284209,26965,Trans-Pacific Partnership,0.7981,,North American Free Trade Agreement,0.7325,Agent,Latin America,0.6771,Place,Volkswagen,0.6076,Agent,Mexico,0.6029,Place
1032,cnnbasic,3.8,0.1,Joe Piscopo,0.49314052,PERSON,Alec Baldwin,0.12810022,PERSON,Donald Trump,0.12034703,PERSON,Ronald Reagan,0.09974979,PERSON,show,0.045371328,PERSON,Saturday Night Live,NBC network shows,Television series,Alec Baldwin,Television programs,-749247459,1612,2034,3224,645,542858,27111,2471,113487,113487,19907,Saturday Night Live,0.717,Work,Alec Baldwin,0.3468,Agent,Ronald Reagan,0.2931,Agent,NBC,0.2873,Agent,Sarah Palin,0.2451,Agent
1033,reutersbasic,4.1,-0.2,AirBnB Inc,0.14975357,ORGANIZATION,Donald Trump,0.0917832,ORGANIZATION,Super Bowl.,0.06871975,ORGANIZATION,climate,0.0518654,ORGANIZATION,America,0.04706833,ORGANIZATION,Advertising,Twitter,Donald Trump,Super Bowl commercials,Super Bowl,-755970485,3187,5548,6374,662,878398,71713,7820,175663,175663,32725,Super Bowl commercials,0.7729,,Twitter,0.5794,Work,Advertising,0.5352,,Budweiser,0.5303,Food,Anheuser-Busch,0.5073,Agent
1034,cnnbasic,5.6,-0.2,Donald Trump,0.51989067,PERSON,judges,0.099795304,PERSON,SECURITY,0.041497055,PERSON,panel,0.017962016,PERSON,emergency motion,0.015483266,PERSON,Donald Trump,President of the United States,Supreme Court of the United States,Presidency of Donald Trump,United States courts of appeals,-757631381,4393,7012,8786,652,1757130,73693,12319,269608,269608,39164,George W. Bush,0.7448,Agent,Hillary Clinton,0.7271,Agent,Donald Trump,0.7063,Agent,Jimmy Carter,0.6557,Agent,United States courts of appeals,0.6548,
1035,foxbasic,2.9,-0.4,Salam Fayyad,0.14102766,PERSON,United Nations.,0.11360883,PERSON,Israeli,0.07604916,PERSON,administration,0.07392414,PERSON,Donald Trump,0.06459171,PERSON,Israel,Palestinian National Authority,State of Palestine,Benjamin Netanyahu,Israeli settlement,-759088935,3267,4588,6534,653,1142825,88065,6693,185668,185668,40576,Israeli–Palestinian conflict,0.9856,Event,Benjamin Netanyahu,0.8944,Agent,Palestinian National Authority,0.8729,Place,State of Palestine,0.8686,Place,Israeli settlement,0.8219,
1036,reutersbasic,5.2,0.0,Andrew Puzder,0.5835116,PERSON,Senate,0.0817702,PERSON,Susan Collins,0.03861483,PERSON,"Committee on Health, Education, Labor and Pensions",0.024122436,PERSON,Republicans,0.023994872,PERSON,Democratic Party (United States),Republican Party (United States),United States Senate,Donald Trump,Andrew Puzder,-766028090,3611,5374,7222,652,1403287,54931,6820,204557,204557,30844,Donald Trump,0.7203,Agent,Susan Collins,0.6979,Agent,Democratic Party (United States),0.6793,Agent,Lisa Murkowski,0.6443,Agent,Republican Party (United States),0.6423,Agent
1037,foxbasic,0.1,0.0,group,0.27367523,ORGANIZATION,White House.,0.19781663,ORGANIZATION,Hassan Nasrallah,0.109018795,ORGANIZATION,group,0.06187742,ORGANIZATION,world,0.044378802,ORGANIZATION,Hassan Nasrallah,Hezbollah,Iran–Lebanon relations,Politics of Lebanon,Politics of the Middle East,-769634549,732,1329,1464,657,223174,13853,1773,45430,45430,36291,Hassan Nasrallah,0.7097,Agent,Hezbollah,0.6406,Agent,Donald Trump,0.2212,Agent,Lebanon,0.1987,Place,Iran,0.1966,Place
1038,reutersbasic,3.3,0.0,Donald Trump,0.37147275,PERSON,Wall Street,0.07392849,PERSON,order.,0.03869578,PERSON,Bank of America Corp,0.03846192,PERSON,rule,0.031776223,PERSON,Financial adviser,Donald Trump,UBS,Bank,Bank of America,-772685351,5251,7349,10502,654,2502683,86065,11210,328963,328963,35698,UBS,0.9564,Agent,Bank of America,0.7546,Agent,Wells Fargo,0.7536,Agent,Morgan Stanley,0.6965,Agent,Presidency of Barack Obama,0.6828,Agent
1039,cnnbasic,8.2,-0.1,Residents,0.1183154,PERSON,area,0.08105417,PERSON,Lake Oroville,0.07430713,PERSON,evacuation order,0.06184213,PERSON,residents,0.037116263,PERSON,Spillway,Dam,Federal Emergency Management Agency,Lake Oroville,Flood,-800071049,4114,5788,8228,661,1618024,57987,6938,261220,261220,24166,Federal Emergency Management Agency,0.6657,Agent,Dam,0.5659,,United States Congress,0.3741,Place,Donald Trump,0.3656,Agent,United States,0.3619,Place
1040,cnnbasic,15.7,0.0,Donald Trump,0.6246505,PERSON,Lynch Trump,0.1052053,PERSON,sports.,0.024652744,PERSON,way,0.00870494,PERSON,Christine Brennan,0.007842293,PERSON,Donald Trump,Muhammad Ali,United States,National Basketball Association,CNN,-811657621,13441,15410,26882,649,4697703,267313,26039,875076,875076,44943,Black Lives Matter,0.914,Agent,Muhammad Ali,0.8409,Agent,LeBron James,0.8203,Agent,Hillary Clinton,0.7723,Agent,Donald Trump,0.763,Agent
1041,cnnbasic,11.4,-0.1,Under Armour,0.37128338,ORGANIZATION,Trump,0.21705393,ORGANIZATION,Steph Curry,0.18811728,ORGANIZATION,asset,0.04266449,ORGANIZATION,Kevin Plank,0.04187933,ORGANIZATION,Under Armour,Donald Trump,"Nike, Inc.",Adidas,Social media,-819961372,2956,4309,5912,663,979193,46214,4437,188504,188504,23703,Adidas,0.4817,Agent,Tom Brady,0.4155,Agent,"Nike, Inc.",0.3858,Agent,Basketball,0.3371,Activity,Golden State Warriors,0.3369,Agent
1042,cnnbasic,11.7,0.0,Jason Chaffetz,0.6026601,PERSON,Donald Trump,0.06670148,PERSON,Congress,0.02440761,PERSON,Hillary Clinton,0.024237018,PERSON,Democrats,0.021931706,PERSON,United States Congress,President of the United States,Donald Trump,Conflict of interest,Federal government of the United States,-824187332,4950,6124,9900,652,2355645,55862,12119,292129,292129,33887,United States Congress,0.9005,Place,Donald Trump,0.6557,Agent,Hillary Clinton,0.6516,Agent,Jason Chaffetz,0.6409,Agent,United States House Committee on Oversight and Government Reform,0.6005,
1043,reutersbasic,5.5,-0.1,Donald Trump,0.13856226,PERSON,U.S. Department of Homeland Security,0.11658653,PERSON,wall,0.04890083,PERSON,series,0.039243802,PERSON,campaign,0.034238745,PERSON,Mexico–United States border,United States,Donald Trump,United States Department of Homeland Security,Texas,-825133624,4336,5945,8672,659,2174864,75889,8114,276251,276251,29896,Mexico–United States border,0.8809,,United States Department of Homeland Security,0.6568,Agent,Texas,0.6206,Place,United States Congress,0.5816,Place,Donald Trump,0.5762,Agent
1044,reutersbasic,2.9,0.1,Lady Gaga,0.19330235,PERSON,Donald Trump,0.15041564,PERSON,Piya Sinha-Roy Standing,0.057270806,PERSON,singer,0.046753667,PERSON,Super Bowl,0.046177797,PERSON,Lady Gaga,Pledge of Allegiance,Born This Way (song),United States,Performing arts,-826393902,2748,5140,5496,655,857759,47823,5071,173546,173546,30938,Lady Gaga,0.5218,MusicalArtist,Bad Romance,0.481,Work,Poker Face (Lady Gaga song),0.4133,Work,Donald Trump,0.3631,Agent,Super Bowl,0.3609,Event
1045,reutersbasic,2.4,-0.2,Mike Flynn,0.1868911,PERSON,White House,0.06984317,PERSON,people,0.052572772,PERSON,states,0.051628616,PERSON,people,0.046702314,PERSON,Donald Trump,Government,Politics,Law,Politics of the United States,-850943199,1440,2638,2880,659,427171,30476,2155,83881,83881,31376,Russia,0.377,Place,,,,,,,,,,,,
1046,cnnbasic,7.5,-0.1,United States.,0.23899329,LOCATION,Trump,0.14132957,LOCATION,Germany,0.035597745,LOCATION,refugees,0.034144085,LOCATION,pace,0.026071299,LOCATION,Refugee,United States,Donald Trump,President of the United States,Democratic Republic of the Congo,-852694517,5786,7131,11572,655,1648158,109223,13468,336386,336386,36651,Refugee,0.6472,EthnicGroup,United States,0.6178,Place,Islamic terrorism,0.6012,,Terrorism,0.5892,,Democratic Republic of the Congo,0.581,Place
1047,reutersbasic,3.5,-0.2,Donald Trump,0.30659726,PERSON,Congress,0.05070849,PERSON,Kevin Brady,0.043693013,PERSON,Republican Trump,0.040975757,PERSON,Bill Pascrell,0.034040496,PERSON,Donald Trump,United States Congress,Republican Party (United States),Democratic Party (United States),Tax,-859879491,2448,4331,4896,657,1207923,54418,4721,150199,150199,34144,Orrin Hatch,0.9217,Agent,United States Congress,0.7416,Place,Donald Trump,0.6553,Agent,Republican Party (United States),0.6086,Agent,United States Senate,0.5934,Agent
1048,reutersbasic,3.2,0.0,company,0.3919992,ORGANIZATION,Saunders,0.08141998,ORGANIZATION,Donald Trump,0.07005289,ORGANIZATION,tax reform,0.05119362,ORGANIZATION,Paul Ryan,0.044887047,ORGANIZATION,"Allergan, Plc",Tax,United States,Economy,Economies,-889397587,2373,2962,4746,654,969779,34180,4023,134607,134607,24767,Pfizer,0.5811,Agent,Donald Trump,0.4515,Agent,Republican Party (United States),0.3965,Agent,,,,,,
1049,cnnbasic,15.3,-0.1,Donald Trump,0.12905204,PERSON,Mexicans,0.11233694,PERSON,Fernando Mejia Ortiz,0.08710666,PERSON,Mexican,0.065024726,PERSON,U.S.,0.05694788,PERSON,Mexico,Donald Trump,Uber (company),United States,Mexico City,-890559526,4052,4785,8104,658,1270417,83441,6022,267784,267784,26811,Donald Trump,0.4727,Agent,Mexico,0.4597,Place,United States,0.4441,Place,Mexico City,0.396,Place,,,
1050,reutersbasic,6.9,-0.3,Twitter,0.11858436,OTHER,scientists,0.104783826,OTHER,Trump,0.07720619,OTHER,@AltNatParkService,0.048877664,OTHER,NASA,0.044337995,OTHER,Twitter,United States Environmental Protection Agency,News,Donald Trump,Social media,-895031823,4862,7472,9724,663,1988359,75953,8961,290141,290141,48586,Twitter,0.7775,Work,United States Environmental Protection Agency,0.7382,Agent,Facebook,0.7068,Work,Climate change denial,0.7063,,Hashtag,0.6506,
